Date,RICCX
2022-02-28,47.77000045776367
2022-03-01,47.060001373291016
2022-03-02,47.849998474121094
2022-03-03,47.560001373291016
2022-03-04,47.220001220703125
2022-03-07,45.83000183105469
2022-03-08,45.54999923706055
2022-03-09,46.630001068115234
2022-03-10,46.540000915527344
2022-03-11,45.959999084472656
2022-03-14,45.66999816894531
2022-03-15,46.4900016784668
2022-03-16,47.349998474121094
2022-03-17,47.91999816894531
2022-03-18,48.40999984741211
2022-03-21,48.380001068115234
2022-03-22,48.869998931884766
2022-03-23,48.34000015258789
2022-03-24,48.95000076293945
2022-03-25,49.20000076293945
2022-03-28,49.34000015258789
2022-03-29,49.900001525878906
2022-03-30,49.720001220703125
2022-03-31,48.97999954223633
2022-04-01,49.2599983215332
2022-04-04,49.619998931884766
2022-04-05,49.040000915527344
2022-04-06,48.59000015258789
2022-04-07,48.7599983215332
2022-04-08,48.7400016784668
2022-04-11,48.0099983215332
2022-04-12,47.86000061035156
2022-04-13,48.38999938964844
2022-04-14,47.849998474121094
2022-04-18,47.849998474121094
2022-04-19,48.529998779296875
2022-04-20,48.25
2022-04-21,47.439998626708984
2022-04-22,46.27000045776367
2022-04-25,46.349998474121094
2022-04-26,45.11000061035156
2022-04-27,45.27000045776367
2022-04-28,46.29999923706055
2022-04-29,44.7599983215332
2022-05-02,45.02000045776367
2022-05-03,45.2599983215332
2022-05-04,46.459999084472656
2022-05-05,45.0099983215332
2022-05-06,44.75
2022-05-09,43.290000915527344
2022-05-10,43.40999984741211
2022-05-11,42.95000076293945
2022-05-12,42.939998626708984
2022-05-13,43.9900016784668
2022-05-16,43.97999954223633
2022-05-17,44.869998931884766
2022-05-18,43.369998931884766
2022-05-19,43.150001525878906
2022-05-20,43.209999084472656
2022-05-23,43.84000015258789
2022-05-24,43.59000015258789
2022-05-25,43.959999084472656
2022-05-26,44.689998626708984
2022-05-27,45.61000061035156
2022-05-31,45.38999938964844
2022-06-01,45.150001525878906
2022-06-02,45.869998931884766
2022-06-03,45.27000045776367
2022-06-06,45.41999816894531
2022-06-07,45.84000015258789
2022-06-08,45.34000015258789
2022-06-09,44.2599983215332
2022-06-10,43.09000015258789
2022-06-13,41.439998626708984
2022-06-14,41.209999084472656
2022-06-15,41.09000015258789
2022-06-16,39.72999954223633
2022-06-17,39.72999954223633
2022-06-21,40.52000045776367
2022-06-22,40.349998474121094
2022-06-23,40.58000183105469
2022-06-24,41.75
2022-06-27,41.70000076293945
2022-06-28,41.099998474121094
2022-06-29,41.029998779296875
2022-06-30,40.70000076293945
2022-07-01,41.040000915527344
2022-07-05,40.810001373291016
2022-07-06,40.86000061035156
2022-07-07,41.40999984741211
2022-07-08,41.349998474121094
2022-07-11,40.849998474121094
2022-07-12,40.5
2022-07-13,40.2400016784668
2022-07-14,39.970001220703125
2022-07-15,40.7400016784668
2022-07-18,40.54999923706055
2022-07-19,41.68000030517578
2022-07-20,41.810001373291016
2022-07-21,42.15999984741211
2022-07-22,41.7400016784668
2022-07-25,41.849998474121094
2022-07-26,41.45000076293945
2022-07-27,42.470001220703125
2022-07-28,42.779998779296875
2022-07-29,43.22999954223633
2022-08-01,43.11000061035156
2022-08-02,42.91999816894531
2022-08-03,43.5099983215332
2022-08-04,43.52000045776367
2022-08-05,43.54999923706055
2022-08-08,43.54999923706055
2022-08-09,43.400001525878906
2022-08-10,44.310001373291016
2022-08-11,44.369998931884766
2022-08-12,45.04999923706055
2022-08-15,45.150001525878906
2022-08-16,45.18000030517578
2022-08-17,44.79999923706055
2022-08-18,44.90999984741211
2022-08-19,44.369998931884766
2022-08-22,43.4900016784668
2022-08-23,43.41999816894531
2022-08-24,43.56999969482422
2022-08-25,44.2400016784668
2022-08-26,42.93000030517578
2022-08-29,42.689998626708984
2022-08-30,42.209999084472656
2022-08-31,42.0099983215332
2022-09-01,42.09000015258789
2022-09-02,41.7599983215332
2022-09-06,41.56999969482422
2022-09-07,42.18000030517578
2022-09-08,42.43000030517578
2022-09-09,43.130001068115234
2022-09-12,43.560001373291016
2022-09-13,41.79999923706055
2022-09-14,41.86000061035156
2022-09-15,41.43000030517578
2022-09-16,41.15999984741211
2022-09-19,41.400001525878906
2022-09-20,40.93000030517578
2022-09-21,40.310001373291016
2022-09-22,40.08000183105469
2022-09-23,39.27000045776367
2022-09-26,38.810001373291016
2022-09-27,38.68000030517578
2022-09-28,39.43000030517578
2022-09-29,38.75
2022-09-30,38.220001220703125
2022-10-03,39.279998779296875
2022-10-04,40.540000915527344
2022-10-05,40.5
2022-10-06,40.099998474121094
2022-10-07,39.220001220703125
2022-10-10,38.86000061035156
2022-10-11,38.560001373291016
2022-10-12,38.4900016784668
2022-10-13,39.380001068115234
2022-10-14,38.4900016784668
2022-10-17,39.40999984741211
2022-10-18,39.81999969482422
2022-10-19,39.63999938964844
2022-10-20,39.369998931884766
2022-10-21,40.25
2022-10-24,40.619998931884766
2022-10-25,41.150001525878906
2022-10-26,40.9900016784668
2022-10-27,40.689998626708984
2022-10-28,41.47999954223633
2022-10-31,41.2400016784668
2022-11-01,41.15999984741211
2022-11-02,40.2400016784668
2022-11-03,39.959999084472656
2022-11-04,40.65999984741211
2022-11-07,41.119998931884766
2022-11-08,41.349998474121094
2022-11-09,40.66999816894531
2022-11-10,42.619998931884766
2022-11-11,42.939998626708984
2022-11-14,42.54999923706055
2022-11-15,42.959999084472656
2022-11-16,42.63999938964844
2022-11-17,42.470001220703125
2022-11-18,42.66999816894531
2022-11-21,42.59000015258789
2022-11-22,43.08000183105469
2022-11-23,43.33000183105469
2022-11-25,43.36000061035156
2022-11-28,42.709999084472656
2022-11-29,42.7400016784668
2022-11-30,43.970001220703125
2022-12-01,44.029998779296875
2022-12-02,44.09000015258789
2022-12-05,43.380001068115234
2022-12-06,42.86000061035156
2022-12-07,42.79999923706055
2022-12-08,43.08000183105469
2022-12-09,42.84000015258789
2022-12-12,43.400001525878906
2022-12-13,43.790000915527344
2022-12-14,42.16999816894531
2022-12-15,41.25
2022-12-16,40.880001068115234
2022-12-19,40.540000915527344
2022-12-20,40.65999984741211
2022-12-21,41.27000045776367
2022-12-22,40.77000045776367
2022-12-23,41.0099983215332
2022-12-27,40.9900016784668
2022-12-28,40.5099983215332
2022-12-29,41.16999816894531
2022-12-30,41.06999969482422
2023-01-03,40.97999954223633
2023-01-04,41.310001373291016
2023-01-05,40.91999816894531
2023-01-06,41.83000183105469
2023-01-09,41.790000915527344
2023-01-10,42.040000915527344
2023-01-11,42.4900016784668
2023-01-12,42.77000045776367
2023-01-13,42.849998474121094
2023-01-17,42.7599983215332
2023-01-18,42.13999938964844
2023-01-19,41.84000015258789
2023-01-20,42.560001373291016
2023-01-23,42.95000076293945
2023-01-24,42.970001220703125
2023-01-25,42.95000076293945
2023-01-26,43.31999969482422
2023-01-27,43.29999923706055
2023-01-30,42.83000183105469
2023-01-31,43.349998474121094
2023-02-01,43.72999954223633
2023-02-02,44.2400016784668
2023-02-03,43.75
2023-02-06,43.58000183105469
2023-02-07,44.08000183105469
2023-02-08,43.66999816894531
2023-02-09,43.310001373291016
2023-02-10,43.45000076293945
2023-02-13,43.939998626708984
2023-02-14,43.91999816894531
2023-02-15,43.97999954223633
2023-02-16,43.470001220703125
2023-02-17,43.2599983215332
