Date,TRBCX
2022-02-28,151.1699981689453
2022-03-01,148.25
2022-03-02,150.02000427246094
2022-03-03,146.9499969482422
2022-03-04,143.80999755859375
2022-03-07,137.13999938964844
2022-03-08,136.50999450683594
2022-03-09,142.69000244140625
2022-03-10,141.60000610351562
2022-03-11,138.39999389648438
2022-03-14,135.49000549316406
2022-03-15,140.02999877929688
2022-03-16,146.08999633789062
2022-03-17,148.4600067138672
2022-03-18,152.5800018310547
2022-03-21,151.39999389648438
2022-03-22,154.63999938964844
2022-03-23,152.60000610351562
2022-03-24,155.52000427246094
2022-03-25,154.74000549316406
2022-03-28,157.5500030517578
2022-03-29,160.77000427246094
2022-03-30,158.6699981689453
2022-03-31,155.74000549316406
2022-04-01,156.4199981689453
2022-04-04,160.07000732421875
2022-04-05,156.42999267578125
2022-04-06,152.25999450683594
2022-04-07,152.2899932861328
2022-04-08,150.16000366210938
2022-04-11,146.57000732421875
2022-04-12,145.6300048828125
2022-04-13,148.6199951171875
2022-04-14,145.27000427246094
2022-04-18,145.11000061035156
2022-04-19,148.57000732421875
2022-04-20,145.49000549316406
2022-04-21,141.6300048828125
2022-04-22,136.99000549316406
2022-04-25,138.89999389648438
2022-04-26,133.07000732421875
2022-04-27,133.13999938964844
2022-04-28,138.83999633789062
2022-04-29,132.16000366210938
2022-05-02,134.25
2022-05-03,134.05999755859375
2022-05-04,138.4199981689453
2022-05-05,130.72000122070312
2022-05-06,128.6999969482422
2022-05-09,122.41000366210938
2022-05-10,123.62999725341797
2022-05-11,119.97000122070312
2022-05-12,119.94999694824219
2022-05-13,124.98999786376953
2022-05-16,123.0999984741211
2022-05-17,126.27999877929688
2022-05-18,120.20999908447266
2022-05-19,120.41999816894531
2022-05-20,120.11000061035156
2022-05-23,122.13999938964844
2022-05-24,118.04000091552734
2022-05-25,120.06999969482422
2022-05-26,123.55999755859375
2022-05-27,127.94000244140625
2022-05-31,127.5999984741211
2022-06-01,126.58000183105469
2022-06-02,130.6699981689453
2022-06-03,126.97000122070312
2022-06-06,127.87000274658203
2022-06-07,129.10000610351562
2022-06-08,128.44000244140625
2022-06-09,124.55000305175781
2022-06-10,119.54000091552734
2022-06-13,113.69999694824219
2022-06-14,113.76000213623047
2022-06-15,117.2699966430664
2022-06-16,112.4000015258789
2022-06-17,113.97000122070312
2022-06-21,116.91999816894531
2022-06-22,116.9800033569336
2022-06-23,119.44999694824219
2022-06-24,123.91999816894531
2022-06-27,122.54000091552734
2022-06-28,118.25
2022-06-29,118.76000213623047
2022-06-30,116.79000091552734
2022-07-01,117.83999633789062
2022-07-05,120.44999694824219
2022-07-06,121.1500015258789
2022-07-07,123.70999908447266
2022-07-08,123.79000091552734
2022-07-11,121.13999938964844
2022-07-12,118.91999816894531
2022-07-13,118.43000030517578
2022-07-14,118.31999969482422
2022-07-15,120.87000274658203
2022-07-18,119.81999969482422
2022-07-19,123.75
2022-07-20,125.91000366210938
2022-07-21,128.14999389648438
2022-07-22,124.91999816894531
2022-07-25,124.2699966430664
2022-07-26,121.18000030517578
2022-07-27,126.69999694824219
2022-07-28,128.3800048828125
2022-07-29,131.47999572753906
2022-08-01,131.10000610351562
2022-08-02,130.8300018310547
2022-08-03,134.3699951171875
2022-08-04,135.0399932861328
2022-08-05,134.47999572753906
2022-08-08,133.92999267578125
2022-08-09,132.55999755859375
2022-08-10,136.5800018310547
2022-08-11,135.47999572753906
2022-08-12,138.2899932861328
2022-08-15,139.10000610351562
2022-08-16,138.69000244140625
2022-08-17,137.10000610351562
2022-08-18,137.08999633789062
2022-08-19,134.41000366210938
2022-08-22,130.77000427246094
2022-08-23,130.4600067138672
2022-08-24,130.97000122070312
2022-08-25,133.4499969482422
2022-08-26,127.87000274658203
2022-08-29,126.43000030517578
2022-08-30,125.30000305175781
2022-08-31,124.30000305175781
2022-09-01,124.04000091552734
2022-09-02,122.48999786376953
2022-09-06,121.80000305175781
2022-09-07,124.45999908447266
2022-09-08,125.19000244140625
2022-09-09,128.10000610351562
2022-09-12,129.8300018310547
2022-09-13,122.80999755859375
2022-09-14,123.55999755859375
2022-09-15,121.88999938964844
2022-09-16,120.62999725341797
2022-09-19,121.4000015258789
2022-09-20,120.11000061035156
2022-09-21,117.70999908447266
2022-09-22,116.33999633789062
2022-09-23,114.4000015258789
2022-09-26,113.70999908447266
2022-09-27,113.83000183105469
2022-09-28,116.25
2022-09-29,113.19999694824219
2022-09-30,111.27999877929688
2022-10-03,113.62999725341797
2022-10-04,117.55000305175781
2022-10-05,117.5
2022-10-06,116.66000366210938
2022-10-07,112.02999877929688
2022-10-10,110.58999633789062
2022-10-11,109.0
2022-10-12,108.97000122070312
2022-10-13,111.12000274658203
2022-10-14,107.58999633789062
2022-10-17,111.5999984741211
2022-10-18,112.6500015258789
2022-10-19,111.94999694824219
2022-10-20,111.45999908447266
2022-10-21,113.95999908447266
2022-10-24,115.01000213623047
2022-10-25,117.62999725341797
2022-10-26,114.43000030517578
2022-10-27,112.72000122070312
2022-10-28,115.0999984741211
2022-10-31,113.9000015258789
2022-11-01,112.08999633789062
2022-11-02,108.08000183105469
2022-11-03,105.98999786376953
2022-11-04,106.87999725341797
2022-11-07,107.98999786376953
2022-11-08,108.5
2022-11-09,105.62999725341797
2022-11-10,114.02999877929688
2022-11-11,115.91000366210938
2022-11-14,114.51000213623047
2022-11-15,116.2699966430664
2022-11-16,115.06999969482422
2022-11-17,114.44999694824219
2022-11-18,114.52999877929688
2022-11-21,113.06999969482422
2022-11-22,114.66999816894531
2022-11-23,116.13999938964844
2022-11-25,115.70999908447266
2022-11-28,113.98999786376953
2022-11-29,113.06999969482422
2022-11-30,118.43000030517578
2022-12-01,118.72000122070312
2022-12-02,118.33999633789062
2022-12-05,116.04000091552734
2022-12-06,113.88999938964844
2022-12-07,113.55000305175781
2022-12-08,114.94000244140625
2022-12-09,113.95999908447266
2022-12-12,115.70999908447266
2022-12-13,110.8499984741211
2022-12-14,110.25
2022-12-15,106.55999755859375
2022-12-16,105.30000305175781
2022-12-19,103.69000244140625
2022-12-20,103.68000030517578
2022-12-21,105.41000366210938
2022-12-22,103.0999984741211
2022-12-23,103.5199966430664
2022-12-27,102.43000030517578
2022-12-28,101.19999694824219
2022-12-29,103.77999877929688
2022-12-30,103.51000213623047
2023-01-03,103.0
2023-01-04,103.20999908447266
2023-01-05,101.13999938964844
2023-01-06,103.30000305175781
2023-01-09,104.13999938964844
2023-01-10,105.19000244140625
2023-01-11,107.30999755859375
2023-01-12,107.95999908447266
2023-01-13,108.69000244140625
2023-01-17,108.80999755859375
2023-01-18,107.44000244140625
2023-01-19,106.75
2023-01-20,109.75
2023-01-23,111.62999725341797
2023-01-24,111.36000061035156
2023-01-25,111.12999725341797
2023-01-26,112.9000015258789
2023-01-27,113.79000091552734
2023-01-30,111.51000213623047
2023-01-31,113.37999725341797
2023-02-01,115.66000366210938
2023-02-02,119.30000305175781
2023-02-03,116.9800033569336
2023-02-06,115.86000061035156
2023-02-07,118.16000366210938
2023-02-08,116.44000244140625
2023-02-09,115.43000030517578
2023-02-10,114.5999984741211
2023-02-13,116.33999633789062
2023-02-14,117.04000091552734
2023-02-15,117.58999633789062
2023-02-16,115.04000091552734
2023-02-17,114.16999816894531
2023-02-21,111.66999816894531
2023-02-22,111.80000305175781
2023-02-23,112.80999755859375
2023-02-24,111.04000091552734
2023-02-27,111.56999969482422
2023-02-28,111.30999755859375
2023-03-01,110.37000274658203
2023-03-02,111.23999786376953
2023-03-03,113.56999969482422
2023-03-06,113.75
