Date,TRBCX
2023-03-07,112.41999816894531
2023-03-08,112.91999816894531
2023-03-09,110.88999938964844
2023-03-10,108.94999694824219
2023-03-13,109.58000183105469
2023-03-14,112.22000122070312
2023-03-15,112.44999694824219
2023-03-16,115.44999694824219
2023-03-17,114.94999694824219
2023-03-20,115.01000213623047
2023-03-21,116.95999908447266
2023-03-22,115.5199966430664
2023-03-23,116.80999755859375
2023-03-24,116.9000015258789
2023-03-27,116.30999755859375
2023-03-28,115.58999633789062
2023-03-29,117.45999908447266
2023-03-30,118.44999694824219
2023-03-31,120.48999786376953
2023-04-03,120.75
2023-04-04,120.58000183105469
2023-04-05,119.5199966430664
2023-04-06,120.52999877929688
2023-04-10,120.37999725341797
2023-04-11,119.7699966430664
2023-04-12,119.0999984741211
2023-04-13,121.56999969482422
2023-04-14,121.12999725341797
2023-04-17,121.19000244140625
2023-04-18,121.33999633789062
2023-04-19,121.37000274658203
2023-04-20,120.66999816894531
2023-04-21,120.98999786376953
2023-04-24,120.69000244140625
2023-04-25,118.05000305175781
2023-04-26,119.38999938964844
2023-04-27,122.51000213623047
2023-04-28,123.25
2023-05-01,123.0999984741211
2023-05-02,122.13999938964844
2023-05-03,121.69000244140625
2023-05-04,121.41999816894531
2023-05-05,123.80999755859375
2023-05-08,124.30000305175781
2023-05-09,123.66000366210938
2023-05-10,125.08000183105469
2023-05-11,125.36000061035156
2023-05-12,124.88999938964844
2023-05-15,125.48999786376953
2023-05-16,125.5199966430664
2023-05-17,127.16000366210938
2023-05-18,129.3000030517578
2023-05-19,128.8300018310547
2023-05-22,129.24000549316406
2023-05-23,127.06999969482422
2023-05-24,126.55999755859375
2023-05-25,129.6699981689453
2023-05-26,132.14999389648438
2023-05-30,132.4199981689453
2023-05-31,131.5500030517578
2023-06-01,133.33999633789062
2023-06-02,134.6199951171875
2023-06-05,134.7899932861328
2023-06-06,134.92999267578125
2023-06-07,132.02999877929688
2023-06-08,133.38999938964844
2023-06-09,133.91000366210938
2023-06-12,135.8699951171875
2023-06-13,136.63999938964844
2023-06-14,136.97000122070312
2023-06-15,138.7899932861328
2023-06-16,137.61000061035156
2023-06-20,137.66000366210938
2023-06-21,136.27000427246094
2023-06-22,138.0
2023-06-23,137.0500030517578
2023-06-26,134.92999267578125
2023-06-27,137.0500030517578
2023-06-28,137.42999267578125
2023-06-29,137.5
2023-06-30,139.75
2023-07-03,139.52999877929688
2023-07-05,139.66000366210938
2023-07-06,138.7100067138672
2023-07-07,138.05999755859375
2023-07-10,137.8000030517578
2023-07-11,138.33999633789062
2023-07-12,140.0500030517578
2023-07-13,142.2899932861328
2023-07-14,142.8300018310547
2023-07-17,143.8000030517578
2023-07-18,145.27999877929688
2023-07-19,145.1999969482422
2023-07-20,142.0
2023-07-21,141.50999450683594
2023-07-24,141.77999877929688
2023-07-25,142.7899932861328
2023-07-26,142.4600067138672
2023-07-27,141.57000732421875
2023-07-28,144.11000061035156
2023-07-31,144.27999877929688
2023-08-01,143.8699951171875
2023-08-02,140.67999267578125
2023-08-03,140.60000610351562
2023-08-04,140.5
2023-08-07,141.74000549316406
2023-08-08,141.02000427246094
2023-08-09,139.3699951171875
2023-08-10,139.64999389648438
2023-08-11,138.9199981689453
2023-08-14,140.72000122070312
2023-08-15,139.27000427246094
2023-08-16,138.02000427246094
2023-08-17,136.27999877929688
2023-08-18,136.11000061035156
2023-08-21,138.16000366210938
2023-08-22,138.02999877929688
2023-08-23,140.27000427246094
2023-08-24,137.49000549316406
2023-08-25,138.5399932861328
2023-08-28,139.50999450683594
2023-08-29,142.32000732421875
2023-08-30,143.1199951171875
2023-08-31,143.17999267578125
2023-09-01,143.36000061035156
2023-09-05,143.6999969482422
2023-09-06,142.2899932861328
2023-09-07,141.7100067138672
2023-09-08,141.83999633789062
2023-09-11,143.5399932861328
2023-09-12,141.9600067138672
2023-09-13,142.58999633789062
2023-09-14,143.30999755859375
2023-09-15,140.9499969482422
2023-09-18,141.0500030517578
2023-09-19,140.63999938964844
2023-09-20,138.5
2023-09-21,135.8699951171875
2023-09-22,135.8699951171875
2023-09-25,136.6699981689453
2023-09-26,134.35000610351562
2023-09-27,134.52999877929688
2023-09-28,135.67999267578125
2023-09-29,135.74000549316406
2023-10-02,137.1699981689453
2023-10-03,134.50999450683594
2023-10-04,136.4199981689453
2023-10-05,136.5399932861328
2023-10-06,139.17999267578125
2023-10-09,139.66000366210938
2023-10-10,140.2899932861328
2023-10-11,141.42999267578125
2023-10-12,140.86000061035156
2023-10-13,139.25999450683594
2023-10-16,141.02000427246094
2023-10-17,140.5800018310547
2023-10-18,138.17999267578125
2023-10-19,137.44000244140625
2023-10-20,135.3699951171875
2023-10-23,135.99000549316406
2023-10-24,137.35000610351562
2023-10-25,134.3000030517578
2023-10-26,131.4499969482422
2023-10-27,132.22000122070312
2023-10-30,134.3000030517578
2023-10-31,134.88999938964844
2023-11-01,137.05999755859375
2023-11-02,139.3000030517578
2023-11-03,140.49000549316406
2023-11-06,141.5800018310547
2023-11-07,142.99000549316406
2023-11-08,143.6699981689453
2023-11-09,142.5500030517578
2023-11-10,145.38999938964844
2023-11-13,145.39999389648438
2023-11-14,147.8800048828125
2023-11-15,147.5399932861328
2023-11-16,148.39999389648438
2023-11-17,148.25999450683594
2023-11-20,149.8800048828125
2023-11-21,149.52000427246094
2023-11-22,150.32000732421875
2023-11-24,150.02000427246094
2023-11-27,149.9199981689453
2023-11-28,150.1999969482422
2023-11-29,149.75
2023-11-30,149.5399932861328
2023-12-01,149.74000549316406
2023-12-04,148.14999389648438
2023-12-05,149.1300048828125
2023-12-06,147.9600067138672
2023-12-07,149.8300018310547
2023-12-08,150.64999389648438
2023-12-11,150.17999267578125
2023-12-12,151.4600067138672
2023-12-13,147.7899932861328
2023-12-14,146.75
2023-12-15,147.38999938964844
2023-12-18,148.6699981689453
2023-12-19,149.41000366210938
2023-12-20,147.5399932861328
2023-12-21,149.2100067138672
2023-12-22,148.99000549316406
2023-12-26,149.42999267578125
2023-12-27,149.67999267578125
2023-12-28,149.7899932861328
2023-12-29,149.33999633789062
2024-01-02,147.11000061035156
2024-01-03,146.0
2024-01-04,145.3800048828125
2024-01-05,145.61000061035156
2024-01-08,148.63999938964844
2024-01-09,149.1699981689453
2024-01-10,150.97000122070312
2024-01-11,151.24000549316406
2024-01-12,151.2899932861328
2024-01-16,151.1300048828125
2024-01-17,150.5500030517578
2024-01-18,152.27000427246094
2024-01-19,154.4199981689453
2024-01-22,154.8300018310547
2024-01-23,155.4499969482422
2024-01-24,156.4600067138672
2024-01-25,156.57000732421875
2024-01-26,156.66000366210938
2024-01-29,158.6300048828125
2024-01-30,157.97999572753906
2024-01-31,154.66000366210938
2024-02-01,156.85000610351562
2024-02-02,161.22000122070312
2024-02-05,161.1999969482422
2024-02-06,161.2100067138672
2024-02-07,163.5500030517578
2024-02-08,163.91000366210938
2024-02-09,165.85000610351562
2024-02-12,164.64999389648438
2024-02-13,162.27999877929688
2024-02-14,164.47999572753906
2024-02-15,164.57000732421875
2024-02-16,163.5500030517578
2024-02-20,161.67999267578125
2024-02-21,161.4499969482422
2024-02-22,167.00999450683594
2024-02-23,166.75
2024-02-26,166.0800018310547
2024-02-27,166.3800048828125
2024-02-28,165.6199951171875
2024-02-29,166.8000030517578
2024-03-01,168.50999450683594
2024-03-04,168.02999877929688
2024-03-05,165.27999877929688
2024-03-06,166.14999389648438
2024-03-07,168.80999755859375
2024-03-08,167.0500030517578
2024-03-11,165.80999755859375
2024-03-12,169.17999267578125
2024-03-13,168.6199951171875
2024-03-14,168.75999450683594
2024-03-15,166.89999389648438
2024-03-18,168.44000244140625
2024-03-19,169.49000549316406
2024-03-20,171.33999633789062
2024-03-21,171.42999267578125
2024-03-22,171.8000030517578
2024-03-25,171.08999633789062
2024-03-26,170.50999450683594
2024-03-27,170.6699981689453
2024-03-28,170.32000732421875
2024-04-01,170.57000732421875
2024-04-02,169.07000732421875
2024-04-03,169.6199951171875
2024-04-04,167.42999267578125
2024-04-05,170.3000030517578
2024-04-08,170.14999389648438
2024-04-09,170.02000427246094
2024-04-10,169.25999450683594
2024-04-11,171.5399932861328
2024-04-12,169.13999938964844
2024-04-15,166.22000122070312
2024-04-16,166.63999938964844
2024-04-17,165.1300048828125
2024-04-18,164.5500030517578
2024-04-19,160.6699981689453
2024-04-22,162.22999572753906
2024-04-23,165.22999572753906
2024-04-24,164.7100067138672
2024-04-25,163.1699981689453
2024-04-26,166.74000549316406
2024-04-29,166.4199981689453
2024-04-30,163.61000061035156
2024-05-01,163.38999938964844
2024-05-02,165.6999969482422
2024-05-03,168.58999633789062
2024-05-06,171.00999450683594
2024-05-07,171.00999450683594
2024-05-08,170.8000030517578
2024-05-09,171.41000366210938
2024-05-10,171.47999572753906
2024-05-13,171.30999755859375
2024-05-14,172.27999877929688
2024-05-15,175.0
2024-05-16,174.3699951171875
2024-05-17,174.47000122070312
2024-05-20,175.27999877929688
2024-05-21,176.0500030517578
2024-05-22,175.63999938964844
2024-05-23,175.63999938964844
2024-05-24,177.13999938964844
2024-05-28,178.30999755859375
2024-05-29,177.49000549316406
2024-05-30,174.6300048828125
2024-05-31,174.75999450683594
2024-06-03,176.05999755859375
2024-06-04,176.77999877929688
2024-06-05,180.38999938964844
2024-06-06,180.5
2024-06-07,180.17999267578125
2024-06-10,181.1300048828125
2024-06-11,182.44000244140625
2024-06-12,184.82000732421875
2024-06-13,185.1199951171875
2024-06-14,185.52999877929688
2024-06-17,186.85000610351562
2024-06-18,187.2899932861328
2024-06-20,186.14999389648438
2024-06-21,185.94000244140625
2024-06-24,184.07000732421875
2024-06-25,186.9499969482422
2024-06-26,187.9199981689453
2024-06-27,188.27000427246094
2024-06-28,186.49000549316406
2024-07-01,187.88999938964844
2024-07-02,189.24000549316406
2024-07-03,190.5399932861328
2024-07-05,192.66000366210938
2024-07-08,192.4199981689453
2024-07-09,192.57000732421875
2024-07-10,194.67999267578125
2024-07-11,190.3000030517578
2024-07-12,191.19000244140625
2024-07-15,191.47999572753906
2024-07-16,191.2100067138672
2024-07-17,185.72000122070312
2024-07-18,184.25
2024-07-19,183.1999969482422
2024-07-22,185.97000122070312
2024-07-23,186.32000732421875
2024-07-24,179.27999877929688
2024-07-25,177.5399932861328
2024-07-26,179.39999389648438
2024-07-29,179.5399932861328
2024-07-30,177.35000610351562
2024-07-31,182.25
2024-08-01,179.97999572753906
2024-08-02,175.72999572753906
2024-08-05,169.6300048828125
2024-08-06,171.9199981689453
2024-08-07,170.25999450683594
2024-08-08,175.16000366210938
2024-08-09,176.52999877929688
2024-08-12,177.0800018310547
2024-08-13,181.1699981689453
2024-08-14,181.66000366210938
2024-08-15,185.55999755859375
2024-08-16,185.75999450683594
2024-08-19,187.9499969482422
2024-08-20,187.86000061035156
2024-08-21,188.80999755859375
2024-08-22,185.91000366210938
2024-08-23,187.82000732421875
2024-08-26,186.52999877929688
2024-08-27,187.02000427246094
2024-08-28,185.13999938964844
2024-08-29,184.22000122070312
2024-08-30,186.41000366210938
2024-09-03,180.8699951171875
2024-09-04,180.24000549316406
2024-09-05,180.4499969482422
2024-09-06,176.38999938964844
2024-09-09,178.60000610351562
2024-09-10,179.97000122070312
2024-09-11,183.8300018310547
2024-09-12,185.91000366210938
2024-09-13,186.67999267578125
2024-09-16,186.38999938964844
2024-09-17,186.52999877929688
2024-09-18,185.83999633789062
2024-09-19,190.25
2024-09-20,190.10000610351562
2024-09-23,190.4600067138672
2024-09-24,191.0
2024-09-25,191.3000030517578
2024-09-26,191.63999938964844
2024-09-27,190.47000122070312
2024-09-30,191.4199981689453
2024-10-01,188.86000061035156
2024-10-02,188.97000122070312
2024-10-03,189.16000366210938
2024-10-04,191.30999755859375
2024-10-07,189.11000061035156
2024-10-08,192.25
2024-10-09,193.22999572753906
2024-10-10,193.3300018310547
2024-10-11,194.0
2024-10-14,195.58999633789062
2024-10-15,193.22999572753906
2024-10-16,193.8000030517578
2024-10-17,194.0399932861328
2024-10-18,195.52000427246094
2024-10-21,196.3300018310547
2024-10-22,196.5399932861328
2024-10-23,193.58999633789062
2024-10-24,194.85000610351562
2024-10-25,195.72000122070312
2024-10-28,195.91000366210938
2024-10-29,197.5
2024-10-30,196.63999938964844
2024-10-31,191.75
2024-11-01,193.27999877929688
2024-11-04,192.24000549316406
2024-11-05,194.82000732421875
2024-11-06,199.61000061035156
2024-11-07,202.75
2024-11-08,202.97999572753906
2024-11-11,202.9499969482422
2024-11-12,203.7899932861328
2024-11-13,203.57000732421875
2024-11-14,202.5
2024-11-15,198.08999633789062
2024-11-18,198.67999267578125
2024-11-19,200.97999572753906
2024-11-20,200.63999938964844
2024-11-21,200.74000549316406
