Date,RSLFX
2022-02-28,72.02999877929688
2022-03-01,70.80000305175781
2022-03-02,71.83000183105469
2022-03-03,70.20999908447266
2022-03-04,68.30999755859375
2022-03-07,65.81999969482422
2022-03-08,65.91999816894531
2022-03-09,68.4800033569336
2022-03-10,67.88999938964844
2022-03-11,66.80999755859375
2022-03-14,65.66999816894531
2022-03-15,66.38999938964844
2022-03-16,69.20999908447266
2022-03-17,70.3499984741211
2022-03-18,71.5999984741211
2022-03-21,70.69000244140625
2022-03-22,71.37000274658203
2022-03-23,70.37000274658203
2022-03-24,70.83000183105469
2022-03-25,70.36000061035156
2022-03-28,70.4000015258789
2022-03-29,72.58000183105469
2022-03-30,71.91000366210938
2022-03-31,70.91999816894531
2022-04-01,71.58000183105469
2022-04-04,72.37000274658203
2022-04-05,71.29000091552734
2022-04-06,69.91999816894531
2022-04-07,69.70999908447266
2022-04-08,69.25
2022-04-11,68.4000015258789
2022-04-12,68.2300033569336
2022-04-13,69.3499984741211
2022-04-14,68.72000122070312
2022-04-18,68.08000183105469
2022-04-19,69.08999633789062
2022-04-20,69.06999969482422
2022-04-21,67.79000091552734
2022-04-22,66.26000213623047
2022-04-25,66.58000183105469
2022-04-26,64.38999938964844
2022-04-27,64.27999877929688
2022-04-28,65.26000213623047
2022-04-29,64.08000183105469
2022-05-02,64.4000015258789
2022-05-03,64.48999786376953
2022-05-04,65.76000213623047
2022-05-05,63.15999984741211
2022-05-06,61.790000915527344
2022-05-09,59.27000045776367
2022-05-10,59.36000061035156
2022-05-11,58.52000045776367
2022-05-12,58.900001525878906
2022-05-13,61.130001068115234
2022-05-16,60.65999984741211
2022-05-17,62.0
2022-05-18,60.04999923706055
2022-05-19,60.61000061035156
2022-05-20,60.880001068115234
2022-05-23,61.540000915527344
2022-05-24,60.43000030517578
2022-05-25,60.849998474121094
2022-05-26,61.97999954223633
2022-05-27,63.34000015258789
2022-05-31,63.130001068115234
2022-06-01,62.380001068115234
2022-06-02,63.91999816894531
2022-06-03,63.06999969482422
2022-06-06,63.34000015258789
2022-06-07,63.61000061035156
2022-06-08,63.04999923706055
2022-06-09,61.63999938964844
2022-06-10,60.0099983215332
2022-06-13,57.33000183105469
2022-06-14,56.95000076293945
2022-06-15,57.84000015258789
2022-06-16,55.63999938964844
2022-06-17,56.209999084472656
2022-06-21,57.0
2022-06-22,56.650001525878906
2022-06-23,57.34000015258789
2022-06-24,59.04999923706055
2022-06-27,59.099998474121094
2022-06-28,58.209999084472656
2022-06-29,57.75
2022-06-30,57.2400016784668
2022-07-01,57.630001068115234
2022-07-05,57.779998779296875
2022-07-06,57.63999938964844
2022-07-07,58.84000015258789
2022-07-08,58.90999984741211
2022-07-11,57.72999954223633
2022-07-12,57.33000183105469
2022-07-13,57.18000030517578
2022-07-14,56.689998626708984
2022-07-15,57.540000915527344
2022-07-18,57.7599983215332
2022-07-19,59.119998931884766
2022-07-20,59.779998779296875
2022-07-21,60.47999954223633
2022-07-22,59.939998626708984
2022-07-25,59.9900016784668
2022-07-26,59.16999816894531
2022-07-27,60.5099983215332
2022-07-28,61.27000045776367
2022-07-29,61.88999938964844
2022-08-01,61.9900016784668
2022-08-02,61.58000183105469
2022-08-03,62.40999984741211
2022-08-04,62.689998626708984
2022-08-05,62.7599983215332
2022-08-08,63.18000030517578
2022-08-09,62.20000076293945
2022-08-10,63.91999816894531
2022-08-11,64.0
2022-08-12,64.79000091552734
2022-08-15,64.70999908447266
2022-08-16,64.5999984741211
2022-08-17,63.779998779296875
2022-08-18,63.939998626708984
2022-08-19,62.619998931884766
2022-08-22,61.369998931884766
2022-08-23,61.5
2022-08-24,61.90999984741211
2022-08-25,62.810001373291016
2022-08-26,60.9900016784668
2022-08-29,60.59000015258789
2022-08-30,60.15999984741211
2022-08-31,59.959999084472656
2022-09-01,59.13999938964844
2022-09-02,58.880001068115234
2022-09-06,58.540000915527344
2022-09-07,59.47999954223633
2022-09-08,59.939998626708984
2022-09-09,61.130001068115234
2022-09-12,61.86000061035156
2022-09-13,59.68000030517578
2022-09-14,59.869998931884766
2022-09-15,59.45000076293945
2022-09-16,58.630001068115234
2022-09-19,58.86000061035156
2022-09-20,58.189998626708984
2022-09-21,57.349998474121094
2022-09-22,56.31999969482422
2022-09-23,55.11000061035156
2022-09-26,54.439998626708984
2022-09-27,54.59000015258789
2022-09-28,55.75
2022-09-29,54.70000076293945
2022-09-30,54.650001525878906
2022-10-03,55.88999938964844
2022-10-04,57.93000030517578
2022-10-05,57.599998474121094
2022-10-06,57.25
2022-10-07,55.83000183105469
2022-10-10,55.310001373291016
2022-10-11,54.880001068115234
2022-10-12,54.709999084472656
2022-10-13,55.45000076293945
2022-10-14,54.2400016784668
2022-10-17,55.65999984741211
2022-10-18,56.40999984741211
2022-10-19,55.33000183105469
2022-10-20,54.90999984741211
2022-10-21,55.7599983215332
2022-10-24,55.810001373291016
2022-10-25,57.11000061035156
2022-10-26,57.540000915527344
2022-10-27,57.25
2022-10-28,58.0
2022-10-31,57.720001220703125
2022-11-01,58.06999969482422
2022-11-02,56.939998626708984
2022-11-03,56.529998779296875
2022-11-04,57.529998779296875
2022-11-07,57.97999954223633
2022-11-08,58.40999984741211
2022-11-09,57.11000061035156
2022-11-10,60.18000030517578
2022-11-11,61.36000061035156
2022-11-14,60.70000076293945
2022-11-15,61.369998931884766
2022-11-16,60.43000030517578
2022-11-17,59.900001525878906
2022-11-18,59.9900016784668
2022-11-21,59.540000915527344
2022-11-22,60.06999969482422
2022-11-23,60.52000045776367
2022-11-25,60.72999954223633
2022-11-28,59.88999938964844
2022-11-29,59.959999084472656
2022-11-30,61.599998474121094
2022-12-01,62.040000915527344
2022-12-02,62.209999084472656
2022-12-05,60.95000076293945
2022-12-06,60.099998474121094
2022-12-07,60.13999938964844
2022-12-08,60.63999938964844
2022-12-09,60.40999984741211
2022-12-12,60.900001525878906
2022-12-13,61.5099983215332
2022-12-14,61.470001220703125
2022-12-15,59.790000915527344
2022-12-16,59.33000183105469
2022-12-19,58.619998931884766
2022-12-20,58.77000045776367
2022-12-21,59.40999984741211
2022-12-22,58.720001220703125
2022-12-23,58.720001220703125
2022-12-27,58.540000915527344
2022-12-28,57.90999984741211
2022-12-29,59.130001068115234
2022-12-30,58.869998931884766
2023-01-03,58.709999084472656
2023-01-04,59.45000076293945
2023-01-05,59.18000030517578
2023-01-06,60.34000015258789
2023-01-09,60.959999084472656
2023-01-10,61.380001068115234
2023-01-11,62.09000015258789
2023-01-12,62.65999984741211
2023-01-13,63.08000183105469
2023-01-17,63.130001068115234
2023-01-18,62.77000045776367
2023-01-19,62.33000183105469
2023-01-20,63.290000915527344
2023-01-23,64.05000305175781
2023-01-24,63.900001525878906
2023-01-25,63.91999816894531
2023-01-26,64.2699966430664
2023-01-27,64.54000091552734
2023-01-30,63.720001220703125
2023-01-31,64.6500015258789
2023-02-01,65.76000213623047
2023-02-02,66.91000366210938
2023-02-03,66.08000183105469
2023-02-06,65.16999816894531
2023-02-07,65.66999816894531
2023-02-08,65.18000030517578
2023-02-09,64.76000213623047
2023-02-10,64.3499984741211
2023-02-13,65.0
2023-02-14,65.08000183105469
2023-02-15,65.33000183105469
2023-02-16,64.87000274658203
2023-02-17,64.68000030517578
2023-02-21,63.47999954223633
2023-02-22,63.36000061035156
2023-02-23,63.650001525878906
2023-02-24,62.97999954223633
2023-02-27,63.33000183105469
2023-02-28,63.2599983215332
2023-03-01,63.380001068115234
2023-03-02,63.58000183105469
2023-03-03,64.52999877929688
2023-03-06,64.08999633789062
2023-03-07,63.25
2023-03-08,63.310001373291016
2023-03-09,62.130001068115234
2023-03-10,60.779998779296875
2023-03-13,60.27000045776367
2023-03-14,61.060001373291016
2023-03-15,59.939998626708984
2023-03-16,60.7400016784668
2023-03-17,59.9900016784668
2023-03-20,60.40999984741211
2023-03-21,61.310001373291016
