Date,RERFX
2022-02-28,57.310001373291016
2022-03-01,56.060001373291016
2022-03-02,56.65999984741211
2022-03-03,55.5099983215332
2022-03-04,53.650001525878906
2022-03-07,51.650001525878906
2022-03-08,51.709999084472656
2022-03-09,53.91999816894531
2022-03-10,53.369998931884766
2022-03-11,52.61000061035156
2022-03-14,52.38999938964844
2022-03-15,52.63999938964844
2022-03-16,55.08000183105469
2022-03-17,56.040000915527344
2022-03-18,56.79999923706055
2022-03-21,56.31999969482422
2022-03-22,56.970001220703125
2022-03-23,56.400001525878906
2022-03-24,56.849998474121094
2022-03-25,56.38999938964844
2022-03-28,56.599998474121094
2022-03-29,57.97999954223633
2022-03-30,57.70000076293945
2022-03-31,56.7400016784668
2022-04-01,57.310001373291016
2022-04-04,58.099998474121094
2022-04-05,57.150001525878906
2022-04-06,56.16999816894531
2022-04-07,56.11000061035156
2022-04-08,55.939998626708984
2022-04-11,55.099998474121094
2022-04-12,54.79999923706055
2022-04-13,55.5099983215332
2022-04-14,55.08000183105469
2022-04-18,54.75
2022-04-19,54.939998626708984
2022-04-20,55.20000076293945
2022-04-21,54.470001220703125
2022-04-22,53.470001220703125
2022-04-25,53.20000076293945
2022-04-26,51.81999969482422
2022-04-27,52.220001220703125
2022-04-28,53.11000061035156
2022-04-29,52.470001220703125
2022-05-02,52.43000030517578
2022-05-03,52.650001525878906
2022-05-04,53.31999969482422
2022-05-05,51.70000076293945
2022-05-06,50.790000915527344
2022-05-09,49.0
2022-05-10,49.29999923706055
2022-05-11,49.13999938964844
2022-05-12,49.060001373291016
2022-05-13,50.54999923706055
2022-05-16,50.47999954223633
2022-05-17,51.58000183105469
2022-05-18,50.380001068115234
2022-05-19,50.75
2022-05-20,51.2400016784668
2022-05-23,51.86000061035156
2022-05-24,51.349998474121094
2022-05-25,51.40999984741211
2022-05-26,52.02000045776367
2022-05-27,52.97999954223633
2022-05-31,53.119998931884766
2022-06-01,52.45000076293945
2022-06-02,53.61000061035156
2022-06-03,52.900001525878906
2022-06-06,53.209999084472656
2022-06-07,53.439998626708984
2022-06-08,53.08000183105469
2022-06-09,51.959999084472656
2022-06-10,50.7599983215332
2022-06-13,48.599998474121094
2022-06-14,48.18000030517578
2022-06-15,48.959999084472656
2022-06-16,47.560001373291016
2022-06-17,47.58000183105469
2022-06-21,48.38999938964844
2022-06-22,47.84000015258789
2022-06-23,47.709999084472656
2022-06-24,49.130001068115234
2022-06-27,49.150001525878906
2022-06-28,48.810001373291016
2022-06-29,48.540000915527344
2022-06-30,48.15999984741211
2022-07-01,48.099998474121094
2022-07-05,47.560001373291016
2022-07-06,47.40999984741211
2022-07-07,48.27000045776367
2022-07-08,48.290000915527344
2022-07-11,47.439998626708984
2022-07-12,47.20000076293945
2022-07-13,47.189998626708984
2022-07-14,46.84000015258789
2022-07-15,47.529998779296875
2022-07-18,47.7599983215332
2022-07-19,48.86000061035156
2022-07-20,48.88999938964844
2022-07-21,49.38999938964844
2022-07-22,49.04999923706055
2022-07-25,49.130001068115234
2022-07-26,48.619998931884766
2022-07-27,49.599998474121094
2022-07-28,50.099998474121094
2022-07-29,50.56999969482422
2022-08-01,50.58000183105469
2022-08-02,49.91999816894531
2022-08-03,50.25
2022-08-04,50.68000030517578
2022-08-05,50.43000030517578
2022-08-08,50.68000030517578
2022-08-09,50.13999938964844
2022-08-10,51.130001068115234
2022-08-11,51.369998931884766
2022-08-12,51.95000076293945
2022-08-15,51.7599983215332
2022-08-16,51.459999084472656
2022-08-17,51.150001525878906
2022-08-18,50.91999816894531
2022-08-19,50.150001525878906
2022-08-22,49.2599983215332
2022-08-23,49.41999816894531
2022-08-24,49.540000915527344
2022-08-25,50.209999084472656
2022-08-26,49.040000915527344
2022-08-29,48.779998779296875
2022-08-30,48.5
2022-08-31,48.25
2022-09-01,47.599998474121094
2022-09-02,47.45000076293945
2022-09-06,47.2400016784668
2022-09-07,47.54999923706055
2022-09-08,47.7599983215332
2022-09-09,48.83000183105469
2022-09-12,49.529998779296875
2022-09-13,47.709999084472656
2022-09-14,47.88999938964844
2022-09-15,47.380001068115234
2022-09-16,46.849998474121094
2022-09-19,47.119998931884766
2022-09-20,46.54999923706055
2022-09-21,45.779998779296875
2022-09-22,45.209999084472656
2022-09-23,44.040000915527344
