Date,VSTSX
2022-09-20,185.5399932861328
2022-09-21,182.42999267578125
2022-09-22,179.6699981689453
2022-09-23,176.4499969482422
2022-09-26,174.47000122070312
2022-09-27,174.2899932861328
2022-09-28,178.00999450683594
2022-09-29,174.22000122070312
2022-09-30,171.83999633789062
2022-10-03,176.2899932861328
2022-10-04,182.02000427246094
2022-10-05,181.5800018310547
2022-10-06,179.88999938964844
2022-10-07,174.75999450683594
2022-10-10,173.36000061035156
2022-10-11,172.3000030517578
2022-10-12,171.77000427246094
2022-10-13,176.02000427246094
2022-10-14,171.75999450683594
2022-10-17,176.47999572753906
2022-10-18,178.5800018310547
2022-10-19,177.0500030517578
2022-10-20,175.6199951171875
2022-10-21,179.64999389648438
2022-10-24,181.5399932861328
2022-10-25,184.86000061035156
2022-10-26,183.6999969482422
2022-10-27,182.7899932861328
2022-10-28,187.13999938964844
2022-10-31,185.88999938964844
2022-11-01,185.3300018310547
2022-11-02,180.4600067138672
2022-11-03,178.7100067138672
2022-11-04,180.9499969482422
2022-11-07,182.58999633789062
2022-11-08,183.5399932861328
2022-11-09,179.60000610351562
2022-11-10,189.89999389648438
2022-11-11,191.77999877929688
2022-11-14,189.9499969482422
2022-11-15,191.8699951171875
2022-11-16,189.9600067138672
2022-11-17,189.1999969482422
2022-11-18,190.08999633789062
2022-11-21,189.25999450683594
2022-11-22,191.80999755859375
2022-11-23,192.9499969482422
2022-11-25,193.0
2022-11-28,189.91000366210938
2022-11-29,189.72000122070312
2022-11-30,195.6199951171875
2022-12-01,195.55999755859375
2022-12-02,195.4199981689453
2022-12-05,191.60000610351562
2022-12-06,188.8000030517578
2022-12-07,188.42999267578125
2022-12-08,189.91000366210938
2022-12-09,188.4499969482422
2022-12-12,191.14999389648438
2022-12-13,192.57000732421875
2022-12-14,191.49000549316406
2022-12-15,186.67999267578125
2022-12-16,184.66000366210938
2022-12-19,182.82000732421875
2022-12-20,183.1199951171875
2022-12-21,185.00999450683594
2022-12-22,182.35000610351562
2022-12-23,183.36000061035156
2022-12-27,182.5800018310547
2022-12-28,180.32000732421875
2022-12-29,183.6999969482422
2022-12-30,183.25
2023-01-03,182.4600067138672
2023-01-04,184.02999877929688
2023-01-05,181.86000061035156
2023-01-06,185.9600067138672
2023-01-09,185.97999572753906
2023-01-10,187.4199981689453
2023-01-11,189.91000366210938
2023-01-12,190.8300018310547
2023-01-13,191.64999389648438
2023-01-17,191.36000061035156
2023-01-18,188.4199981689453
2023-01-19,186.8800048828125
2023-01-20,190.49000549316406
2023-01-23,192.86000061035156
2023-01-24,192.61000061035156
2023-01-25,192.6300048828125
2023-01-26,194.74000549316406
2023-01-27,195.38999938964844
2023-01-30,192.80999755859375
2023-01-31,195.89999389648438
2023-02-01,198.14999389648438
2023-02-02,201.25999450683594
2023-02-03,199.1300048828125
2023-02-06,197.72999572753906
2023-02-07,200.17999267578125
2023-02-08,197.94000244140625
2023-02-09,196.05999755859375
2023-02-10,196.39999389648438
2023-02-13,198.67999267578125
2023-02-14,198.7899932861328
2023-02-15,199.75999450683594
2023-02-16,197.0800018310547
2023-02-17,196.52000427246094
2023-02-21,192.3699951171875
2023-02-22,192.25
2023-02-23,193.24000549316406
2023-02-24,191.1999969482422
2023-02-27,191.8000030517578
2023-02-28,191.3300018310547
2023-03-01,190.55999755859375
2023-03-02,191.94000244140625
2023-03-03,195.02999877929688
2023-03-06,194.77000427246094
2023-03-07,191.91000366210938
2023-03-08,192.14999389648438
2023-03-09,188.3300018310547
2023-03-10,185.10000610351562
2023-03-13,184.52999877929688
2023-03-14,187.67999267578125
2023-03-15,186.13999938964844
2023-03-16,189.39999389648438
2023-03-17,187.0
2023-03-20,188.67999267578125
2023-03-21,191.36000061035156
2023-03-22,187.19000244140625
2023-03-23,187.58999633789062
2023-03-24,188.6300048828125
2023-03-27,189.13999938964844
2023-03-28,188.89999389648438
2023-03-29,191.58999633789062
2023-03-30,192.6300048828125
2023-03-31,195.60000610351562
2023-04-03,196.13999938964844
2023-04-04,194.77000427246094
2023-04-05,194.0500030517578
2023-04-06,194.72999572753906
2023-04-10,195.14999389648438
2023-04-11,195.35000610351562
2023-04-12,194.47000122070312
2023-04-13,197.02000427246094
2023-04-14,196.49000549316406
2023-04-17,197.3000030517578
2023-04-18,197.4199981689453
2023-04-19,197.4499969482422
2023-04-20,196.27999877929688
2023-04-21,196.44000244140625
2023-04-24,196.5
2023-04-25,193.17999267578125
2023-04-26,192.38999938964844
2023-04-27,196.0
2023-04-28,197.64999389648438
2023-05-01,197.60000610351562
2023-05-02,195.1300048828125
2023-05-03,194.0
2023-05-04,192.5399932861328
2023-05-05,196.19000244140625
2023-05-08,196.30999755859375
2023-05-09,195.50999450683594
2023-05-10,196.39999389648438
2023-05-11,195.97000122070312
2023-05-12,195.64999389648438
2023-05-15,196.50999450683594
2023-05-16,194.99000549316406
2023-05-17,197.5399932861328
2023-05-18,199.4499969482422
2023-05-19,199.00999450683594
2023-05-22,199.3699951171875
2023-05-23,197.1999969482422
2023-05-24,195.72999572753906
2023-05-25,197.02000427246094
2023-05-26,199.63999938964844
2023-05-30,199.66000366210938
2023-05-31,198.47999572753906
2023-06-01,200.47000122070312
2023-06-02,203.8300018310547
2023-06-05,203.27000427246094
2023-06-06,204.2100067138672
2023-06-07,203.75
2023-06-08,204.8300018310547
2023-06-09,204.89999389648438
2023-06-12,206.75
2023-06-13,208.35000610351562
2023-06-14,208.33999633789062
2023-06-15,210.9199981689453
2023-06-16,210.05999755859375
2023-06-20,209.02999877929688
2023-06-21,207.9499969482422
2023-06-22,207.69000244140625
2023-06-23,205.9499969482422
2023-06-26,205.22999572753906
2023-06-27,207.72999572753906
2023-06-28,207.80999755859375
2023-06-29,208.8699951171875
2023-06-30,211.25
2023-07-03,211.61000061035156
2023-07-05,211.02999877929688
2023-07-06,209.1699981689453
2023-07-07,208.9600067138672
2023-07-10,209.8300018310547
2023-07-11,211.47000122070312
2023-07-12,213.02000427246094
2023-07-13,214.9199981689453
2023-07-14,214.4499969482422
2023-07-17,215.4600067138672
2023-07-18,217.08999633789062
2023-07-19,217.6699981689453
2023-07-20,216.08999633789062
2023-07-21,216.08999633789062
2023-07-24,216.83999633789062
2023-07-25,217.38999938964844
2023-07-26,217.52000427246094
2023-07-27,215.9199981689453
2023-07-28,218.22000122070312
2023-07-31,218.80999755859375
2023-08-01,218.19000244140625
2023-08-02,215.08999633789062
2023-08-03,214.5399932861328
2023-08-04,213.49000549316406
2023-08-07,215.24000549316406
2023-08-08,214.2100067138672
2023-08-09,212.67999267578125
2023-08-10,212.6999969482422
2023-08-11,212.52000427246094
2023-08-14,213.58999633789062
2023-08-15,211.1199951171875
2023-08-16,209.49000549316406
2023-08-17,207.75
2023-08-18,207.88999938964844
2023-08-21,209.13999938964844
2023-08-22,208.5500030517578
2023-08-23,210.8800048828125
2023-08-24,208.0399932861328
2023-08-25,209.42999267578125
2023-08-28,210.77999877929688
2023-08-29,213.88999938964844
2023-08-30,214.7899932861328
2023-08-31,214.5800018310547
2023-09-01,215.24000549316406
2023-09-05,214.00999450683594
2023-09-06,212.6300048828125
2023-09-07,211.8800048828125
2023-09-08,212.13999938964844
2023-09-11,213.5
2023-09-12,212.41000366210938
2023-09-13,212.4199981689453
2023-09-14,214.3000030517578
2023-09-15,211.77999877929688
2023-09-18,211.77999877929688
2023-09-19,211.27999877929688
2023-09-20,208.61000061035156
2023-09-21,205.10000610351562
2023-09-22,204.64999389648438
2023-09-25,205.4600067138672
2023-09-26,202.49000549316406
2023-09-27,202.77000427246094
2023-09-28,204.08999633789062
2023-09-29,203.57000732421875
2023-10-02,203.22999572753906
2023-10-03,200.2899932861328
2023-10-04,201.85000610351562
2023-10-05,201.6199951171875
2023-10-06,204.05999755859375
2023-10-09,205.36000061035156
2023-10-10,206.58999633789062
2023-10-11,207.4199981689453
2023-10-12,205.77000427246094
2023-10-13,204.6300048828125
2023-10-16,206.97000122070312
2023-10-17,207.22000122070312
2023-10-18,204.1999969482422
2023-10-19,202.32000732421875
2023-10-20,199.77999877929688
2023-10-23,199.27000427246094
2023-10-24,200.75999450683594
2023-10-25,197.72000122070312
2023-10-26,195.69000244140625
2023-10-27,194.61000061035156
2023-10-30,196.8800048828125
2023-10-31,198.22999572753906
2023-11-01,200.17999267578125
2023-11-02,204.11000061035156
2023-11-03,206.42999267578125
2023-11-06,206.44000244140625
2023-11-07,207.05999755859375
2023-11-08,207.08999633789062
2023-11-09,205.3000030517578
2023-11-10,208.41000366210938
2023-11-13,208.27000427246094
2023-11-14,212.94000244140625
2023-11-15,213.35000610351562
2023-11-16,213.3000030517578
2023-11-17,213.8300018310547
2023-11-20,215.39999389648438
2023-11-21,214.77000427246094
2023-11-22,215.72999572753906
2023-11-24,216.0800018310547
2023-11-27,215.6699981689453
2023-11-28,215.8000030517578
2023-11-29,215.89999389648438
2023-11-30,216.80999755859375
2023-12-01,218.6699981689453
2023-12-04,217.8300018310547
2023-12-05,217.3800048828125
2023-12-06,216.58999633789062
2023-12-07,218.30999755859375
2023-12-08,219.2899932861328
2023-12-11,220.1699981689453
2023-12-12,221.0800018310547
2023-12-13,224.52000427246094
2023-12-14,225.7899932861328
2023-12-15,225.58999633789062
2023-12-18,226.5
2023-12-19,228.13999938964844
2023-12-20,223.72999572753906
2023-12-21,226.2100067138672
2023-12-22,226.7100067138672
2023-12-26,227.83999633789062
2023-12-27,228.22999572753906
2023-12-28,228.3000030517578
2023-12-29,228.3000030517578
2024-01-02,225.92999267578125
2024-01-03,223.6300048828125
2024-01-04,222.99000549316406
2024-01-05,223.36000061035156
2024-01-08,226.66000366210938
2024-01-09,226.2100067138672
2024-01-10,227.39999389648438
2024-01-11,227.14999389648438
2024-01-12,227.24000549316406
2024-01-16,226.22999572753906
2024-01-17,224.91000366210938
2024-01-18,226.83999633789062
2024-01-19,229.61000061035156
2024-01-22,230.50999450683594
2024-01-23,231.00999450683594
2024-01-24,230.9499969482422
2024-01-25,232.16000366210938
2024-01-26,232.10000610351562
2024-01-29,234.1199951171875
2024-01-30,233.82000732421875
2024-01-31,229.91000366210938
2024-02-01,232.8000030517578
2024-02-02,235.0
2024-02-05,233.94000244140625
2024-02-06,234.6999969482422
2024-02-07,236.49000549316406
2024-02-08,237.02999877929688
2024-02-09,238.57000732421875
2024-02-12,238.6699981689453
2024-02-13,234.9499969482422
2024-02-14,237.61000061035156
2024-02-15,239.36000061035156
2024-02-16,238.1199951171875
2024-02-20,236.52999877929688
2024-02-21,236.6199951171875
2024-02-22,241.3300018310547
2024-02-23,241.49000549316406
2024-02-26,240.82000732421875
2024-02-27,241.4600067138672
2024-02-28,241.02000427246094
2024-02-29,242.33999633789062
2024-03-01,244.27999877929688
2024-03-04,244.02999877929688
2024-03-05,241.47999572753906
2024-03-06,242.8300018310547
2024-03-07,245.2899932861328
2024-03-08,243.80999755859375
2024-03-11,243.3699951171875
2024-03-12,245.8000030517578
2024-03-13,245.49000549316406
2024-03-14,244.47999572753906
2024-03-15,243.10000610351562
2024-03-18,244.3699951171875
2024-03-19,245.77000427246094
2024-03-20,248.25
2024-03-21,249.27000427246094
2024-03-22,247.77999877929688
2024-03-25,247.14999389648438
2024-03-26,246.55999755859375
2024-03-27,248.91000366210938
2024-03-28,249.25999450683594
2024-04-01,248.5399932861328
2024-04-02,246.5
2024-04-03,246.88999938964844
2024-04-04,243.94000244140625
2024-04-05,246.57000732421875
2024-04-08,246.64999389648438
2024-04-09,247.0399932861328
2024-04-10,244.39999389648438
2024-04-11,246.1300048828125
2024-04-12,242.4499969482422
2024-04-15,239.39999389648438
2024-04-16,238.8300018310547
2024-04-17,237.36000061035156
2024-04-18,236.85000610351562
2024-04-19,235.05999755859375
2024-04-22,237.16000366210938
2024-04-23,240.16000366210938
2024-04-24,240.13999938964844
2024-04-25,239.00999450683594
2024-04-26,241.36000061035156
2024-04-29,242.1999969482422
2024-04-30,238.25
2024-05-01,237.6699981689453
2024-05-02,240.02999877929688
2024-05-03,242.91000366210938
2024-05-06,245.5500030517578
2024-05-07,245.7899932861328
2024-05-08,245.63999938964844
2024-05-09,247.05999755859375
2024-05-10,247.3300018310547
2024-05-13,247.2899932861328
2024-05-14,248.69000244140625
2024-05-15,251.6300048828125
2024-05-16,251.0
2024-05-17,251.3000030517578
2024-05-20,251.6199951171875
2024-05-21,252.05999755859375
2024-05-22,251.25999450683594
2024-05-23,249.13999938964844
2024-05-24,250.94000244140625
2024-05-28,250.8000030517578
2024-05-29,248.82000732421875
2024-05-30,247.69000244140625
2024-05-31,249.52000427246094
2024-06-03,249.6199951171875
2024-06-04,249.6199951171875
2024-06-05,252.66000366210938
2024-06-06,252.5
2024-06-07,252.00999450683594
2024-06-10,252.77000427246094
2024-06-11,253.3300018310547
2024-06-12,255.6699981689453
2024-06-13,255.91000366210938
2024-06-14,255.50999450683594
2024-06-17,257.5
2024-06-18,258.1000061035156
2024-06-20,257.45001220703125
2024-06-21,257.17999267578125
2024-06-24,256.6700134277344
2024-06-25,257.3699951171875
2024-06-26,257.69000244140625
2024-06-27,258.1400146484375
2024-06-28,256.44000244140625
2024-07-01,256.8699951171875
2024-07-02,258.3599853515625
2024-07-03,259.55999755859375
2024-07-05,260.760009765625
2024-07-08,261.0899963378906
2024-07-09,261.07000732421875
2024-07-10,263.70001220703125
2024-07-11,262.4599914550781
2024-07-12,264.04998779296875
2024-07-15,265.1099853515625
2024-07-16,267.4599914550781
2024-07-17,263.69000244140625
2024-07-18,261.3599853515625
2024-07-19,259.6600036621094
2024-07-22,262.5299987792969
2024-07-23,262.3800048828125
2024-07-24,256.2799987792969
2024-07-25,255.47000122070312
2024-07-26,258.4599914550781
2024-07-29,258.4800109863281
2024-07-30,257.4100036621094
2024-07-31,261.1499938964844
2024-08-01,257.25
2024-08-02,252.07000732421875
2024-08-05,244.55999755859375
2024-08-06,247.11000061035156
2024-08-07,245.1300048828125
2024-08-08,250.86000061035156
2024-08-09,251.97999572753906
2024-08-12,251.75
2024-08-13,255.99000549316406
2024-08-14,256.8399963378906
2024-08-15,261.2099914550781
2024-08-16,261.7699890136719
2024-08-19,264.3500061035156
2024-08-20,263.6000061035156
2024-08-21,265.0299987792969
2024-08-22,262.67999267578125
2024-08-23,266.1300048828125
2024-08-26,265.3299865722656
2024-08-27,265.5799865722656
2024-08-28,263.9599914550781
2024-08-29,264.20001220703125
2024-08-30,266.80999755859375
2024-09-03,261.010009765625
2024-09-04,260.57000732421875
2024-09-05,259.7099914550781
2024-09-06,255.27999877929688
2024-09-09,258.0799865722656
2024-09-10,259.1099853515625
2024-09-11,261.7300109863281
2024-09-12,263.7699890136719
2024-09-13,265.6499938964844
2024-09-16,266.1700134277344
2024-09-17,266.3999938964844
2024-09-18,265.75
2024-09-19,270.3599853515625
2024-09-20,269.69000244140625
2024-09-23,270.3900146484375
2024-09-24,271.0199890136719
2024-09-25,270.2300109863281
2024-09-26,271.3999938964844
2024-09-27,270.3900146484375
2024-09-30,271.45001220703125
2024-10-01,268.8999938964844
2024-10-02,268.95001220703125
2024-10-03,268.3999938964844
2024-10-04,271.0299987792969
2024-10-07,268.4599914550781
2024-10-08,270.79998779296875
2024-10-09,272.69000244140625
2024-10-10,272.1499938964844
2024-10-11,274.2300109863281
2024-10-14,276.260009765625
2024-10-15,274.42999267578125
2024-10-16,275.9100036621094
2024-10-17,275.8399963378906
2024-10-18,276.8699951171875
2024-10-21,276.0
2024-10-22,275.7300109863281
2024-10-23,273.260009765625
2024-10-24,273.8999938964844
2024-10-25,273.6499938964844
2024-10-28,274.7099914550781
2024-10-29,275.1300048828125
2024-10-30,274.32000732421875
2024-10-31,269.4100036621094
2024-11-01,270.5199890136719
2024-11-04,269.9200134277344
2024-11-05,273.4100036621094
2024-11-06,281.07000732421875
2024-11-07,283.010009765625
2024-11-08,284.260009765625
2024-11-11,285.1099853515625
2024-11-12,284.010009765625
2024-11-13,283.82000732421875
2024-11-14,281.8900146484375
2024-11-15,278.2099914550781
2024-11-18,279.3699951171875
2024-11-19,280.6700134277344
2024-11-20,280.8299865722656
2024-11-21,282.7799987792969
