Date,CIMEX
2022-02-28,25.010000228881836
2022-03-01,24.829999923706055
2022-03-02,25.1299991607666
2022-03-03,25.059999465942383
2022-03-04,24.979999542236328
2022-03-07,24.56999969482422
2022-03-08,24.399999618530273
2022-03-09,24.700000762939453
2022-03-10,24.639999389648438
2022-03-11,24.479999542236328
2022-03-14,24.25
2022-03-15,24.399999618530273
2022-03-16,24.639999389648438
2022-03-17,24.899999618530273
2022-03-18,24.959999084472656
2022-03-21,24.989999771118164
2022-03-22,25.059999465942383
2022-03-23,24.950000762939453
2022-03-24,25.110000610351562
2022-03-25,25.219999313354492
2022-03-28,25.190000534057617
2022-03-29,25.3700008392334
2022-03-30,25.3799991607666
2022-03-31,25.18000030517578
2022-04-01,25.280000686645508
2022-04-04,25.299999237060547
2022-04-05,25.170000076293945
2022-04-06,25.200000762939453
2022-04-07,25.260000228881836
2022-04-08,25.329999923706055
2022-04-11,25.139999389648438
2022-04-12,25.110000610351562
2022-04-13,25.25
2022-04-14,25.170000076293945
2022-04-18,25.1299991607666
2022-04-19,25.219999313354492
2022-04-20,25.399999618530273
2022-04-21,25.190000534057617
2022-04-22,24.809999465942383
2022-04-25,24.760000228881836
2022-04-26,24.459999084472656
2022-04-27,24.520000457763672
2022-04-28,24.75
2022-04-29,24.299999237060547
2022-05-02,24.219999313354492
2022-05-03,24.389999389648438
2022-05-04,24.770000457763672
2022-05-05,24.3700008392334
2022-05-06,24.299999237060547
2022-05-09,23.889999389648438
2022-05-10,23.84000015258789
2022-05-11,23.799999237060547
2022-05-12,23.780000686645508
2022-05-13,24.06999969482422
2022-05-16,24.170000076293945
2022-05-17,24.399999618530273
2022-05-18,23.899999618530273
2022-05-19,23.770000457763672
2022-05-20,23.889999389648438
2022-05-23,24.100000381469727
2022-05-24,24.239999771118164
2022-05-25,24.40999984741211
2022-05-26,24.59000015258789
2022-05-27,24.829999923706055
2022-05-31,24.709999084472656
2022-06-01,24.59000015258789
2022-06-02,24.75
2022-06-03,24.610000610351562
2022-06-06,24.600000381469727
2022-06-07,24.770000457763672
2022-06-08,24.520000457763672
2022-06-09,24.15999984741211
2022-06-10,23.799999237060547
2022-06-13,23.0
2022-06-14,22.84000015258789
2022-06-15,23.030000686645508
2022-06-16,22.649999618530273
2022-06-17,22.530000686645508
2022-06-21,22.860000610351562
2022-06-22,22.780000686645508
2022-06-23,22.809999465942383
2022-06-24,23.18000030517578
2022-06-27,23.229999542236328
2022-06-28,23.100000381469727
2022-06-29,23.030000686645508
2022-06-30,22.959999084472656
2022-07-01,23.100000381469727
2022-07-05,22.889999389648438
2022-07-06,22.860000610351562
2022-07-07,23.059999465942383
2022-07-08,23.040000915527344
2022-07-11,22.959999084472656
2022-07-12,22.8700008392334
2022-07-13,22.809999465942383
2022-07-14,22.610000610351562
2022-07-15,22.850000381469727
2022-07-18,22.829999923706055
2022-07-19,23.1299991607666
2022-07-20,23.079999923706055
2022-07-21,23.149999618530273
2022-07-22,23.170000076293945
2022-07-25,23.270000457763672
2022-07-26,23.209999084472656
2022-07-27,23.389999389648438
2022-07-28,23.559999465942383
2022-07-29,23.670000076293945
2022-08-01,23.690000534057617
2022-08-02,23.530000686645508
2022-08-03,23.649999618530273
2022-08-04,23.6299991607666
2022-08-05,23.6299991607666
2022-08-08,23.68000030517578
2022-08-09,23.690000534057617
2022-08-10,23.90999984741211
2022-08-11,23.93000030517578
2022-08-12,24.1299991607666
2022-08-15,24.139999389648438
2022-08-16,24.209999084472656
2022-08-17,24.079999923706055
2022-08-18,24.100000381469727
2022-08-19,23.969999313354492
2022-08-22,23.709999084472656
2022-08-23,23.690000534057617
2022-08-24,23.719999313354492
2022-08-25,23.899999618530273
2022-08-26,23.549999237060547
2022-08-29,23.459999084472656
2022-08-30,23.239999771118164
2022-08-31,23.110000610351562
2022-09-01,23.079999923706055
2022-09-02,23.020000457763672
2022-09-06,22.93000030517578
2022-09-07,23.1299991607666
2022-09-08,23.219999313354492
2022-09-09,23.440000534057617
2022-09-12,23.450000762939453
2022-09-13,22.889999389648438
2022-09-14,22.93000030517578
2022-09-15,22.780000686645508
2022-09-16,22.719999313354492
2022-09-19,22.780000686645508
2022-09-20,22.56999969482422
2022-09-21,22.399999618530273
2022-09-22,22.260000228881836
2022-09-23,21.860000610351562
2022-09-26,21.56999969482422
2022-09-27,21.459999084472656
2022-09-28,21.760000228881836
2022-09-29,21.510000228881836
2022-09-30,21.350000381469727
2022-10-03,21.75
2022-10-04,22.209999084472656
2022-10-05,22.1200008392334
2022-10-06,21.8700008392334
2022-10-07,21.610000610351562
2022-10-10,21.530000686645508
2022-10-11,21.450000762939453
2022-10-12,21.399999618530273
2022-10-13,21.700000762939453
2022-10-14,21.420000076293945
2022-10-17,21.709999084472656
2022-10-18,21.889999389648438
2022-10-19,21.729999542236328
2022-10-20,21.610000610351562
2022-10-21,21.8799991607666
2022-10-24,21.989999771118164
2022-10-25,22.229999542236328
2022-10-26,22.350000381469727
2022-10-27,22.399999618530273
2022-10-28,22.700000762939453
2022-10-31,22.6200008392334
2022-11-01,22.700000762939453
2022-11-02,22.459999084472656
2022-11-03,22.3700008392334
2022-11-04,22.649999618530273
2022-11-07,22.739999771118164
2022-11-08,22.850000381469727
2022-11-09,22.600000381469727
2022-11-10,23.280000686645508
2022-11-11,23.329999923706055
2022-11-14,23.239999771118164
2022-11-15,23.3799991607666
2022-11-16,23.31999969482422
2022-11-17,23.299999237060547
2022-11-18,23.389999389648438
2022-11-21,23.420000076293945
2022-11-22,23.649999618530273
2022-11-23,23.729999542236328
2022-11-25,23.790000915527344
2022-11-28,23.56999969482422
2022-11-29,23.6200008392334
2022-11-30,23.969999313354492
2022-12-01,24.030000686645508
2022-12-02,24.030000686645508
2022-12-05,23.770000457763672
2022-12-06,23.6299991607666
2022-12-07,23.649999618530273
2022-12-08,23.770000457763672
2022-12-09,23.690000534057617
2022-12-12,23.850000381469727
2022-12-13,22.920000076293945
2022-12-14,22.899999618530273
2022-12-15,22.639999389648438
2022-12-16,22.43000030517578
2022-12-19,22.350000381469727
2022-12-20,22.350000381469727
2022-12-21,22.559999465942383
2022-12-22,22.440000534057617
2022-12-23,22.540000915527344
2022-12-27,22.559999465942383
2022-12-28,22.3700008392334
2022-12-29,22.540000915527344
2022-12-30,22.479999542236328
2023-01-03,22.459999084472656
2023-01-04,22.610000610351562
2023-01-05,22.5
2023-01-06,22.90999984741211
2023-01-09,22.8700008392334
2023-01-10,22.889999389648438
2023-01-11,23.020000457763672
2023-01-12,23.139999389648438
2023-01-13,23.170000076293945
2023-01-17,23.09000015258789
2023-01-18,22.889999389648438
2023-01-19,22.81999969482422
2023-01-20,22.959999084472656
2023-01-23,23.0
2023-01-24,23.020000457763672
2023-01-25,23.059999465942383
2023-01-26,23.170000076293945
2023-01-27,23.1299991607666
2023-01-30,23.020000457763672
2023-01-31,23.190000534057617
2023-02-01,23.270000457763672
2023-02-02,23.260000228881836
2023-02-03,23.110000610351562
2023-02-06,23.010000228881836
2023-02-07,23.09000015258789
2023-02-08,23.030000686645508
2023-02-09,22.93000030517578
2023-02-10,23.020000457763672
2023-02-13,23.149999618530273
2023-02-14,23.079999923706055
2023-02-15,23.030000686645508
2023-02-16,22.8799991607666
2023-02-17,22.8799991607666
2023-02-21,22.65999984741211
2023-02-22,22.59000015258789
2023-02-23,22.649999618530273
2023-02-24,22.510000228881836
2023-02-27,22.559999465942383
2023-02-28,22.469999313354492
2023-03-01,22.459999084472656
2023-03-02,22.520000457763672
2023-03-03,22.729999542236328
2023-03-06,22.719999313354492
2023-03-07,22.440000534057617
2023-03-08,22.43000030517578
2023-03-09,22.209999084472656
2023-03-10,22.079999923706055
2023-03-13,21.889999389648438
2023-03-14,22.030000686645508
