Date,FXAIX
2022-08-11,146.22999572753906
2022-08-12,148.77999877929688
2022-08-15,149.3699951171875
2022-08-16,149.66000366210938
2022-08-17,148.60000610351562
2022-08-18,148.9600067138672
2022-08-19,147.0500030517578
2022-08-22,143.91000366210938
2022-08-23,143.58999633789062
2022-08-24,144.02000427246094
2022-08-25,146.0500030517578
2022-08-26,141.1300048828125
2022-08-29,140.1999969482422
2022-08-30,138.66000366210938
2022-08-31,137.61000061035156
2022-09-01,138.0399932861328
2022-09-02,136.57000732421875
2022-09-06,136.02000427246094
2022-09-07,138.52000427246094
2022-09-08,139.4499969482422
2022-09-09,141.58999633789062
2022-09-12,143.08999633789062
2022-09-13,136.91000366210938
2022-09-14,137.41000366210938
2022-09-15,135.8699951171875
2022-09-16,134.88999938964844
2022-09-19,135.82000732421875
2022-09-20,134.2899932861328
2022-09-21,132.0
2022-09-22,130.88999938964844
2022-09-23,128.63999938964844
2022-09-26,127.30999755859375
2022-09-27,127.05000305175781
2022-09-28,129.55999755859375
2022-09-29,126.83999633789062
2022-09-30,124.93000030517578
2022-10-03,128.1699981689453
2022-10-04,132.10000610351562
2022-10-05,131.83999633789062
2022-10-06,130.52000427246094
2022-10-07,126.29000091552734
2022-10-10,125.3499984741211
2022-10-11,124.52999877929688
2022-10-12,124.12999725341797
2022-10-13,127.36000061035156
2022-10-14,124.36000061035156
2022-10-17,127.6500015258789
2022-10-18,129.11000061035156
2022-10-19,128.25
2022-10-20,127.23999786376953
2022-10-21,130.25999450683594
2022-10-24,131.80999755859375
2022-10-25,133.9600067138672
2022-10-26,132.97000122070312
2022-10-27,132.16000366210938
2022-10-28,135.42999267578125
2022-10-31,134.42999267578125
2022-11-01,133.8800048828125
2022-11-02,130.52999877929688
2022-11-03,129.16000366210938
2022-11-04,130.9499969482422
2022-11-07,132.2100067138672
2022-11-08,132.9499969482422
2022-11-09,130.22000122070312
2022-11-10,137.4499969482422
2022-11-11,138.72000122070312
2022-11-14,137.50999450683594
2022-11-15,138.72000122070312
2022-11-16,137.60000610351562
2022-11-17,137.2100067138672
2022-11-18,137.86000061035156
2022-11-21,137.33999633789062
2022-11-22,139.2100067138672
2022-11-23,140.0399932861328
2022-11-25,140.00999450683594
2022-11-28,137.85000610351562
2022-11-29,137.63999938964844
2022-11-30,141.94000244140625
2022-12-01,141.83999633789062
2022-12-02,141.67999267578125
2022-12-05,139.14999389648438
2022-12-06,137.14999389648438
2022-12-07,136.88999938964844
2022-12-08,137.94000244140625
2022-12-09,136.94000244140625
2022-12-12,138.88999938964844
2022-12-13,139.91000366210938
2022-12-14,139.08999633789062
2022-12-15,135.6300048828125
2022-12-16,133.5
2022-12-19,132.3000030517578
2022-12-20,132.44000244140625
2022-12-21,134.42999267578125
2022-12-22,132.49000549316406
2022-12-23,133.27000427246094
2022-12-27,132.74000549316406
2022-12-28,131.14999389648438
2022-12-29,133.4499969482422
2022-12-30,133.1199951171875
2023-01-03,132.58999633789062
2023-01-04,133.60000610351562
2023-01-05,132.07000732421875
2023-01-06,135.0800018310547
2023-01-09,135.00999450683594
2023-01-10,135.9499969482422
2023-01-11,137.6999969482422
2023-01-12,138.19000244140625
2023-01-13,138.74000549316406
2023-01-17,138.4600067138672
2023-01-18,136.30999755859375
2023-01-19,135.27999877929688
2023-01-20,137.83999633789062
2023-01-23,139.47999572753906
2023-01-24,139.38999938964844
2023-01-25,139.36000061035156
2023-01-26,140.91000366210938
2023-01-27,141.25999450683594
2023-01-30,139.44000244140625
2023-01-31,141.47999572753906
2023-02-01,142.9600067138672
2023-02-02,145.07000732421875
2023-02-03,143.5800018310547
2023-02-06,142.7100067138672
2023-02-07,144.5500030517578
2023-02-08,142.9499969482422
2023-02-09,141.7100067138672
2023-02-10,142.0500030517578
2023-02-13,143.69000244140625
2023-02-14,143.6699981689453
2023-02-15,144.11000061035156
2023-02-16,142.1300048828125
2023-02-17,141.77000427246094
2023-02-21,138.92999267578125
2023-02-22,138.7100067138672
2023-02-23,139.4600067138672
2023-02-24,138.0
2023-02-27,138.44000244140625
2023-02-28,138.02999877929688
2023-03-01,137.38999938964844
2023-03-02,138.4499969482422
2023-03-03,140.6999969482422
2023-03-06,140.8000030517578
2023-03-07,138.63999938964844
2023-03-08,138.85000610351562
2023-03-09,136.30999755859375
2023-03-10,134.32000732421875
2023-03-13,134.10000610351562
2023-03-14,136.38999938964844
2023-03-15,135.44000244140625
2023-03-16,137.83999633789062
2023-03-17,136.3300018310547
2023-03-20,137.5399932861328
2023-03-21,139.33999633789062
2023-03-22,137.05999755859375
2023-03-23,137.47999572753906
2023-03-24,138.25
2023-03-27,138.47999572753906
2023-03-28,138.27000427246094
2023-03-29,140.22999572753906
2023-03-30,141.0500030517578
2023-03-31,143.10000610351562
2023-04-03,143.6300048828125
2023-04-04,142.80999755859375
2023-04-05,141.92999267578125
2023-04-06,142.47000122070312
2023-04-10,142.61000061035156
2023-04-11,142.61000061035156
2023-04-12,142.02000427246094
2023-04-13,143.92999267578125
2023-04-14,143.6300048828125
2023-04-17,144.11000061035156
2023-04-18,144.22999572753906
2023-04-19,144.22000122070312
2023-04-20,143.3699951171875
2023-04-21,143.50999450683594
2023-04-24,143.6300048828125
2023-04-25,141.36000061035156
2023-04-26,140.82000732421875
2023-04-27,143.5800018310547
2023-04-28,144.77999877929688
2023-05-01,144.72000122070312
2023-05-02,143.0500030517578
2023-05-03,142.0500030517578
2023-05-04,141.0399932861328
2023-05-05,143.64999389648438
2023-05-08,143.72000122070312
2023-05-09,143.07000732421875
2023-05-10,143.72000122070312
2023-05-11,143.5
2023-05-12,143.30999755859375
2023-05-15,143.75
2023-05-16,142.83999633789062
2023-05-17,144.57000732421875
2023-05-18,145.9600067138672
2023-05-19,145.75
2023-05-22,145.7899932861328
2023-05-23,144.16000366210938
2023-05-24,143.11000061035156
2023-05-25,144.36000061035156
2023-05-26,146.25999450683594
2023-05-30,146.27000427246094
2023-05-31,145.41000366210938
2023-06-01,146.8699951171875
2023-06-02,149.00999450683594
2023-06-05,148.7100067138672
2023-06-06,149.07000732421875
2023-06-07,148.5
2023-06-08,149.44000244140625
2023-06-09,149.6300048828125
2023-06-12,151.00999450683594
2023-06-13,152.05999755859375
2023-06-14,152.22000122070312
2023-06-15,154.10000610351562
2023-06-16,153.5399932861328
2023-06-20,152.80999755859375
2023-06-21,152.02000427246094
2023-06-22,152.60000610351562
2023-06-23,151.42999267578125
2023-06-26,150.75999450683594
2023-06-27,152.47999572753906
2023-06-28,152.42999267578125
2023-06-29,153.1300048828125
2023-06-30,155.00999450683594
2023-07-03,155.1999969482422
2023-07-05,154.9199981689453
2023-07-06,153.6999969482422
2023-07-07,152.67999267578125
2023-07-10,153.0500030517578
2023-07-11,154.0800018310547
2023-07-12,155.22999572753906
2023-07-13,156.55999755859375
2023-07-14,156.41000366210938
2023-07-17,157.00999450683594
2023-07-18,158.1300048828125
2023-07-19,158.5
2023-07-20,157.4499969482422
2023-07-21,157.5
2023-07-24,158.1300048828125
2023-07-25,158.5800018310547
2023-07-26,158.55999755859375
2023-07-27,157.5500030517578
2023-07-28,159.1199951171875
2023-07-31,159.36000061035156
2023-08-01,158.94000244140625
2023-08-02,156.74000549316406
2023-08-03,156.35000610351562
2023-08-04,155.52999877929688
2023-08-07,156.94000244140625
2023-08-08,156.27999877929688
2023-08-09,155.19000244140625
2023-08-10,155.25
2023-08-11,155.11000061035156
2023-08-14,156.00999450683594
2023-08-15,154.22999572753906
2023-08-16,153.08999633789062
2023-08-17,151.94000244140625
2023-08-18,151.92999267578125
2023-08-21,152.97000122070312
2023-08-22,152.5500030517578
2023-08-23,154.25999450683594
2023-08-24,152.19000244140625
2023-08-25,153.22999572753906
2023-08-28,154.19000244140625
2023-08-29,156.42999267578125
2023-08-30,157.05999755859375
2023-08-31,156.83999633789062
2023-09-01,157.1300048828125
2023-09-05,156.47999572753906
2023-09-06,155.38999938964844
2023-09-07,154.9199981689453
2023-09-08,155.14999389648438
2023-09-11,156.19000244140625
2023-09-12,155.30999755859375
2023-09-13,155.5
2023-09-14,156.86000061035156
2023-09-15,154.9499969482422
2023-09-18,155.07000732421875
2023-09-19,154.72999572753906
2023-09-20,153.2899932861328
2023-09-21,150.77999877929688
2023-09-22,150.44000244140625
2023-09-25,151.0500030517578
2023-09-26,148.8300018310547
2023-09-27,148.8699951171875
2023-09-28,149.75999450683594
2023-09-29,149.36000061035156
2023-10-02,149.3699951171875
2023-10-03,147.3300018310547
2023-10-04,148.52999877929688
2023-10-05,148.36000061035156
2023-10-06,149.5800018310547
2023-10-09,150.52000427246094
2023-10-10,151.30999755859375
2023-10-11,151.97000122070312
2023-10-12,151.02999877929688
2023-10-13,150.27999877929688
2023-10-16,151.8699951171875
2023-10-17,151.86000061035156
2023-10-18,149.82000732421875
2023-10-19,148.55999755859375
2023-10-20,146.6999969482422
2023-10-23,146.4499969482422
2023-10-24,147.52000427246094
2023-10-25,145.41000366210938
2023-10-26,143.69000244140625
2023-10-27,143.0
2023-10-30,144.72999572753906
2023-10-31,145.67999267578125
2023-11-01,147.2100067138672
2023-11-02,149.99000549316406
2023-11-03,151.41000366210938
2023-11-06,151.67999267578125
2023-11-07,152.11000061035156
2023-11-08,152.27000427246094
2023-11-09,151.07000732421875
2023-11-10,153.4499969482422
2023-11-13,153.3300018310547
2023-11-14,156.2899932861328
2023-11-15,156.57000732421875
2023-11-16,156.7899932861328
2023-11-17,157.0
2023-11-20,158.1699981689453
2023-11-21,157.86000061035156
2023-11-22,158.50999450683594
2023-11-24,158.61000061035156
2023-11-27,158.3000030517578
2023-11-28,158.4499969482422
2023-11-29,158.3300018310547
2023-11-30,158.97999572753906
2023-12-01,159.9199981689453
2023-12-04,159.05999755859375
2023-12-05,158.97999572753906
2023-12-06,158.36000061035156
2023-12-07,159.64999389648438
2023-12-08,160.3000030517578
2023-12-11,160.92999267578125
2023-12-12,161.67999267578125
2023-12-13,163.88999938964844
2023-12-14,164.36000061035156
2023-12-15,163.66000366210938
2023-12-18,164.39999389648438
2023-12-19,165.3800048828125
2023-12-20,162.97000122070312
2023-12-21,164.64999389648438
2023-12-22,164.9199981689453
2023-12-26,165.6199951171875
2023-12-27,165.8699951171875
2023-12-28,165.9499969482422
2023-12-29,165.49000549316406
2024-01-02,164.55999755859375
2024-01-03,163.24000549316406
2024-01-04,162.7100067138672
2024-01-05,163.0
2024-01-08,165.30999755859375
2024-01-09,165.08999633789062
2024-01-10,166.02000427246094
2024-01-11,165.9199981689453
2024-01-12,166.05999755859375
2024-01-16,165.44000244140625
2024-01-17,164.50999450683594
2024-01-18,165.97999572753906
2024-01-19,168.02999877929688
2024-01-22,168.39999389648438
2024-01-23,168.88999938964844
2024-01-24,169.02999877929688
2024-01-25,169.92999267578125
2024-01-26,169.82000732421875
2024-01-29,171.11000061035156
2024-01-30,171.02000427246094
2024-01-31,168.27000427246094
2024-02-01,170.3800048828125
2024-02-02,172.2100067138672
2024-02-05,171.66000366210938
2024-02-06,172.05999755859375
2024-02-07,173.47999572753906
2024-02-08,173.60000610351562
2024-02-09,174.6199951171875
2024-02-12,174.4499969482422
2024-02-13,172.08999633789062
2024-02-14,173.77000427246094
2024-02-15,174.82000732421875
2024-02-16,174.00999450683594
2024-02-20,172.97000122070312
2024-02-21,173.19000244140625
2024-02-22,176.86000061035156
2024-02-23,176.92999267578125
2024-02-26,176.25999450683594
2024-02-27,176.57000732421875
2024-02-28,176.2899932861328
2024-02-29,177.25
2024-03-01,178.67999267578125
2024-03-04,178.47000122070312
2024-03-05,176.66000366210938
2024-03-06,177.5800018310547
2024-03-07,179.42999267578125
2024-03-08,178.27000427246094
2024-03-11,178.07000732421875
2024-03-12,180.07000732421875
2024-03-13,179.72999572753906
2024-03-14,179.25999450683594
2024-03-15,178.11000061035156
2024-03-18,179.22999572753906
2024-03-19,180.25
2024-03-20,181.8699951171875
2024-03-21,182.47000122070312
2024-03-22,182.22000122070312
2024-03-25,181.66000366210938
2024-03-26,181.16000366210938
2024-03-27,182.74000549316406
2024-03-28,182.9499969482422
2024-04-01,182.5800018310547
2024-04-02,181.25999450683594
2024-04-03,181.47000122070312
2024-04-04,179.25999450683594
2024-04-05,180.69000244140625
2024-04-08,180.6300048828125
2024-04-09,180.91000366210938
2024-04-10,179.2100067138672
2024-04-11,180.5500030517578
2024-04-12,177.94000244140625
2024-04-15,175.8000030517578
2024-04-16,175.44000244140625
2024-04-17,174.42999267578125
2024-04-18,174.0500030517578
2024-04-19,172.5399932861328
2024-04-22,174.0399932861328
2024-04-23,176.1300048828125
2024-04-24,176.1699981689453
2024-04-25,175.36000061035156
2024-04-26,177.16000366210938
2024-04-29,177.72999572753906
2024-04-30,174.94000244140625
2024-05-01,174.33999633789062
2024-05-02,175.92999267578125
2024-05-03,178.14999389648438
2024-05-06,179.99000549316406
2024-05-07,180.25
2024-05-08,180.24000549316406
2024-05-09,181.1999969482422
2024-05-10,181.52000427246094
2024-05-13,181.47999572753906
2024-05-14,182.38999938964844
2024-05-15,184.55999755859375
2024-05-16,184.2100067138672
2024-05-17,184.42999267578125
2024-05-20,184.6199951171875
2024-05-21,185.08999633789062
2024-05-22,184.58999633789062
2024-05-23,183.22999572753906
2024-05-24,184.52000427246094
2024-05-28,184.55999755859375
2024-05-29,183.2100067138672
2024-05-30,182.1300048828125
2024-05-31,183.61000061035156
2024-06-03,183.83999633789062
2024-06-04,184.1199951171875
2024-06-05,186.30999755859375
2024-06-06,186.27000427246094
2024-06-07,186.10000610351562
2024-06-10,186.58999633789062
2024-06-11,187.10000610351562
2024-06-12,188.6999969482422
2024-06-13,189.13999938964844
2024-06-14,189.11000061035156
2024-06-17,190.5800018310547
2024-06-18,191.07000732421875
2024-06-20,190.58999633789062
2024-06-21,190.3000030517578
2024-06-24,189.72999572753906
2024-06-25,190.47999572753906
2024-06-26,190.77999877929688
2024-06-27,190.9499969482422
2024-06-28,190.1999969482422
2024-07-01,190.7100067138672
2024-07-02,191.88999938964844
2024-07-03,192.8699951171875
2024-07-05,193.3300018310547
2024-07-08,193.52999877929688
2024-07-09,193.67999267578125
2024-07-10,195.67999267578125
2024-07-11,193.97000122070312
2024-07-12,195.0399932861328
2024-07-15,195.61000061035156
2024-07-16,196.86000061035156
2024-07-17,194.1199951171875
2024-07-18,192.61000061035156
2024-07-19,191.24000549316406
2024-07-22,193.30999755859375
2024-07-23,193.00999450683594
2024-07-24,188.5500030517578
2024-07-25,187.5800018310547
2024-07-26,189.6699981689453
2024-07-29,189.8300018310547
2024-07-30,188.88999938964844
2024-07-31,191.88999938964844
2024-08-01,189.27000427246094
2024-08-02,185.7899932861328
2024-08-05,180.22999572753906
2024-08-06,182.10000610351562
2024-08-07,180.6999969482422
2024-08-08,184.86000061035156
2024-08-09,185.75
2024-08-12,185.77999877929688
2024-08-13,188.91000366210938
2024-08-14,189.63999938964844
2024-08-15,192.75999450683594
2024-08-16,193.1699981689453
2024-08-19,195.07000732421875
2024-08-20,194.67999267578125
2024-08-21,195.52000427246094
2024-08-22,193.77000427246094
2024-08-23,196.0
2024-08-26,195.38999938964844
2024-08-27,195.72000122070312
2024-08-28,194.5500030517578
2024-08-29,194.5500030517578
2024-08-30,196.5399932861328
2024-09-03,192.39999389648438
2024-09-04,192.10000610351562
2024-09-05,191.52999877929688
2024-09-06,188.25
2024-09-09,190.4499969482422
2024-09-10,191.3000030517578
2024-09-11,193.33999633789062
2024-09-12,194.8000030517578
2024-09-13,195.8800048828125
2024-09-16,196.1699981689453
2024-09-17,196.22000122070312
2024-09-18,195.66000366210938
2024-09-19,198.99000549316406
2024-09-20,198.61000061035156
2024-09-23,199.1699981689453
2024-09-24,199.6699981689453
2024-09-25,199.3000030517578
2024-09-26,200.11000061035156
2024-09-27,199.8699951171875
2024-09-30,200.72999572753906
2024-10-01,198.8699951171875
2024-10-02,198.91000366210938
2024-10-03,198.57000732421875
2024-10-04,199.75
2024-10-07,197.83999633789062
2024-10-08,199.75999450683594
2024-10-09,201.17999267578125
2024-10-10,200.8000030517578
2024-10-11,202.02000427246094
2024-10-14,203.57000732421875
2024-10-15,202.0399932861328
2024-10-16,202.99000549316406
2024-10-17,202.9600067138672
2024-10-18,203.77000427246094
2024-10-21,203.41000366210938
2024-10-22,203.30999755859375
2024-10-23,201.4499969482422
2024-10-24,201.8800048828125
2024-10-25,201.82000732421875
2024-10-28,202.36000061035156
2024-10-29,202.69000244140625
2024-10-30,202.02000427246094
2024-10-31,198.27999877929688
2024-11-01,199.10000610351562
2024-11-04,198.5500030517578
2024-11-05,200.99000549316406
2024-11-06,206.07000732421875
2024-11-07,207.61000061035156
2024-11-08,208.42999267578125
2024-11-11,208.6300048828125
2024-11-12,208.0399932861328
2024-11-13,208.10000610351562
2024-11-14,206.86000061035156
2024-11-15,204.16000366210938
2024-11-18,204.99000549316406
2024-11-19,205.80999755859375
2024-11-20,205.82000732421875
2024-11-21,206.9499969482422
