Date,AEGFX
2022-02-28,57.11000061035156
2022-03-01,55.869998931884766
2022-03-02,56.459999084472656
2022-03-03,55.31999969482422
2022-03-04,53.470001220703125
2022-03-07,51.470001220703125
2022-03-08,51.529998779296875
2022-03-09,53.72999954223633
2022-03-10,53.18000030517578
2022-03-11,52.43000030517578
2022-03-14,52.20000076293945
2022-03-15,52.45000076293945
2022-03-16,54.88999938964844
2022-03-17,55.84000015258789
2022-03-18,56.599998474121094
2022-03-21,56.11000061035156
2022-03-22,56.77000045776367
2022-03-23,56.20000076293945
2022-03-24,56.650001525878906
2022-03-25,56.189998626708984
2022-03-28,56.38999938964844
2022-03-29,57.7599983215332
2022-03-30,57.47999954223633
2022-03-31,56.529998779296875
2022-04-01,57.099998474121094
2022-04-04,57.88999938964844
2022-04-05,56.93000030517578
2022-04-06,55.959999084472656
2022-04-07,55.900001525878906
2022-04-08,55.72999954223633
2022-04-11,54.88999938964844
2022-04-12,54.59000015258789
2022-04-13,55.29999923706055
2022-04-14,54.869998931884766
2022-04-18,54.540000915527344
2022-04-19,54.720001220703125
2022-04-20,54.97999954223633
2022-04-21,54.25
2022-04-22,53.2599983215332
2022-04-25,52.9900016784668
2022-04-26,51.619998931884766
2022-04-27,52.0099983215332
2022-04-28,52.900001525878906
2022-04-29,52.27000045776367
2022-05-02,52.220001220703125
2022-05-03,52.439998626708984
2022-05-04,53.099998474121094
2022-05-05,51.4900016784668
2022-05-06,50.58000183105469
2022-05-09,48.79999923706055
2022-05-10,49.099998474121094
2022-05-11,48.939998626708984
2022-05-12,48.86000061035156
2022-05-13,50.34000015258789
2022-05-16,50.27000045776367
2022-05-17,51.36000061035156
2022-05-18,50.16999816894531
2022-05-19,50.540000915527344
2022-05-20,51.029998779296875
2022-05-23,51.63999938964844
2022-05-24,51.130001068115234
2022-05-25,51.189998626708984
2022-05-26,51.79999923706055
2022-05-27,52.7599983215332
2022-05-31,52.900001525878906
2022-06-01,52.22999954223633
2022-06-02,53.380001068115234
2022-06-03,52.68000030517578
2022-06-06,52.97999954223633
2022-06-07,53.209999084472656
2022-06-08,52.849998474121094
2022-06-09,51.7400016784668
2022-06-10,50.529998779296875
2022-06-13,48.38999938964844
2022-06-14,47.959999084472656
2022-06-15,48.7400016784668
2022-06-16,47.349998474121094
2022-06-17,47.36000061035156
2022-06-21,48.16999816894531
2022-06-22,47.619998931884766
2022-06-23,47.4900016784668
2022-06-24,48.90999984741211
2022-06-27,48.93000030517578
2022-06-28,48.59000015258789
2022-06-29,48.310001373291016
2022-06-30,47.939998626708984
2022-07-01,47.880001068115234
2022-07-05,47.34000015258789
2022-07-06,47.189998626708984
2022-07-07,48.04999923706055
2022-07-08,48.060001373291016
2022-07-11,47.209999084472656
2022-07-12,46.97999954223633
2022-07-13,46.970001220703125
2022-07-14,46.619998931884766
2022-07-15,47.310001373291016
2022-07-18,47.529998779296875
2022-07-19,48.630001068115234
2022-07-20,48.650001525878906
2022-07-21,49.150001525878906
2022-07-22,48.810001373291016
2022-07-25,48.88999938964844
2022-07-26,48.380001068115234
2022-07-27,49.36000061035156
2022-07-28,49.86000061035156
2022-07-29,50.33000183105469
2022-08-01,50.33000183105469
2022-08-02,49.66999816894531
2022-08-03,50.0
2022-08-04,50.43000030517578
2022-08-05,50.189998626708984
2022-08-08,50.43000030517578
2022-08-09,49.900001525878906
2022-08-10,50.869998931884766
2022-08-11,51.119998931884766
2022-08-12,51.689998626708984
2022-08-15,51.5
2022-08-16,51.20000076293945
2022-08-17,50.900001525878906
2022-08-18,50.66999816894531
2022-08-19,49.900001525878906
2022-08-22,49.0099983215332
2022-08-23,49.16999816894531
2022-08-24,49.290000915527344
2022-08-25,49.959999084472656
2022-08-26,48.790000915527344
2022-08-29,48.529998779296875
2022-08-30,48.25
2022-08-31,48.0
2022-09-01,47.349998474121094
2022-09-02,47.209999084472656
2022-09-06,46.9900016784668
2022-09-07,47.29999923706055
2022-09-08,47.5099983215332
2022-09-09,48.56999969482422
2022-09-12,49.27000045776367
2022-09-13,47.45000076293945
2022-09-14,47.63999938964844
2022-09-15,47.130001068115234
2022-09-16,46.599998474121094
2022-09-19,46.869998931884766
2022-09-20,46.29999923706055
2022-09-21,45.529998779296875
2022-09-22,44.970001220703125
2022-09-23,43.79999923706055
2022-09-26,43.34000015258789
2022-09-27,43.279998779296875
2022-09-28,44.099998474121094
2022-09-29,43.36000061035156
2022-09-30,43.41999816894531
2022-10-03,44.43000030517578
2022-10-04,46.119998931884766
2022-10-05,45.959999084472656
2022-10-06,45.45000076293945
2022-10-07,44.58000183105469
2022-10-10,44.25
2022-10-11,43.619998931884766
2022-10-12,43.630001068115234
2022-10-13,44.150001525878906
2022-10-14,43.47999954223633
2022-10-17,44.52000045776367
2022-10-18,44.86000061035156
2022-10-19,44.31999969482422
2022-10-20,44.25
2022-10-21,44.970001220703125
2022-10-24,44.66999816894531
2022-10-25,45.47999954223633
2022-10-26,45.959999084472656
2022-10-27,45.619998931884766
2022-10-28,45.880001068115234
2022-10-31,45.54999923706055
2022-11-01,46.02000045776367
2022-11-02,45.41999816894531
2022-11-03,45.099998474121094
2022-11-04,46.56999969482422
2022-11-07,46.970001220703125
2022-11-08,47.38999938964844
2022-11-09,46.599998474121094
2022-11-10,48.86000061035156
2022-11-11,50.029998779296875
2022-11-14,49.59000015258789
2022-11-15,50.310001373291016
2022-11-16,49.86000061035156
2022-11-17,49.68000030517578
2022-11-18,49.689998626708984
2022-11-21,49.18000030517578
2022-11-22,49.72999954223633
2022-11-23,50.13999938964844
2022-11-25,50.25
2022-11-28,49.5
2022-11-29,49.779998779296875
2022-11-30,51.130001068115234
2022-12-01,51.459999084472656
2022-12-02,51.36000061035156
2022-12-05,50.599998474121094
2022-12-06,50.189998626708984
2022-12-07,50.0099983215332
2022-12-08,50.369998931884766
2022-12-09,50.40999984741211
2022-12-12,50.56999969482422
2022-12-13,51.099998474121094
2022-12-14,51.18000030517578
2022-12-15,49.22999954223633
2022-12-16,48.77000045776367
2022-12-19,48.56999969482422
2022-12-20,48.650001525878906
2022-12-21,49.119998931884766
2022-12-22,48.58000183105469
2022-12-23,48.7400016784668
2022-12-27,48.81999969482422
2022-12-28,48.310001373291016
2022-12-29,49.20000076293945
2022-12-30,48.79999923706055
2023-01-03,48.91999816894531
2023-01-04,49.4900016784668
2023-01-05,49.2400016784668
2023-01-06,50.380001068115234
2023-01-09,51.02000045776367
2023-01-10,50.970001220703125
2023-01-11,51.29999923706055
2023-01-12,51.880001068115234
2023-01-13,52.40999984741211
2023-01-17,52.459999084472656
2023-01-18,52.41999816894531
2023-01-19,52.2400016784668
2023-01-20,52.88999938964844
2023-01-23,53.20000076293945
2023-01-24,53.18000030517578
2023-01-25,53.349998474121094
