Date,AMFFX
2022-02-28,51.150001525878906
2022-03-01,50.619998931884766
2022-03-02,51.47999954223633
2022-03-03,51.560001373291016
2022-03-04,51.650001525878906
2022-03-07,50.790000915527344
2022-03-08,50.13999938964844
2022-03-09,50.869998931884766
2022-03-10,50.779998779296875
2022-03-11,50.369998931884766
2022-03-14,50.400001525878906
2022-03-15,51.09000015258789
2022-03-16,51.380001068115234
2022-03-17,51.9900016784668
2022-03-18,52.150001525878906
2022-03-21,52.310001373291016
2022-03-22,52.529998779296875
2022-03-23,52.09000015258789
2022-03-24,52.58000183105469
2022-03-25,52.970001220703125
2022-03-28,53.04999923706055
2022-03-29,53.41999816894531
2022-03-30,53.349998474121094
2022-03-31,52.66999816894531
2022-04-01,52.88999938964844
2022-04-04,52.93000030517578
2022-04-05,52.70000076293945
2022-04-06,52.81999969482422
2022-04-07,53.119998931884766
2022-04-08,53.310001373291016
2022-04-11,52.709999084472656
2022-04-12,52.54999923706055
2022-04-13,52.810001373291016
2022-04-14,52.54999923706055
2022-04-18,52.439998626708984
2022-04-19,52.900001525878906
2022-04-20,53.36000061035156
2022-04-21,52.79999923706055
2022-04-22,51.61000061035156
2022-04-25,51.689998626708984
2022-04-26,50.810001373291016
2022-04-27,51.06999969482422
2022-04-28,51.77000045776367
2022-04-29,50.279998779296875
2022-05-02,50.25
2022-05-03,50.560001373291016
2022-05-04,51.75
2022-05-05,50.61000061035156
2022-05-06,50.630001068115234
2022-05-09,49.560001373291016
2022-05-10,49.459999084472656
2022-05-11,49.13999938964844
2022-05-12,49.20000076293945
2022-05-13,49.880001068115234
2022-05-16,50.040000915527344
2022-05-17,50.7400016784668
2022-05-18,49.290000915527344
2022-05-19,49.0099983215332
2022-05-20,49.16999816894531
2022-05-23,49.869998931884766
2022-05-24,50.08000183105469
2022-05-25,50.33000183105469
2022-05-26,50.84000015258789
2022-05-27,51.599998474121094
2022-05-31,51.25
2022-06-01,50.95000076293945
2022-06-02,51.45000076293945
2022-06-03,51.060001373291016
2022-06-06,51.09000015258789
2022-06-07,51.61000061035156
2022-06-08,51.02000045776367
2022-06-09,50.08000183105469
2022-06-10,49.220001220703125
2022-06-13,47.83000183105469
2022-06-14,47.38999938964844
2022-06-15,47.5099983215332
2022-06-16,46.380001068115234
2022-06-17,46.209999084472656
2022-06-21,47.2599983215332
2022-06-22,47.25
2022-06-23,47.439998626708984
2022-06-24,48.52000045776367
2022-06-27,48.58000183105469
2022-06-28,48.150001525878906
2022-06-29,48.150001525878906
2022-06-30,48.040000915527344
2022-07-01,48.47999954223633
2022-07-05,47.90999984741211
2022-07-06,48.04999923706055
2022-07-07,48.38999938964844
2022-07-08,48.369998931884766
2022-07-11,48.15999984741211
2022-07-12,47.77000045776367
2022-07-13,47.540000915527344
2022-07-14,47.22999954223633
2022-07-15,47.93000030517578
2022-07-18,47.560001373291016
2022-07-19,48.529998779296875
2022-07-20,48.470001220703125
2022-07-21,48.70000076293945
2022-07-22,48.61000061035156
2022-07-25,48.869998931884766
2022-07-26,48.65999984741211
2022-07-27,49.25
2022-07-28,49.70000076293945
2022-07-29,49.91999816894531
2022-08-01,49.75
2022-08-02,49.47999954223633
2022-08-03,49.91999816894531
2022-08-04,49.7400016784668
2022-08-05,49.810001373291016
2022-08-08,49.84000015258789
2022-08-09,49.88999938964844
2022-08-10,50.560001373291016
2022-08-11,50.630001068115234
2022-08-12,51.29999923706055
2022-08-15,51.459999084472656
2022-08-16,51.61000061035156
2022-08-17,51.369998931884766
2022-08-18,51.459999084472656
2022-08-19,51.13999938964844
2022-08-22,50.369998931884766
2022-08-23,50.220001220703125
2022-08-24,50.31999969482422
2022-08-25,50.79999923706055
2022-08-26,49.61000061035156
2022-08-29,49.40999984741211
2022-08-30,48.88999938964844
2022-08-31,48.61000061035156
2022-09-01,48.81999969482422
2022-09-02,48.38999938964844
2022-09-06,48.22999954223633
2022-09-07,48.939998626708984
2022-09-08,49.209999084472656
2022-09-09,49.7400016784668
2022-09-12,50.16999816894531
2022-09-13,48.560001373291016
2022-09-14,48.560001373291016
2022-09-15,48.18000030517578
2022-09-16,47.97999954223633
2022-09-19,48.209999084472656
2022-09-20,47.720001220703125
2022-09-21,47.150001525878906
2022-09-22,46.95000076293945
2022-09-23,46.20000076293945
2022-09-26,45.630001068115234
2022-09-27,45.40999984741211
2022-09-28,46.18000030517578
2022-09-29,45.470001220703125
2022-09-30,44.86000061035156
2022-10-03,46.029998779296875
2022-10-04,47.20000076293945
2022-10-05,47.029998779296875
2022-10-06,46.369998931884766
2022-10-07,45.540000915527344
2022-10-10,45.36000061035156
2022-10-11,45.25
2022-10-12,44.9900016784668
2022-10-13,46.13999938964844
2022-10-14,45.33000183105469
2022-10-17,46.16999816894531
2022-10-18,46.68000030517578
2022-10-19,46.380001068115234
2022-10-20,45.959999084472656
2022-10-21,46.849998474121094
2022-10-24,47.310001373291016
2022-10-25,47.720001220703125
2022-10-26,47.86000061035156
2022-10-27,47.95000076293945
2022-10-28,48.939998626708984
2022-10-31,48.709999084472656
2022-11-01,48.709999084472656
2022-11-02,48.0099983215332
2022-11-03,47.810001373291016
2022-11-04,48.47999954223633
2022-11-07,48.900001525878906
2022-11-08,49.16999816894531
2022-11-09,48.5099983215332
2022-11-10,50.2599983215332
2022-11-11,50.2400016784668
2022-11-14,49.900001525878906
2022-11-15,50.15999984741211
2022-11-16,49.97999954223633
2022-11-17,49.90999984741211
2022-11-18,50.2400016784668
2022-11-21,50.349998474121094
2022-11-22,50.88999938964844
2022-11-23,51.060001373291016
2022-11-25,51.20000076293945
2022-11-28,50.52000045776367
2022-11-29,50.4900016784668
2022-11-30,51.529998779296875
2022-12-01,51.5099983215332
2022-12-02,51.56999969482422
2022-12-05,50.880001068115234
2022-12-06,50.45000076293945
2022-12-07,50.47999954223633
2022-12-08,50.7599983215332
2022-12-09,50.380001068115234
2022-12-12,51.029998779296875
2022-12-13,51.220001220703125
2022-12-14,49.27000045776367
2022-12-15,48.400001525878906
2022-12-16,47.90999984741211
2022-12-19,47.689998626708984
2022-12-20,47.689998626708984
2022-12-21,48.29999923706055
2022-12-22,47.91999816894531
2022-12-23,48.209999084472656
2022-12-27,48.279998779296875
2022-12-28,47.83000183105469
2022-12-29,48.33000183105469
2022-12-30,48.16999816894531
2023-01-03,48.040000915527344
2023-01-04,48.33000183105469
2023-01-05,47.900001525878906
2023-01-06,48.849998474121094
2023-01-09,48.619998931884766
2023-01-10,48.810001373291016
2023-01-11,49.15999984741211
2023-01-12,49.209999084472656
2023-01-13,49.310001373291016
2023-01-17,49.18000030517578
2023-01-18,48.36000061035156
2023-01-19,48.060001373291016
2023-01-20,48.61000061035156
2023-01-23,48.88999938964844
2023-01-24,48.91999816894531
2023-01-25,48.869998931884766
2023-01-26,49.13999938964844
2023-01-27,49.02000045776367
2023-01-30,48.720001220703125
2023-01-31,49.279998779296875
2023-02-01,49.380001068115234
2023-02-02,49.5099983215332
2023-02-03,49.13999938964844
2023-02-06,49.02000045776367
2023-02-07,49.34000015258789
2023-02-08,49.0
2023-02-09,48.66999816894531
2023-02-10,49.11000061035156
2023-02-13,49.4900016784668
2023-02-14,49.34000015258789
2023-02-15,49.369998931884766
2023-02-16,48.959999084472656
2023-02-17,48.970001220703125
2023-02-21,48.31999969482422
2023-02-22,48.209999084472656
2023-02-23,48.34000015258789
2023-02-24,48.08000183105469
2023-02-27,48.13999938964844
2023-02-28,47.900001525878906
2023-03-01,47.75
2023-03-02,48.040000915527344
2023-03-03,48.529998779296875
2023-03-06,48.5
2023-03-07,47.79999923706055
2023-03-08,47.77000045776367
2023-03-09,47.119998931884766
2023-03-10,46.66999816894531
2023-03-13,46.529998779296875
2023-03-14,47.04999923706055
2023-03-15,46.41999816894531
2023-03-16,46.95000076293945
2023-03-17,46.380001068115234
2023-03-20,46.84000015258789
2023-03-21,47.150001525878906
2023-03-22,46.41999816894531
2023-03-23,46.43000030517578
2023-03-24,46.84000015258789
2023-03-27,47.04999923706055
2023-03-28,47.11000061035156
2023-03-29,47.61000061035156
2023-03-30,47.79999923706055
2023-03-31,48.29999923706055
2023-04-03,48.59000015258789
2023-04-04,48.34000015258789
2023-04-05,48.45000076293945
2023-04-06,48.59000015258789
2023-04-10,48.63999938964844
2023-04-11,48.75
2023-04-12,48.720001220703125
2023-04-13,49.04999923706055
2023-04-14,48.90999984741211
2023-04-17,49.150001525878906
2023-04-18,49.189998626708984
