Date,SGENX
2022-02-28,63.77000045776367
2022-03-01,63.290000915527344
2022-03-02,63.790000915527344
2022-03-03,63.4900016784668
2022-03-04,63.09000015258789
2022-03-07,62.20000076293945
2022-03-08,62.41999816894531
2022-03-09,63.27000045776367
2022-03-10,63.150001525878906
2022-03-11,62.59000015258789
2022-03-14,62.130001068115234
2022-03-15,62.310001373291016
2022-03-16,63.369998931884766
2022-03-17,64.02999877929688
2022-03-18,64.4000015258789
2022-03-21,64.51000213623047
2022-03-22,64.8499984741211
2022-03-23,64.56999969482422
2022-03-24,65.01000213623047
2022-03-25,65.27999877929688
2022-03-28,65.05000305175781
2022-03-29,65.66999816894531
2022-03-30,65.51000213623047
2022-03-31,64.69999694824219
2022-04-01,64.9800033569336
2022-04-04,65.16999816894531
2022-04-05,64.52999877929688
2022-04-06,64.20999908447266
2022-04-07,64.36000061035156
2022-04-08,64.68000030517578
2022-04-11,64.2699966430664
2022-04-12,64.08999633789062
2022-04-13,64.58999633789062
2022-04-14,64.45999908447266
2022-04-18,64.31999969482422
2022-04-19,64.36000061035156
2022-04-20,64.66000366210938
2022-04-21,63.91999816894531
2022-04-22,62.65999984741211
2022-04-25,62.34000015258789
2022-04-26,61.380001068115234
2022-04-27,61.31999969482422
2022-04-28,62.20000076293945
2022-04-29,61.2599983215332
2022-05-02,61.13999938964844
2022-05-03,61.540000915527344
2022-05-04,62.689998626708984
2022-05-05,61.369998931884766
2022-05-06,61.06999969482422
2022-05-09,59.65999984741211
2022-05-10,59.70000076293945
2022-05-11,59.43000030517578
2022-05-12,59.34000015258789
2022-05-13,60.11000061035156
2022-05-16,60.34000015258789
2022-05-17,61.13999938964844
2022-05-18,59.83000183105469
2022-05-19,59.880001068115234
2022-05-20,60.029998779296875
2022-05-23,60.900001525878906
2022-05-24,60.84000015258789
2022-05-25,61.11000061035156
2022-05-26,61.709999084472656
2022-05-27,62.38999938964844
2022-05-31,62.150001525878906
2022-06-01,61.90999984741211
2022-06-02,62.709999084472656
2022-06-03,62.04999923706055
2022-06-06,62.18000030517578
2022-06-07,62.560001373291016
2022-06-08,62.099998474121094
2022-06-09,61.0
2022-06-10,60.18000030517578
2022-06-13,58.349998474121094
2022-06-14,58.11000061035156
2022-06-15,58.560001373291016
2022-06-16,57.56999969482422
2022-06-17,57.290000915527344
2022-06-21,57.97999954223633
2022-06-22,57.720001220703125
2022-06-23,57.56999969482422
2022-06-24,58.86000061035156
2022-06-27,59.0
2022-06-28,58.58000183105469
2022-06-29,58.38999938964844
2022-06-30,57.90999984741211
2022-07-01,58.310001373291016
2022-07-05,57.689998626708984
2022-07-06,57.439998626708984
2022-07-07,58.04999923706055
2022-07-08,58.0099983215332
2022-07-11,57.33000183105469
2022-07-12,57.04999923706055
2022-07-13,56.91999816894531
2022-07-14,56.22999954223633
2022-07-15,56.90999984741211
2022-07-18,56.970001220703125
2022-07-19,58.16999816894531
2022-07-20,57.970001220703125
2022-07-21,58.40999984741211
2022-07-22,58.31999969482422
2022-07-25,58.459999084472656
2022-07-26,58.13999938964844
2022-07-27,59.09000015258789
2022-07-28,59.5
2022-07-29,59.970001220703125
2022-08-01,59.86000061035156
2022-08-02,59.33000183105469
2022-08-03,59.63999938964844
2022-08-04,59.630001068115234
2022-08-05,59.400001525878906
2022-08-08,59.47999954223633
2022-08-09,59.43000030517578
2022-08-10,60.290000915527344
2022-08-11,60.470001220703125
2022-08-12,61.0099983215332
2022-08-15,60.810001373291016
2022-08-16,60.77000045776367
2022-08-17,60.29999923706055
2022-08-18,60.34000015258789
2022-08-19,59.81999969482422
2022-08-22,59.04999923706055
2022-08-23,59.209999084472656
2022-08-24,59.41999816894531
2022-08-25,59.970001220703125
2022-08-26,58.66999816894531
2022-08-29,58.47999954223633
2022-08-30,57.95000076293945
2022-08-31,57.650001525878906
2022-09-01,57.29999923706055
2022-09-02,57.20000076293945
2022-09-06,56.84000015258789
2022-09-07,57.470001220703125
2022-09-08,57.61000061035156
2022-09-09,58.47999954223633
2022-09-12,58.959999084472656
2022-09-13,57.27000045776367
2022-09-14,57.189998626708984
2022-09-15,56.650001525878906
2022-09-16,56.369998931884766
2022-09-19,56.66999816894531
2022-09-20,56.040000915527344
2022-09-21,55.459999084472656
2022-09-22,55.25
2022-09-23,53.95000076293945
2022-09-26,53.13999938964844
2022-09-27,53.0099983215332
2022-09-28,54.02000045776367
2022-09-29,53.58000183105469
2022-09-30,53.25
