Date,VFORX
2022-02-28,39.310001373291016
2022-03-01,38.86000061035156
2022-03-02,39.22999954223633
2022-03-03,38.91999816894531
2022-03-04,38.47999954223633
2022-03-07,37.540000915527344
2022-03-08,37.38999938964844
2022-03-09,38.25
2022-03-10,38.029998779296875
2022-03-11,37.63999938964844
2022-03-14,37.369998931884766
2022-03-15,37.790000915527344
2022-03-16,38.720001220703125
2022-03-17,39.099998474121094
2022-03-18,39.5
2022-03-21,39.29999923706055
2022-03-22,39.63999938964844
2022-03-23,39.31999969482422
2022-03-24,39.630001068115234
2022-03-25,39.63999938964844
2022-03-28,39.7599983215332
2022-03-29,40.279998779296875
2022-03-30,40.130001068115234
2022-03-31,39.650001525878906
2022-04-01,39.84000015258789
2022-04-04,40.099998474121094
2022-04-05,39.61000061035156
2022-04-06,39.22999954223633
2022-04-07,39.2400016784668
2022-04-08,39.15999984741211
2022-04-11,38.70000076293945
2022-04-12,38.59000015258789
2022-04-13,38.97999954223633
2022-04-14,38.63999938964844
2022-04-18,38.52000045776367
2022-04-19,38.83000183105469
2022-04-20,38.900001525878906
2022-04-21,38.40999984741211
2022-04-22,37.70000076293945
2022-04-25,37.75
2022-04-26,36.9900016784668
2022-04-27,37.04999923706055
2022-04-28,37.61000061035156
2022-04-29,36.86000061035156
2022-05-02,36.900001525878906
2022-05-03,37.06999969482422
2022-05-04,37.77000045776367
2022-05-05,36.709999084472656
2022-05-06,36.380001068115234
2022-05-09,35.470001220703125
2022-05-10,35.58000183105469
2022-05-11,35.25
2022-05-12,35.22999954223633
2022-05-13,35.93000030517578
2022-05-16,35.869998931884766
2022-05-17,36.400001525878906
2022-05-18,35.5099983215332
2022-05-19,35.54999923706055
2022-05-20,35.650001525878906
2022-05-23,36.06999969482422
2022-05-24,35.84000015258789
2022-05-25,36.06999969482422
2022-05-26,36.560001373291016
2022-05-27,37.150001525878906
2022-05-31,37.0
2022-06-01,36.7599983215332
2022-06-02,37.290000915527344
2022-06-03,36.84000015258789
2022-06-06,36.91999816894531
2022-06-07,37.150001525878906
2022-06-08,36.84000015258789
2022-06-09,36.15999984741211
2022-06-10,35.369998931884766
2022-06-13,34.189998626708984
2022-06-14,34.040000915527344
2022-06-15,34.540000915527344
2022-06-16,33.7400016784668
2022-06-17,33.7599983215332
2022-06-21,34.2599983215332
2022-06-22,34.18000030517578
2022-06-23,34.349998474121094
2022-06-24,35.130001068115234
2022-06-27,35.060001373291016
2022-06-28,34.68000030517578
2022-06-29,34.630001068115234
2022-06-30,34.43000030517578
2022-07-01,34.63999938964844
2022-07-05,34.54999923706055
2022-07-06,34.52000045776367
2022-07-07,34.959999084472656
2022-07-08,34.93000030517578
2022-07-11,34.560001373291016
2022-07-12,34.400001525878906
2022-07-13,34.349998474121094
2022-07-14,34.119998931884766
2022-07-15,34.56999969482422
2022-07-18,34.52000045776367
2022-07-19,35.20000076293945
2022-07-20,35.29999923706055
2022-07-21,35.619998931884766
2022-07-22,35.45000076293945
2022-07-25,35.52000045776367
2022-07-26,35.209999084472656
2022-07-27,35.880001068115234
2022-07-28,36.209999084472656
2022-07-29,36.540000915527344
2022-08-01,36.529998779296875
2022-08-02,36.22999954223633
2022-08-03,36.599998474121094
2022-08-04,36.66999816894531
2022-08-05,36.540000915527344
2022-08-08,36.59000015258789
2022-08-09,36.43000030517578
2022-08-10,37.04999923706055
2022-08-11,37.040000915527344
2022-08-12,37.459999084472656
2022-08-15,37.4900016784668
2022-08-16,37.5099983215332
2022-08-17,37.2400016784668
2022-08-18,37.25
2022-08-19,36.79999923706055
2022-08-22,36.220001220703125
2022-08-23,36.20000076293945
2022-08-24,36.2599983215332
2022-08-25,36.70000076293945
2022-08-26,35.86000061035156
2022-08-29,35.65999984741211
2022-08-30,35.380001068115234
2022-08-31,35.189998626708984
2022-09-01,35.02000045776367
2022-09-02,34.84000015258789
2022-09-06,34.63999938964844
2022-09-07,35.04999923706055
2022-09-08,35.18000030517578
2022-09-09,35.66999816894531
2022-09-12,36.0099983215332
2022-09-13,34.900001525878906
2022-09-14,34.9900016784668
2022-09-15,34.689998626708984
2022-09-16,34.459999084472656
2022-09-19,34.599998474121094
2022-09-20,34.22999954223633
2022-09-21,33.83000183105469
2022-09-22,33.540000915527344
2022-09-23,32.93000030517578
2022-09-26,32.5
2022-09-27,32.41999816894531
2022-09-28,33.0
2022-09-29,32.4900016784668
2022-09-30,32.25
2022-10-03,32.900001525878906
2022-10-04,33.790000915527344
2022-10-05,33.630001068115234
2022-10-06,33.310001373291016
2022-10-07,32.63999938964844
2022-10-10,32.40999984741211
2022-10-11,32.189998626708984
2022-10-12,32.119998931884766
2022-10-13,32.619998931884766
2022-10-14,32.06999969482422
2022-10-17,32.75
2022-10-18,33.0099983215332
2022-10-19,32.68000030517578
2022-10-20,32.529998779296875
2022-10-21,33.040000915527344
2022-10-24,33.119998931884766
2022-10-25,33.63999938964844
2022-10-26,33.68000030517578
2022-10-27,33.59000015258789
2022-10-28,33.9900016784668
2022-10-31,33.779998779296875
2022-11-01,33.849998474121094
2022-11-02,33.29999923706055
2022-11-03,33.060001373291016
2022-11-04,33.619998931884766
2022-11-07,33.810001373291016
2022-11-08,34.02000045776367
2022-11-09,33.540000915527344
2022-11-10,35.040000915527344
2022-11-11,35.43000030517578
2022-11-14,35.189998626708984
2022-11-15,35.52000045776367
2022-11-16,35.29999923706055
2022-11-17,35.209999084472656
2022-11-18,35.279998779296875
2022-11-21,35.11000061035156
2022-11-22,35.4900016784668
2022-11-23,35.72999954223633
2022-11-25,35.790000915527344
2022-11-28,35.369998931884766
2022-11-29,35.41999816894531
2022-11-30,36.2400016784668
2022-12-01,36.349998474121094
2022-12-02,36.349998474121094
2022-12-05,35.81999969482422
2022-12-06,35.540000915527344
2022-12-07,35.529998779296875
2022-12-08,35.720001220703125
2022-12-09,35.54999923706055
2022-12-12,35.779998779296875
2022-12-13,36.06999969482422
2022-12-14,36.0
2022-12-15,35.29999923706055
2022-12-16,35.029998779296875
2022-12-19,34.79999923706055
2022-12-20,34.81999969482422
2022-12-21,35.18000030517578
2022-12-22,34.849998474121094
2022-12-23,34.93000030517578
2022-12-27,34.869998931884766
2022-12-28,33.68000030517578
2022-12-29,34.13999938964844
2022-12-30,34.0
2023-01-03,34.02000045776367
2023-01-04,34.369998931884766
2023-01-05,34.099998474121094
2023-01-06,34.7599983215332
2023-01-09,34.86000061035156
2023-01-10,34.9900016784668
2023-01-11,35.310001373291016
2023-01-12,35.560001373291016
2023-01-13,35.68000030517578
2023-01-17,35.68000030517578
2023-01-18,35.439998626708984
2023-01-19,35.29999923706055
2023-01-20,35.70000076293945
2023-01-23,35.939998626708984
2023-01-24,35.959999084472656
2023-01-25,36.0099983215332
2023-01-26,36.220001220703125
2023-01-27,36.25
2023-01-30,35.88999938964844
2023-01-31,36.220001220703125
2023-02-01,36.560001373291016
2023-02-02,36.849998474121094
2023-02-03,36.47999954223633
2023-02-06,36.16999816894531
2023-02-07,36.45000076293945
2023-02-08,36.220001220703125
2023-02-09,36.060001373291016
2023-02-10,36.0099983215332
2023-02-13,36.29999923706055
2023-02-14,36.290000915527344
2023-02-15,36.29999923706055
2023-02-16,36.0099983215332
2023-02-17,35.959999084472656
2023-02-21,35.41999816894531
2023-02-22,35.36000061035156
2023-02-23,35.5099983215332
2023-02-24,35.11000061035156
2023-02-27,35.27000045776367
2023-02-28,35.18000030517578
2023-03-01,35.15999984741211
2023-03-02,35.290000915527344
2023-03-03,35.7400016784668
2023-03-06,35.70000076293945
2023-03-07,35.2599983215332
2023-03-08,35.310001373291016
2023-03-09,34.900001525878906
2023-03-10,34.61000061035156
2023-03-13,34.58000183105469
2023-03-14,34.86000061035156
2023-03-15,34.540000915527344
2023-03-16,34.900001525878906
2023-03-17,34.70000076293945
2023-03-20,34.91999816894531
2023-03-21,35.2400016784668
2023-03-22,35.0
2023-03-23,35.119998931884766
2023-03-24,35.15999984741211
2023-03-27,35.18000030517578
2023-03-28,35.209999084472656
2023-03-29,35.54999923706055
2023-03-30,35.77000045776367
2023-03-31,36.11000061035156
2023-04-03,36.2400016784668
2023-04-04,36.13999938964844
2023-04-05,36.040000915527344
2023-04-06,36.119998931884766
2023-04-10,36.099998474121094
2023-04-11,36.18000030517578
2023-04-12,36.150001525878906
2023-04-13,36.5099983215332
2023-04-14,36.38999938964844
2023-04-17,36.43000030517578
2023-04-18,36.4900016784668
2023-04-19,36.41999816894531
2023-04-20,36.33000183105469
2023-04-21,36.34000015258789
2023-04-24,36.380001068115234
2023-04-25,35.97999954223633
2023-04-26,35.88999938964844
2023-04-27,36.29999923706055
2023-04-28,36.5099983215332
2023-05-01,36.43000030517578
2023-05-02,36.16999816894531
2023-05-03,36.11000061035156
2023-05-04,36.0
2023-05-05,36.439998626708984
2023-05-08,36.43000030517578
2023-05-09,36.310001373291016
2023-05-10,36.41999816894531
2023-05-11,36.36000061035156
2023-05-12,36.25
2023-05-15,36.41999816894531
2023-05-16,36.16999816894531
2023-05-17,36.43000030517578
2023-05-18,36.529998779296875
2023-05-19,36.5099983215332
2023-05-22,36.56999969482422
2023-05-23,36.2400016784668
2023-05-24,35.959999084472656
2023-05-25,36.0099983215332
2023-05-26,36.349998474121094
2023-05-30,36.31999969482422
2023-05-31,36.13999938964844
2023-06-01,36.4900016784668
2023-06-02,36.88999938964844
2023-06-05,36.81999969482422
2023-06-06,36.97999954223633
2023-06-07,36.84000015258789
2023-06-08,37.04999923706055
2023-06-09,37.04999923706055
2023-06-12,37.27000045776367
2023-06-13,37.459999084472656
2023-06-14,37.52000045776367
2023-06-15,37.880001068115234
2023-06-16,37.790000915527344
2023-06-20,37.56999969482422
2023-06-21,37.459999084472656
2023-06-22,37.41999816894531
2023-06-23,37.130001068115234
2023-06-26,37.099998474121094
2023-06-27,37.380001068115234
2023-06-28,37.40999984741211
2023-06-29,37.41999816894531
2023-06-30,37.7599983215332
2023-07-03,37.81999969482422
2023-07-05,37.650001525878906
2023-07-06,37.2599983215332
2023-07-07,37.29999923706055
2023-07-10,37.29999923706055
2023-07-11,37.68000030517578
2023-07-12,38.060001373291016
2023-07-13,38.459999084472656
2023-07-14,38.34000015258789
2023-07-17,38.41999816894531
