Date,RSLBX
2022-02-28,58.65999984741211
2022-03-01,57.650001525878906
2022-03-02,58.4900016784668
2022-03-03,57.16999816894531
2022-03-04,55.619998931884766
2022-03-07,53.59000015258789
2022-03-08,53.66999816894531
2022-03-09,55.75
2022-03-10,55.27000045776367
2022-03-11,54.38999938964844
2022-03-14,53.459999084472656
2022-03-15,54.040000915527344
2022-03-16,56.34000015258789
2022-03-17,57.2599983215332
2022-03-18,58.27000045776367
2022-03-21,57.529998779296875
2022-03-22,58.08000183105469
2022-03-23,57.27000045776367
2022-03-24,57.63999938964844
2022-03-25,57.25
2022-03-28,57.279998779296875
2022-03-29,59.04999923706055
2022-03-30,58.5
2022-03-31,57.70000076293945
2022-04-01,58.2400016784668
2022-04-04,58.880001068115234
2022-04-05,57.9900016784668
2022-04-06,56.880001068115234
2022-04-07,56.709999084472656
2022-04-08,56.33000183105469
2022-04-11,55.630001068115234
2022-04-12,55.5
2022-04-13,56.400001525878906
2022-04-14,55.88999938964844
2022-04-18,55.36000061035156
2022-04-19,56.18000030517578
2022-04-20,56.15999984741211
2022-04-21,55.119998931884766
2022-04-22,53.869998931884766
2022-04-25,54.130001068115234
2022-04-26,52.349998474121094
2022-04-27,52.2599983215332
2022-04-28,53.04999923706055
2022-04-29,52.09000015258789
2022-05-02,52.349998474121094
2022-05-03,52.41999816894531
2022-05-04,53.45000076293945
2022-05-05,51.33000183105469
2022-05-06,50.220001220703125
2022-05-09,48.16999816894531
2022-05-10,48.2400016784668
2022-05-11,47.54999923706055
2022-05-12,47.86000061035156
2022-05-13,49.66999816894531
2022-05-16,49.279998779296875
2022-05-17,50.369998931884766
2022-05-18,48.790000915527344
2022-05-19,49.2400016784668
2022-05-20,49.459999084472656
2022-05-23,49.9900016784668
2022-05-24,49.09000015258789
2022-05-25,49.43000030517578
2022-05-26,50.349998474121094
2022-05-27,51.45000076293945
2022-05-31,51.27000045776367
2022-06-01,50.65999984741211
2022-06-02,51.90999984741211
2022-06-03,51.220001220703125
2022-06-06,51.43000030517578
2022-06-07,51.650001525878906
2022-06-08,51.20000076293945
2022-06-09,50.04999923706055
2022-06-10,48.720001220703125
2022-06-13,46.540000915527344
2022-06-14,46.22999954223633
2022-06-15,46.95000076293945
2022-06-16,45.16999816894531
2022-06-17,45.630001068115234
2022-06-21,46.27000045776367
2022-06-22,45.97999954223633
2022-06-23,46.540000915527344
2022-06-24,47.91999816894531
2022-06-27,47.959999084472656
2022-06-28,47.22999954223633
2022-06-29,46.86000061035156
2022-06-30,46.45000076293945
2022-07-01,46.77000045776367
2022-07-05,46.880001068115234
2022-07-06,46.77000045776367
2022-07-07,47.7400016784668
2022-07-08,47.79999923706055
2022-07-11,46.83000183105469
2022-07-12,46.5099983215332
2022-07-13,46.380001068115234
2022-07-14,45.9900016784668
2022-07-15,46.66999816894531
2022-07-18,46.849998474121094
2022-07-19,47.95000076293945
2022-07-20,48.4900016784668
2022-07-21,49.04999923706055
2022-07-22,48.61000061035156
2022-07-25,48.650001525878906
2022-07-26,47.97999954223633
2022-07-27,49.06999969482422
2022-07-28,49.68000030517578
2022-07-29,50.18000030517578
2022-08-01,50.25
2022-08-02,49.91999816894531
2022-08-03,50.599998474121094
2022-08-04,50.81999969482422
2022-08-05,50.869998931884766
2022-08-08,51.209999084472656
2022-08-09,50.40999984741211
