Date,CGFEX
2022-02-28,62.540000915527344
2022-03-01,61.45000076293945
2022-03-02,62.36000061035156
2022-03-03,61.150001525878906
2022-03-04,60.13999938964844
2022-03-07,57.790000915527344
2022-03-08,57.77000045776367
2022-03-09,59.880001068115234
2022-03-10,59.54999923706055
2022-03-11,58.27000045776367
2022-03-14,57.310001373291016
2022-03-15,58.77000045776367
2022-03-16,60.970001220703125
2022-03-17,62.099998474121094
2022-03-18,63.36000061035156
2022-03-21,62.970001220703125
2022-03-22,64.19999694824219
2022-03-23,63.33000183105469
2022-03-24,64.19999694824219
2022-03-25,64.04000091552734
2022-03-28,64.91000366210938
2022-03-29,66.06999969482422
2022-03-30,65.41000366210938
2022-03-31,64.38999938964844
2022-04-01,64.75
2022-04-04,65.83000183105469
2022-04-05,64.4800033569336
2022-04-06,63.16999816894531
2022-04-07,63.33000183105469
2022-04-08,62.849998474121094
2022-04-11,61.66999816894531
2022-04-12,61.45000076293945
2022-04-13,62.65999984741211
2022-04-14,61.630001068115234
2022-04-18,61.52000045776367
2022-04-19,62.7400016784668
2022-04-20,61.72999954223633
2022-04-21,60.529998779296875
2022-04-22,59.060001373291016
2022-04-25,59.400001525878906
2022-04-26,57.0099983215332
2022-04-27,57.119998931884766
2022-04-28,58.630001068115234
2022-04-29,56.630001068115234
2022-05-02,57.36000061035156
2022-05-03,57.5
2022-05-04,59.16999816894531
2022-05-05,56.4900016784668
2022-05-06,55.689998626708984
2022-05-09,52.91999816894531
2022-05-10,53.29999923706055
2022-05-11,52.060001373291016
2022-05-12,52.22999954223633
2022-05-13,54.18000030517578
2022-05-16,53.5099983215332
2022-05-17,54.790000915527344
2022-05-18,52.52000045776367
2022-05-19,52.66999816894531
2022-05-20,52.459999084472656
2022-05-23,53.11000061035156
2022-05-24,51.90999984741211
2022-05-25,52.709999084472656
2022-05-26,54.11000061035156
2022-05-27,55.7400016784668
2022-05-31,55.439998626708984
2022-06-01,54.93000030517578
2022-06-02,56.31999969482422
2022-06-03,55.08000183105469
2022-06-06,55.34000015258789
2022-06-07,55.81999969482422
2022-06-08,55.40999984741211
2022-06-09,54.029998779296875
2022-06-10,52.31999969482422
2022-06-13,49.90999984741211
2022-06-14,49.810001373291016
2022-06-15,50.81999969482422
2022-06-16,48.7400016784668
2022-06-17,49.11000061035156
2022-06-21,50.31999969482422
2022-06-22,50.20000076293945
2022-06-23,50.689998626708984
2022-06-24,52.349998474121094
2022-06-27,52.15999984741211
2022-06-28,51.029998779296875
2022-06-29,50.84000015258789
2022-06-30,50.20000076293945
2022-07-01,50.630001068115234
2022-07-05,51.060001373291016
2022-07-06,51.040000915527344
2022-07-07,52.11000061035156
2022-07-08,52.11000061035156
2022-07-11,51.08000183105469
2022-07-12,50.540000915527344
2022-07-13,50.400001525878906
2022-07-14,50.09000015258789
2022-07-15,51.119998931884766
2022-07-18,50.97999954223633
2022-07-19,52.45000076293945
2022-07-20,53.04999923706055
2022-07-21,53.84000015258789
2022-07-22,52.91999816894531
2022-07-25,52.91999816894531
2022-07-26,52.0
2022-07-27,53.7400016784668
2022-07-28,54.369998931884766
2022-07-29,55.29999923706055
2022-08-01,55.16999816894531
2022-08-02,55.02000045776367
2022-08-03,56.09000015258789
2022-08-04,56.29999923706055
2022-08-05,56.11000061035156
2022-08-08,56.27000045776367
2022-08-09,55.65999984741211
2022-08-10,57.220001220703125
2022-08-11,57.08000183105469
2022-08-12,58.150001525878906
2022-08-15,58.290000915527344
2022-08-16,58.25
2022-08-17,57.540000915527344
2022-08-18,57.66999816894531
2022-08-19,56.63999938964844
2022-08-22,55.400001525878906
2022-08-23,55.459999084472656
2022-08-24,55.779998779296875
2022-08-25,56.630001068115234
2022-08-26,54.709999084472656
2022-08-29,54.33000183105469
2022-08-30,53.70000076293945
2022-08-31,53.40999984741211
2022-09-01,53.27000045776367
2022-09-02,52.790000915527344
2022-09-06,52.560001373291016
