Date,VEXMX
2022-07-14,99.52999877929688
2022-07-15,101.70999908447266
2022-07-18,101.58999633789062
2022-07-19,104.87999725341797
2022-07-20,106.87999725341797
2022-07-21,107.63999938964844
2022-07-22,105.68000030517578
2022-07-25,105.93000030517578
2022-07-26,104.44999694824219
2022-07-27,107.16999816894531
2022-07-28,108.70999908447266
2022-07-29,109.77999877929688
2022-08-01,109.80999755859375
2022-08-02,109.87000274658203
2022-08-03,111.72000122070312
2022-08-04,111.55999755859375
2022-08-05,112.37999725341797
2022-08-08,113.27999877929688
2022-08-09,111.4800033569336
2022-08-10,115.19999694824219
2022-08-11,115.22000122070312
2022-08-12,117.36000061035156
2022-08-15,117.6500015258789
2022-08-16,117.7300033569336
2022-08-17,115.66000366210938
2022-08-18,116.19000244140625
2022-08-19,113.62000274658203
2022-08-22,111.12000274658203
2022-08-23,111.25
2022-08-24,112.22000122070312
2022-08-25,114.26000213623047
2022-08-26,110.5
2022-08-29,109.4800033569336
2022-08-30,108.12999725341797
2022-08-31,107.47000122070312
2022-09-01,106.1500015258789
2022-09-02,105.5199966430664
2022-09-06,104.66000366210938
2022-09-07,107.08000183105469
2022-09-08,108.3499984741211
2022-09-09,110.68000030517578
2022-09-12,111.95999908447266
2022-09-13,107.52999877929688
2022-09-14,107.91000366210938
2022-09-15,107.16000366210938
2022-09-16,105.25
2022-09-19,106.05999755859375
2022-09-20,104.29000091552734
2022-09-21,102.69000244140625
2022-09-22,99.77999877929688
2022-09-23,97.55000305175781
2022-09-26,95.9800033569336
2022-09-27,96.45999908447266
2022-09-28,99.38999938964844
2022-09-29,97.08999633789062
2022-09-30,96.51000213623047
2022-10-03,99.01000213623047
2022-10-04,103.26000213623047
2022-10-05,102.7300033569336
2022-10-06,102.19999694824219
2022-10-07,98.93000030517578
2022-10-10,97.8499984741211
2022-10-11,97.38999938964844
2022-10-12,97.20999908447266
2022-10-13,98.91999816894531
2022-10-14,96.19000244140625
2022-10-17,99.37999725341797
2022-10-18,100.80000305175781
2022-10-19,98.87000274658203
2022-10-20,97.94000244140625
2022-10-21,99.80000305175781
2022-10-24,100.08999633789062
2022-10-25,103.08000183105469
2022-10-26,103.08000183105469
2022-10-27,103.18000030517578
2022-10-28,105.05000305175781
2022-10-31,104.75
2022-11-01,105.0999984741211
2022-11-02,101.58999633789062
2022-11-03,100.9800033569336
2022-11-04,101.63999938964844
2022-11-07,102.26000213623047
2022-11-08,102.5999984741211
2022-11-09,99.80999755859375
2022-11-10,106.66999816894531
2022-11-11,108.26000213623047
2022-11-14,106.7300033569336
2022-11-15,108.62999725341797
2022-11-16,106.33000183105469
2022-11-17,105.23999786376953
2022-11-18,105.66000366210938
2022-11-21,104.83000183105469
2022-11-22,106.22000122070312
2022-11-23,106.83999633789062
2022-11-25,107.12999725341797
2022-11-28,105.06999969482422
2022-11-29,105.2699966430664
2022-11-30,108.5
2022-12-01,108.66000366210938
2022-12-02,108.83999633789062
2022-12-05,105.62999725341797
2022-12-06,103.94000244140625
2022-12-07,103.66000366210938
2022-12-08,104.62000274658203
2022-12-09,103.58999633789062
2022-12-12,105.11000061035156
2022-12-13,106.02999877929688
2022-12-14,105.54000091552734
2022-12-15,102.7300033569336
2022-12-16,101.76000213623047
2022-12-19,100.13999938964844
2022-12-20,100.63999938964844
2022-12-21,101.80999755859375
2022-12-22,100.3499984741211
2022-12-23,100.69000244140625
2022-12-27,100.05000305175781
2022-12-28,98.61000061035156
2022-12-29,101.12999725341797
2022-12-30,100.93000030517578
2023-01-03,100.29000091552734
2023-01-04,101.79000091552734
2023-01-05,100.41999816894531
2023-01-06,102.52999877929688
2023-01-09,103.0199966430664
2023-01-10,104.29000091552734
2023-01-11,105.91000366210938
2023-01-12,107.2699966430664
2023-01-13,107.91000366210938
2023-01-17,108.05999755859375
2023-01-18,106.5199966430664
2023-01-19,105.2300033569336
2023-01-20,107.51000213623047
2023-01-23,109.23999786376953
2023-01-24,108.69999694824219
2023-01-25,108.87999725341797
2023-01-26,110.02999877929688
2023-01-27,110.94999694824219
2023-01-30,109.2300033569336
2023-01-31,111.83000183105469
2023-02-01,113.80999755859375
2023-02-02,116.22000122070312
2023-02-03,114.72000122070312
2023-02-06,113.30999755859375
2023-02-07,114.47000122070312
2023-02-08,113.08000183105469
2023-02-09,111.4800033569336
2023-02-10,111.19999694824219
2023-02-13,112.51000213623047
2023-02-14,113.06999969482422
2023-02-15,114.80000305175781
2023-02-16,113.43000030517578
2023-02-17,112.91999816894531
2023-02-21,109.80000305175781
2023-02-22,110.2699966430664
2023-02-23,110.79000091552734
2023-02-24,109.62000274658203
2023-02-27,109.97000122070312
2023-02-28,109.98999786376953
2023-03-01,109.94999694824219
2023-03-02,110.4800033569336
2023-03-03,112.16999816894531
2023-03-06,110.75
2023-03-07,109.48999786376953
2023-03-08,109.51000213623047
2023-03-09,106.37000274658203
2023-03-10,103.02999877929688
2023-03-13,101.80999755859375
2023-03-14,103.58999633789062
2023-03-15,101.95999908447266
2023-03-16,103.63999938964844
2023-03-17,101.33999633789062
2023-03-20,102.27999877929688
2023-03-21,104.48999786376953
2023-03-22,101.73999786376953
2023-03-23,101.16000366210938
2023-03-24,101.58000183105469
2023-03-27,102.5
2023-03-28,102.5
2023-03-29,104.01000213623047
2023-03-30,104.30999755859375
2023-03-31,106.48999786376953
2023-04-03,106.19999694824219
2023-04-04,104.62000274658203
2023-04-05,103.38999938964844
2023-04-06,103.51000213623047
2023-04-10,104.48999786376953
2023-04-11,105.2300033569336
2023-04-12,104.44999694824219
2023-04-13,105.66000366210938
2023-04-14,105.0
2023-04-17,105.95999908447266
2023-04-18,105.88999938964844
2023-04-19,106.0199966430664
2023-04-20,105.2699966430664
2023-04-21,105.29000091552734
2023-04-24,105.01000213623047
2023-04-25,102.44000244140625
2023-04-26,101.87999725341797
2023-04-27,103.29000091552734
2023-04-28,104.16999816894531
2023-05-01,104.2300033569336
2023-05-02,102.3499984741211
2023-05-03,102.36000061035156
2023-05-04,101.33000183105469
2023-05-05,103.58000183105469
2023-05-08,103.76000213623047
2023-05-09,103.58000183105469
2023-05-10,104.06999969482422
2023-05-11,103.38999938964844
2023-05-12,103.02999877929688
2023-05-15,104.33999633789062
2023-05-16,102.6500015258789
2023-05-17,104.68000030517578
2023-05-18,105.7699966430664
2023-05-19,105.0199966430664
2023-05-22,106.18000030517578
2023-05-23,105.29000091552734
2023-05-24,104.33000183105469
2023-05-25,103.80000305175781
2023-05-26,105.33000183105469
2023-05-30,105.37000274658203
2023-05-31,104.63999938964844
2023-06-01,105.7300033569336
2023-06-02,108.87999725341797
2023-06-05,108.05999755859375
2023-06-06,110.05000305175781
2023-06-07,110.79000091552734
2023-06-08,110.7300033569336
2023-06-09,110.13999938964844
2023-06-12,111.05000305175781
2023-06-13,112.45999908447266
2023-06-14,111.76000213623047
2023-06-15,113.12000274658203
2023-06-16,112.43000030517578
2023-06-20,111.69000244140625
2023-06-21,111.08000183105469
2023-06-22,110.54000091552734
2023-06-23,109.12000274658203
2023-06-26,109.37000274658203
2023-06-27,111.22000122070312
2023-06-28,111.37999725341797
2023-06-29,112.23999786376953
2023-06-30,112.9800033569336
2023-07-03,113.5
2023-07-05,112.54000091552734
2023-07-06,110.87999725341797
2023-07-07,111.97000122070312
2023-07-10,113.5999984741211
2023-07-11,115.2300033569336
2023-07-12,116.05999755859375
2023-07-13,117.41000366210938
2023-07-14,116.27999877929688
2023-07-17,117.41000366210938
2023-07-18,118.68000030517578
2023-07-19,119.18000030517578
2023-07-20,117.80999755859375
2023-07-21,117.55999755859375
2023-07-24,117.56999969482422
2023-07-25,117.76000213623047
2023-07-26,118.30999755859375
2023-07-27,116.79000091552734
2023-07-28,118.4800033569336
2023-07-31,119.63999938964844
2023-08-01,119.16000366210938
2023-08-02,117.08000183105469
2023-08-03,116.73999786376953
2023-08-04,116.45999908447266
2023-08-07,116.88999938964844
2023-08-08,115.83000183105469
2023-08-09,114.77999877929688
2023-08-10,114.58999633789062
2023-08-11,114.47000122070312
2023-08-14,114.61000061035156
2023-08-15,113.12999725341797
2023-08-16,111.95999908447266
2023-08-17,110.56999969482422
2023-08-18,111.11000061035156
2023-08-21,111.27999877929688
2023-08-22,110.88999938964844
2023-08-23,112.2300033569336
2023-08-24,110.68000030517578
2023-08-25,111.22000122070312
2023-08-28,112.06999969482422
2023-08-29,113.93000030517578
2023-08-30,114.56999969482422
2023-08-31,114.77999877929688
2023-09-01,115.93000030517578
2023-09-05,114.22000122070312
2023-09-06,113.83000183105469
2023-09-07,113.06999969482422
2023-09-08,113.01000213623047
2023-09-11,113.5
2023-09-12,113.29000091552734
2023-09-13,112.47000122070312
2023-09-14,113.5999984741211
2023-09-15,112.4800033569336
2023-09-18,111.93000030517578
2023-09-19,111.51000213623047
2023-09-20,110.69999694824219
2023-09-21,108.51000213623047
2023-09-22,108.3499984741211
2023-09-25,108.72000122070312
2023-09-26,107.30999755859375
2023-09-27,107.94999694824219
2023-09-28,109.04000091552734
2023-09-29,108.83999633789062
2023-10-02,107.51000213623047
2023-10-03,105.37000274658203
2023-10-04,105.98999786376953
2023-10-05,105.87000274658203
2023-10-06,107.22000122070312
2023-10-09,107.9000015258789
2023-10-10,109.08999633789062
2023-10-11,109.25
2023-10-12,107.12999725341797
2023-10-13,106.11000061035156
2023-10-16,107.9000015258789
2023-10-17,108.8499984741211
2023-10-18,106.37999725341797
2023-10-19,104.83000183105469
2023-10-20,103.43000030517578
2023-10-23,102.61000061035156
2023-10-24,103.52999877929688
2023-10-25,101.31999969482422
2023-10-26,101.36000061035156
2023-10-27,100.29000091552734
2023-10-30,101.08000183105469
2023-10-31,102.02999877929688
2023-11-01,102.55999755859375
2023-11-02,105.04000091552734
2023-11-03,107.6500015258789
2023-11-06,106.41999816894531
2023-11-07,106.88999938964844
2023-11-08,106.25
2023-11-09,104.81999969482422
2023-11-10,106.02999877929688
2023-11-13,106.02999877929688
2023-11-14,110.66000366210938
2023-11-15,111.04000091552734
2023-11-16,109.80000305175781
2023-11-17,110.93000030517578
2023-11-20,111.68000030517578
2023-11-21,110.69000244140625
2023-11-22,111.38999938964844
2023-11-24,112.23999786376953
2023-11-27,112.06999969482422
2023-11-28,111.88999938964844
2023-11-29,112.91999816894531
2023-11-30,113.44000244140625
2023-12-01,116.30999755859375
2023-12-04,116.97000122070312
2023-12-05,115.61000061035156
2023-12-06,115.37999725341797
2023-12-07,116.20999908447266
2023-12-08,117.01000213623047
2023-12-11,117.5199966430664
2023-12-12,117.58000183105469
2023-12-13,120.80999755859375
2023-12-14,123.73999786376953
2023-12-15,122.9800033569336
2023-12-18,123.06999969482422
2023-12-19,124.4800033569336
2023-12-20,122.12000274658203
2023-12-21,124.11000061035156
2023-12-22,124.8499984741211
2023-12-26,126.04000091552734
2023-12-27,126.41999816894531
2023-12-28,126.33000183105469
2023-12-29,126.33000183105469
2024-01-02,123.37999725341797
2024-01-03,120.37000274658203
2024-01-04,120.3499984741211
2024-01-05,120.4800033569336
2024-01-08,122.77999877929688
2024-01-09,122.05999755859375
2024-01-10,122.3499984741211
2024-01-11,121.83000183105469
2024-01-12,121.5
2024-01-16,120.4800033569336
2024-01-17,119.56999969482422
2024-01-18,120.3499984741211
2024-01-19,121.76000213623047
2024-01-22,123.61000061035156
2024-01-23,123.29000091552734
2024-01-24,122.41000366210938
2024-01-25,122.98999786376953
2024-01-26,123.22000122070312
2024-01-29,125.2300033569336
2024-01-30,124.45999908447266
2024-01-31,121.79000091552734
2024-02-01,123.33999633789062
2024-02-02,123.4800033569336
2024-02-05,121.88999938964844
2024-02-06,122.9800033569336
2024-02-07,123.41000366210938
2024-02-08,125.01000213623047
2024-02-09,126.44000244140625
2024-02-12,127.66000366210938
2024-02-13,123.94000244140625
2024-02-14,126.63999938964844
2024-02-15,128.6199951171875
2024-02-16,127.45999908447266
2024-02-20,125.94999694824219
2024-02-21,125.2300033569336
2024-02-22,126.91000366210938
2024-02-23,127.23999786376953
2024-02-26,127.72000122070312
2024-02-27,127.72000122070312
2024-02-28,128.35000610351562
2024-02-29,129.13999938964844
2024-03-01,130.17999267578125
2024-03-04,130.19000244140625
2024-03-05,128.61000061035156
2024-03-06,129.72000122070312
2024-03-07,130.88999938964844
2024-03-08,130.3699951171875
2024-03-11,129.58999633789062
2024-03-12,129.97000122070312
2024-03-13,130.25
2024-03-14,128.3300018310547
2024-03-15,128.22999572753906
2024-03-18,127.98999786376953
2024-03-19,128.74000549316406
2024-03-20,131.0
2024-03-21,132.27000427246094
2024-03-22,130.72000122070312
2024-03-25,130.80999755859375
2024-03-26,130.80999755859375
2024-03-27,132.74000549316406
2024-03-28,133.1300048828125
2024-04-01,132.00999450683594
2024-04-02,130.05999755859375
2024-04-03,130.6300048828125
2024-04-04,129.24000549316406
2024-04-05,130.3699951171875
2024-04-08,130.99000549316406
2024-04-09,131.2899932861328
2024-04-10,128.74000549316406
2024-04-11,129.3699951171875
2024-04-12,126.88999938964844
2024-04-15,124.77999877929688
2024-04-16,124.2699966430664
2024-04-17,123.16000366210938
2024-04-18,122.91000366210938
2024-04-19,122.83000183105469
2024-04-22,124.06999969482422
2024-04-23,126.30999755859375
2024-04-24,126.06999969482422
2024-04-25,125.43000030517578
2024-04-26,126.41000366210938
2024-04-29,127.05000305175781
2024-04-30,124.5
2024-05-01,124.94999694824219
2024-05-02,126.9000015258789
2024-05-03,127.91000366210938
2024-05-06,129.75
2024-05-07,129.4600067138672
2024-05-08,128.89999389648438
2024-05-09,130.0
2024-05-10,129.5800018310547
2024-05-13,129.63999938964844
2024-05-14,130.97000122070312
2024-05-15,132.44000244140625
2024-05-16,131.55999755859375
2024-05-17,131.6699981689453
2024-05-20,132.07000732421875
2024-05-21,131.63999938964844
2024-05-22,130.7899932861328
2024-05-23,128.86000061035156
2024-05-24,129.97000122070312
2024-05-28,129.3699951171875
2024-05-29,127.9000015258789
2024-05-30,128.32000732421875
2024-05-31,128.67999267578125
2024-06-03,128.02999877929688
2024-06-04,126.66999816894531
2024-06-05,128.52000427246094
2024-06-06,127.9800033569336
2024-06-07,126.83000183105469
2024-06-10,127.5
2024-06-11,127.20999908447266
2024-06-12,129.07000732421875
2024-06-13,127.83999633789062
2024-06-14,126.36000061035156
2024-06-17,127.26000213623047
2024-06-18,127.44999694824219
2024-06-20,127.04000091552734
2024-06-21,127.3499984741211
2024-06-24,127.8499984741211
2024-06-25,127.25
2024-06-26,127.08000183105469
2024-06-27,127.98999786376953
2024-06-28,128.16000366210938
2024-07-01,127.36000061035156
2024-07-02,127.66999816894531
2024-07-03,128.0
2024-07-05,127.56999969482422
2024-07-08,128.0
2024-07-09,127.29000091552734
2024-07-10,128.38999938964844
2024-07-11,131.38999938964844
2024-07-12,132.72999572753906
2024-07-15,134.27999877929688
2024-07-16,137.7899932861328
2024-07-17,135.55999755859375
2024-07-18,133.55999755859375
2024-07-19,133.10000610351562
2024-07-22,134.94000244140625
2024-07-23,135.58999633789062
2024-07-24,132.19000244140625
2024-07-25,133.61000061035156
2024-07-26,135.7100067138672
2024-07-29,135.0500030517578
2024-07-30,135.08999633789062
2024-07-31,136.07000732421875
2024-08-01,132.5800018310547
2024-08-02,128.27000427246094
2024-08-05,124.5
2024-08-06,125.91999816894531
2024-08-07,124.48999786376953
2024-08-08,127.81999969482422
2024-08-09,127.9800033569336
2024-08-12,126.9800033569336
2024-08-13,129.24000549316406
2024-08-14,129.14999389648438
2024-08-15,132.00999450683594
2024-08-16,132.32000732421875
2024-08-19,133.77999877929688
2024-08-20,132.49000549316406
2024-08-21,134.2899932861328
2024-08-22,132.99000549316406
2024-08-23,136.39999389648438
2024-08-26,136.0399932861328
2024-08-27,135.55999755859375
2024-08-28,134.5399932861328
2024-08-29,135.36000061035156
2024-08-30,136.38999938964844
2024-09-03,132.47999572753906
2024-09-04,132.07000732421875
2024-09-05,131.38999938964844
2024-09-06,129.1699981689453
2024-09-09,129.9600067138672
2024-09-10,129.97999572753906
2024-09-11,130.8699951171875
2024-09-12,132.16000366210938
2024-09-13,134.61000061035156
2024-09-16,135.36000061035156
2024-09-17,136.07000732421875
2024-09-18,136.11000061035156
2024-09-19,138.86000061035156
2024-09-20,137.86000061035156
2024-09-23,137.9499969482422
2024-09-24,138.2100067138672
2024-09-25,136.94000244140625
2024-09-26,137.91000366210938
2024-09-27,138.00999450683594
2024-09-30,138.14999389648438
2024-10-01,136.52999877929688
2024-10-02,136.61000061035156
2024-10-03,136.0399932861328
2024-10-04,138.00999450683594
2024-10-07,136.8300018310547
2024-10-08,137.19000244140625
2024-10-09,138.0399932861328
2024-10-10,137.77999877929688
2024-10-11,140.17999267578125
2024-10-14,141.0800018310547
2024-10-15,140.86000061035156
2024-10-16,142.3699951171875
2024-10-17,142.30999755859375
2024-10-18,142.5800018310547
2024-10-21,140.9600067138672
2024-10-22,140.2899932861328
2024-10-23,139.19000244140625
2024-10-24,139.77999877929688
2024-10-25,139.1699981689453
2024-10-28,140.92999267578125
2024-10-29,141.05999755859375
2024-10-30,141.0
2024-10-31,138.97999572753906
2024-11-01,139.52999877929688
2024-11-04,139.6999969482422
2024-11-05,142.13999938964844
2024-11-06,148.83999633789062
2024-11-07,149.3699951171875
2024-11-08,150.39999389648438
2024-11-11,152.8000030517578
2024-11-12,151.17999267578125
2024-11-13,150.16000366210938
2024-11-14,148.44000244140625
2024-11-15,146.52999877929688
2024-11-18,147.27000427246094
2024-11-19,148.6699981689453
2024-11-20,149.27000427246094
2024-11-21,151.80999755859375
