Date,VIGAX
2023-01-09,111.16999816894531
2023-01-10,112.19999694824219
2023-01-11,114.48999786376953
2023-01-12,115.0999984741211
2023-01-13,115.86000061035156
2023-01-17,116.18000030517578
2023-01-18,114.76000213623047
2023-01-19,113.76000213623047
2023-01-20,116.9000015258789
2023-01-23,118.98999786376953
2023-01-24,118.62000274658203
2023-01-25,118.33000183105469
2023-01-26,120.29000091552734
2023-01-27,121.37999725341797
2023-01-30,119.11000061035156
2023-01-31,121.0999984741211
2023-02-01,123.41999816894531
2023-02-02,127.2300033569336
2023-02-03,125.19000244140625
2023-02-06,124.02999877929688
2023-02-07,126.38999938964844
2023-02-08,124.51000213623047
2023-02-09,123.33000183105469
2023-02-10,122.56999969482422
2023-02-13,124.41999816894531
2023-02-14,125.0999984741211
2023-02-15,126.11000061035156
2023-02-16,123.69000244140625
2023-02-17,122.6500015258789
2023-02-21,119.6500015258789
2023-02-22,119.7300033569336
2023-02-23,120.69999694824219
2023-02-24,118.68000030517578
2023-02-27,119.47000122070312
2023-02-28,119.3499984741211
2023-03-01,118.38999938964844
2023-03-02,119.58000183105469
2023-03-03,122.05000305175781
2023-03-06,122.19000244140625
2023-03-07,120.52999877929688
2023-03-08,121.0199966430664
2023-03-09,118.80999755859375
2023-03-10,116.70999908447266
2023-03-13,117.47000122070312
2023-03-14,120.04000091552734
2023-03-15,120.02999877929688
2023-03-16,122.9800033569336
2023-03-17,122.29000091552734
2023-03-20,122.66999816894531
2023-03-21,124.62999725341797
2023-03-22,122.55000305175781
2023-03-23,123.76000213623047
2023-03-24,124.08000183105469
2023-03-27,123.51000213623047
2023-03-28,123.01000213623047
2023-03-29,125.08999633789062
2023-03-30,126.11000061035156
2023-03-31,128.41000366210938
2023-04-03,128.27999877929688
2023-04-04,127.9000015258789
2023-04-05,126.5199966430664
2023-04-06,127.3499984741211
2023-04-10,127.20999908447266
2023-04-11,126.68000030517578
2023-04-12,125.91000366210938
2023-04-13,128.4499969482422
2023-04-14,128.0800018310547
2023-04-17,128.30999755859375
2023-04-18,128.4600067138672
2023-04-19,128.58999633789062
2023-04-20,127.7699966430664
2023-04-21,127.94999694824219
2023-04-24,127.73999786376953
2023-04-25,125.08999633789062
2023-04-26,125.72000122070312
2023-04-27,128.77000427246094
2023-04-28,129.74000549316406
2023-05-01,129.5500030517578
2023-05-02,128.39999389648438
2023-05-03,127.7300033569336
2023-05-04,127.12000274658203
2023-05-05,129.77999877929688
2023-05-08,130.1199951171875
2023-05-09,129.50999450683594
2023-05-10,130.8800048828125
2023-05-11,130.97999572753906
2023-05-12,130.60000610351562
2023-05-15,131.0500030517578
2023-05-16,130.86000061035156
2023-05-17,132.49000549316406
2023-05-18,134.5800018310547
2023-05-19,134.19000244140625
2023-05-22,134.5500030517578
2023-05-23,132.4199981689453
2023-05-24,131.77000427246094
2023-05-25,134.25
2023-05-26,136.8000030517578
2023-05-30,137.22000122070312
2023-05-31,136.33999633789062
2023-06-01,138.1300048828125
2023-06-02,139.5800018310547
2023-06-05,139.47999572753906
2023-06-06,139.6999969482422
2023-06-07,137.57000732421875
2023-06-08,138.9600067138672
2023-06-09,139.35000610351562
2023-06-12,141.38999938964844
2023-06-13,142.3699951171875
2023-06-14,143.08999633789062
2023-06-15,145.0
2023-06-16,144.05999755859375
2023-06-20,143.77999877929688
2023-06-21,142.30999755859375
2023-06-22,143.50999450683594
2023-06-23,142.38999938964844
2023-06-26,140.8000030517578
2023-06-27,143.02000427246094
2023-06-28,143.36000061035156
2023-06-29,143.52999877929688
2023-06-30,145.67999267578125
2023-07-03,145.60000610351562
2023-07-05,145.63999938964844
2023-07-06,144.64999389648438
2023-07-07,144.13999938964844
2023-07-10,144.16000366210938
2023-07-11,144.9499969482422
2023-07-12,146.6300048828125
2023-07-13,148.72000122070312
2023-07-14,148.8699951171875
2023-07-17,149.89999389648438
2023-07-18,151.0500030517578
2023-07-19,150.99000549316406
2023-07-20,148.00999450683594
2023-07-21,147.72999572753906
2023-07-24,148.1699981689453
2023-07-25,149.0500030517578
2023-07-26,148.88999938964844
2023-07-27,147.8699951171875
2023-07-28,150.25
2023-07-31,150.52000427246094
2023-08-01,150.0399932861328
2023-08-02,146.9199981689453
2023-08-03,146.57000732421875
2023-08-04,145.72000122070312
2023-08-07,146.80999755859375
2023-08-08,146.16000366210938
2023-08-09,144.6300048828125
2023-08-10,144.88999938964844
2023-08-11,144.1199951171875
2023-08-14,145.75
2023-08-15,144.3000030517578
2023-08-16,143.0500030517578
2023-08-17,141.50999450683594
2023-08-18,141.3300018310547
2023-08-21,143.2899932861328
2023-08-22,143.2899932861328
2023-08-23,145.4600067138672
2023-08-24,142.69000244140625
2023-08-25,143.8699951171875
2023-08-28,144.88999938964844
2023-08-29,147.75999450683594
2023-08-30,148.6699981689453
2023-08-31,148.8800048828125
2023-09-01,149.07000732421875
2023-09-05,149.1999969482422
2023-09-06,147.69000244140625
2023-09-07,146.89999389648438
2023-09-08,147.0500030517578
2023-09-11,148.6199951171875
2023-09-12,147.0
2023-09-13,147.4199981689453
2023-09-14,148.2899932861328
2023-09-15,145.88999938964844
2023-09-18,145.97000122070312
2023-09-19,145.6999969482422
2023-09-20,143.3300018310547
2023-09-21,143.3300018310547
2023-09-22,140.35000610351562
2023-09-25,141.02999877929688
2023-09-26,138.72999572753906
2023-09-27,138.9499969482422
2023-09-28,140.00999450683594
2023-09-29,140.11000061035156
2023-10-02,141.27000427246094
2023-10-03,138.6699981689453
2023-10-04,140.6199951171875
2023-10-05,140.64999389648438
2023-10-06,143.0800018310547
2023-10-09,143.6999969482422
2023-10-10,144.41000366210938
2023-10-11,145.5800018310547
2023-10-12,144.83999633789062
2023-10-13,143.19000244140625
2023-10-16,144.85000610351562
2023-10-17,144.47000122070312
2023-10-18,142.13999938964844
2023-10-19,141.0
2023-10-20,138.91000366210938
2023-10-23,139.35000610351562
2023-10-24,140.47999572753906
2023-10-25,137.35000610351562
2023-10-26,134.6300048828125
2023-10-27,135.10000610351562
2023-10-30,136.92999267578125
2023-10-31,137.6699981689453
2023-11-01,139.8000030517578
2023-11-02,142.52999877929688
2023-11-03,144.05999755859375
2023-11-06,144.82000732421875
2023-11-07,146.22999572753906
2023-11-08,146.8300018310547
2023-11-09,145.6300048828125
2023-11-10,148.50999450683594
2023-11-13,148.4199981689453
2023-11-14,151.4499969482422
2023-11-15,151.36000061035156
2023-11-16,151.99000549316406
2023-11-17,151.85000610351562
2023-11-20,153.58999633789062
2023-11-21,153.1300048828125
2023-11-22,153.8800048828125
2023-11-24,153.6300048828125
2023-11-27,153.58999633789062
2023-11-28,154.0
2023-11-29,153.77999877929688
2023-11-30,153.72000122070312
2023-12-01,154.2899932861328
2023-12-04,152.77000427246094
2023-12-05,153.5
2023-12-06,152.6699981689453
2023-12-07,154.5399932861328
2023-12-08,155.3000030517578
2023-12-11,155.3000030517578
2023-12-12,156.52999877929688
2023-12-13,158.3699951171875
2023-12-14,158.0
2023-12-15,158.63999938964844
2023-12-18,159.74000549316406
2023-12-19,160.5500030517578
2023-12-20,158.11000061035156
2023-12-21,159.8699951171875
2023-12-22,159.8300018310547
2023-12-26,160.33999633789062
2023-12-27,160.61000061035156
2023-12-28,160.6199951171875
2023-12-29,160.0
2024-01-02,157.22000122070312
2024-01-03,155.72000122070312
2024-01-04,154.9499969482422
2024-01-05,155.13999938964844
2024-01-08,158.4499969482422
2024-01-09,158.80999755859375
2024-01-10,160.5
2024-01-11,160.77999877929688
2024-01-12,161.00999450683594
2024-01-16,160.75999450683594
2024-01-17,159.97999572753906
2024-01-18,162.1699981689453
2024-01-19,164.6999969482422
2024-01-22,164.99000549316406
2024-01-23,165.4199981689453
2024-01-24,166.11000061035156
2024-01-25,166.41000366210938
2024-01-26,166.11000061035156
2024-01-29,168.10000610351562
2024-01-30,167.25
2024-01-31,163.61000061035156
2024-02-01,166.0399932861328
2024-02-02,169.4499969482422
2024-02-05,169.36000061035156
2024-02-06,169.4600067138672
2024-02-07,171.6300048828125
2024-02-08,171.9199981689453
2024-02-09,173.80999755859375
2024-02-12,172.6999969482422
2024-02-13,170.25999450683594
2024-02-14,172.50999450683594
2024-02-15,172.7100067138672
2024-02-16,171.57000732421875
2024-02-20,169.6999969482422
2024-02-21,169.27000427246094
2024-02-22,174.6999969482422
2024-02-23,174.3800048828125
2024-02-26,173.88999938964844
2024-02-27,174.1999969482422
2024-02-28,173.67999267578125
2024-02-29,175.08999633789062
2024-03-01,176.7899932861328
2024-03-04,176.0399932861328
2024-03-05,173.1999969482422
2024-03-06,174.0500030517578
2024-03-07,176.47999572753906
2024-03-08,174.64999389648438
2024-03-11,173.7100067138672
2024-03-12,176.7899932861328
2024-03-13,175.97000122070312
2024-03-14,176.0
2024-03-15,173.97999572753906
2024-03-18,175.57000732421875
2024-03-19,176.60000610351562
2024-03-20,178.4499969482422
2024-03-21,178.05999755859375
2024-03-22,178.3000030517578
2024-03-25,177.6199951171875
2024-03-26,176.92999267578125
2024-03-27,177.52000427246094
2024-03-28,177.1999969482422
2024-04-01,177.22000122070312
2024-04-02,175.89999389648438
2024-04-03,176.27000427246094
2024-04-04,173.82000732421875
2024-04-05,176.44000244140625
2024-04-08,176.36000061035156
2024-04-09,176.58999633789062
2024-04-10,175.50999450683594
2024-04-11,178.1699981689453
2024-04-12,175.64999389648438
2024-04-15,172.3800048828125
2024-04-16,172.32000732421875
2024-04-17,170.6999969482422
2024-04-18,169.8000030517578
2024-04-19,165.97000122070312
2024-04-22,167.6300048828125
2024-04-23,170.39999389648438
2024-04-24,170.41000366210938
2024-04-25,169.25999450683594
2024-04-26,172.58999633789062
2024-04-29,172.91000366210938
2024-04-30,169.74000549316406
2024-05-01,169.2100067138672
2024-05-02,171.42999267578125
2024-05-03,174.4600067138672
2024-05-06,176.86000061035156
2024-05-07,176.72999572753906
2024-05-08,176.4199981689453
2024-05-09,176.91000366210938
2024-05-10,176.97000122070312
2024-05-13,177.0
2024-05-14,177.99000549316406
2024-05-15,180.7899932861328
2024-05-16,180.3000030517578
2024-05-17,180.30999755859375
2024-05-20,181.41000366210938
2024-05-21,182.0399932861328
2024-05-22,181.72999572753906
2024-05-23,181.16000366210938
2024-05-24,182.94000244140625
2024-05-28,183.94000244140625
2024-05-29,183.1999969482422
2024-05-30,180.4499969482422
2024-05-31,180.6300048828125
2024-06-03,181.86000061035156
2024-06-04,182.6300048828125
2024-06-05,185.91000366210938
2024-06-06,186.0399932861328
2024-06-07,185.92999267578125
2024-06-10,186.47000122070312
2024-06-11,188.32000732421875
2024-06-12,190.89999389648438
2024-06-13,191.25
2024-06-14,191.6699981689453
2024-06-17,193.25999450683594
2024-06-18,193.5399932861328
2024-06-20,192.42999267578125
2024-06-21,192.22999572753906
2024-06-24,190.2899932861328
2024-06-25,192.9499969482422
2024-06-26,193.7899932861328
2024-06-27,194.14999389648438
2024-06-28,192.32000732421875
2024-07-01,193.91000366210938
2024-07-02,195.5399932861328
2024-07-03,197.1300048828125
2024-07-05,199.3800048828125
2024-07-08,199.4499969482422
2024-07-09,199.6699981689453
2024-07-10,201.75999450683594
2024-07-11,197.5
2024-07-12,198.60000610351562
2024-07-15,199.17999267578125
2024-07-16,199.1699981689453
2024-07-17,193.72999572753906
2024-07-18,192.13999938964844
2024-07-19,191.00999450683594
2024-07-22,194.02999877929688
2024-07-23,194.05999755859375
2024-07-24,186.75
2024-07-25,184.60000610351562
2024-07-26,186.17999267578125
2024-07-29,186.67999267578125
2024-07-30,184.5399932861328
2024-07-31,189.02000427246094
2024-08-01,185.92999267578125
2024-08-02,182.0800018310547
2024-08-05,175.63999938964844
2024-08-06,177.8699951171875
2024-08-07,176.16000366210938
2024-08-08,181.24000549316406
2024-08-09,182.67999267578125
2024-08-12,183.3000030517578
2024-08-13,187.5
2024-08-14,187.94000244140625
2024-08-15,191.75
2024-08-16,192.0500030517578
2024-08-19,194.39999389648438
2024-08-20,194.1999969482422
2024-08-21,195.1699981689453
2024-08-22,192.2100067138672
2024-08-23,194.50999450683594
2024-08-26,193.27000427246094
2024-08-27,193.83999633789062
2024-08-28,191.83999633789062
2024-08-29,191.39999389648438
2024-08-30,193.32000732421875
2024-09-03,187.52999877929688
2024-09-04,187.0
2024-09-05,187.1999969482422
2024-09-06,183.30999755859375
2024-09-09,185.6199951171875
2024-09-10,187.0
2024-09-11,190.77999877929688
2024-09-12,192.57000732421875
2024-09-13,193.32000732421875
2024-09-16,192.5800018310547
2024-09-17,192.67999267578125
2024-09-18,192.00999450683594
2024-09-19,196.63999938964844
2024-09-20,196.08999633789062
2024-09-23,196.50999450683594
2024-09-24,197.2899932861328
2024-09-25,197.5500030517578
2024-09-26,197.85000610351562
2024-09-27,196.80999755859375
2024-09-30,197.7100067138672
2024-10-01,194.94000244140625
2024-10-02,195.16000366210938
2024-10-03,195.22000122070312
2024-10-04,197.32000732421875
2024-10-07,195.10000610351562
2024-10-08,198.27999877929688
2024-10-09,199.5399932861328
2024-10-10,199.42999267578125
2024-10-11,200.1300048828125
2024-10-14,201.85000610351562
2024-10-15,199.9600067138672
2024-10-16,200.38999938964844
2024-10-17,200.5399932861328
2024-10-18,201.85000610351562
2024-10-21,202.6300048828125
2024-10-22,202.67999267578125
2024-10-23,199.7100067138672
2024-10-24,201.11000061035156
2024-10-25,202.0399932861328
2024-10-28,202.22999572753906
2024-10-29,203.91000366210938
2024-10-30,202.8000030517578
2024-10-31,197.17999267578125
2024-11-01,198.69000244140625
2024-11-04,198.0800018310547
2024-11-05,200.8000030517578
2024-11-06,205.85000610351562
2024-11-07,209.22000122070312
2024-11-08,209.83999633789062
2024-11-11,210.1699981689453
2024-11-12,210.41000366210938
2024-11-13,210.17999267578125
2024-11-14,208.94000244140625
2024-11-15,204.72999572753906
2024-11-18,205.64999389648438
2024-11-19,207.8300018310547
2024-11-20,207.6199951171875
2024-11-21,207.88999938964844
