Date,CFIHX
2022-02-28,68.43000030517578
2022-03-01,67.62000274658203
2022-03-02,68.29000091552734
2022-03-03,67.98999786376953
2022-03-04,67.52999877929688
2022-03-07,66.19999694824219
2022-03-08,65.9000015258789
2022-03-09,66.98999786376953
2022-03-10,66.73999786376953
2022-03-11,66.29000091552734
2022-03-14,65.56999969482422
2022-03-15,66.01000213623047
2022-03-16,66.80000305175781
2022-03-17,67.52999877929688
2022-03-18,67.7699966430664
2022-03-21,67.72000122070312
2022-03-22,68.02999877929688
2022-03-23,67.63999938964844
2022-03-24,68.16000366210938
2022-03-25,68.37000274658203
2022-03-28,68.38999938964844
2022-03-29,68.98999786376953
2022-03-30,69.05000305175781
2022-03-31,68.41000366210938
2022-04-01,68.83000183105469
2022-04-04,68.91000366210938
2022-04-05,68.51000213623047
2022-04-06,68.55999755859375
2022-04-07,68.58000183105469
2022-04-08,68.73999786376953
2022-04-11,68.20999908447266
2022-04-12,68.08999633789062
2022-04-13,68.44999694824219
2022-04-14,68.1500015258789
2022-04-18,68.05000305175781
2022-04-19,68.30000305175781
2022-04-20,68.73999786376953
2022-04-21,68.19000244140625
2022-04-22,67.19000244140625
2022-04-25,67.0199966430664
2022-04-26,66.08999633789062
2022-04-27,66.22000122070312
2022-04-28,66.87999725341797
2022-04-29,65.6500015258789
2022-05-02,65.48999786376953
2022-05-03,65.94000244140625
2022-05-04,67.02999877929688
2022-05-05,65.80000305175781
2022-05-06,65.48999786376953
2022-05-09,64.31999969482422
2022-05-10,64.26000213623047
2022-05-11,64.26000213623047
2022-05-12,64.18000030517578
2022-05-13,65.05999755859375
2022-05-16,65.30999755859375
2022-05-17,66.08999633789062
2022-05-18,64.95999908447266
2022-05-19,64.70999908447266
2022-05-20,65.0199966430664
2022-05-23,65.55999755859375
2022-05-24,65.86000061035156
2022-05-25,66.26000213623047
2022-05-26,66.66000366210938
2022-05-27,67.38999938964844
2022-05-31,67.16999816894531
2022-06-01,66.7300033569336
2022-06-02,67.2699966430664
2022-06-03,66.76000213623047
2022-06-06,66.79000091552734
2022-06-07,67.26000213623047
2022-06-08,66.56999969482422
2022-06-09,65.55000305175781
2022-06-10,64.5
2022-06-13,62.290000915527344
2022-06-14,61.790000915527344
2022-06-15,62.459999084472656
2022-06-16,61.310001373291016
2022-06-17,61.08000183105469
2022-06-21,62.04999923706055
2022-06-22,61.900001525878906
2022-06-23,61.970001220703125
2022-06-24,63.040000915527344
2022-06-27,63.119998931884766
2022-06-28,62.869998931884766
2022-06-29,62.7400016784668
2022-06-30,62.4900016784668
2022-07-01,62.869998931884766
2022-07-05,62.15999984741211
2022-07-06,61.9900016784668
2022-07-07,62.5
2022-07-08,62.4900016784668
2022-07-11,62.119998931884766
2022-07-12,61.95000076293945
2022-07-13,61.75
2022-07-14,61.22999954223633
2022-07-15,61.97999954223633
2022-07-18,61.84000015258789
2022-07-19,62.79999923706055
2022-07-20,62.56999969482422
2022-07-21,62.849998474121094
2022-07-22,62.90999984741211
2022-07-25,63.20000076293945
2022-07-26,63.0099983215332
2022-07-27,63.630001068115234
2022-07-28,64.02999877929688
2022-07-29,64.22000122070312
2022-08-01,64.19999694824219
2022-08-02,63.7599983215332
2022-08-03,64.11000061035156
2022-08-04,64.05999755859375
2022-08-05,63.970001220703125
2022-08-08,64.0999984741211
2022-08-09,64.0999984741211
2022-08-10,64.76000213623047
2022-08-11,64.80000305175781
2022-08-12,65.36000061035156
2022-08-15,65.4000015258789
2022-08-16,65.47000122070312
2022-08-17,65.11000061035156
2022-08-18,65.1500015258789
2022-08-19,64.73999786376953
2022-08-22,63.95000076293945
2022-08-23,63.880001068115234
2022-08-24,63.91999816894531
2022-08-25,64.51000213623047
2022-08-26,63.47999954223633
2022-08-29,63.2400016784668
2022-08-30,62.72999954223633
2022-08-31,62.400001525878906
2022-09-01,62.25
2022-09-02,62.09000015258789
2022-09-06,61.83000183105469
2022-09-07,62.40999984741211
2022-09-08,62.59000015258789
2022-09-09,63.279998779296875
2022-09-12,63.310001373291016
2022-09-13,61.77000045776367
2022-09-14,61.849998474121094
2022-09-15,61.459999084472656
2022-09-16,61.349998474121094
2022-09-19,61.5
2022-09-20,60.95000076293945
2022-09-21,60.400001525878906
2022-09-22,60.060001373291016
2022-09-23,58.869998931884766
2022-09-26,58.02000045776367
2022-09-27,57.7400016784668
2022-09-28,58.56999969482422
2022-09-29,57.83000183105469
2022-09-30,57.369998931884766
2022-10-03,58.52000045776367
2022-10-04,59.81999969482422
2022-10-05,59.560001373291016
2022-10-06,58.720001220703125
2022-10-07,58.0099983215332
2022-10-10,57.68000030517578
2022-10-11,57.47999954223633
2022-10-12,57.310001373291016
2022-10-13,58.13999938964844
2022-10-14,57.400001525878906
2022-10-17,58.27000045776367
2022-10-18,58.689998626708984
2022-10-19,58.2599983215332
2022-10-20,57.86000061035156
2022-10-21,58.650001525878906
2022-10-24,58.91999816894531
2022-10-25,59.540000915527344
2022-10-26,59.880001068115234
2022-10-27,59.9900016784668
2022-10-28,60.709999084472656
2022-10-31,60.459999084472656
