Date,VEIPX
2022-02-28,43.349998474121094
2022-03-01,42.68000030517578
2022-03-02,43.529998779296875
2022-03-03,43.630001068115234
2022-03-04,43.56999969482422
2022-03-07,42.77000045776367
2022-03-08,42.369998931884766
2022-03-09,42.939998626708984
2022-03-10,42.900001525878906
2022-03-11,42.560001373291016
2022-03-14,42.63999938964844
2022-03-15,43.13999938964844
2022-03-16,43.58000183105469
2022-03-17,44.119998931884766
2022-03-18,44.189998626708984
2022-03-21,44.36000061035156
2022-03-22,44.33000183105469
2022-03-23,43.93000030517578
2022-03-24,44.31999969482422
2022-03-25,44.790000915527344
2022-03-28,44.68000030517578
2022-03-29,44.959999084472656
2022-03-30,44.880001068115234
2022-03-31,44.25
2022-04-01,44.47999954223633
2022-04-04,44.38999938964844
2022-04-05,44.15999984741211
2022-04-06,44.36000061035156
2022-04-07,44.599998474121094
2022-04-08,44.880001068115234
2022-04-11,44.459999084472656
2022-04-12,44.349998474121094
2022-04-13,44.529998779296875
2022-04-14,44.36000061035156
2022-04-18,44.400001525878906
2022-04-19,44.84000015258789
2022-04-20,45.2400016784668
2022-04-21,44.7599983215332
2022-04-22,43.66999816894531
2022-04-25,43.720001220703125
2022-04-26,42.9900016784668
2022-04-27,43.09000015258789
2022-04-28,43.779998779296875
2022-04-29,42.63999938964844
2022-05-02,42.720001220703125
2022-05-03,43.11000061035156
2022-05-04,44.22999954223633
2022-05-05,43.2599983215332
2022-05-06,43.31999969482422
2022-05-09,42.40999984741211
2022-05-10,42.220001220703125
2022-05-11,42.0099983215332
2022-05-12,42.09000015258789
2022-05-13,42.61000061035156
2022-05-16,42.81999969482422
2022-05-17,43.560001373291016
2022-05-18,42.25
2022-05-19,41.81999969482422
2022-05-20,41.95000076293945
2022-05-23,42.720001220703125
2022-05-24,42.959999084472656
2022-05-25,43.279998779296875
2022-05-26,43.849998474121094
2022-05-27,44.540000915527344
2022-05-31,44.20000076293945
2022-06-01,43.86000061035156
2022-06-02,44.220001220703125
2022-06-03,43.900001525878906
2022-06-06,43.9900016784668
2022-06-07,44.459999084472656
2022-06-08,43.91999816894531
2022-06-09,43.02000045776367
2022-06-10,42.11000061035156
2022-06-13,40.7599983215332
2022-06-14,40.41999816894531
2022-06-15,40.61000061035156
2022-06-16,39.52000045776367
2022-06-17,38.91999816894531
2022-06-21,39.84000015258789
2022-06-22,39.70000076293945
2022-06-23,39.75
2022-06-24,40.83000183105469
2022-06-27,40.95000076293945
2022-06-28,40.560001373291016
2022-06-29,40.400001525878906
2022-06-30,40.2400016784668
2022-07-01,40.619998931884766
2022-07-05,40.09000015258789
2022-07-06,40.16999816894531
2022-07-07,40.599998474121094
2022-07-08,40.540000915527344
2022-07-11,40.349998474121094
2022-07-12,40.130001068115234
2022-07-13,39.93000030517578
2022-07-14,39.599998474121094
2022-07-15,40.310001373291016
2022-07-18,40.0099983215332
2022-07-19,40.88999938964844
2022-07-20,40.83000183105469
2022-07-21,40.9900016784668
2022-07-22,40.939998626708984
2022-07-25,41.290000915527344
2022-07-26,41.150001525878906
2022-07-27,41.650001525878906
2022-07-28,41.90999984741211
2022-07-29,42.18000030517578
2022-08-01,42.09000015258789
2022-08-02,41.720001220703125
2022-08-03,42.02000045776367
2022-08-04,41.790000915527344
2022-08-05,41.880001068115234
2022-08-08,41.90999984741211
2022-08-09,41.93000030517578
2022-08-10,42.59000015258789
2022-08-11,42.75
2022-08-12,43.400001525878906
2022-08-15,43.47999954223633
2022-08-16,43.68000030517578
2022-08-17,43.459999084472656
2022-08-18,43.68000030517578
2022-08-19,43.38999938964844
2022-08-22,42.720001220703125
2022-08-23,42.619998931884766
2022-08-24,42.720001220703125
2022-08-25,43.2599983215332
2022-08-26,42.13999938964844
2022-08-29,42.0099983215332
2022-08-30,41.4900016784668
2022-08-31,41.20000076293945
2022-09-01,41.36000061035156
2022-09-02,41.060001373291016
2022-09-06,40.880001068115234
2022-09-07,41.5
2022-09-08,41.810001373291016
2022-09-09,42.34000015258789
2022-09-12,42.70000076293945
2022-09-13,41.220001220703125
2022-09-14,41.439998626708984
2022-09-15,41.130001068115234
2022-09-16,40.650001525878906
2022-09-19,40.88999938964844
2022-09-20,40.38999938964844
2022-09-21,39.810001373291016
2022-09-22,39.650001525878906
2022-09-23,38.83000183105469
2022-09-26,38.25
2022-09-27,38.09000015258789
2022-09-28,38.93000030517578
2022-09-29,38.310001373291016
2022-09-30,37.83000183105469
2022-10-03,38.900001525878906
2022-10-04,40.11000061035156
2022-10-05,39.959999084472656
2022-10-06,39.439998626708984
2022-10-07,38.75
2022-10-10,38.58000183105469
2022-10-11,38.4900016784668
2022-10-12,38.310001373291016
2022-10-13,39.380001068115234
2022-10-14,38.59000015258789
2022-10-17,39.349998474121094
2022-10-18,39.84000015258789
2022-10-19,39.5
2022-10-20,39.11000061035156
2022-10-21,40.09000015258789
2022-10-24,40.5
2022-10-25,40.959999084472656
2022-10-26,41.2400016784668
2022-10-27,41.33000183105469
2022-10-28,42.09000015258789
2022-10-31,41.91999816894531
2022-11-01,42.04999923706055
2022-11-02,41.40999984741211
2022-11-03,41.220001220703125
2022-11-04,41.81999969482422
2022-11-07,42.20000076293945
2022-11-08,42.459999084472656
2022-11-09,41.70000076293945
2022-11-10,43.34000015258789
2022-11-11,43.43000030517578
2022-11-14,43.150001525878906
2022-11-15,43.380001068115234
2022-11-16,43.09000015258789
2022-11-17,43.13999938964844
2022-11-18,43.470001220703125
2022-11-21,43.52000045776367
2022-11-22,44.150001525878906
2022-11-23,44.2400016784668
2022-11-25,44.380001068115234
2022-11-28,43.79999923706055
2022-11-29,43.93000030517578
2022-11-30,44.720001220703125
2022-12-01,44.61000061035156
2022-12-02,44.59000015258789
2022-12-05,43.869998931884766
2022-12-06,43.41999816894531
2022-12-07,43.36000061035156
2022-12-08,43.56999969482422
2022-12-09,43.25
2022-12-12,43.849998474121094
2022-12-13,44.06999969482422
2022-12-14,43.90999984741211
2022-12-15,43.15999984741211
2022-12-16,40.02000045776367
2022-12-19,39.84000015258789
2022-12-20,39.93000030517578
2022-12-21,40.5
2022-12-22,40.13999938964844
2022-12-23,40.470001220703125
2022-12-27,40.54999923706055
2022-12-28,40.08000183105469
2022-12-29,40.4900016784668
2022-12-30,40.38999938964844
2023-01-03,40.27000045776367
2023-01-04,40.630001068115234
2023-01-05,40.36000061035156
2023-01-06,41.2599983215332
2023-01-09,40.939998626708984
2023-01-10,41.11000061035156
2023-01-11,41.36000061035156
2023-01-12,41.5
2023-01-13,41.61000061035156
2023-01-17,41.400001525878906
2023-01-18,40.689998626708984
2023-01-19,40.45000076293945
2023-01-20,40.90999984741211
2023-01-23,41.15999984741211
2023-01-24,41.209999084472656
2023-01-25,41.2599983215332
2023-01-26,41.5099983215332
2023-01-27,41.38999938964844
2023-01-30,41.08000183105469
2023-01-31,41.529998779296875
2023-02-01,41.560001373291016
2023-02-02,41.43000030517578
2023-02-03,41.209999084472656
2023-02-06,41.06999969482422
2023-02-07,41.369998931884766
2023-02-08,41.060001373291016
2023-02-09,40.779998779296875
2023-02-10,41.2400016784668
2023-02-13,41.58000183105469
2023-02-14,41.470001220703125
2023-02-15,41.45000076293945
2023-02-16,41.099998474121094
2023-02-17,41.09000015258789
2023-02-21,40.43000030517578
2023-02-22,40.310001373291016
2023-02-23,40.40999984741211
2023-02-24,40.18000030517578
2023-02-27,40.16999816894531
2023-02-28,39.900001525878906
2023-03-01,39.869998931884766
2023-03-02,40.099998474121094
2023-03-03,40.529998779296875
2023-03-06,40.5
2023-03-07,39.849998474121094
2023-03-08,39.779998779296875
2023-03-09,39.040000915527344
2023-03-10,38.56999969482422
2023-03-13,38.20000076293945
2023-03-14,38.66999816894531
2023-03-15,38.060001373291016
2023-03-16,38.4900016784668
2023-03-17,37.63999938964844
2023-03-20,38.15999984741211
2023-03-21,38.54999923706055
2023-03-22,37.81999969482422
2023-03-23,37.59000015258789
2023-03-24,37.849998474121094
2023-03-27,38.150001525878906
2023-03-28,38.2400016784668
2023-03-29,38.68000030517578
2023-03-30,38.849998474121094
2023-03-31,39.27000045776367
2023-04-03,39.61000061035156
2023-04-04,39.25
2023-04-05,39.5099983215332
2023-04-06,39.52000045776367
2023-04-10,39.65999984741211
2023-04-11,39.849998474121094
2023-04-12,39.810001373291016
2023-04-13,40.060001373291016
2023-04-14,40.040000915527344
2023-04-17,40.25
2023-04-18,40.27000045776367
2023-04-19,40.2599983215332
2023-04-20,40.040000915527344
2023-04-21,40.02000045776367
2023-04-24,40.130001068115234
2023-04-25,39.650001525878906
2023-04-26,39.16999816894531
2023-04-27,39.650001525878906
2023-04-28,40.0099983215332
2023-05-01,39.97999954223633
2023-05-02,39.36000061035156
2023-05-03,39.040000915527344
2023-05-04,38.630001068115234
2023-05-05,39.31999969482422
2023-05-08,39.27000045776367
2023-05-09,39.130001068115234
2023-05-10,39.040000915527344
2023-05-11,38.84000015258789
2023-05-12,38.84000015258789
2023-05-15,39.0
2023-05-16,38.45000076293945
2023-05-17,38.970001220703125
2023-05-18,39.119998931884766
2023-05-19,39.150001525878906
2023-05-22,39.15999984741211
2023-05-23,39.02000045776367
2023-05-24,38.619998931884766
2023-05-25,38.41999816894531
2023-05-26,38.689998626708984
2023-05-30,38.5
2023-05-31,38.209999084472656
2023-06-01,38.45000076293945
2023-06-02,39.27000045776367
2023-06-05,39.09000015258789
2023-06-06,39.25
2023-06-07,39.65999984741211
2023-06-08,39.709999084472656
2023-06-09,39.65999984741211
2023-06-12,39.7400016784668
2023-06-13,40.029998779296875
2023-06-14,39.84000015258789
2023-06-15,40.33000183105469
2023-06-16,40.08000183105469
2023-06-20,39.66999816894531
2023-06-21,39.68000030517578
2023-06-22,39.4900016784668
2023-06-23,39.13999938964844
2023-06-26,39.33000183105469
2023-06-27,39.63999938964844
2023-06-28,39.4900016784668
2023-06-29,39.81999969482422
2023-06-30,40.18000030517578
2023-07-03,40.34000015258789
2023-07-05,40.15999984741211
