Date,RNEBX
2022-02-28,75.5999984741211
2022-03-01,74.5
2022-03-02,75.05999755859375
2022-03-03,73.91999816894531
2022-03-04,72.01000213623047
2022-03-07,69.2699966430664
2022-03-08,69.33000183105469
2022-03-09,71.58999633789062
2022-03-10,71.16999816894531
2022-03-11,70.02999877929688
2022-03-14,68.91999816894531
2022-03-15,69.12000274658203
2022-03-16,72.37000274658203
2022-03-17,73.83999633789062
2022-03-18,74.80000305175781
2022-03-21,74.19000244140625
2022-03-22,75.13999938964844
2022-03-23,74.63999938964844
2022-03-24,75.45999908447266
2022-03-25,74.88999938964844
2022-03-28,75.22000122070312
2022-03-29,76.66999816894531
2022-03-30,76.66000366210938
2022-03-31,75.6500015258789
2022-04-01,76.48999786376953
2022-04-04,77.55000305175781
2022-04-05,76.18000030517578
2022-04-06,74.88999938964844
2022-04-07,74.68000030517578
2022-04-08,74.44999694824219
2022-04-11,73.13999938964844
2022-04-12,72.91000366210938
2022-04-13,73.69000244140625
2022-04-14,73.16000366210938
2022-04-18,72.97000122070312
2022-04-19,73.19999694824219
2022-04-20,73.05000305175781
2022-04-21,71.86000061035156
2022-04-22,70.41000366210938
2022-04-25,70.08000183105469
2022-04-26,68.29000091552734
2022-04-27,68.8499984741211
2022-04-28,70.08999633789062
2022-04-29,69.06999969482422
2022-05-02,69.1500015258789
2022-05-03,69.43000030517578
2022-05-04,70.36000061035156
2022-05-05,68.0999984741211
2022-05-06,66.93000030517578
2022-05-09,64.54000091552734
2022-05-10,64.9800033569336
2022-05-11,64.58000183105469
2022-05-12,64.47000122070312
2022-05-13,66.23999786376953
2022-05-16,66.13999938964844
2022-05-17,67.69999694824219
2022-05-18,66.06999969482422
2022-05-19,66.41000366210938
2022-05-20,67.0999984741211
2022-05-23,67.79000091552734
2022-05-24,66.86000061035156
2022-05-25,67.0
2022-05-26,67.98999786376953
2022-05-27,69.38999938964844
2022-05-31,69.58999633789062
2022-06-01,68.86000061035156
2022-06-02,70.33000183105469
2022-06-03,69.45999908447266
2022-06-06,69.80999755859375
2022-06-07,70.12000274658203
2022-06-08,69.61000061035156
2022-06-09,68.04000091552734
2022-06-10,66.56999969482422
2022-06-13,64.12000274658203
2022-06-14,64.06999969482422
2022-06-15,65.06999969482422
2022-06-16,63.060001373291016
2022-06-17,63.40999984741211
2022-06-21,64.56999969482422
2022-06-22,63.880001068115234
2022-06-23,64.06999969482422
2022-06-24,65.87999725341797
2022-06-27,65.80000305175781
2022-06-28,65.04000091552734
2022-06-29,64.79000091552734
2022-06-30,64.31999969482422
2022-07-01,64.41999816894531
2022-07-05,64.19999694824219
2022-07-06,64.05999755859375
2022-07-07,65.1500015258789
2022-07-08,65.08000183105469
2022-07-11,63.880001068115234
2022-07-12,63.439998626708984
2022-07-13,63.400001525878906
2022-07-14,63.04999923706055
2022-07-15,63.709999084472656
2022-07-18,63.709999084472656
2022-07-19,65.0
2022-07-20,65.06999969482422
2022-07-21,65.62999725341797
2022-07-22,64.9800033569336
2022-07-25,65.11000061035156
2022-07-26,64.58999633789062
2022-07-27,65.91999816894531
2022-07-28,66.58999633789062
2022-07-29,67.02999877929688
2022-08-01,66.93000030517578
2022-08-02,66.4000015258789
2022-08-03,66.9000015258789
2022-08-04,67.47000122070312
2022-08-05,67.5
2022-08-08,67.69000244140625
2022-08-09,67.19999694824219
2022-08-10,68.26000213623047
2022-08-11,68.44999694824219
2022-08-12,69.29000091552734
2022-08-15,69.25
2022-08-16,69.02999877929688
2022-08-17,68.61000061035156
2022-08-18,68.66999816894531
2022-08-19,67.6500015258789
2022-08-22,66.5
2022-08-23,66.83000183105469
2022-08-24,66.95999908447266
2022-08-25,67.87000274658203
2022-08-26,66.47000122070312
2022-08-29,66.05999755859375
2022-08-30,65.5199966430664
2022-08-31,65.22000122070312
2022-09-01,64.79000091552734
2022-09-02,64.47000122070312
2022-09-06,64.19999694824219
2022-09-07,64.79000091552734
2022-09-08,65.05999755859375
2022-09-09,66.31999969482422
2022-09-12,67.04000091552734
2022-09-13,64.87999725341797
2022-09-14,65.08000183105469
2022-09-15,64.37000274658203
2022-09-16,63.70000076293945
2022-09-19,64.16000366210938
2022-09-20,63.689998626708984
2022-09-21,62.75
2022-09-22,62.13999938964844
2022-09-23,60.86000061035156
2022-09-26,60.16999816894531
2022-09-27,60.15999984741211
2022-09-28,60.95000076293945
2022-09-29,59.83000183105469
2022-09-30,59.779998779296875
2022-10-03,61.040000915527344
2022-10-04,62.869998931884766
2022-10-05,62.91999816894531
2022-10-06,62.36000061035156
2022-10-07,61.119998931884766
2022-10-10,60.470001220703125
2022-10-11,59.720001220703125
2022-10-12,59.689998626708984
2022-10-13,60.31999969482422
2022-10-14,59.380001068115234
2022-10-17,60.720001220703125
2022-10-18,61.099998474121094
2022-10-19,60.38999938964844
2022-10-20,60.16999816894531
2022-10-21,61.16999816894531
2022-10-24,60.45000076293945
2022-10-25,61.18000030517578
2022-10-26,61.380001068115234
2022-10-27,60.93000030517578
2022-10-28,61.40999984741211
2022-10-31,61.220001220703125
2022-11-01,61.90999984741211
2022-11-02,61.2400016784668
2022-11-03,60.880001068115234
2022-11-04,62.720001220703125
2022-11-07,63.119998931884766
2022-11-08,63.5
2022-11-09,62.560001373291016
2022-11-10,64.62999725341797
2022-11-11,65.9800033569336
2022-11-14,65.7300033569336
2022-11-15,66.56999969482422
2022-11-16,65.8499984741211
2022-11-17,65.54000091552734
2022-11-18,65.58999633789062
2022-11-21,65.16000366210938
2022-11-22,65.62000274658203
2022-11-23,65.91999816894531
2022-11-25,65.97000122070312
2022-11-28,65.1500015258789
2022-11-29,65.73999786376953
2022-11-30,67.6500015258789
2022-12-01,67.62999725341797
2022-12-02,67.72000122070312
2022-12-05,66.95999908447266
2022-12-06,66.45999908447266
2022-12-07,66.2300033569336
2022-12-08,66.86000061035156
2022-12-09,66.72000122070312
2022-12-12,66.87999725341797
2022-12-13,67.25
2022-12-14,67.41000366210938
2022-12-15,65.55000305175781
2022-12-16,65.08999633789062
2022-12-19,64.81999969482422
2022-12-20,64.94999694824219
2022-12-21,65.61000061035156
2022-12-22,65.01000213623047
2022-12-23,65.19999694824219
2022-12-27,65.2699966430664
2022-12-28,64.73999786376953
2022-12-29,65.73999786376953
2022-12-30,65.31999969482422
2023-01-03,65.29000091552734
2023-01-04,66.06999969482422
2023-01-05,65.94999694824219
2023-01-06,67.01000213623047
2023-01-09,67.6500015258789
2023-01-10,67.94999694824219
2023-01-11,68.58999633789062
2023-01-12,68.94000244140625
2023-01-13,69.56999969482422
2023-01-17,69.4800033569336
2023-01-18,69.2300033569336
2023-01-19,69.05000305175781
2023-01-20,69.83999633789062
2023-01-23,70.31999969482422
2023-01-24,70.2300033569336
2023-01-25,70.37000274658203
2023-01-26,70.87000274658203
2023-01-27,70.63999938964844
2023-01-30,69.87999725341797
2023-01-31,70.23999786376953
2023-02-01,70.9800033569336
2023-02-02,71.19000244140625
2023-02-03,70.51000213623047
2023-02-06,69.56999969482422
2023-02-07,70.06999969482422
2023-02-08,69.79000091552734
2023-02-09,69.69999694824219
2023-02-10,69.31999969482422
2023-02-13,69.93000030517578
2023-02-14,70.02999877929688
2023-02-15,69.94999694824219
2023-02-16,69.5999984741211
2023-02-17,69.12000274658203
2023-02-21,68.3499984741211
2023-02-22,67.9800033569336
2023-02-23,68.19999694824219
2023-02-24,67.23999786376953
2023-02-27,67.55999755859375
2023-02-28,67.5
2023-03-01,68.08999633789062
2023-03-02,68.27999877929688
2023-03-03,69.12999725341797
2023-03-06,69.0
2023-03-07,68.19999694824219
2023-03-08,68.25
2023-03-09,67.41999816894531
2023-03-10,66.61000061035156
2023-03-13,66.36000061035156
2023-03-14,67.05999755859375
2023-03-15,65.80999755859375
2023-03-16,66.66999816894531
2023-03-17,66.2699966430664
2023-03-20,66.51000213623047
2023-03-21,67.37999725341797
2023-03-22,67.12999725341797
2023-03-23,67.56999969482422
2023-03-24,67.3499984741211
2023-03-27,67.51000213623047
2023-03-28,67.66000366210938
2023-03-29,68.55000305175781
2023-03-30,69.11000061035156
2023-03-31,69.54000091552734
2023-04-03,69.68000030517578
2023-04-04,69.51000213623047
2023-04-05,69.08999633789062
2023-04-06,69.2699966430664
2023-04-10,69.3499984741211
2023-04-11,69.83999633789062
2023-04-12,69.87000274658203
2023-04-13,70.87000274658203
2023-04-14,70.77999877929688
2023-04-17,70.80999755859375
2023-04-18,70.88999938964844
2023-04-19,70.4000015258789
2023-04-20,70.23999786376953
2023-04-21,70.18000030517578
2023-04-24,70.18000030517578
2023-04-25,69.05999755859375
2023-04-26,69.12999725341797
2023-04-27,69.98999786376953
2023-04-28,70.38999938964844
2023-05-01,70.33000183105469
2023-05-02,69.70999908447266
2023-05-03,69.80000305175781
2023-05-04,69.66999816894531
2023-05-05,70.47000122070312
2023-05-08,70.68000030517578
2023-05-09,70.2699966430664
2023-05-10,70.38999938964844
2023-05-11,70.19999694824219
2023-05-12,69.98999786376953
2023-05-15,70.68000030517578
2023-05-16,70.16999816894531
2023-05-17,70.37000274658203
2023-05-18,70.38999938964844
2023-05-19,70.47000122070312
2023-05-22,70.79000091552734
2023-05-23,69.9000015258789
2023-05-24,69.31999969482422
2023-05-25,69.45999908447266
2023-05-26,70.38999938964844
2023-05-30,69.62000274658203
2023-05-31,69.08999633789062
2023-06-01,69.9000015258789
2023-06-02,70.91999816894531
2023-06-05,70.66999816894531
2023-06-06,71.13999938964844
2023-06-07,70.93000030517578
2023-06-08,71.27999877929688
2023-06-09,71.33000183105469
2023-06-12,71.88999938964844
2023-06-13,72.41000366210938
2023-06-14,72.68000030517578
2023-06-15,73.48999786376953
2023-06-16,73.45999908447266
2023-06-20,72.68000030517578
2023-06-21,72.47000122070312
2023-06-22,72.33999633789062
2023-06-23,71.63999938964844
2023-06-26,71.41000366210938
