Date,VIEIX
2023-01-04,101.69999694824219
2023-01-05,100.33999633789062
2023-01-06,102.44000244140625
2023-01-09,102.93000030517578
2023-01-10,104.19999694824219
2023-01-11,105.81999969482422
2023-01-12,107.18000030517578
2023-01-13,107.81999969482422
2023-01-17,107.97000122070312
2023-01-18,106.43000030517578
2023-01-19,105.1500015258789
2023-01-20,107.43000030517578
2023-01-23,109.1500015258789
2023-01-24,108.61000061035156
2023-01-25,108.80000305175781
2023-01-26,109.94000244140625
2023-01-27,110.86000061035156
2023-01-30,109.1500015258789
2023-01-31,111.73999786376953
2023-02-01,113.7300033569336
2023-02-02,116.12999725341797
2023-02-03,114.62999725341797
2023-02-06,113.22000122070312
2023-02-07,114.38999938964844
2023-02-08,113.0
2023-02-09,111.4000015258789
2023-02-10,111.12000274658203
2023-02-13,112.43000030517578
2023-02-14,112.98999786376953
2023-02-15,114.72000122070312
2023-02-16,113.36000061035156
2023-02-17,112.8499984741211
2023-02-21,109.72000122070312
2023-02-22,110.19000244140625
2023-02-23,110.72000122070312
2023-02-24,109.55000305175781
2023-02-27,109.88999938964844
2023-02-28,109.91000366210938
2023-03-01,109.87999725341797
2023-03-02,110.4000015258789
2023-03-03,112.0999984741211
2023-03-06,110.68000030517578
2023-03-07,109.41999816894531
2023-03-08,109.44999694824219
2023-03-09,106.30000305175781
2023-03-10,102.97000122070312
2023-03-13,101.75
2023-03-14,103.52999877929688
2023-03-15,101.9000015258789
2023-03-16,103.58000183105469
2023-03-17,101.29000091552734
2023-03-20,102.22000122070312
2023-03-21,104.43000030517578
2023-03-22,101.68000030517578
2023-03-23,101.06999969482422
2023-03-24,101.4800033569336
2023-03-27,102.41000366210938
2023-03-28,102.4000015258789
2023-03-29,103.91999816894531
2023-03-30,104.20999908447266
2023-03-31,106.38999938964844
2023-04-03,106.11000061035156
2023-04-04,104.52999877929688
2023-04-05,103.29000091552734
2023-04-06,103.41999816894531
2023-04-10,104.38999938964844
2023-04-11,105.12999725341797
2023-04-12,104.36000061035156
2023-04-13,105.55999755859375
2023-04-14,104.91000366210938
2023-04-17,105.87000274658203
2023-04-18,105.80000305175781
2023-04-19,105.93000030517578
2023-04-20,105.18000030517578
2023-04-21,105.19999694824219
2023-04-24,104.91999816894531
2023-04-25,102.3499984741211
2023-04-26,101.80000305175781
2023-04-27,103.20999908447266
2023-04-28,104.08000183105469
2023-05-01,104.1500015258789
2023-05-02,102.26000213623047
2023-05-03,102.27999877929688
2023-05-04,101.25
2023-05-05,103.5
2023-05-08,103.68000030517578
2023-05-09,103.5
2023-05-10,103.98999786376953
2023-05-11,103.30999755859375
2023-05-12,102.94999694824219
2023-05-15,104.26000213623047
2023-05-16,102.56999969482422
2023-05-17,104.5999984741211
2023-05-18,105.69999694824219
2023-05-19,104.94000244140625
2023-05-22,106.11000061035156
2023-05-23,105.20999908447266
2023-05-24,104.26000213623047
2023-05-25,103.7300033569336
2023-05-26,105.25
2023-05-30,105.30000305175781
2023-05-31,104.56999969482422
2023-06-01,105.66000366210938
2023-06-02,108.80000305175781
2023-06-05,107.98999786376953
2023-06-06,109.97000122070312
2023-06-07,110.72000122070312
2023-06-08,110.66000366210938
2023-06-09,110.05999755859375
2023-06-12,110.9800033569336
2023-06-13,112.38999938964844
2023-06-14,111.69000244140625
2023-06-15,113.05000305175781
2023-06-16,112.36000061035156
2023-06-20,111.62000274658203
2023-06-21,111.01000213623047
2023-06-22,110.4800033569336
2023-06-23,109.05000305175781
2023-06-26,109.30999755859375
2023-06-27,111.1500015258789
2023-06-28,111.27999877929688
2023-06-29,112.12999725341797
2023-06-30,112.87999725341797
2023-07-03,113.4000015258789
2023-07-05,112.44000244140625
2023-07-06,110.7699966430664
2023-07-07,111.87000274658203
2023-07-10,113.5
2023-07-11,115.12999725341797
2023-07-12,115.95999908447266
2023-07-13,117.30999755859375
2023-07-14,116.18000030517578
2023-07-17,117.30999755859375
2023-07-18,118.56999969482422
2023-07-19,119.08000183105469
2023-07-20,117.70999908447266
2023-07-21,117.45999908447266
2023-07-24,117.47000122070312
2023-07-25,117.66000366210938
2023-07-26,118.20999908447266
2023-07-27,116.69000244140625
2023-07-28,118.38999938964844
2023-07-31,119.54000091552734
2023-08-01,119.05999755859375
2023-08-02,116.9800033569336
2023-08-03,116.6500015258789
2023-08-04,116.37000274658203
2023-08-07,116.80000305175781
2023-08-08,115.73999786376953
2023-08-09,114.69000244140625
2023-08-10,114.5
2023-08-11,114.37999725341797
2023-08-14,114.5199966430664
2023-08-15,113.04000091552734
2023-08-16,111.87999725341797
2023-08-17,110.48999786376953
2023-08-18,111.0199966430664
2023-08-21,111.19999694824219
2023-08-22,110.80999755859375
2023-08-23,112.1500015258789
2023-08-24,110.5999984741211
2023-08-25,111.13999938964844
2023-08-28,111.98999786376953
2023-08-29,113.8499984741211
2023-08-30,114.48999786376953
2023-08-31,114.69999694824219
2023-09-01,115.8499984741211
2023-09-05,114.1500015258789
2023-09-06,113.75
2023-09-07,113.0
2023-09-08,112.93000030517578
2023-09-11,113.43000030517578
2023-09-12,113.20999908447266
2023-09-13,112.38999938964844
2023-09-14,113.52999877929688
2023-09-15,112.41000366210938
2023-09-18,111.86000061035156
2023-09-19,111.44000244140625
2023-09-20,110.62999725341797
2023-09-21,108.44000244140625
2023-09-22,108.27999877929688
2023-09-25,108.66000366210938
2023-09-26,107.25
2023-09-27,107.83999633789062
2023-09-28,108.93000030517578
2023-09-29,108.73999786376953
2023-10-02,107.41000366210938
2023-10-03,105.2699966430664
2023-10-04,105.88999938964844
2023-10-05,105.7699966430664
2023-10-06,107.12000274658203
2023-10-09,107.80999755859375
2023-10-10,108.98999786376953
2023-10-11,109.1500015258789
2023-10-12,107.02999877929688
2023-10-13,106.0199966430664
2023-10-16,107.80000305175781
2023-10-17,108.75
2023-10-18,106.27999877929688
2023-10-19,104.7300033569336
2023-10-20,103.33999633789062
2023-10-23,102.5199966430664
2023-10-24,103.44000244140625
2023-10-25,101.23999786376953
2023-10-26,101.27999877929688
2023-10-27,100.20999908447266
2023-10-30,101.0
2023-10-31,101.94000244140625
2023-11-01,102.4800033569336
2023-11-02,104.94999694824219
2023-11-03,107.55999755859375
2023-11-06,106.33999633789062
2023-11-07,106.80999755859375
2023-11-08,106.16000366210938
2023-11-09,104.7300033569336
2023-11-10,105.94000244140625
2023-11-13,105.94999694824219
2023-11-14,110.56999969482422
2023-11-15,110.94999694824219
2023-11-16,109.70999908447266
2023-11-17,110.8499984741211
2023-11-20,111.58999633789062
2023-11-21,110.61000061035156
2023-11-22,111.30999755859375
2023-11-24,112.16000366210938
2023-11-27,111.98999786376953
2023-11-28,111.80999755859375
2023-11-29,112.83000183105469
2023-11-30,113.36000061035156
2023-12-01,116.2300033569336
2023-12-04,116.88999938964844
2023-12-05,115.52999877929688
2023-12-06,115.30000305175781
2023-12-07,116.12999725341797
2023-12-08,116.93000030517578
2023-12-11,117.44000244140625
2023-12-12,117.5
2023-12-13,120.7300033569336
2023-12-14,123.66000366210938
2023-12-15,122.9000015258789
2023-12-18,122.98999786376953
2023-12-19,124.36000061035156
2023-12-20,122.0
2023-12-21,124.0
2023-12-22,124.73999786376953
2023-12-26,125.93000030517578
2023-12-27,126.30000305175781
2023-12-28,126.22000122070312
2023-12-29,126.22000122070312
2024-01-02,123.27999877929688
2024-01-03,120.2699966430664
2024-01-04,120.23999786376953
2024-01-05,120.37000274658203
2024-01-08,122.68000030517578
2024-01-09,121.95999908447266
2024-01-10,122.25
2024-01-11,121.7300033569336
2024-01-12,121.4000015258789
2024-01-16,120.37999725341797
2024-01-17,119.4800033569336
2024-01-18,120.26000213623047
2024-01-19,121.66000366210938
2024-01-22,123.5199966430664
2024-01-23,123.19000244140625
2024-01-24,122.30999755859375
2024-01-25,122.88999938964844
2024-01-26,123.12999725341797
2024-01-29,125.12999725341797
2024-01-30,124.37000274658203
2024-01-31,121.69999694824219
2024-02-01,123.23999786376953
2024-02-02,123.37999725341797
2024-02-05,121.80000305175781
2024-02-06,122.88999938964844
2024-02-07,123.31999969482422
2024-02-08,124.91999816894531
2024-02-09,126.3499984741211
2024-02-12,127.56999969482422
2024-02-13,123.8499984741211
2024-02-14,126.55000305175781
2024-02-15,128.52999877929688
2024-02-16,127.37000274658203
2024-02-20,125.87000274658203
2024-02-21,125.13999938964844
2024-02-22,126.83000183105469
2024-02-23,127.1500015258789
2024-02-26,127.63999938964844
2024-02-27,128.77000427246094
2024-02-28,128.25999450683594
2024-02-29,129.0500030517578
2024-03-01,130.10000610351562
2024-03-04,130.10000610351562
2024-03-05,128.52000427246094
2024-03-06,129.63999938964844
2024-03-07,130.80999755859375
2024-03-08,130.2899932861328
2024-03-11,129.50999450683594
2024-03-12,129.88999938964844
2024-03-13,130.17999267578125
2024-03-14,128.25
2024-03-15,128.16000366210938
2024-03-18,127.91999816894531
2024-03-19,128.6699981689453
2024-03-20,130.92999267578125
2024-03-21,132.19000244140625
2024-03-22,130.60000610351562
2024-03-25,130.69000244140625
2024-03-26,130.69000244140625
2024-03-27,132.6199951171875
2024-03-28,133.00999450683594
2024-04-01,131.88999938964844
2024-04-02,129.9499969482422
2024-04-03,130.50999450683594
2024-04-04,129.1199951171875
2024-04-05,130.25
2024-04-08,130.8800048828125
2024-04-09,131.1699981689453
2024-04-10,128.6300048828125
2024-04-11,129.25999450683594
2024-04-12,126.77999877929688
2024-04-15,124.68000030517578
2024-04-16,124.16999816894531
2024-04-17,123.05999755859375
2024-04-18,122.80999755859375
2024-04-19,122.7300033569336
2024-04-22,123.97000122070312
2024-04-23,126.19999694824219
2024-04-24,125.97000122070312
2024-04-25,125.33000183105469
2024-04-26,126.30999755859375
2024-04-29,126.94999694824219
2024-04-30,124.41000366210938
2024-05-01,124.86000061035156
2024-05-02,126.80000305175781
2024-05-03,127.81999969482422
2024-05-06,129.66000366210938
2024-05-07,129.36000061035156
2024-05-08,128.80999755859375
2024-05-09,129.91000366210938
2024-05-10,129.47999572753906
2024-05-13,129.5399932861328
2024-05-14,130.8699951171875
2024-05-15,132.35000610351562
2024-05-16,131.4600067138672
2024-05-17,131.5800018310547
2024-05-20,131.97999572753906
2024-05-21,131.5500030517578
2024-05-22,130.6999969482422
2024-05-23,128.77000427246094
2024-05-24,129.8800048828125
2024-05-28,129.27999877929688
2024-05-29,127.81999969482422
2024-05-30,128.24000549316406
2024-05-31,128.58999633789062
2024-06-03,127.94999694824219
2024-06-04,126.58999633789062
2024-06-05,128.42999267578125
2024-06-06,127.88999938964844
2024-06-07,126.75
2024-06-10,127.41999816894531
2024-06-11,127.12999725341797
2024-06-12,128.99000549316406
2024-06-13,127.76000213623047
2024-06-14,126.27999877929688
2024-06-17,127.18000030517578
2024-06-18,127.37999725341797
2024-06-20,126.95999908447266
2024-06-21,127.2699966430664
2024-06-24,127.7699966430664
2024-06-25,127.18000030517578
2024-06-26,127.01000213623047
2024-06-27,127.91999816894531
2024-06-28,128.0399932861328
2024-07-01,127.23999786376953
2024-07-02,127.55999755859375
2024-07-03,127.88999938964844
2024-07-05,127.44999694824219
2024-07-08,127.88999938964844
2024-07-09,127.16999816894531
2024-07-10,128.27999877929688
2024-07-11,131.27999877929688
2024-07-12,132.61000061035156
2024-07-15,134.16000366210938
2024-07-16,137.67999267578125
2024-07-17,135.44000244140625
2024-07-18,133.4499969482422
2024-07-19,132.99000549316406
2024-07-22,134.8300018310547
2024-07-23,135.47999572753906
2024-07-24,132.0800018310547
2024-07-25,133.5
2024-07-26,135.60000610351562
2024-07-29,134.94000244140625
2024-07-30,134.97999572753906
2024-07-31,135.9600067138672
2024-08-01,132.47000122070312
2024-08-02,128.1699981689453
2024-08-05,124.4000015258789
2024-08-06,125.83000183105469
2024-08-07,124.4000015258789
2024-08-08,127.7300033569336
2024-08-09,127.87999725341797
2024-08-12,126.88999938964844
2024-08-13,129.13999938964844
2024-08-14,129.0500030517578
2024-08-15,131.91000366210938
2024-08-16,132.22000122070312
2024-08-19,133.69000244140625
2024-08-20,132.38999938964844
2024-08-21,134.1999969482422
2024-08-22,132.89999389648438
2024-08-23,136.3000030517578
2024-08-26,135.9499969482422
2024-08-27,135.4600067138672
2024-08-28,134.4499969482422
2024-08-29,135.25999450683594
2024-08-30,136.2899932861328
2024-09-03,132.38999938964844
2024-09-04,131.97999572753906
2024-09-05,131.3000030517578
2024-09-06,129.0800018310547
2024-09-09,129.8800048828125
2024-09-10,129.88999938964844
2024-09-11,130.7899932861328
2024-09-12,132.07000732421875
2024-09-13,134.52000427246094
2024-09-16,135.27999877929688
2024-09-17,135.97999572753906
2024-09-18,136.02000427246094
2024-09-19,138.77000427246094
2024-09-20,137.77999877929688
2024-09-23,137.86000061035156
2024-09-24,138.1300048828125
2024-09-25,136.86000061035156
2024-09-26,137.8300018310547
2024-09-27,137.8800048828125
2024-09-30,138.02999877929688
2024-10-01,136.41000366210938
2024-10-02,136.49000549316406
2024-10-03,135.9199981689453
2024-10-04,137.88999938964844
2024-10-07,136.7100067138672
2024-10-08,137.07000732421875
2024-10-09,137.9199981689453
2024-10-10,137.66000366210938
2024-10-11,140.05999755859375
2024-10-14,140.9600067138672
2024-10-15,140.74000549316406
2024-10-16,142.25
2024-10-17,142.19000244140625
2024-10-18,142.47000122070312
2024-10-21,140.83999633789062
2024-10-22,140.1699981689453
2024-10-23,139.0800018310547
2024-10-24,139.6699981689453
2024-10-25,139.05999755859375
2024-10-28,140.82000732421875
2024-10-29,140.9499969482422
2024-10-30,140.88999938964844
2024-10-31,138.8699951171875
2024-11-01,139.4199981689453
2024-11-04,139.58999633789062
2024-11-05,142.02999877929688
2024-11-06,148.72000122070312
2024-11-07,149.25
2024-11-08,150.27999877929688
2024-11-11,152.67999267578125
2024-11-12,151.07000732421875
2024-11-13,150.0500030517578
2024-11-14,148.3300018310547
2024-11-15,146.4199981689453
2024-11-18,147.16000366210938
2024-11-19,148.55999755859375
2024-11-20,149.1699981689453
2024-11-21,151.7100067138672
