Date,CWMAX
2022-02-28,57.15999984741211
2022-03-01,56.38999938964844
2022-03-02,57.4900016784668
2022-03-03,57.380001068115234
2022-03-04,57.439998626708984
2022-03-07,56.13999938964844
2022-03-08,55.56999969482422
2022-03-09,56.689998626708984
2022-03-10,56.619998931884766
2022-03-11,56.08000183105469
2022-03-14,56.040000915527344
2022-03-15,56.900001525878906
2022-03-16,57.470001220703125
2022-03-17,58.130001068115234
2022-03-18,58.459999084472656
2022-03-21,58.52000045776367
2022-03-22,58.86000061035156
2022-03-23,58.279998779296875
2022-03-24,59.04999923706055
2022-03-25,59.40999984741211
2022-03-28,59.5
2022-03-29,59.869998931884766
2022-03-30,59.77000045776367
2022-03-31,58.91999816894531
2022-04-01,59.119998931884766
2022-04-04,59.22999954223633
2022-04-05,58.779998779296875
2022-04-06,58.709999084472656
2022-04-07,59.040000915527344
2022-04-08,59.150001525878906
2022-04-11,58.41999816894531
2022-04-12,58.2599983215332
2022-04-13,58.72999954223633
2022-04-14,58.279998779296875
2022-04-18,58.33000183105469
2022-04-19,58.90999984741211
2022-04-20,59.209999084472656
2022-04-21,58.41999816894531
2022-04-22,57.0099983215332
2022-04-25,57.130001068115234
2022-04-26,55.880001068115234
2022-04-27,56.220001220703125
2022-04-28,57.11000061035156
2022-04-29,55.36000061035156
2022-05-02,55.540000915527344
2022-05-03,55.90999984741211
2022-05-04,57.36000061035156
2022-05-05,55.849998474121094
2022-05-06,55.810001373291016
2022-05-09,54.279998779296875
2022-05-10,54.41999816894531
2022-05-11,53.939998626708984
2022-05-12,53.939998626708984
2022-05-13,54.86000061035156
2022-05-16,54.93000030517578
2022-05-17,55.869998931884766
2022-05-18,53.970001220703125
2022-05-19,53.61000061035156
2022-05-20,53.779998779296875
2022-05-23,54.52000045776367
2022-05-24,54.59000015258789
2022-05-25,55.0099983215332
2022-05-26,55.849998474121094
2022-05-27,56.90999984741211
2022-05-31,56.4900016784668
2022-06-01,56.09000015258789
2022-06-02,56.65999984741211
2022-06-03,56.06999969482422
2022-06-06,56.150001525878906
2022-06-07,56.77000045776367
2022-06-08,56.130001068115234
2022-06-09,54.9900016784668
2022-06-10,53.790000915527344
2022-06-13,52.040000915527344
2022-06-14,51.72999954223633
2022-06-15,50.47999954223633
2022-06-16,49.060001373291016
2022-06-17,48.90999984741211
2022-06-21,50.099998474121094
2022-06-22,49.9900016784668
2022-06-23,50.189998626708984
2022-06-24,51.43000030517578
2022-06-27,51.5099983215332
2022-06-28,50.880001068115234
2022-06-29,50.79999923706055
2022-06-30,50.560001373291016
2022-07-01,50.91999816894531
2022-07-05,50.459999084472656
2022-07-06,50.689998626708984
2022-07-07,51.279998779296875
2022-07-08,51.22999954223633
2022-07-11,50.81999969482422
2022-07-12,50.380001068115234
2022-07-13,50.09000015258789
2022-07-14,49.779998779296875
2022-07-15,50.72999954223633
2022-07-18,50.349998474121094
2022-07-19,51.59000015258789
2022-07-20,51.529998779296875
2022-07-21,51.77000045776367
2022-07-22,51.47999954223633
2022-07-25,51.77000045776367
2022-07-26,51.459999084472656
2022-07-27,52.27000045776367
2022-07-28,52.709999084472656
2022-07-29,53.099998474121094
2022-08-01,52.88999938964844
2022-08-02,52.529998779296875
2022-08-03,53.130001068115234
2022-08-04,53.0
2022-08-05,53.08000183105469
2022-08-08,53.06999969482422
2022-08-09,52.9900016784668
2022-08-10,53.83000183105469
2022-08-11,53.869998931884766
2022-08-12,54.720001220703125
2022-08-15,54.810001373291016
2022-08-16,54.90999984741211
2022-08-17,54.56999969482422
2022-08-18,54.72999954223633
2022-08-19,54.31999969482422
2022-08-22,53.439998626708984
2022-08-23,53.279998779296875
2022-08-24,53.41999816894531
2022-08-25,54.13999938964844
2022-08-26,52.66999816894531
2022-08-29,52.459999084472656
2022-08-30,51.81999969482422
2022-08-31,51.5099983215332
2022-09-01,51.63999938964844
2022-09-02,51.2400016784668
2022-09-06,51.06999969482422
2022-09-07,51.7599983215332
2022-09-08,52.15999984741211
2022-09-09,52.79999923706055
2022-09-12,53.20000076293945
2022-09-13,51.2599983215332
2022-09-14,51.25
2022-09-15,50.91999816894531
2022-09-16,50.70000076293945
2022-09-19,50.90999984741211
2022-09-20,50.310001373291016
2022-09-21,49.560001373291016
2022-09-22,49.36000061035156
2022-09-23,48.459999084472656
2022-09-26,47.869998931884766
2022-09-27,47.75
2022-09-28,48.630001068115234
2022-09-29,47.900001525878906
2022-09-30,47.29999923706055
2022-10-03,48.599998474121094
2022-10-04,50.02000045776367
2022-10-05,49.95000076293945
2022-10-06,49.38999938964844
2022-10-07,48.279998779296875
2022-10-10,47.880001068115234
2022-10-11,47.65999984741211
2022-10-12,47.4900016784668
2022-10-13,48.66999816894531
2022-10-14,47.720001220703125
2022-10-17,48.70000076293945
2022-10-18,49.2599983215332
2022-10-19,48.970001220703125
2022-10-20,48.70000076293945
2022-10-21,49.810001373291016
2022-10-24,50.38999938964844
2022-10-25,50.869998931884766
2022-10-26,50.88999938964844
2022-10-27,50.88999938964844
2022-10-28,51.9900016784668
2022-10-31,51.7400016784668
2022-11-01,51.709999084472656
2022-11-02,50.880001068115234
2022-11-03,50.630001068115234
2022-11-04,51.36000061035156
2022-11-07,51.93000030517578
2022-11-08,52.22999954223633
2022-11-09,51.29999923706055
2022-11-10,53.45000076293945
2022-11-11,53.41999816894531
2022-11-14,53.06999969482422
2022-11-15,53.310001373291016
2022-11-16,53.0
2022-11-17,53.0099983215332
2022-11-18,53.34000015258789
2022-11-21,53.31999969482422
2022-11-22,54.0099983215332
2022-11-23,54.22999954223633
2022-11-25,54.369998931884766
2022-11-28,53.689998626708984
2022-11-29,53.720001220703125
2022-11-30,55.0
2022-12-01,54.86000061035156
2022-12-02,54.849998474121094
2022-12-05,54.040000915527344
2022-12-06,53.52000045776367
2022-12-07,53.5099983215332
2022-12-08,53.849998474121094
2022-12-09,53.5099983215332
2022-12-12,54.27000045776367
2022-12-13,54.560001373291016
2022-12-14,54.41999816894531
2022-12-15,53.349998474121094
2022-12-16,51.630001068115234
2022-12-19,51.31999969482422
2022-12-20,51.31999969482422
2022-12-21,52.040000915527344
2022-12-22,51.5
2022-12-23,51.79999923706055
2022-12-27,51.81999969482422
2022-12-28,51.310001373291016
2022-12-29,51.95000076293945
2022-12-30,51.83000183105469
2023-01-03,51.650001525878906
2023-01-04,51.83000183105469
2023-01-05,51.369998931884766
2023-01-06,52.4900016784668
2023-01-09,52.16999816894531
2023-01-10,52.380001068115234
2023-01-11,52.81999969482422
2023-01-12,53.02000045776367
2023-01-13,53.11000061035156
2023-01-17,52.869998931884766
2023-01-18,52.08000183105469
2023-01-19,51.7599983215332
2023-01-20,52.40999984741211
2023-01-23,52.790000915527344
2023-01-24,52.790000915527344
2023-01-25,52.869998931884766
2023-01-26,53.279998779296875
2023-01-27,53.040000915527344
2023-01-30,52.540000915527344
2023-01-31,53.27000045776367
2023-02-01,53.5099983215332
2023-02-02,53.65999984741211
2023-02-03,53.2599983215332
2023-02-06,53.11000061035156
2023-02-07,53.630001068115234
2023-02-08,53.2599983215332
2023-02-09,52.880001068115234
2023-02-10,53.25
2023-02-13,53.72999954223633
2023-02-14,53.560001373291016
2023-02-15,53.540000915527344
2023-02-16,52.9900016784668
2023-02-17,52.900001525878906
2023-02-21,51.9900016784668
2023-02-22,51.81999969482422
2023-02-23,52.0
2023-02-24,51.54999923706055
2023-02-27,51.63999938964844
2023-02-28,51.45000076293945
2023-03-01,51.349998474121094
2023-03-02,51.75
2023-03-03,52.459999084472656
2023-03-06,52.439998626708984
2023-03-07,51.619998931884766
2023-03-08,51.630001068115234
2023-03-09,50.790000915527344
2023-03-10,50.189998626708984
2023-03-13,50.099998474121094
2023-03-14,50.72999954223633
2023-03-15,50.029998779296875
2023-03-16,50.7599983215332
2023-03-17,50.20000076293945
2023-03-20,50.66999816894531
2023-03-21,51.11000061035156
2023-03-22,50.29999923706055
2023-03-23,50.31999969482422
2023-03-24,50.630001068115234
2023-03-27,50.79999923706055
2023-03-28,50.77000045776367
2023-03-29,51.290000915527344
2023-03-30,51.599998474121094
2023-03-31,52.189998626708984
2023-04-03,52.59000015258789
2023-04-04,52.2599983215332
2023-04-05,52.34000015258789
2023-04-06,52.439998626708984
2023-04-10,52.599998474121094
2023-04-11,52.70000076293945
2023-04-12,52.599998474121094
2023-04-13,53.099998474121094
2023-04-14,52.93000030517578
2023-04-17,53.119998931884766
2023-04-18,53.220001220703125
2023-04-19,53.099998474121094
2023-04-20,52.959999084472656
2023-04-21,52.97999954223633
2023-04-24,53.02000045776367
2023-04-25,52.34000015258789
2023-04-26,51.97999954223633
2023-04-27,52.77000045776367
2023-04-28,53.220001220703125
2023-05-01,53.290000915527344
2023-05-02,52.56999969482422
2023-05-03,52.290000915527344
2023-05-04,51.90999984741211
2023-05-05,52.7599983215332
2023-05-08,52.70000076293945
2023-05-09,52.4900016784668
2023-05-10,52.61000061035156
2023-05-11,52.459999084472656
2023-05-12,52.459999084472656
2023-05-15,52.630001068115234
2023-05-16,52.18000030517578
2023-05-17,52.75
2023-05-18,53.08000183105469
2023-05-19,53.11000061035156
2023-05-22,53.130001068115234
2023-05-23,52.689998626708984
2023-05-24,52.25
2023-05-25,52.43000030517578
2023-05-26,53.20000076293945
2023-05-30,52.9900016784668
2023-05-31,52.83000183105469
2023-06-01,53.15999984741211
2023-06-02,54.040000915527344
2023-06-05,53.869998931884766
2023-06-06,53.91999816894531
2023-06-07,54.0099983215332
2023-06-08,54.279998779296875
2023-06-09,54.25
2023-06-12,54.70000076293945
2023-06-13,54.970001220703125
2023-06-14,53.33000183105469
2023-06-15,53.9900016784668
2023-06-16,53.75
2023-06-20,53.36000061035156
2023-06-21,53.279998779296875
2023-06-22,53.2400016784668
2023-06-23,52.81999969482422
2023-06-26,52.810001373291016
2023-06-27,53.29999923706055
2023-06-28,53.20000076293945
2023-06-29,53.54999923706055
2023-06-30,54.0099983215332
2023-07-03,54.02000045776367
2023-07-05,53.810001373291016
2023-07-06,53.349998474121094
