Date,RWIAX
2022-02-28,57.790000915527344
2022-03-01,56.68000030517578
2022-03-02,57.5
2022-03-03,56.849998474121094
2022-03-04,55.91999816894531
2022-03-07,54.20000076293945
2022-03-08,53.95000076293945
2022-03-09,55.529998779296875
2022-03-10,55.29999923706055
2022-03-11,54.56999969482422
2022-03-14,54.119998931884766
2022-03-15,54.689998626708984
2022-03-16,56.310001373291016
2022-03-17,57.16999816894531
2022-03-18,57.779998779296875
2022-03-21,57.56999969482422
2022-03-22,58.16999816894531
2022-03-23,57.540000915527344
2022-03-24,58.09000015258789
2022-03-25,58.06999969482422
2022-03-28,58.150001525878906
2022-03-29,59.029998779296875
2022-03-30,58.869998931884766
2022-03-31,58.040000915527344
2022-04-01,58.45000076293945
2022-04-04,58.959999084472656
2022-04-05,58.11000061035156
2022-04-06,57.5099983215332
2022-04-07,57.58000183105469
2022-04-08,57.63999938964844
2022-04-11,56.849998474121094
2022-04-12,56.56999969482422
2022-04-13,57.279998779296875
2022-04-14,56.75
2022-04-18,56.540000915527344
2022-04-19,57.0
2022-04-20,56.9900016784668
2022-04-21,56.20000076293945
2022-04-22,54.91999816894531
2022-04-25,54.7599983215332
2022-04-26,53.27000045776367
2022-04-27,53.529998779296875
2022-04-28,54.4900016784668
2022-04-29,53.34000015258789
2022-05-02,53.47999954223633
2022-05-03,53.810001373291016
2022-05-04,54.93000030517578
2022-05-05,53.38999938964844
2022-05-06,52.84000015258789
2022-05-09,51.119998931884766
2022-05-10,51.349998474121094
2022-05-11,51.09000015258789
2022-05-12,50.97999954223633
2022-05-13,52.36000061035156
2022-05-16,52.369998931884766
2022-05-17,53.459999084472656
2022-05-18,51.9900016784668
2022-05-19,51.9900016784668
2022-05-20,52.2599983215332
2022-05-23,53.0099983215332
2022-05-24,52.77000045776367
2022-05-25,53.06999969482422
2022-05-26,53.83000183105469
2022-05-27,54.88999938964844
2022-05-31,54.77000045776367
2022-06-01,54.2599983215332
2022-06-02,55.18000030517578
2022-06-03,54.45000076293945
2022-06-06,54.619998931884766
2022-06-07,55.0099983215332
2022-06-08,54.439998626708984
2022-06-09,53.2400016784668
2022-06-10,51.90999984741211
2022-06-13,49.72999954223633
2022-06-14,49.380001068115234
2022-06-15,50.150001525878906
2022-06-16,48.61000061035156
2022-06-17,48.439998626708984
2022-06-21,49.36000061035156
2022-06-22,48.95000076293945
2022-06-23,48.959999084472656
2022-06-24,50.27000045776367
2022-06-27,50.310001373291016
2022-06-28,49.849998474121094
2022-06-29,49.630001068115234
2022-06-30,49.119998931884766
2022-07-01,49.290000915527344
2022-07-05,48.68000030517578
2022-07-06,48.560001373291016
2022-07-07,49.4900016784668
2022-07-08,49.54999923706055
2022-07-11,48.7400016784668
2022-07-12,48.38999938964844
2022-07-13,48.25
2022-07-14,47.79999923706055
2022-07-15,48.59000015258789
2022-07-18,48.560001373291016
2022-07-19,49.77000045776367
2022-07-20,49.72999954223633
2022-07-21,50.099998474121094
2022-07-22,49.779998779296875
2022-07-25,50.029998779296875
2022-07-26,49.630001068115234
2022-07-27,50.65999984741211
2022-07-28,51.130001068115234
2022-07-29,51.56999969482422
2022-08-01,51.470001220703125
2022-08-02,51.0099983215332
2022-08-03,51.47999954223633
2022-08-04,51.599998474121094
2022-08-05,51.61000061035156
2022-08-08,51.79999923706055
2022-08-09,51.5099983215332
2022-08-10,52.45000076293945
2022-08-11,52.58000183105469
2022-08-12,53.290000915527344
2022-08-15,53.209999084472656
2022-08-16,53.2599983215332
2022-08-17,52.880001068115234
2022-08-18,52.83000183105469
2022-08-19,52.22999954223633
2022-08-22,51.27000045776367
2022-08-23,51.380001068115234
2022-08-24,51.45000076293945
2022-08-25,52.189998626708984
2022-08-26,50.83000183105469
2022-08-29,50.560001373291016
2022-08-30,50.060001373291016
2022-08-31,49.77000045776367
2022-09-01,49.5
2022-09-02,49.279998779296875
2022-09-06,49.09000015258789
2022-09-07,49.59000015258789
2022-09-08,49.90999984741211
2022-09-09,50.849998474121094
2022-09-12,51.29999923706055
2022-09-13,49.52000045776367
2022-09-14,49.63999938964844
2022-09-15,49.20000076293945
2022-09-16,48.849998474121094
2022-09-19,49.130001068115234
2022-09-20,48.540000915527344
2022-09-21,47.709999084472656
2022-09-22,47.41999816894531
2022-09-23,46.29999923706055
2022-09-26,45.709999084472656
2022-09-27,45.619998931884766
2022-09-28,46.439998626708984
2022-09-29,45.709999084472656
2022-09-30,45.38999938964844
2022-10-03,46.529998779296875
2022-10-04,48.11000061035156
2022-10-05,47.9900016784668
2022-10-06,47.40999984741211
2022-10-07,46.470001220703125
2022-10-10,46.09000015258789
2022-10-11,45.599998474121094
2022-10-12,45.470001220703125
2022-10-13,46.279998779296875
2022-10-14,45.41999816894531
2022-10-17,46.43000030517578
2022-10-18,46.810001373291016
2022-10-19,46.4900016784668
2022-10-20,46.279998779296875
2022-10-21,47.27000045776367
2022-10-24,47.369998931884766
2022-10-25,48.04999923706055
2022-10-26,48.189998626708984
2022-10-27,47.900001525878906
2022-10-28,48.5
2022-10-31,48.25
2022-11-01,48.5
