Date,RNWEX
2022-02-28,76.47000122070312
2022-03-01,75.36000061035156
2022-03-02,75.93000030517578
2022-03-03,74.7699966430664
2022-03-04,72.8499984741211
2022-03-07,70.08000183105469
2022-03-08,70.12999725341797
2022-03-09,72.41999816894531
2022-03-10,72.0
2022-03-11,70.83999633789062
2022-03-14,69.7300033569336
2022-03-15,69.93000030517578
2022-03-16,73.22000122070312
2022-03-17,74.69999694824219
2022-03-18,75.68000030517578
2022-03-21,75.05999755859375
2022-03-22,76.02999877929688
2022-03-23,75.5199966430664
2022-03-24,76.3499984741211
2022-03-25,75.77999877929688
2022-03-28,76.11000061035156
2022-03-29,77.58000183105469
2022-03-30,77.56999969482422
2022-03-31,76.55000305175781
2022-04-01,77.4000015258789
2022-04-04,78.47000122070312
2022-04-05,77.08999633789062
2022-04-06,75.77999877929688
2022-04-07,75.58000183105469
2022-04-08,75.33999633789062
2022-04-11,74.0199966430664
2022-04-12,73.77999877929688
2022-04-13,74.58000183105469
2022-04-14,74.05000305175781
2022-04-18,73.8499984741211
2022-04-19,74.08000183105469
2022-04-20,73.93000030517578
2022-04-21,72.7300033569336
2022-04-22,71.2699966430664
2022-04-25,70.94000244140625
2022-04-26,69.12000274658203
2022-04-27,69.69000244140625
2022-04-28,70.94999694824219
2022-04-29,69.91999816894531
2022-05-02,70.0
2022-05-03,70.27999877929688
2022-05-04,71.22000122070312
2022-05-05,68.94000244140625
2022-05-06,67.75
2022-05-09,65.33999633789062
2022-05-10,65.79000091552734
2022-05-11,65.38999938964844
2022-05-12,65.2699966430664
2022-05-13,67.05999755859375
2022-05-16,66.97000122070312
2022-05-17,68.54000091552734
2022-05-18,66.9000015258789
2022-05-19,67.23999786376953
2022-05-20,67.94000244140625
2022-05-23,68.63999938964844
2022-05-24,67.69999694824219
2022-05-25,67.83999633789062
2022-05-26,68.83999633789062
2022-05-27,70.26000213623047
2022-05-31,70.4800033569336
2022-06-01,69.7300033569336
2022-06-02,71.22000122070312
2022-06-03,70.33999633789062
2022-06-06,70.69999694824219
2022-06-07,71.01000213623047
2022-06-08,70.5
2022-06-09,68.91000366210938
2022-06-10,67.41999816894531
2022-06-13,64.94000244140625
2022-06-14,64.88999938964844
2022-06-15,65.91000366210938
2022-06-16,63.869998931884766
2022-06-17,64.2300033569336
2022-06-21,65.41000366210938
2022-06-22,64.70999908447266
2022-06-23,64.9000015258789
2022-06-24,66.7300033569336
2022-06-27,66.66000366210938
2022-06-28,65.88999938964844
2022-06-29,65.62999725341797
2022-06-30,65.16000366210938
2022-07-01,65.26000213623047
2022-07-05,65.04000091552734
2022-07-06,64.9000015258789
2022-07-07,66.0
2022-07-08,65.94000244140625
2022-07-11,64.72000122070312
2022-07-12,64.27999877929688
2022-07-13,64.23999786376953
2022-07-14,63.880001068115234
2022-07-15,64.55000305175781
2022-07-18,64.55999755859375
2022-07-19,65.87000274658203
2022-07-20,65.93000030517578
2022-07-21,66.5
2022-07-22,65.8499984741211
2022-07-25,65.9800033569336
2022-07-26,65.44999694824219
2022-07-27,66.80000305175781
2022-07-28,67.4800033569336
2022-07-29,67.93000030517578
2022-08-01,67.83000183105469
2022-08-02,67.30000305175781
2022-08-03,67.80000305175781
2022-08-04,68.37999725341797
2022-08-05,68.41000366210938
2022-08-08,68.61000061035156
2022-08-09,68.11000061035156
2022-08-10,69.19000244140625
2022-08-11,69.37999725341797
2022-08-12,70.23999786376953
2022-08-15,70.19999694824219
2022-08-16,69.97000122070312
2022-08-17,69.55000305175781
2022-08-18,69.5999984741211
2022-08-19,68.56999969482422
2022-08-22,67.41000366210938
2022-08-23,67.75
2022-08-24,67.87999725341797
2022-08-25,68.80999755859375
2022-08-26,67.38999938964844
2022-08-29,66.9800033569336
2022-08-30,66.43000030517578
2022-08-31,66.12000274658203
2022-09-01,65.69000244140625
2022-09-02,65.37000274658203
2022-09-06,65.08999633789062
2022-09-07,65.69000244140625
2022-09-08,65.97000122070312
2022-09-09,67.25
