Date,BAGSX
2022-02-28,11.350000381469727
2022-03-01,11.420000076293945
2022-03-02,11.279999732971191
2022-03-03,11.3100004196167
2022-03-04,11.369999885559082
2022-03-07,11.3100004196167
2022-03-08,11.25
2022-03-09,11.210000038146973
2022-03-10,11.15999984741211
2022-03-11,11.15999984741211
2022-03-14,11.050000190734863
2022-03-15,11.050000190734863
2022-03-16,11.0600004196167
2022-03-17,11.069999694824219
2022-03-18,11.100000381469727
2022-03-21,11.0
2022-03-22,10.970000267028809
2022-03-23,11.029999732971191
2022-03-24,10.979999542236328
2022-03-25,10.890000343322754
2022-03-28,10.90999984741211
2022-03-29,10.960000038146973
2022-03-30,10.989999771118164
2022-03-31,11.0
2022-04-01,10.970000267028809
2022-04-04,10.979999542236328
2022-04-05,10.880000114440918
2022-04-06,10.850000381469727
2022-04-07,10.829999923706055
2022-04-08,10.779999732971191
2022-04-11,10.729999542236328
2022-04-12,10.760000228881836
2022-04-13,10.770000457763672
2022-04-14,10.699999809265137
2022-04-18,10.670000076293945
2022-04-19,10.609999656677246
2022-04-20,10.670000076293945
2022-04-21,10.619999885559082
2022-04-22,10.600000381469727
2022-04-25,10.630000114440918
2022-04-26,10.670000076293945
2022-04-27,10.630000114440918
2022-04-28,10.619999885559082
2022-04-29,10.5600004196167
2022-05-02,10.5
2022-05-03,10.520000457763672
2022-05-04,10.569999694824219
2022-05-05,10.489999771118164
2022-05-06,10.4399995803833
2022-05-09,10.479999542236328
2022-05-10,10.510000228881836
2022-05-11,10.550000190734863
2022-05-12,10.5600004196167
2022-05-13,10.520000457763672
2022-05-16,10.539999961853027
2022-05-17,10.479999542236328
2022-05-18,10.520000457763672
2022-05-19,10.550000190734863
2022-05-20,10.579999923706055
2022-05-23,10.539999961853027
2022-05-24,10.59000015258789
2022-05-25,10.630000114440918
2022-05-26,10.640000343322754
2022-05-27,10.640000343322754
2022-05-31,10.59000015258789
2022-06-01,10.550000190734863
2022-06-02,10.5600004196167
2022-06-03,10.550000190734863
2022-06-06,10.489999771118164
2022-06-07,10.520000457763672
2022-06-08,10.489999771118164
2022-06-09,10.479999542236328
2022-06-10,10.390000343322754
2022-06-13,10.229999542236328
2022-06-14,10.15999984741211
2022-06-15,10.270000457763672
2022-06-16,10.289999961853027
2022-06-17,10.289999961853027
2022-06-21,10.260000228881836
2022-06-22,10.34000015258789
2022-06-23,10.359999656677246
2022-06-24,10.329999923706055
2022-06-27,10.289999961853027
2022-06-28,10.289999961853027
2022-06-29,10.350000381469727
2022-06-30,10.390000343322754
2022-07-01,10.449999809265137
2022-07-05,10.479999542236328
2022-07-06,10.420000076293945
2022-07-07,10.390000343322754
2022-07-08,10.350000381469727
2022-07-11,10.40999984741211
2022-07-12,10.420000076293945
2022-07-13,10.449999809265137
2022-07-14,10.40999984741211
2022-07-15,10.4399995803833
2022-07-18,10.420000076293945
2022-07-19,10.399999618530273
2022-07-20,10.399999618530273
2022-07-21,10.479999542236328
2022-07-22,10.5600004196167
2022-07-25,10.510000228881836
2022-07-26,10.510000228881836
2022-07-27,10.529999732971191
2022-07-28,10.600000381469727
2022-07-29,10.609999656677246
2022-08-01,10.65999984741211
2022-08-02,10.550000190734863
2022-08-03,10.59000015258789
2022-08-04,10.619999885559082
2022-08-05,10.510000228881836
2022-08-08,10.550000190734863
2022-08-09,10.529999732971191
2022-08-10,10.539999961853027
2022-08-11,10.489999771118164
2022-08-12,10.529999732971191
2022-08-15,10.5600004196167
2022-08-16,10.550000190734863
2022-08-17,10.489999771118164
2022-08-18,10.510000228881836
2022-08-19,10.4399995803833
2022-08-22,10.399999618530273
2022-08-23,10.369999885559082
2022-08-24,10.34000015258789
2022-08-25,10.390000343322754
2022-08-26,10.390000343322754
2022-08-29,10.34000015258789
2022-08-30,10.34000015258789
2022-08-31,10.3100004196167
2022-09-01,10.239999771118164
2022-09-02,10.279999732971191
2022-09-06,10.1899995803833
2022-09-07,10.25
2022-09-08,10.220000267028809
2022-09-09,10.220000267028809
2022-09-12,10.210000038146973
2022-09-13,10.15999984741211
2022-09-14,10.15999984741211
2022-09-15,10.140000343322754
2022-09-16,10.130000114440918
2022-09-19,10.109999656677246
2022-09-20,10.069999694824219
2022-09-21,10.109999656677246
2022-09-22,10.0
2022-09-23,9.960000038146973
2022-09-26,9.829999923706055
2022-09-27,9.779999732971191
2022-09-28,9.920000076293945
2022-09-29,9.869999885559082
2022-09-30,9.84000015258789
2022-10-03,9.920000076293945
2022-10-04,9.949999809265137
2022-10-05,9.890000343322754
2022-10-06,9.850000381469727
2022-10-07,9.8100004196167
2022-10-10,9.770000457763672
2022-10-11,9.770000457763672
2022-10-12,9.779999732971191
2022-10-13,9.729999542236328
2022-10-14,9.6899995803833
2022-10-17,9.699999809265137
2022-10-18,9.720000267028809
2022-10-19,9.649999618530273
2022-10-20,9.59000015258789
2022-10-21,9.59000015258789
2022-10-24,9.579999923706055
2022-10-25,9.649999618530273
2022-10-26,9.6899995803833
2022-10-27,9.739999771118164
2022-10-28,9.710000038146973
2022-10-31,9.680000305175781
2022-11-01,9.6899995803833
2022-11-02,9.680000305175781
2022-11-03,9.640000343322754
2022-11-04,9.640000343322754
2022-11-07,9.609999656677246
2022-11-08,9.65999984741211
2022-11-09,9.670000076293945
2022-11-10,9.859999656677246
2022-11-11,9.850000381469727
2022-11-14,9.850000381469727
2022-11-15,9.920000076293945
2022-11-16,9.979999542236328
2022-11-17,9.930000305175781
2022-11-18,9.90999984741211
2022-11-21,9.920000076293945
2022-11-22,9.970000267028809
2022-11-23,10.0
2022-11-25,10.0
2022-11-28,10.0
2022-11-29,9.960000038146973
2022-11-30,10.029999732971191
2022-12-01,10.130000114440918
2022-12-02,10.15999984741211
2022-12-05,10.09000015258789
2022-12-06,10.130000114440918
2022-12-07,10.210000038146973
2022-12-08,10.180000305175781
2022-12-09,10.119999885559082
2022-12-12,10.119999885559082
2022-12-13,10.199999809265137
2022-12-14,10.220000267028809
2022-12-15,10.229999542236328
2022-12-16,10.210000038146973
2022-12-19,10.149999618530273
2022-12-20,10.09000015258789
2022-12-21,10.100000381469727
2022-12-22,10.100000381469727
2022-12-23,10.0600004196167
2022-12-27,10.0
2022-12-28,9.949999809265137
2022-12-29,9.979999542236328
2022-12-30,9.970000267028809
2023-01-03,10.0
2023-01-04,10.050000190734863
2023-01-05,10.039999961853027
2023-01-06,10.140000343322754
2023-01-09,10.180000305175781
2023-01-10,10.140000343322754
2023-01-11,10.199999809265137
2023-01-12,10.279999732971191
2023-01-13,10.25
2023-01-17,10.239999771118164
2023-01-18,10.34000015258789
2023-01-19,10.319999694824219
2023-01-20,10.270000457763672
2023-01-23,10.25
2023-01-24,10.300000190734863
2023-01-25,10.289999961853027
2023-01-26,10.270000457763672
2023-01-27,10.270000457763672
2023-01-30,10.239999771118164
2023-01-31,10.279999732971191
2023-02-01,10.350000381469727
2023-02-02,10.359999656677246
2023-02-03,10.279999732971191
2023-02-06,10.210000038146973
2023-02-07,10.1899995803833
2023-02-08,10.210000038146973
2023-02-09,10.180000305175781
2023-02-10,10.140000343322754
2023-02-13,10.15999984741211
2023-02-14,10.119999885559082
2023-02-15,10.100000381469727
2023-02-16,10.069999694824219
2023-02-17,10.079999923706055
2023-02-21,10.0
2023-02-22,10.020000457763672
2023-02-23,10.050000190734863
2023-02-24,9.970000267028809
2023-02-27,9.989999771118164
2023-02-28,10.0
2023-03-01,9.9399995803833
2023-03-02,9.90999984741211
2023-03-03,9.979999542236328
2023-03-06,9.970000267028809
2023-03-07,9.960000038146973
2023-03-08,9.949999809265137
2023-03-09,9.989999771118164
2023-03-10,10.109999656677246
2023-03-13,10.170000076293945
2023-03-14,10.100000381469727
2023-03-15,10.170000076293945
2023-03-16,10.119999885559082
2023-03-17,10.210000038146973
2023-03-20,10.15999984741211
2023-03-21,10.130000114440918
2023-03-22,10.229999542236328
2023-03-23,10.260000228881836
2023-03-24,10.260000228881836
2023-03-27,10.140000343322754
2023-03-28,10.130000114440918
2023-03-29,10.130000114440918
2023-03-30,10.149999618530273
2023-03-31,10.199999809265137
2023-04-03,10.239999771118164
2023-04-04,10.289999961853027
2023-04-05,10.319999694824219
2023-04-06,10.3100004196167
2023-04-10,10.239999771118164
2023-04-11,10.239999771118164
2023-04-12,10.260000228881836
2023-04-13,10.25
2023-04-14,10.199999809265137
2023-04-17,10.15999984741211
2023-04-18,10.170000076293945
2023-04-19,10.15999984741211
2023-04-20,10.199999809265137
2023-04-21,10.180000305175781
2023-04-24,10.220000267028809
2023-04-25,10.270000457763672
2023-04-26,10.229999542236328
2023-04-27,10.180000305175781
2023-04-28,10.239999771118164
2023-05-01,10.140000343322754
2023-05-02,10.239999771118164
2023-05-03,10.279999732971191
2023-05-04,10.260000228881836
2023-05-05,10.229999542236328
2023-05-08,10.180000305175781
2023-05-09,10.170000076293945
2023-05-10,10.229999542236328
2023-05-11,10.260000228881836
2023-05-12,10.210000038146973
2023-05-15,10.1899995803833
2023-05-16,10.15999984741211
2023-05-17,10.140000343322754
2023-05-18,10.09000015258789
2023-05-19,10.069999694824219
2023-05-22,10.0600004196167
2023-05-23,10.069999694824219
2023-05-24,10.050000190734863
2023-05-25,9.979999542236328
2023-05-26,9.979999542236328
2023-05-30,10.069999694824219
2023-05-31,10.100000381469727
2023-06-01,10.130000114440918
2023-06-02,10.079999923706055
2023-06-05,10.079999923706055
2023-06-06,10.09000015258789
2023-06-07,10.039999961853027
2023-06-08,10.079999923706055
2023-06-09,10.0600004196167
2023-06-12,10.079999923706055
2023-06-13,10.039999961853027
2023-06-14,10.050000190734863
2023-06-15,10.100000381469727
