Date,RICAX
2022-02-28,47.4900016784668
2022-03-01,46.779998779296875
2022-03-02,47.56999969482422
2022-03-03,47.279998779296875
2022-03-04,46.939998626708984
2022-03-07,45.54999923706055
2022-03-08,45.27000045776367
2022-03-09,46.349998474121094
2022-03-10,46.27000045776367
2022-03-11,45.68000030517578
2022-03-14,45.38999938964844
2022-03-15,46.209999084472656
2022-03-16,47.11000061035156
2022-03-17,47.68000030517578
2022-03-18,48.16999816894531
2022-03-21,48.130001068115234
2022-03-22,48.619998931884766
2022-03-23,48.09000015258789
2022-03-24,48.70000076293945
2022-03-25,48.95000076293945
2022-03-28,49.09000015258789
2022-03-29,49.63999938964844
2022-03-30,49.470001220703125
2022-03-31,48.72999954223633
2022-04-01,49.0099983215332
2022-04-04,49.36000061035156
2022-04-05,48.779998779296875
2022-04-06,48.34000015258789
2022-04-07,48.5
2022-04-08,48.4900016784668
2022-04-11,47.7599983215332
2022-04-12,47.61000061035156
2022-04-13,48.130001068115234
2022-04-14,47.59000015258789
2022-04-18,47.59000015258789
2022-04-19,48.27000045776367
2022-04-20,47.9900016784668
2022-04-21,47.18000030517578
2022-04-22,46.02000045776367
2022-04-25,46.099998474121094
2022-04-26,44.869998931884766
2022-04-27,45.02000045776367
2022-04-28,46.040000915527344
2022-04-29,44.5099983215332
2022-05-02,44.77000045776367
2022-05-03,45.0099983215332
2022-05-04,46.20000076293945
2022-05-05,44.7599983215332
2022-05-06,44.5
2022-05-09,43.04999923706055
2022-05-10,43.16999816894531
2022-05-11,42.709999084472656
2022-05-12,42.70000076293945
2022-05-13,43.7400016784668
2022-05-16,43.72999954223633
2022-05-17,44.61000061035156
2022-05-18,43.130001068115234
2022-05-19,42.900001525878906
2022-05-20,42.959999084472656
2022-05-23,43.58000183105469
2022-05-24,43.34000015258789
2022-05-25,43.709999084472656
2022-05-26,44.43000030517578
2022-05-27,45.349998474121094
2022-05-31,45.130001068115234
2022-06-01,44.880001068115234
2022-06-02,45.599998474121094
2022-06-03,45.0
2022-06-06,45.150001525878906
2022-06-07,45.56999969482422
2022-06-08,45.06999969482422
2022-06-09,43.9900016784668
2022-06-10,42.83000183105469
2022-06-13,41.189998626708984
2022-06-14,40.959999084472656
2022-06-15,40.880001068115234
2022-06-16,39.529998779296875
2022-06-17,39.529998779296875
2022-06-21,40.310001373291016
2022-06-22,40.13999938964844
2022-06-23,40.380001068115234
2022-06-24,41.529998779296875
2022-06-27,41.4900016784668
2022-06-28,40.880001068115234
2022-06-29,40.81999969482422
2022-06-30,40.4900016784668
2022-07-01,40.83000183105469
2022-07-05,40.59000015258789
2022-07-06,40.650001525878906
2022-07-07,41.20000076293945
2022-07-08,41.13999938964844
2022-07-11,40.63999938964844
2022-07-12,40.279998779296875
2022-07-13,40.029998779296875
2022-07-14,39.7599983215332
2022-07-15,40.529998779296875
2022-07-18,40.33000183105469
2022-07-19,41.459999084472656
2022-07-20,41.58000183105469
2022-07-21,41.93000030517578
2022-07-22,41.5099983215332
2022-07-25,41.619998931884766
2022-07-26,41.22999954223633
2022-07-27,42.2400016784668
2022-07-28,42.540000915527344
2022-07-29,42.9900016784668
2022-08-01,42.880001068115234
2022-08-02,42.68000030517578
2022-08-03,43.27000045776367
2022-08-04,43.279998779296875
2022-08-05,43.29999923706055
2022-08-08,43.310001373291016
2022-08-09,43.150001525878906
2022-08-10,44.060001373291016
2022-08-11,44.119998931884766
2022-08-12,44.790000915527344
2022-08-15,44.88999938964844
2022-08-16,44.91999816894531
2022-08-17,44.54999923706055
2022-08-18,44.650001525878906
2022-08-19,44.119998931884766
2022-08-22,43.2400016784668
2022-08-23,43.15999984741211
2022-08-24,43.310001373291016
2022-08-25,43.97999954223633
2022-08-26,42.68000030517578
2022-08-29,42.439998626708984
2022-08-30,41.959999084472656
2022-08-31,41.77000045776367
2022-09-01,41.84000015258789
2022-09-02,41.5099983215332
2022-09-06,41.31999969482422
2022-09-07,41.93000030517578
2022-09-08,42.18000030517578
2022-09-09,42.869998931884766
2022-09-12,43.290000915527344
2022-09-13,41.540000915527344
2022-09-14,41.650001525878906
2022-09-15,41.22999954223633
2022-09-16,40.95000076293945
2022-09-19,41.189998626708984
2022-09-20,40.720001220703125
2022-09-21,40.099998474121094
2022-09-22,39.880001068115234
2022-09-23,39.060001373291016
2022-09-26,38.61000061035156
2022-09-27,38.47999954223633
2022-09-28,39.22999954223633
2022-09-29,38.54999923706055
2022-09-30,38.029998779296875
2022-10-03,39.08000183105469
2022-10-04,40.33000183105469
2022-10-05,40.279998779296875
2022-10-06,39.88999938964844
2022-10-07,39.02000045776367
2022-10-10,38.650001525878906
2022-10-11,38.36000061035156
2022-10-12,38.290000915527344
2022-10-13,39.16999816894531
2022-10-14,38.290000915527344
2022-10-17,39.20000076293945
2022-10-18,39.61000061035156
2022-10-19,39.43000030517578
2022-10-20,39.15999984741211
2022-10-21,40.029998779296875
2022-10-24,40.400001525878906
2022-10-25,40.93000030517578
2022-10-26,40.77000045776367
2022-10-27,40.470001220703125
2022-10-28,41.2599983215332
2022-10-31,41.0099983215332
2022-11-01,40.93000030517578
2022-11-02,40.02000045776367
