Date,VEMPX
2023-03-02,272.4599914550781
2023-03-03,276.6400146484375
2023-03-06,273.1499938964844
2023-03-07,270.0299987792969
2023-03-08,270.1000061035156
2023-03-09,262.3399963378906
2023-03-10,254.11000061035156
2023-03-13,251.10000610351562
2023-03-14,255.49000549316406
2023-03-15,251.47000122070312
2023-03-16,255.6199951171875
2023-03-17,249.9600067138672
2023-03-20,252.27000427246094
2023-03-21,257.7200012207031
2023-03-22,250.94000244140625
2023-03-23,249.41000366210938
2023-03-24,250.44000244140625
2023-03-27,252.72000122070312
2023-03-28,252.7100067138672
2023-03-29,256.45001220703125
2023-03-30,257.17999267578125
2023-03-31,262.55999755859375
2023-04-03,261.8500061035156
2023-04-04,257.95001220703125
2023-04-05,254.91000366210938
2023-04-06,255.22000122070312
2023-04-10,257.6199951171875
2023-04-11,259.45001220703125
2023-04-12,257.54998779296875
2023-04-13,260.510009765625
2023-04-14,258.8999938964844
2023-04-17,261.260009765625
2023-04-18,261.1000061035156
2023-04-19,261.3999938964844
2023-04-20,259.57000732421875
2023-04-21,259.6199951171875
2023-04-24,258.92999267578125
2023-04-25,252.5800018310547
2023-04-26,251.22000122070312
2023-04-27,254.6999969482422
2023-04-28,256.8500061035156
2023-05-01,257.010009765625
2023-05-02,252.3699951171875
2023-05-03,252.41000366210938
2023-05-04,249.86000061035156
2023-05-05,255.41000366210938
2023-05-08,255.85000610351562
2023-05-09,255.4199981689453
2023-05-10,256.6300048828125
2023-05-11,254.9499969482422
2023-05-12,254.07000732421875
2023-05-15,257.29998779296875
2023-05-16,253.1199951171875
2023-05-17,258.1400146484375
2023-05-18,260.8399963378906
2023-05-19,258.9800109863281
2023-05-22,261.8500061035156
2023-05-23,259.6499938964844
2023-05-24,257.2900085449219
2023-05-25,255.99000549316406
2023-05-26,259.75
2023-05-30,259.8599853515625
2023-05-31,258.04998779296875
2023-06-01,260.760009765625
2023-06-02,268.510009765625
2023-06-05,266.489990234375
2023-06-06,271.3999938964844
2023-06-07,273.2300109863281
2023-06-08,273.0799865722656
2023-06-09,271.6199951171875
2023-06-12,273.8800048828125
2023-06-13,277.3500061035156
2023-06-14,275.6400146484375
2023-06-15,279.0
2023-06-16,277.2799987792969
2023-06-20,275.4700012207031
2023-06-21,273.95001220703125
2023-06-22,272.6400146484375
2023-06-23,269.1300048828125
2023-06-26,269.75
2023-06-27,274.29998779296875
2023-06-28,274.6199951171875
2023-06-29,276.7200012207031
2023-06-30,278.54998779296875
2023-07-03,279.8500061035156
2023-07-05,277.4700012207031
2023-07-06,273.3699951171875
2023-07-07,276.05999755859375
2023-07-10,280.0899963378906
2023-07-11,284.1099853515625
2023-07-12,286.1700134277344
2023-07-13,289.5
2023-07-14,286.7099914550781
2023-07-17,289.5
2023-07-18,292.6199951171875
2023-07-19,293.8699951171875
2023-07-20,290.4700012207031
2023-07-21,289.8800048828125
2023-07-24,289.8900146484375
2023-07-25,290.3599853515625
2023-07-26,291.7200012207031
2023-07-27,287.9700012207031
2023-07-28,292.1499938964844
2023-07-31,295.010009765625
2023-08-01,293.82000732421875
2023-08-02,288.69000244140625
2023-08-03,287.8699951171875
2023-08-04,287.1700134277344
2023-08-07,288.2300109863281
2023-08-08,285.6099853515625
2023-08-09,283.0400085449219
2023-08-10,282.57000732421875
2023-08-11,282.260009765625
2023-08-14,282.6199951171875
2023-08-15,278.9700012207031
2023-08-16,276.0899963378906
2023-08-17,272.6700134277344
2023-08-18,273.9800109863281
2023-08-21,274.4200134277344
2023-08-22,273.4599914550781
2023-08-23,276.760009765625
2023-08-24,272.94000244140625
2023-08-25,274.2699890136719
2023-08-28,276.3699951171875
2023-08-29,280.9700012207031
2023-08-30,282.5299987792969
2023-08-31,283.04998779296875
2023-09-01,285.8999938964844
2023-09-05,281.70001220703125
2023-09-06,280.7200012207031
2023-09-07,278.8500061035156
2023-09-08,278.70001220703125
2023-09-11,279.9200134277344
2023-09-12,279.3900146484375
2023-09-13,277.3699951171875
2023-09-14,280.1700134277344
2023-09-15,277.4100036621094
2023-09-18,276.04998779296875
2023-09-19,275.0199890136719
2023-09-20,273.0299987792969
2023-09-21,267.6300048828125
2023-09-22,267.2200012207031
2023-09-25,268.1499938964844
2023-09-26,264.6700134277344
2023-09-27,266.1300048828125
2023-09-28,268.82000732421875
2023-09-29,268.3500061035156
2023-10-02,265.07000732421875
2023-10-03,259.7900085449219
2023-10-04,261.32000732421875
2023-10-05,261.0299987792969
2023-10-06,264.3599853515625
2023-10-09,266.0400085449219
2023-10-10,268.9700012207031
2023-10-11,269.3599853515625
2023-10-12,264.1400146484375
2023-10-13,261.6300048828125
2023-10-16,266.0400085449219
2023-10-17,268.3800048828125
2023-10-18,262.2900085449219
2023-10-19,258.4599914550781
2023-10-20,255.02999877929688
2023-10-23,253.00999450683594
2023-10-24,255.27000427246094
2023-10-25,249.8300018310547
2023-10-26,249.92999267578125
2023-10-27,247.2899932861328
2023-10-30,249.24000549316406
2023-10-31,251.57000732421875
2023-11-01,252.88999938964844
2023-11-02,258.989990234375
2023-11-03,265.44000244140625
2023-11-06,262.4200134277344
2023-11-07,263.5799865722656
2023-11-08,261.9800109863281
2023-11-09,258.4700012207031
2023-11-10,261.45001220703125
2023-11-13,261.45001220703125
2023-11-14,272.8699951171875
2023-11-15,273.80999755859375
2023-11-16,270.75
2023-11-17,273.55999755859375
2023-11-20,275.3999938964844
2023-11-21,272.9700012207031
2023-11-22,274.67999267578125
2023-11-24,276.7900085449219
2023-11-27,276.3699951171875
2023-11-28,275.92999267578125
2023-11-29,278.45001220703125
2023-11-30,279.760009765625
2023-12-01,286.8299865722656
2023-12-04,288.4700012207031
2023-12-05,285.1099853515625
2023-12-06,284.5299987792969
2023-12-07,286.6000061035156
2023-12-08,288.57000732421875
2023-12-11,289.8299865722656
2023-12-12,289.9700012207031
2023-12-13,297.95001220703125
2023-12-14,305.1700134277344
2023-12-15,303.2900085449219
2023-12-18,303.5299987792969
2023-12-19,306.8999938964844
2023-12-20,301.0799865722656
2023-12-21,306.010009765625
2023-12-22,307.8299865722656
2023-12-26,310.7799987792969
2023-12-27,311.69000244140625
2023-12-28,311.4800109863281
2023-12-29,311.4800109863281
2024-01-02,304.2300109863281
2024-01-03,296.79998779296875
2024-01-04,296.739990234375
2024-01-05,297.05999755859375
2024-01-08,302.739990234375
2024-01-09,300.9700012207031
2024-01-10,301.69000244140625
2024-01-11,300.3999938964844
2024-01-12,299.5899963378906
2024-01-16,297.0799865722656
2024-01-17,294.8399963378906
2024-01-18,296.7799987792969
2024-01-19,300.2300109863281
2024-01-22,304.82000732421875
2024-01-23,304.0199890136719
2024-01-24,301.8399963378906
2024-01-25,303.2699890136719
2024-01-26,303.8599853515625
2024-01-29,308.79998779296875
2024-01-30,306.9200134277344
2024-01-31,300.3299865722656
2024-02-01,304.1499938964844
2024-02-02,304.489990234375
2024-02-05,300.5799865722656
2024-02-06,303.2699890136719
2024-02-07,304.3399963378906
2024-02-08,308.2699890136719
2024-02-09,311.82000732421875
2024-02-12,314.8299865722656
2024-02-13,305.6400146484375
2024-02-14,312.30999755859375
2024-02-15,317.19000244140625
2024-02-16,314.32000732421875
2024-02-20,310.6199951171875
2024-02-21,308.8399963378906
2024-02-22,312.989990234375
2024-02-23,313.7900085449219
2024-02-26,314.989990234375
2024-02-27,317.7799987792969
2024-02-28,316.5400085449219
2024-02-29,318.489990234375
2024-03-01,321.07000732421875
2024-03-04,321.0799865722656
2024-03-05,317.17999267578125
2024-03-06,319.94000244140625
2024-03-07,322.80999755859375
2024-03-08,321.5299987792969
2024-03-11,319.6199951171875
2024-03-12,320.5400085449219
2024-03-13,321.260009765625
2024-03-14,316.5
2024-03-15,316.2799987792969
2024-03-18,315.67999267578125
2024-03-19,317.5299987792969
2024-03-20,323.1099853515625
2024-03-21,326.239990234375
2024-03-22,322.2900085449219
2024-03-25,322.510009765625
2024-03-26,322.5199890136719
2024-03-27,327.2699890136719
2024-03-28,328.239990234375
2024-04-01,325.4700012207031
2024-04-02,320.67999267578125
2024-04-03,322.0799865722656
2024-04-04,318.6499938964844
2024-04-05,321.44000244140625
2024-04-08,322.9800109863281
2024-04-09,323.7099914550781
2024-04-10,317.44000244140625
2024-04-11,318.989990234375
2024-04-12,312.8599853515625
2024-04-15,307.67999267578125
2024-04-16,306.42999267578125
2024-04-17,303.69000244140625
2024-04-18,303.0799865722656
2024-04-19,302.8800048828125
2024-04-22,305.95001220703125
2024-04-23,311.45001220703125
2024-04-24,310.8800048828125
2024-04-25,309.2900085449219
2024-04-26,311.7099914550781
2024-04-29,313.2900085449219
2024-04-30,307.010009765625
2024-05-01,308.1199951171875
2024-05-02,312.9200134277344
2024-05-03,315.42999267578125
2024-05-06,319.9700012207031
2024-05-07,319.25
2024-05-08,317.8800048828125
2024-05-09,320.5899963378906
2024-05-10,319.5400085449219
2024-05-13,319.69000244140625
2024-05-14,322.9700012207031
2024-05-15,326.6099853515625
2024-05-16,324.42999267578125
2024-05-17,324.7099914550781
2024-05-20,325.7099914550781
2024-05-21,324.6499938964844
2024-05-22,322.55999755859375
2024-05-23,317.7799987792969
2024-05-24,320.5199890136719
2024-05-28,319.04998779296875
2024-05-29,315.42999267578125
2024-05-30,316.4700012207031
2024-05-31,317.3399963378906
2024-06-03,315.75
2024-06-04,312.4100036621094
2024-06-05,316.9599914550781
2024-06-06,315.6199951171875
2024-06-07,312.79998779296875
2024-06-10,314.45001220703125
2024-06-11,313.739990234375
2024-06-12,318.32000732421875
2024-06-13,315.29998779296875
2024-06-14,311.6499938964844
2024-06-17,313.8699951171875
2024-06-18,314.3500061035156
2024-06-20,313.3299865722656
2024-06-21,314.1000061035156
2024-06-24,315.3299865722656
2024-06-25,313.8599853515625
2024-06-26,313.44000244140625
2024-06-27,315.69000244140625
2024-06-28,315.9800109863281
2024-07-01,314.010009765625
2024-07-02,314.7799987792969
2024-07-03,315.6000061035156
2024-07-05,314.5299987792969
2024-07-08,315.6099853515625
2024-07-09,313.8399963378906
2024-07-10,316.57000732421875
2024-07-11,323.9700012207031
2024-07-12,327.260009765625
2024-07-15,331.0799865722656
2024-07-16,339.760009765625
2024-07-17,334.25
2024-07-18,329.3299865722656
2024-07-19,328.19000244140625
2024-07-22,332.7300109863281
2024-07-23,334.3399963378906
2024-07-24,325.9599914550781
2024-07-25,329.45001220703125
2024-07-26,334.6300048828125
2024-07-29,333.0
2024-07-30,333.1000061035156
2024-07-31,335.5299987792969
2024-08-01,326.9200134277344
2024-08-02,316.29998779296875
2024-08-05,307.0
2024-08-06,310.5199890136719
2024-08-07,306.989990234375
2024-08-08,315.2099914550781
2024-08-09,315.5899963378906
2024-08-12,313.1400146484375
2024-08-13,318.70001220703125
2024-08-14,318.4700012207031
2024-08-15,325.5299987792969
2024-08-16,326.30999755859375
2024-08-19,329.9200134277344
2024-08-20,326.7200012207031
2024-08-21,331.17999267578125
2024-08-22,327.9700012207031
2024-08-23,336.3699951171875
2024-08-26,335.5
2024-08-27,334.30999755859375
2024-08-28,331.79998779296875
2024-08-29,333.80999755859375
2024-08-30,336.3500061035156
2024-09-03,326.7200012207031
2024-09-04,325.7200012207031
2024-09-05,324.0299987792969
2024-09-06,318.54998779296875
2024-09-09,320.510009765625
2024-09-10,320.55999755859375
2024-09-11,322.760009765625
2024-09-12,325.94000244140625
2024-09-13,331.9800109863281
2024-09-16,333.8500061035156
2024-09-17,335.5799865722656
2024-09-18,335.69000244140625
2024-09-19,342.4800109863281
2024-09-20,340.0199890136719
2024-09-23,340.2300109863281
2024-09-24,340.8800048828125
2024-09-25,337.760009765625
2024-09-26,340.1400146484375
2024-09-27,340.260009765625
2024-09-30,340.6300048828125
2024-10-01,336.6400146484375
2024-10-02,336.8299865722656
2024-10-03,335.42999267578125
2024-10-04,340.2799987792969
2024-10-07,337.3599853515625
2024-10-08,338.2699890136719
2024-10-09,340.3500061035156
2024-10-10,339.7300109863281
2024-10-11,345.6400146484375
2024-10-14,347.8599853515625
2024-10-15,347.32000732421875
2024-10-16,351.05999755859375
2024-10-17,350.8999938964844
2024-10-18,351.5799865722656
2024-10-21,347.5799865722656
2024-10-22,345.9200134277344
2024-10-23,343.2099914550781
2024-10-24,344.6700134277344
2024-10-25,343.1700134277344
2024-10-28,347.5199890136719
2024-10-29,347.8500061035156
2024-10-30,347.70001220703125
2024-10-31,342.70001220703125
2024-11-01,344.07000732421875
2024-11-04,344.489990234375
2024-11-05,350.5
2024-11-06,367.0199890136719
2024-11-07,368.3299865722656
2024-11-08,370.8800048828125
2024-11-11,376.79998779296875
2024-11-12,372.82000732421875
2024-11-13,370.29998779296875
2024-11-14,366.05999755859375
2024-11-15,361.3399963378906
2024-11-18,363.17999267578125
2024-11-19,366.6300048828125
2024-11-20,368.1199951171875
2024-11-21,374.3900146484375
