Date,VEMPX
2022-02-28,307.69000244140625
2022-03-01,302.1400146484375
2022-03-02,308.44000244140625
2022-03-03,302.29998779296875
2022-03-04,295.9200134277344
2022-03-07,285.239990234375
2022-03-08,286.7300109863281
2022-03-09,296.2799987792969
2022-03-10,294.9100036621094
2022-03-11,289.1099853515625
2022-03-14,282.9700012207031
2022-03-15,287.9200134277344
2022-03-16,298.67999267578125
2022-03-17,304.5199890136719
2022-03-18,309.6400146484375
2022-03-21,307.010009765625
2022-03-22,311.3399963378906
2022-03-23,306.4599914550781
2022-03-24,310.3800048828125
2022-03-25,309.5199890136719
2022-03-28,311.1600036621094
2022-03-29,319.739990234375
2022-03-30,314.1400146484375
2022-03-31,310.0299987792969
2022-04-01,312.8599853515625
2022-04-04,315.2099914550781
2022-04-05,307.5
2022-04-06,301.8900146484375
2022-04-07,301.0
2022-04-08,298.9100036621094
2022-04-11,296.989990234375
2022-04-12,296.82000732421875
2022-04-13,303.3999938964844
2022-04-14,299.70001220703125
2022-04-18,296.7900085449219
2022-04-19,304.1499938964844
2022-04-20,303.2300109863281
2022-04-21,295.1499938964844
2022-04-22,287.7699890136719
2022-04-25,290.8599853515625
2022-04-26,280.989990234375
2022-04-27,280.32000732421875
2022-04-28,286.1199951171875
2022-04-29,277.25
2022-05-02,280.510009765625
2022-05-03,281.54998779296875
2022-05-04,288.9599914550781
2022-05-05,276.0400085449219
2022-05-06,270.0299987792969
2022-05-09,256.3699951171875
2022-05-10,256.1000061035156
2022-05-11,249.41000366210938
2022-05-12,252.94000244140625
2022-05-13,263.30999755859375
2022-05-16,260.05999755859375
2022-05-17,267.57000732421875
2022-05-18,257.3500061035156
2022-05-19,259.1199951171875
2022-05-20,258.79998779296875
2022-05-23,261.29998779296875
2022-05-24,255.05999755859375
2022-05-25,260.79998779296875
2022-05-26,267.30999755859375
2022-05-27,275.0
2022-05-31,271.05999755859375
2022-06-01,268.95001220703125
2022-06-02,276.9800109863281
2022-06-03,273.30999755859375
2022-06-06,274.2900085449219
2022-06-07,278.2900085449219
2022-06-08,274.8800048828125
2022-06-09,267.8999938964844
2022-06-10,259.260009765625
2022-06-13,245.47999572753906
2022-06-14,244.6999969482422
2022-06-15,249.1300048828125
2022-06-16,236.9600067138672
2022-06-17,240.72999572753906
2022-06-21,244.60000610351562
2022-06-22,243.80999755859375
2022-06-23,247.99000549316406
2022-06-24,256.5400085449219
2022-06-27,256.25
2022-06-28,251.05999755859375
2022-06-29,248.5500030517578
2022-06-30,245.47999572753906
2022-07-01,249.0800018310547
2022-07-05,251.92999267578125
2022-07-06,249.8300018310547
2022-07-07,256.20001220703125
2022-07-08,255.52000427246094
2022-07-11,250.61000061035156
2022-07-12,249.25
2022-07-13,248.72000122070312
2022-07-14,245.44000244140625
2022-07-15,250.82000732421875
2022-07-18,250.52000427246094
2022-07-19,258.6199951171875
2022-07-20,263.55999755859375
2022-07-21,265.42999267578125
2022-07-22,260.6199951171875
2022-07-25,261.2200012207031
2022-07-26,257.57000732421875
2022-07-27,264.2900085449219
2022-07-28,268.1000061035156
2022-07-29,270.7300109863281
2022-08-01,270.79998779296875
2022-08-02,270.95001220703125
2022-08-03,275.5199890136719
2022-08-04,275.1199951171875
2022-08-05,277.1400146484375
2022-08-08,279.3599853515625
2022-08-09,274.9200134277344
2022-08-10,284.1000061035156
2022-08-11,284.1600036621094
2022-08-12,289.42999267578125
2022-08-15,290.1499938964844
2022-08-16,290.3599853515625
2022-08-17,285.239990234375
2022-08-18,286.55999755859375
2022-08-19,280.2200012207031
2022-08-22,274.07000732421875
2022-08-23,274.3800048828125
2022-08-24,276.7799987792969
2022-08-25,281.79998779296875
2022-08-26,272.5199890136719
2022-08-29,270.010009765625
2022-08-30,266.67999267578125
2022-08-31,265.05999755859375
2022-09-01,261.80999755859375
2022-09-02,260.25
2022-09-06,258.1499938964844
2022-09-07,264.1099853515625
2022-09-08,267.2300109863281
2022-09-09,273.0
2022-09-12,276.1499938964844
2022-09-13,265.2200012207031
2022-09-14,266.1600036621094
2022-09-15,264.29998779296875
2022-09-16,259.6099853515625
2022-09-19,261.6000061035156
2022-09-20,257.2300109863281
2022-09-21,253.27999877929688
2022-09-22,246.00999450683594
2022-09-23,240.50999450683594
2022-09-26,236.63999938964844
2022-09-27,237.8300018310547
2022-09-28,245.05999755859375
2022-09-29,239.39999389648438
2022-09-30,237.9499969482422
2022-10-03,244.1199951171875
2022-10-04,254.60000610351562
2022-10-05,253.3000030517578
2022-10-06,251.97999572753906
2022-10-07,243.9199981689453
2022-10-10,241.25999450683594
2022-10-11,240.1300048828125
2022-10-12,239.6999969482422
2022-10-13,243.9199981689453
2022-10-14,237.17999267578125
2022-10-17,245.0500030517578
2022-10-18,248.55999755859375
2022-10-19,243.7899932861328
2022-10-20,241.52000427246094
2022-10-21,246.10000610351562
2022-10-24,246.8000030517578
2022-10-25,254.1699981689453
2022-10-26,254.17999267578125
2022-10-27,254.4199981689453
2022-10-28,259.0400085449219
2022-10-31,258.32000732421875
2022-11-01,259.17999267578125
2022-11-02,250.50999450683594
2022-11-03,249.00999450683594
2022-11-04,250.6300048828125
2022-11-07,252.17999267578125
2022-11-08,253.02000427246094
2022-11-09,246.1300048828125
2022-11-10,263.05999755859375
2022-11-11,266.9800109863281
2022-11-14,263.2099914550781
2022-11-15,267.8900146484375
2022-11-16,262.2300109863281
2022-11-17,259.5299987792969
2022-11-18,260.55999755859375
2022-11-21,258.5299987792969
2022-11-22,261.95001220703125
2022-11-23,263.489990234375
2022-11-25,264.2099914550781
2022-11-28,259.1199951171875
2022-11-29,259.6199951171875
2022-11-30,267.6000061035156
2022-12-01,267.989990234375
2022-12-02,268.4200134277344
2022-12-05,260.510009765625
2022-12-06,256.3399963378906
2022-12-07,255.64999389648438
2022-12-08,258.0299987792969
2022-12-09,255.47999572753906
2022-12-12,259.25
2022-12-13,261.5
2022-12-14,260.30999755859375
2022-12-15,253.3800048828125
2022-12-16,250.97000122070312
2022-12-19,246.99000549316406
2022-12-20,248.22999572753906
2022-12-21,251.02999877929688
2022-12-22,247.4199981689453
2022-12-23,248.27000427246094
2022-12-27,246.67999267578125
2022-12-28,243.1300048828125
2022-12-29,249.35000610351562
2022-12-30,248.85000610351562
2023-01-03,247.2899932861328
2023-01-04,250.99000549316406
2023-01-05,247.61000061035156
2023-01-06,252.80999755859375
2023-01-09,254.00999450683594
2023-01-10,257.1600036621094
2023-01-11,261.1400146484375
2023-01-12,264.489990234375
2023-01-13,266.0899963378906
2023-01-17,266.45001220703125
2023-01-18,262.6499938964844
2023-01-19,259.489990234375
2023-01-20,265.1099853515625
2023-01-23,269.3699951171875
2023-01-24,268.0400085449219
2023-01-25,268.489990234375
2023-01-26,271.32000732421875
2023-01-27,273.5799865722656
2023-01-30,269.3699951171875
2023-01-31,275.7699890136719
2023-02-01,280.6600036621094
2023-02-02,286.5799865722656
2023-02-03,282.8999938964844
2023-02-06,279.4200134277344
2023-02-07,282.2900085449219
2023-02-08,278.8599853515625
2023-02-09,274.9200134277344
2023-02-10,274.2300109863281
2023-02-13,277.4599914550781
2023-02-14,278.8399963378906
2023-02-15,283.1199951171875
2023-02-16,279.739990234375
2023-02-17,278.489990234375
2023-02-21,270.7799987792969
2023-02-22,271.94000244140625
2023-02-23,273.2300109863281
2023-02-24,270.3399963378906
2023-02-27,271.20001220703125
2023-02-28,271.25
2023-03-01,271.1600036621094
