Date,RNWCX
2022-02-28,75.66000366210938
2022-03-01,74.55999755859375
2022-03-02,75.12000274658203
2022-03-03,73.9800033569336
2022-03-04,72.06999969482422
2022-03-07,69.33000183105469
2022-03-08,69.38999938964844
2022-03-09,71.6500015258789
2022-03-10,71.2300033569336
2022-03-11,70.08999633789062
2022-03-14,68.98999786376953
2022-03-15,69.18000030517578
2022-03-16,72.44000244140625
2022-03-17,73.9000015258789
2022-03-18,74.87000274658203
2022-03-21,74.26000213623047
2022-03-22,75.20999908447266
2022-03-23,74.70999908447266
2022-03-24,75.52999877929688
2022-03-25,74.95999908447266
2022-03-28,75.29000091552734
2022-03-29,76.73999786376953
2022-03-30,76.7300033569336
2022-03-31,75.7300033569336
2022-04-01,76.56999969482422
2022-04-04,77.62999725341797
2022-04-05,76.25
2022-04-06,74.95999908447266
2022-04-07,74.76000213623047
2022-04-08,74.5199966430664
2022-04-11,73.22000122070312
2022-04-12,72.9800033569336
2022-04-13,73.76000213623047
2022-04-14,73.23999786376953
2022-04-18,73.05000305175781
2022-04-19,73.2699966430664
2022-04-20,73.12000274658203
2022-04-21,71.93000030517578
2022-04-22,70.48999786376953
2022-04-25,70.16000366210938
2022-04-26,68.36000061035156
2022-04-27,68.91999816894531
2022-04-28,70.16999816894531
2022-04-29,69.1500015258789
2022-05-02,69.2300033569336
2022-05-03,69.5
2022-05-04,70.43000030517578
2022-05-05,68.18000030517578
2022-05-06,67.0
2022-05-09,64.61000061035156
2022-05-10,65.05999755859375
2022-05-11,64.66000366210938
2022-05-12,64.54000091552734
2022-05-13,66.31999969482422
2022-05-16,66.22000122070312
2022-05-17,67.77999877929688
2022-05-18,66.1500015258789
2022-05-19,66.48999786376953
2022-05-20,67.18000030517578
2022-05-23,67.87000274658203
2022-05-24,66.94000244140625
2022-05-25,67.08000183105469
2022-05-26,68.06999969482422
2022-05-27,69.47000122070312
2022-05-31,69.68000030517578
2022-06-01,68.94000244140625
2022-06-02,70.41999816894531
2022-06-03,69.54000091552734
2022-06-06,69.88999938964844
2022-06-07,70.20999908447266
2022-06-08,69.69999694824219
2022-06-09,68.12999725341797
2022-06-10,66.66000366210938
2022-06-13,64.19999694824219
2022-06-14,64.1500015258789
2022-06-15,65.16000366210938
2022-06-16,63.13999938964844
2022-06-17,63.4900016784668
2022-06-21,64.66000366210938
2022-06-22,63.970001220703125
2022-06-23,64.1500015258789
2022-06-24,65.95999908447266
2022-06-27,65.88999938964844
2022-06-28,65.12999725341797
2022-06-29,64.87000274658203
2022-06-30,64.41000366210938
2022-07-01,64.5
2022-07-05,64.29000091552734
2022-07-06,64.1500015258789
2022-07-07,65.23999786376953
2022-07-08,65.18000030517578
2022-07-11,63.970001220703125
2022-07-12,63.529998779296875
2022-07-13,63.4900016784668
2022-07-14,63.13999938964844
2022-07-15,63.79999923706055
2022-07-18,63.79999923706055
2022-07-19,65.0999984741211
2022-07-20,65.16000366210938
2022-07-21,65.72000122070312
2022-07-22,65.08000183105469
2022-07-25,65.19999694824219
2022-07-26,64.69000244140625
2022-07-27,66.0199966430664
2022-07-28,66.69000244140625
2022-07-29,67.12999725341797
2022-08-01,67.02999877929688
2022-08-02,66.5
2022-08-03,67.0
2022-08-04,67.56999969482422
2022-08-05,67.5999984741211
2022-08-08,67.80000305175781
2022-08-09,67.30000305175781
2022-08-10,68.37000274658203
2022-08-11,68.55000305175781
2022-08-12,69.4000015258789
2022-08-15,69.36000061035156
2022-08-16,69.13999938964844
2022-08-17,68.72000122070312
2022-08-18,68.7699966430664
2022-08-19,67.75
2022-08-22,66.61000061035156
2022-08-23,66.94000244140625
2022-08-24,67.06999969482422
2022-08-25,67.9800033569336
2022-08-26,66.58000183105469
2022-08-29,66.16999816894531
2022-08-30,65.62999725341797
2022-08-31,65.33000183105469
2022-09-01,64.9000015258789
2022-09-02,64.58000183105469
2022-09-06,64.30000305175781
2022-09-07,64.9000015258789
2022-09-08,65.16999816894531
2022-09-09,66.43000030517578
2022-09-12,67.1500015258789
2022-09-13,64.98999786376953
2022-09-14,65.19000244140625
2022-09-15,64.4800033569336
2022-09-16,63.810001373291016
2022-09-19,64.2699966430664
2022-09-20,63.79999923706055
2022-09-21,62.849998474121094
2022-09-22,62.25
2022-09-23,60.970001220703125
2022-09-26,60.27000045776367
2022-09-27,60.2599983215332
2022-09-28,61.060001373291016
2022-09-29,59.939998626708984
2022-09-30,59.880001068115234
2022-10-03,61.150001525878906
2022-10-04,62.97999954223633
2022-10-05,63.040000915527344
2022-10-06,62.470001220703125
2022-10-07,61.22999954223633
2022-10-10,60.58000183105469
2022-10-11,59.83000183105469
2022-10-12,59.79999923706055
2022-10-13,60.43000030517578
2022-10-14,59.4900016784668
2022-10-17,60.83000183105469
2022-10-18,61.209999084472656
2022-10-19,60.5099983215332
2022-10-20,60.279998779296875
2022-10-21,61.290000915527344
2022-10-24,60.560001373291016
2022-10-25,61.290000915527344
2022-10-26,61.4900016784668
2022-10-27,61.04999923706055
2022-10-28,61.529998779296875
2022-10-31,61.33000183105469
2022-11-01,62.029998779296875
2022-11-02,61.349998474121094
2022-11-03,60.9900016784668
2022-11-04,62.84000015258789
2022-11-07,63.2400016784668
2022-11-08,63.619998931884766
2022-11-09,62.68000030517578
2022-11-10,64.75
2022-11-11,66.0999984741211
2022-11-14,65.86000061035156
2022-11-15,66.69999694824219
2022-11-16,65.9800033569336
2022-11-17,65.66999816894531
2022-11-18,65.72000122070312
2022-11-21,65.29000091552734
2022-11-22,65.75
2022-11-23,66.05000305175781
2022-11-25,66.0999984741211
2022-11-28,65.27999877929688
2022-11-29,65.87999725341797
2022-11-30,67.79000091552734
2022-12-01,67.7699966430664
2022-12-02,67.86000061035156
2022-12-05,67.0999984741211
2022-12-06,66.5999984741211
2022-12-07,66.37000274658203
2022-12-08,67.0
2022-12-09,66.86000061035156
2022-12-12,67.0199966430664
2022-12-13,67.38999938964844
2022-12-14,67.55000305175781
2022-12-15,65.58999633789062
2022-12-16,65.12999725341797
2022-12-19,64.86000061035156
2022-12-20,64.98999786376953
2022-12-21,65.66000366210938
2022-12-22,65.05000305175781
2022-12-23,65.23999786376953
2022-12-27,65.30999755859375
2022-12-28,64.79000091552734
2022-12-29,65.77999877929688
2022-12-30,65.36000061035156
2023-01-03,65.33999633789062
2023-01-04,66.12000274658203
2023-01-05,65.98999786376953
2023-01-06,67.05999755859375
2023-01-09,67.69999694824219
2023-01-10,68.0
2023-01-11,68.6500015258789
2023-01-12,69.0
2023-01-13,69.62000274658203
2023-01-17,69.52999877929688
2023-01-18,69.27999877929688
2023-01-19,69.0999984741211
2023-01-20,69.88999938964844
2023-01-23,70.37999725341797
2023-01-24,70.29000091552734
2023-01-25,70.43000030517578
2023-01-26,70.93000030517578
2023-01-27,70.69999694824219
2023-01-30,69.94000244140625
2023-01-31,70.30000305175781
2023-02-01,71.04000091552734
2023-02-02,71.25
2023-02-03,70.55999755859375
2023-02-06,69.62999725341797
2023-02-07,70.12999725341797
2023-02-08,69.8499984741211
2023-02-09,69.76000213623047
2023-02-10,69.37999725341797
2023-02-13,69.98999786376953
2023-02-14,70.0999984741211
2023-02-15,70.0199966430664
2023-02-16,69.66000366210938
2023-02-17,69.18000030517578
2023-02-21,68.41000366210938
2023-02-22,68.05000305175781
2023-02-23,68.26000213623047
2023-02-24,67.30000305175781
2023-02-27,67.62000274658203
2023-02-28,67.55999755859375
2023-03-01,68.1500015258789
2023-03-02,68.3499984741211
2023-03-03,69.19999694824219
2023-03-06,69.06999969482422
2023-03-07,68.26000213623047
2023-03-08,68.31999969482422
2023-03-09,67.48999786376953
2023-03-10,66.66999816894531
2023-03-13,66.41999816894531
2023-03-14,67.12999725341797
2023-03-15,65.87999725341797
2023-03-16,66.73999786376953
2023-03-17,66.33999633789062
2023-03-20,66.58000183105469
2023-03-21,67.44999694824219
2023-03-22,67.19999694824219
2023-03-23,67.63999938964844
2023-03-24,67.41999816894531
2023-03-27,67.58999633789062
2023-03-28,67.73999786376953
2023-03-29,68.62999725341797
2023-03-30,69.18000030517578
2023-03-31,69.61000061035156
2023-04-03,69.76000213623047
2023-04-04,69.58999633789062
2023-04-05,69.16999816894531
2023-04-06,69.3499984741211
2023-04-10,69.43000030517578
2023-04-11,69.91000366210938
2023-04-12,69.94999694824219
2023-04-13,70.94999694824219
2023-04-14,70.87000274658203
2023-04-17,70.88999938964844
2023-04-18,70.97000122070312
2023-04-19,70.4800033569336
2023-04-20,70.33000183105469
2023-04-21,70.26000213623047
2023-04-24,70.26000213623047
2023-04-25,69.13999938964844
2023-04-26,69.20999908447266
2023-04-27,70.06999969482422
2023-04-28,70.4800033569336
2023-05-01,70.41999816894531
2023-05-02,69.79000091552734
2023-05-03,69.87999725341797
2023-05-04,69.75
2023-05-05,70.55999755859375
2023-05-08,70.7699966430664
2023-05-09,70.36000061035156
2023-05-10,70.4800033569336
2023-05-11,70.29000091552734
2023-05-12,70.06999969482422
2023-05-15,70.7699966430664
2023-05-16,70.25
2023-05-17,70.45999908447266
2023-05-18,70.4800033569336
2023-05-19,70.55999755859375
2023-05-22,70.87999725341797
2023-05-23,69.98999786376953
2023-05-24,69.41999816894531
2023-05-25,69.55000305175781
2023-05-26,70.4800033569336
2023-05-30,69.70999908447266
2023-05-31,69.18000030517578
2023-06-01,69.98999786376953
2023-06-02,71.01000213623047
2023-06-05,70.7699966430664
2023-06-06,71.23999786376953
2023-06-07,71.02999877929688
2023-06-08,71.37999725341797
2023-06-09,71.43000030517578
2023-06-12,71.98999786376953
2023-06-13,72.51000213623047
2023-06-14,72.77999877929688
2023-06-15,73.58999633789062
2023-06-16,73.55999755859375
2023-06-20,72.77999877929688
2023-06-21,72.56999969482422
2023-06-22,72.44000244140625
2023-06-23,71.73999786376953
2023-06-26,71.51000213623047
2023-06-27,72.19000244140625
2023-06-28,72.12999725341797
2023-06-29,72.18000030517578
2023-06-30,72.94000244140625
2023-07-03,73.0999984741211
2023-07-05,72.95999908447266
2023-07-06,71.7699966430664
2023-07-07,71.91000366210938
2023-07-10,72.0999984741211
2023-07-11,72.80000305175781
2023-07-12,73.63999938964844
2023-07-13,74.69999694824219
2023-07-14,74.54000091552734
2023-07-17,74.54000091552734
2023-07-18,74.66000366210938
2023-07-19,74.62000274658203
2023-07-20,74.30999755859375
2023-07-21,74.37000274658203
2023-07-24,74.33999633789062
2023-07-25,74.87000274658203
2023-07-26,74.83999633789062
2023-07-27,74.55999755859375
2023-07-28,75.54000091552734
2023-07-31,75.5999984741211
2023-08-01,75.01000213623047
2023-08-02,73.6500015258789
2023-08-03,73.58000183105469
2023-08-04,73.55000305175781
2023-08-07,73.94000244140625
2023-08-08,73.72000122070312
2023-08-09,73.58000183105469
2023-08-10,73.5999984741211
2023-08-11,72.95999908447266
2023-08-14,72.75
2023-08-15,71.93000030517578
2023-08-16,71.55999755859375
2023-08-17,71.04000091552734
2023-08-18,70.87000274658203
2023-08-21,71.1500015258789
2023-08-22,71.30999755859375
2023-08-23,72.11000061035156
2023-08-24,71.33999633789062
2023-08-25,71.36000061035156
2023-08-28,71.83000183105469
2023-08-29,72.9800033569336
2023-08-30,72.91000366210938
2023-08-31,72.47000122070312
2023-09-01,72.75
2023-09-05,72.25
2023-09-06,71.83999633789062
2023-09-07,71.48999786376953
2023-09-08,71.56999969482422
2023-09-11,72.16999816894531
2023-09-12,71.88999938964844
2023-09-13,71.77999877929688
2023-09-14,72.12999725341797
2023-09-15,71.81999969482422
2023-09-18,71.58000183105469
2023-09-19,71.30000305175781
