Date,JLGRX
2022-02-28,55.7599983215332
2022-03-01,54.86000061035156
2022-03-02,55.97999954223633
2022-03-03,55.470001220703125
2022-03-04,54.709999084472656
2022-03-07,52.68000030517578
2022-03-08,52.4900016784668
2022-03-09,54.2599983215332
2022-03-10,53.880001068115234
2022-03-11,53.209999084472656
2022-03-14,52.59000015258789
2022-03-15,53.849998474121094
2022-03-16,55.33000183105469
2022-03-17,55.9900016784668
2022-03-18,56.810001373291016
2022-03-21,56.68000030517578
2022-03-22,57.5
2022-03-23,56.849998474121094
2022-03-24,57.7599983215332
2022-03-25,57.7599983215332
2022-03-28,58.33000183105469
2022-03-29,59.04999923706055
2022-03-30,58.38999938964844
2022-03-31,57.5
2022-04-01,57.560001373291016
2022-04-04,58.220001220703125
2022-04-05,57.27000045776367
2022-04-06,56.41999816894531
2022-04-07,56.630001068115234
2022-04-08,56.369998931884766
2022-04-11,55.290000915527344
2022-04-12,55.13999938964844
2022-04-13,55.83000183105469
2022-04-14,55.04999923706055
2022-04-18,54.91999816894531
2022-04-19,55.810001373291016
2022-04-20,55.81999969482422
2022-04-21,54.779998779296875
2022-04-22,53.0099983215332
2022-04-25,53.0099983215332
2022-04-26,52.0
2022-04-27,52.130001068115234
2022-04-28,53.150001525878906
2022-04-29,51.279998779296875
2022-05-02,51.790000915527344
2022-05-03,51.869998931884766
2022-05-04,53.400001525878906
2022-05-05,51.33000183105469
2022-05-06,51.040000915527344
2022-05-09,49.439998626708984
2022-05-10,49.79999923706055
2022-05-11,48.75
2022-05-12,48.709999084472656
2022-05-13,49.90999984741211
2022-05-16,49.61000061035156
2022-05-17,50.599998474121094
2022-05-18,48.31999969482422
2022-05-19,48.20000076293945
2022-05-20,47.959999084472656
2022-05-23,48.84000015258789
2022-05-24,48.220001220703125
2022-05-25,48.849998474121094
2022-05-26,50.0
2022-05-27,51.310001373291016
2022-05-31,50.90999984741211
2022-06-01,50.52000045776367
2022-06-02,51.560001373291016
2022-06-03,50.650001525878906
2022-06-06,50.81999969482422
2022-06-07,51.2599983215332
2022-06-08,50.70000076293945
2022-06-09,49.56999969482422
2022-06-10,48.11000061035156
2022-06-13,46.2400016784668
2022-06-14,46.310001373291016
2022-06-15,47.11000061035156
2022-06-16,45.4900016784668
2022-06-17,45.7400016784668
2022-06-21,46.86000061035156
2022-06-22,46.77000045776367
2022-06-23,47.209999084472656
2022-06-24,48.75
2022-06-27,48.54999923706055
2022-06-28,47.380001068115234
2022-06-29,47.40999984741211
2022-06-30,46.90999984741211
2022-07-01,47.279998779296875
2022-07-05,47.58000183105469
2022-07-06,47.689998626708984
2022-07-07,48.59000015258789
2022-07-08,48.68000030517578
2022-07-11,47.95000076293945
2022-07-12,47.459999084472656
2022-07-13,47.279998779296875
2022-07-14,47.29999923706055
2022-07-15,48.09000015258789
2022-07-18,47.68000030517578
2022-07-19,48.9900016784668
2022-07-20,49.400001525878906
2022-07-21,49.900001525878906
2022-07-22,49.36000061035156
2022-07-25,49.41999816894531
2022-07-26,48.66999816894531
2022-07-27,50.25
2022-07-28,50.95000076293945
2022-07-29,51.77000045776367
2022-08-01,51.58000183105469
2022-08-02,51.29999923706055
2022-08-03,52.20000076293945
2022-08-04,52.40999984741211
2022-08-05,52.22999954223633
2022-08-08,52.189998626708984
2022-08-09,51.86000061035156
2022-08-10,53.099998474121094
2022-08-11,52.970001220703125
2022-08-12,53.939998626708984
2022-08-15,54.22999954223633
2022-08-16,54.310001373291016
2022-08-17,53.900001525878906
2022-08-18,54.0099983215332
2022-08-19,53.279998779296875
2022-08-22,52.279998779296875
2022-08-23,52.2400016784668
2022-08-24,52.31999969482422
2022-08-25,53.02000045776367
2022-08-26,51.25
2022-08-29,50.86000061035156
2022-08-30,50.369998931884766
2022-08-31,49.9900016784668
2022-09-01,50.08000183105469
2022-09-02,49.560001373291016
2022-09-06,49.34000015258789
2022-09-07,50.27000045776367
2022-09-08,50.779998779296875
2022-09-09,51.58000183105469
2022-09-12,51.97999954223633
2022-09-13,49.83000183105469
2022-09-14,49.95000076293945
2022-09-15,49.52000045776367
2022-09-16,49.25
2022-09-19,49.58000183105469
2022-09-20,49.18000030517578
2022-09-21,48.439998626708984
2022-09-22,47.97999954223633
2022-09-23,47.29999923706055
2022-09-26,47.0099983215332
2022-09-27,47.060001373291016
2022-09-28,47.95000076293945
2022-09-29,46.95000076293945
2022-09-30,46.209999084472656
2022-10-03,47.27000045776367
2022-10-04,48.61000061035156
2022-10-05,48.560001373291016
2022-10-06,48.189998626708984
2022-10-07,46.7400016784668
2022-10-10,46.47999954223633
2022-10-11,46.2400016784668
2022-10-12,46.18000030517578
2022-10-13,47.16999816894531
2022-10-14,45.939998626708984
2022-10-17,47.119998931884766
2022-10-18,47.5
2022-10-19,47.150001525878906
2022-10-20,46.849998474121094
2022-10-21,47.849998474121094
2022-10-24,48.5
2022-10-25,49.2599983215332
2022-10-26,48.650001525878906
2022-10-27,48.40999984741211
2022-10-28,49.47999954223633
2022-10-31,49.040000915527344
2022-11-01,48.689998626708984
2022-11-02,47.470001220703125
2022-11-03,47.040000915527344
2022-11-04,47.47999954223633
2022-11-07,47.91999816894531
2022-11-08,48.15999984741211
2022-11-09,47.130001068115234
2022-11-10,49.540000915527344
2022-11-11,50.0
2022-11-14,49.619998931884766
2022-11-15,50.02000045776367
2022-11-16,49.65999984741211
2022-11-17,49.540000915527344
2022-11-18,49.7400016784668
2022-11-21,49.380001068115234
2022-11-22,50.08000183105469
2022-11-23,50.43000030517578
2022-11-25,50.380001068115234
2022-11-28,49.72999954223633
2022-11-29,49.540000915527344
2022-11-30,51.15999984741211
2022-12-01,51.13999938964844
2022-12-02,51.189998626708984
2022-12-05,50.2400016784668
2022-12-06,49.4900016784668
2022-12-07,49.5099983215332
2022-12-08,49.90999984741211
2022-12-09,49.369998931884766
2022-12-12,49.970001220703125
2022-12-13,48.849998474121094
2022-12-14,48.61000061035156
