Date,RAFAX
2022-02-28,34.130001068115234
2022-03-01,33.59000015258789
2022-03-02,34.09000015258789
2022-03-03,33.54999923706055
2022-03-04,33.0
2022-03-07,31.65999984741211
2022-03-08,31.520000457763672
2022-03-09,32.66999816894531
2022-03-10,32.47999954223633
2022-03-11,31.84000015258789
2022-03-14,31.389999389648438
2022-03-15,32.18000030517578
2022-03-16,33.36000061035156
2022-03-17,33.90999984741211
2022-03-18,34.540000915527344
2022-03-21,34.20000076293945
2022-03-22,34.720001220703125
2022-03-23,34.040000915527344
2022-03-24,34.4900016784668
2022-03-25,34.349998474121094
2022-03-28,34.709999084472656
2022-03-29,35.439998626708984
2022-03-30,35.0
2022-03-31,34.45000076293945
2022-04-01,34.599998474121094
2022-04-04,35.0099983215332
2022-04-05,34.40999984741211
2022-04-06,33.790000915527344
2022-04-07,33.900001525878906
2022-04-08,33.70000076293945
2022-04-11,33.13999938964844
2022-04-12,32.939998626708984
2022-04-13,33.54999923706055
2022-04-14,33.029998779296875
2022-04-18,32.849998474121094
2022-04-19,33.59000015258789
2022-04-20,33.11000061035156
2022-04-21,32.369998931884766
2022-04-22,31.510000228881836
2022-04-25,31.790000915527344
2022-04-26,30.75
2022-04-27,30.780000686645508
2022-04-28,31.68000030517578
2022-04-29,30.549999237060547
2022-05-02,30.8799991607666
2022-05-03,30.829999923706055
2022-05-04,31.670000076293945
2022-05-05,30.350000381469727
2022-05-06,29.8700008392334
2022-05-09,28.549999237060547
2022-05-10,28.729999542236328
2022-05-11,28.139999389648438
2022-05-12,28.329999923706055
2022-05-13,29.329999923706055
2022-05-16,28.969999313354492
2022-05-17,29.6200008392334
2022-05-18,28.420000076293945
2022-05-19,28.530000686645508
2022-05-20,28.56999969482422
2022-05-23,28.860000610351562
2022-05-24,28.31999969482422
2022-05-25,28.700000762939453
2022-05-26,29.450000762939453
2022-05-27,30.299999237060547
2022-05-31,30.059999465942383
2022-06-01,29.700000762939453
2022-06-02,30.510000228881836
2022-06-03,29.93000030517578
2022-06-06,30.079999923706055
2022-06-07,30.350000381469727
2022-06-08,30.100000381469727
2022-06-09,29.3700008392334
2022-06-10,28.43000030517578
2022-06-13,27.149999618530273
2022-06-14,27.059999465942383
2022-06-15,25.34000015258789
2022-06-16,24.389999389648438
2022-06-17,24.639999389648438
2022-06-21,25.139999389648438
2022-06-22,25.170000076293945
2022-06-23,25.6200008392334
2022-06-24,26.43000030517578
2022-06-27,26.280000686645508
2022-06-28,25.68000030517578
2022-06-29,25.65999984741211
2022-06-30,25.3799991607666
2022-07-01,25.639999389648438
2022-07-05,25.920000076293945
2022-07-06,25.959999084472656
2022-07-07,26.40999984741211
2022-07-08,26.3700008392334
2022-07-11,25.940000534057617
2022-07-12,25.6200008392334
2022-07-13,25.489999771118164
2022-07-14,25.3799991607666
2022-07-15,25.920000076293945
2022-07-18,25.75
2022-07-19,26.520000457763672
2022-07-20,26.84000015258789
2022-07-21,27.229999542236328
2022-07-22,26.780000686645508
2022-07-25,26.739999771118164
2022-07-26,26.31999969482422
2022-07-27,27.1200008392334
2022-07-28,27.510000228881836
2022-07-29,27.81999969482422
2022-08-01,27.809999465942383
2022-08-02,27.709999084472656
2022-08-03,28.229999542236328
2022-08-04,28.3799991607666
2022-08-05,28.350000381469727
2022-08-08,28.3799991607666
2022-08-09,28.049999237060547
2022-08-10,28.809999465942383
2022-08-11,28.709999084472656
2022-08-12,29.170000076293945
2022-08-15,29.239999771118164
2022-08-16,29.219999313354492
2022-08-17,28.84000015258789
2022-08-18,28.8700008392334
2022-08-19,28.360000610351562
2022-08-22,27.700000762939453
2022-08-23,27.6200008392334
2022-08-24,27.760000228881836
2022-08-25,28.219999313354492
2022-08-26,27.190000534057617
2022-08-29,26.959999084472656
2022-08-30,26.75
2022-08-31,26.59000015258789
2022-09-01,26.600000381469727
2022-09-02,26.329999923706055
2022-09-06,26.209999084472656
2022-09-07,26.75
2022-09-08,27.020000457763672
2022-09-09,27.520000457763672
2022-09-12,27.790000915527344
2022-09-13,26.559999465942383
2022-09-14,26.690000534057617
2022-09-15,26.459999084472656
2022-09-16,26.170000076293945
2022-09-19,26.270000457763672
2022-09-20,25.93000030517578
2022-09-21,25.479999542236328
2022-09-22,25.06999969482422
2022-09-23,24.729999542236328
2022-09-26,24.5
2022-09-27,24.510000228881836
2022-09-28,25.06999969482422
2022-09-29,24.579999923706055
2022-09-30,24.290000915527344
2022-10-03,24.8700008392334
2022-10-04,25.739999771118164
2022-10-05,25.729999542236328
2022-10-06,25.56999969482422
2022-10-07,24.760000228881836
2022-10-10,24.450000762939453
2022-10-11,24.190000534057617
2022-10-12,24.149999618530273
2022-10-13,24.520000457763672
2022-10-14,23.8799991607666
2022-10-17,24.610000610351562
2022-10-18,24.860000610351562
2022-10-19,24.579999923706055
2022-10-20,24.40999984741211
2022-10-21,24.899999618530273
2022-10-24,25.09000015258789
2022-10-25,25.6200008392334
2022-10-26,25.3700008392334
2022-10-27,25.18000030517578
2022-10-28,25.6200008392334
2022-10-31,25.479999542236328
2022-11-01,25.350000381469727
2022-11-02,24.600000381469727
2022-11-03,24.329999923706055
2022-11-04,24.68000030517578
2022-11-07,24.860000610351562
2022-11-08,25.030000686645508
2022-11-09,24.549999237060547
2022-11-10,26.170000076293945
2022-11-11,26.549999237060547
2022-11-14,26.270000457763672
2022-11-15,26.670000076293945
2022-11-16,26.299999237060547
2022-11-17,26.049999237060547
