Date,FAFGX
2022-02-28,64.36000061035156
2022-03-01,63.22999954223633
2022-03-02,64.18000030517578
2022-03-03,62.91999816894531
2022-03-04,61.88999938964844
2022-03-07,59.470001220703125
2022-03-08,59.45000076293945
2022-03-09,61.619998931884766
2022-03-10,61.279998779296875
2022-03-11,59.970001220703125
2022-03-14,58.97999954223633
2022-03-15,60.4900016784668
2022-03-16,62.7599983215332
2022-03-17,63.91999816894531
2022-03-18,65.22000122070312
2022-03-21,64.81999969482422
2022-03-22,66.08000183105469
2022-03-23,65.19000244140625
2022-03-24,66.08000183105469
2022-03-25,65.91999816894531
2022-03-28,66.81999969482422
2022-03-29,68.01000213623047
2022-03-30,67.33999633789062
2022-03-31,66.27999877929688
2022-04-01,66.66000366210938
2022-04-04,67.77999877929688
2022-04-05,66.38999938964844
2022-04-06,65.04000091552734
2022-04-07,65.19999694824219
2022-04-08,64.70999908447266
2022-04-11,63.4900016784668
2022-04-12,63.27000045776367
2022-04-13,64.5199966430664
2022-04-14,63.459999084472656
2022-04-18,63.34000015258789
2022-04-19,64.5999984741211
2022-04-20,63.56999969482422
2022-04-21,62.33000183105469
2022-04-22,60.810001373291016
2022-04-25,61.16999816894531
2022-04-26,58.709999084472656
2022-04-27,58.83000183105469
2022-04-28,60.380001068115234
2022-04-29,58.33000183105469
2022-05-02,59.08000183105469
2022-05-03,59.220001220703125
2022-05-04,60.939998626708984
2022-05-05,58.189998626708984
2022-05-06,57.36000061035156
2022-05-09,54.5099983215332
2022-05-10,54.900001525878906
2022-05-11,53.630001068115234
2022-05-12,53.790000915527344
2022-05-13,55.79999923706055
2022-05-16,55.119998931884766
2022-05-17,56.439998626708984
2022-05-18,54.099998474121094
2022-05-19,54.2599983215332
2022-05-20,54.040000915527344
2022-05-23,54.720001220703125
2022-05-24,53.47999954223633
2022-05-25,54.29999923706055
2022-05-26,55.75
2022-05-27,57.43000030517578
2022-05-31,57.119998931884766
2022-06-01,56.59000015258789
2022-06-02,58.029998779296875
2022-06-03,56.75
2022-06-06,57.02000045776367
2022-06-07,57.5099983215332
2022-06-08,57.099998474121094
2022-06-09,55.66999816894531
2022-06-10,53.90999984741211
2022-06-13,51.43000030517578
2022-06-14,51.33000183105469
2022-06-15,52.369998931884766
2022-06-16,50.22999954223633
2022-06-17,50.619998931884766
2022-06-21,51.86000061035156
2022-06-22,51.7400016784668
2022-06-23,52.2400016784668
2022-06-24,53.959999084472656
2022-06-27,53.7599983215332
2022-06-28,52.59000015258789
2022-06-29,52.40999984741211
2022-06-30,51.7400016784668
2022-07-01,52.189998626708984
2022-07-05,52.630001068115234
2022-07-06,52.61000061035156
2022-07-07,53.720001220703125
2022-07-08,53.709999084472656
2022-07-11,52.65999984741211
2022-07-12,52.099998474121094
2022-07-13,51.959999084472656
2022-07-14,51.63999938964844
2022-07-15,52.709999084472656
2022-07-18,52.560001373291016
2022-07-19,54.08000183105469
2022-07-20,54.70000076293945
2022-07-21,55.5099983215332
2022-07-22,54.560001373291016
2022-07-25,54.56999969482422
2022-07-26,53.619998931884766
2022-07-27,55.40999984741211
2022-07-28,56.060001373291016
2022-07-29,57.02000045776367
2022-08-01,56.88999938964844
2022-08-02,56.7400016784668
2022-08-03,57.84000015258789
2022-08-04,58.04999923706055
2022-08-05,57.86000061035156
2022-08-08,58.029998779296875
2022-08-09,57.400001525878906
2022-08-10,59.0099983215332
2022-08-11,58.86000061035156
2022-08-12,59.970001220703125
2022-08-15,60.119998931884766
2022-08-16,60.08000183105469
2022-08-17,59.349998474121094
2022-08-18,59.47999954223633
2022-08-19,58.41999816894531
2022-08-22,57.13999938964844
2022-08-23,57.209999084472656
2022-08-24,57.529998779296875
2022-08-25,58.41999816894531
2022-08-26,56.43000030517578
2022-08-29,56.040000915527344
2022-08-30,55.400001525878906
2022-08-31,55.099998474121094
2022-09-01,54.95000076293945
2022-09-02,54.459999084472656
2022-09-06,54.220001220703125
2022-09-07,55.25
2022-09-08,55.86000061035156
2022-09-09,57.029998779296875
2022-09-12,57.619998931884766
2022-09-13,55.150001525878906
2022-09-14,55.54999923706055
2022-09-15,55.11000061035156
2022-09-16,54.52000045776367
2022-09-19,54.880001068115234
2022-09-20,54.20000076293945
2022-09-21,53.16999816894531
2022-09-22,52.380001068115234
2022-09-23,51.279998779296875
2022-09-26,50.790000915527344
2022-09-27,50.93000030517578
2022-09-28,52.189998626708984
2022-09-29,50.970001220703125
2022-09-30,50.369998931884766
2022-10-03,51.310001373291016
2022-10-04,53.220001220703125
2022-10-05,53.06999969482422
2022-10-06,52.75
2022-10-07,51.08000183105469
2022-10-10,50.5
2022-10-11,49.84000015258789
2022-10-12,49.880001068115234
2022-10-13,50.779998779296875
2022-10-14,49.310001373291016
2022-10-17,50.869998931884766
2022-10-18,51.36000061035156
2022-10-19,51.0
2022-10-20,50.630001068115234
2022-10-21,51.779998779296875
2022-10-24,52.08000183105469
2022-10-25,53.220001220703125
2022-10-26,52.72999954223633
2022-10-27,52.18000030517578
2022-10-28,52.9900016784668
2022-10-31,52.68000030517578
2022-11-01,52.4900016784668
2022-11-02,50.900001525878906
2022-11-03,50.5099983215332
2022-11-04,51.150001525878906
2022-11-07,51.4900016784668
2022-11-08,51.7400016784668
2022-11-09,50.459999084472656
2022-11-10,53.59000015258789
2022-11-11,54.439998626708984
2022-11-14,53.810001373291016
2022-11-15,54.52000045776367
