Date,VITAX
2022-12-01,178.7899932861328
2022-12-02,177.74000549316406
2022-12-05,174.3699951171875
2022-12-06,170.6300048828125
2022-12-07,169.86000061035156
2022-12-08,172.80999755859375
2022-12-09,171.75999450683594
2022-12-12,175.5399932861328
2022-12-13,177.64999389648438
2022-12-14,175.80999755859375
2022-12-15,169.14999389648438
2022-12-16,167.07000732421875
2022-12-19,164.52999877929688
2022-12-20,164.88999938964844
2022-12-21,167.57000732421875
2022-12-22,163.3800048828125
2022-12-23,163.47000122070312
2022-12-27,161.83999633789062
2022-12-28,159.2899932861328
2022-12-29,163.7100067138672
2022-12-30,163.52999877929688
2023-01-03,162.0399932861328
2023-01-04,162.7100067138672
2023-01-05,159.2899932861328
2023-01-06,163.92999267578125
2023-01-09,165.94000244140625
2023-01-10,166.99000549316406
2023-01-11,169.86000061035156
2023-01-12,171.1199951171875
2023-01-13,171.8300018310547
2023-01-17,172.75
2023-01-18,170.52999877929688
2023-01-19,168.47000122070312
2023-01-20,173.10000610351562
2023-01-23,177.27000427246094
2023-01-24,176.9499969482422
2023-01-25,176.52999877929688
2023-01-26,179.4199981689453
2023-01-27,180.27999877929688
2023-01-30,176.7100067138672
2023-01-31,179.41000366210938
2023-02-01,183.8300018310547
2023-02-02,189.1699981689453
2023-02-03,187.25
2023-02-06,184.8000030517578
2023-02-07,189.22999572753906
2023-02-08,186.8800048828125
2023-02-09,185.9600067138672
2023-02-10,184.85000610351562
2023-02-13,188.05999755859375
2023-02-14,189.1699981689453
2023-02-15,190.3800048828125
2023-02-16,186.94000244140625
2023-02-17,184.6300048828125
2023-02-21,180.0800018310547
2023-02-22,180.08999633789062
2023-02-23,182.82000732421875
2023-02-24,179.63999938964844
2023-02-27,180.52000427246094
2023-02-28,180.3000030517578
2023-03-01,178.91000366210938
2023-03-02,181.0
2023-03-03,184.85000610351562
2023-03-06,185.50999450683594
2023-03-07,183.17999267578125
2023-03-08,184.67999267578125
2023-03-09,181.6999969482422
2023-03-10,178.17999267578125
2023-03-13,179.02999877929688
2023-03-14,183.05999755859375
2023-03-15,182.94000244140625
2023-03-16,187.89999389648438
2023-03-17,187.39999389648438
2023-03-20,188.0399932861328
2023-03-21,190.13999938964844
2023-03-22,187.89999389648438
2023-03-23,190.22999572753906
2023-03-24,190.3800048828125
2023-03-27,189.25
2023-03-28,188.39999389648438
2023-03-29,192.3300018310547
2023-03-30,194.25
2023-03-31,197.3800048828125
2023-04-03,197.16000366210938
2023-04-04,195.89999389648438
2023-04-05,193.52999877929688
2023-04-06,194.50999450683594
2023-04-10,194.42999267578125
2023-04-11,192.97000122070312
2023-04-12,191.8000030517578
2023-04-13,195.52000427246094
2023-04-14,194.75
2023-04-17,195.5
2023-04-18,196.11000061035156
2023-04-19,195.58999633789062
2023-04-20,194.22999572753906
2023-04-21,193.6699981689453
2023-04-24,192.8000030517578
2023-04-25,188.58999633789062
2023-04-26,191.1300048828125
2023-04-27,194.8300018310547
2023-04-28,196.80999755859375
2023-05-01,197.02000427246094
2023-05-02,194.77999877929688
2023-05-03,193.44000244140625
2023-05-04,192.6699981689453
2023-05-05,197.77000427246094
2023-05-08,197.97999572753906
2023-05-09,196.47999572753906
2023-05-10,198.60000610351562
2023-05-11,197.83999633789062
2023-05-12,197.39999389648438
2023-05-15,199.0800018310547
2023-05-16,198.97999572753906
2023-05-17,201.86000061035156
2023-05-18,205.83999633789062
2023-05-19,205.4199981689453
2023-05-22,205.97000122070312
2023-05-23,202.80999755859375
2023-05-24,201.57000732421875
2023-05-25,208.77999877929688
2023-05-26,214.3000030517578
2023-05-30,215.3800048828125
2023-05-31,213.4199981689453
2023-06-01,215.6300048828125
2023-06-02,217.13999938964844
2023-06-05,215.9600067138672
2023-06-06,216.36000061035156
2023-06-07,213.14999389648438
2023-06-08,215.3300018310547
2023-06-09,216.08999633789062
2023-06-12,220.66000366210938
2023-06-13,222.2899932861328
2023-06-14,224.1300048828125
2023-06-15,227.07000732421875
2023-06-16,225.13999938964844
2023-06-20,223.77999877929688
2023-06-21,220.3800048828125
2023-06-22,222.2100067138672
2023-06-23,219.6199951171875
2023-06-26,217.72999572753906
2023-06-27,222.32000732421875
2023-06-28,222.3699951171875
2023-06-29,222.91000366210938
2023-06-30,226.5399932861328
2023-07-03,225.99000549316406
2023-07-05,224.57000732421875
2023-07-06,223.67999267578125
2023-07-07,222.97000122070312
2023-07-10,223.89999389648438
2023-07-11,224.69000244140625
2023-07-12,227.0500030517578
2023-07-13,230.42999267578125
2023-07-14,229.5500030517578
2023-07-17,232.74000549316406
2023-07-18,235.2899932861328
2023-07-19,234.82000732421875
2023-07-20,229.7100067138672
2023-07-21,229.33999633789062
2023-07-24,229.6199951171875
2023-07-25,232.1999969482422
2023-07-26,229.47000122070312
2023-07-27,228.41000366210938
2023-07-28,231.77000427246094
2023-07-31,232.86000061035156
2023-08-01,232.9600067138672
2023-08-02,226.75
2023-08-03,225.9499969482422
2023-08-04,222.89999389648438
2023-08-07,223.38999938964844
2023-08-08,221.2100067138672
2023-08-09,218.11000061035156
2023-08-10,218.3000030517578
2023-08-11,216.91000366210938
2023-08-14,220.1300048828125
2023-08-15,217.88999938964844
2023-08-16,215.86000061035156
2023-08-17,213.47000122070312
2023-08-18,213.94000244140625
2023-08-21,217.69000244140625
2023-08-22,217.6699981689453
2023-08-23,221.72000122070312
2023-08-24,216.5
2023-08-25,218.69000244140625
2023-08-28,220.3000030517578
2023-08-29,224.72999572753906
2023-08-30,226.63999938964844
2023-08-31,227.75999450683594
2023-09-01,228.66000366210938
2023-09-05,229.05999755859375
2023-09-06,226.52000427246094
2023-09-07,223.0500030517578
2023-09-08,223.30999755859375
2023-09-11,224.35000610351562
2023-09-12,220.55999755859375
2023-09-13,220.72999572753906
2023-09-14,222.3000030517578
2023-09-15,218.27000427246094
2023-09-18,219.13999938964844
2023-09-19,218.8300018310547
2023-09-20,215.50999450683594
2023-09-21,211.97000122070312
2023-09-22,212.64999389648438
2023-09-25,213.4600067138672
2023-09-26,209.5800018310547
2023-09-27,209.8300018310547
2023-09-28,211.61000061035156
2023-09-29,212.39999389648438
2023-10-02,214.42999267578125
2023-10-03,210.30999755859375
2023-10-04,212.83999633789062
2023-10-05,212.8800048828125
2023-10-06,217.1699981689453
2023-10-09,218.16000366210938
2023-10-10,218.86000061035156
2023-10-11,220.6300048828125
2023-10-12,220.17999267578125
2023-10-13,216.66000366210938
2023-10-16,219.1300048828125
2023-10-17,218.1199951171875
2023-10-18,215.22999572753906
2023-10-19,213.72999572753906
2023-10-20,209.86000061035156
2023-10-23,210.0399932861328
2023-10-24,211.7899932861328
2023-10-25,208.24000549316406
2023-10-26,204.58999633789062
2023-10-27,205.4499969482422
2023-10-30,207.27000427246094
2023-10-31,208.8699951171875
2023-11-01,212.22999572753906
2023-11-02,215.99000549316406
2023-11-03,219.07000732421875
2023-11-06,219.99000549316406
2023-11-07,222.67999267578125
2023-11-08,223.72000122070312
2023-11-09,222.3699951171875
2023-11-10,228.22000122070312
2023-11-13,227.0399932861328
2023-11-14,232.52000427246094
2023-11-15,232.75
2023-11-16,233.38999938964844
2023-11-17,233.38999938964844
2023-11-20,236.75
2023-11-21,234.5800018310547
2023-11-22,235.67999267578125
2023-11-24,235.38999938964844
2023-11-27,235.25999450683594
2023-11-28,235.75
2023-11-29,236.58999633789062
2023-11-30,236.5399932861328
2023-12-01,237.92999267578125
2023-12-04,235.52999877929688
2023-12-05,236.6300048828125
2023-12-06,234.64999389648438
2023-12-07,237.25999450683594
2023-12-08,239.36000061035156
2023-12-11,240.9499969482422
2023-12-12,242.52000427246094
2023-12-13,245.3300018310547
2023-12-14,245.72000122070312
2023-12-15,247.17999267578125
2023-12-18,247.14999389648438
2023-12-19,248.3000030517578
2023-12-20,244.32000732421875
2023-12-21,247.3300018310547
2023-12-22,247.66000366210938
2023-12-26,248.91000366210938
2023-12-27,248.9600067138672
2023-12-28,249.13999938964844
2023-12-29,247.8300018310547
2024-01-02,241.27999877929688
2024-01-03,238.19000244140625
2024-01-04,236.61000061035156
2024-01-05,236.6300048828125
2024-01-08,242.8000030517578
2024-01-09,243.11000061035156
2024-01-10,245.2100067138672
2024-01-11,246.0399932861328
2024-01-12,246.6999969482422
2024-01-16,246.9600067138672
2024-01-17,245.55999755859375
2024-01-18,250.32000732421875
2024-01-19,255.89999389648438
2024-01-22,257.6000061035156
2024-01-23,258.6700134277344
2024-01-24,259.739990234375
2024-01-25,260.45001220703125
2024-01-26,257.82000732421875
2024-01-29,260.70001220703125
2024-01-30,258.489990234375
2024-01-31,252.8699951171875
2024-02-01,256.20001220703125
2024-02-02,258.6499938964844
2024-02-05,258.8500061035156
2024-02-06,258.2799987792969
2024-02-07,261.6099853515625
2024-02-08,263.0400085449219
2024-02-09,267.05999755859375
2024-02-12,265.2200012207031
2024-02-13,260.0199890136719
2024-02-14,263.6700134277344
2024-02-15,263.3299865722656
2024-02-16,260.5799865722656
2024-02-20,257.510009765625
2024-02-21,255.27999877929688
2024-02-22,263.7799987792969
2024-02-23,262.8500061035156
2024-02-26,263.4700012207031
2024-02-27,263.760009765625
2024-02-28,262.510009765625
2024-02-29,265.3999938964844
2024-03-01,270.1300048828125
2024-03-04,270.489990234375
2024-03-05,263.92999267578125
2024-03-06,266.8299865722656
2024-03-07,271.4800109863281
2024-03-08,266.9599914550781
2024-03-11,265.7900085449219
2024-03-12,271.32000732421875
2024-03-13,268.5199890136719
2024-03-14,267.4200134277344
2024-03-15,263.94000244140625
2024-03-18,265.17999267578125
2024-03-19,266.4100036621094
2024-03-20,269.8599853515625
2024-03-21,270.6600036621094
2024-03-22,270.45001220703125
2024-03-25,269.32000732421875
2024-03-26,267.7699890136719
2024-03-27,268.75
2024-03-28,268.510009765625
2024-04-01,268.7900085449219
2024-04-02,265.9100036621094
2024-04-03,266.4599914550781
2024-04-04,262.1600036621094
2024-04-05,265.4200134277344
2024-04-08,265.0299987792969
2024-04-09,265.8599853515625
2024-04-10,263.0199890136719
2024-04-11,268.5899963378906
2024-04-12,263.6700134277344
2024-04-15,258.2699890136719
2024-04-16,258.760009765625
2024-04-17,254.58999633789062
2024-04-18,252.35000610351562
2024-04-19,245.63999938964844
2024-04-22,248.77000427246094
2024-04-23,253.1999969482422
2024-04-24,253.60000610351562
2024-04-25,253.8699951171875
2024-04-26,258.1099853515625
2024-04-29,259.05999755859375
2024-04-30,253.3000030517578
2024-05-01,250.32000732421875
2024-05-02,254.32000732421875
2024-05-03,260.7699890136719
2024-05-06,264.79998779296875
2024-05-07,263.510009765625
2024-05-08,263.8800048828125
2024-05-09,263.5199890136719
2024-05-10,264.489990234375
2024-05-13,265.6600036621094
2024-05-14,268.32000732421875
2024-05-15,274.55999755859375
2024-05-16,273.54998779296875
2024-05-17,272.67999267578125
2024-05-20,276.1400146484375
2024-05-21,276.29998779296875
2024-05-22,276.57000732421875
2024-05-23,276.54998779296875
2024-05-24,279.2200012207031
2024-05-28,281.79998779296875
2024-05-29,280.29998779296875
2024-05-30,273.82000732421875
2024-05-31,273.3399963378906
2024-06-03,274.8599853515625
2024-06-04,275.32000732421875
2024-06-05,282.6300048828125
2024-06-06,281.4599914550781
2024-06-07,281.44000244140625
2024-06-10,282.6099853515625
2024-06-11,286.3900146484375
2024-06-12,292.95001220703125
2024-06-13,295.6199951171875
2024-06-14,296.57000732421875
2024-06-17,300.1300048828125
2024-06-18,301.4700012207031
2024-06-20,297.25
2024-06-21,295.54998779296875
2024-06-24,290.239990234375
2024-06-25,294.3599853515625
2024-06-26,295.17999267578125
2024-06-27,295.989990234375
2024-06-28,295.1199951171875
2024-07-01,298.260009765625
2024-07-02,299.9800109863281
2024-07-03,303.6600036621094
2024-07-05,305.0899963378906
2024-07-08,307.2200012207031
2024-07-09,306.44000244140625
2024-07-10,310.760009765625
2024-07-11,304.3399963378906
2024-07-12,307.3999938964844
2024-07-15,309.17999267578125
2024-07-16,309.4599914550781
2024-07-17,298.29998779296875
2024-07-18,296.70001220703125
2024-07-19,293.20001220703125
2024-07-22,298.8800048828125
2024-07-23,298.6099853515625
2024-07-24,286.75
2024-07-25,284.2900085449219
2024-07-26,287.70001220703125
2024-07-29,286.6000061035156
2024-07-30,280.8999938964844
2024-07-31,290.8299865722656
2024-08-01,280.6199951171875
2024-08-02,273.6300048828125
2024-08-05,264.010009765625
2024-08-06,266.7799987792969
2024-08-07,263.3299865722656
2024-08-08,272.510009765625
2024-08-09,274.04998779296875
2024-08-12,275.6600036621094
2024-08-13,283.6400146484375
2024-08-14,284.9100036621094
2024-08-15,292.5899963378906
2024-08-16,293.29998779296875
2024-08-19,297.260009765625
2024-08-20,296.2099914550781
2024-08-21,298.19000244140625
2024-08-22,291.9800109863281
2024-08-23,297.1300048828125
2024-08-26,294.010009765625
2024-08-27,295.44000244140625
2024-08-28,291.6000061035156
2024-08-29,290.760009765625
2024-08-30,293.8399963378906
2024-09-03,280.8800048828125
2024-09-04,280.1199951171875
2024-09-05,279.739990234375
2024-09-06,272.8900146484375
2024-09-09,276.6400146484375
2024-09-10,279.57000732421875
2024-09-11,287.5799865722656
2024-09-12,289.6099853515625
2024-09-13,291.6099853515625
2024-09-16,289.70001220703125
2024-09-17,289.6400146484375
2024-09-18,288.20001220703125
2024-09-19,296.8599853515625
2024-09-20,295.6099853515625
2024-09-23,295.7200012207031
2024-09-24,297.9100036621094
2024-09-25,298.5799865722656
2024-09-26,302.1400146484375
2024-09-27,299.2799987792969
2024-09-30,300.3900146484375
2024-10-01,292.69000244140625
2024-10-02,294.7099914550781
2024-10-03,295.8399963378906
2024-10-04,299.6000061035156
2024-10-07,297.4100036621094
2024-10-08,302.8500061035156
2024-10-09,306.2200012207031
2024-10-10,306.510009765625
2024-10-11,307.5400085449219
2024-10-14,311.2200012207031
2024-10-15,305.69000244140625
2024-10-16,306.760009765625
2024-10-17,307.8599853515625
2024-10-18,308.989990234375
2024-10-21,310.79998779296875
2024-10-22,310.510009765625
2024-10-23,305.6700134277344
2024-10-24,306.760009765625
2024-10-25,308.2900085449219
2024-10-28,308.7300109863281
2024-10-29,312.55999755859375
2024-10-30,308.1499938964844
2024-10-31,298.1400146484375
2024-11-01,300.3800048828125
2024-11-04,299.8599853515625
2024-11-05,304.3800048828125
2024-11-06,313.9200134277344
2024-11-07,320.1400146484375
2024-11-08,319.7099914550781
2024-11-11,318.4700012207031
2024-11-12,318.8900146484375
2024-11-13,317.3999938964844
2024-11-14,316.32000732421875
2024-11-15,308.760009765625
2024-11-18,309.57000732421875
2024-11-19,313.4700012207031
2024-11-20,313.6099853515625
2024-11-21,317.0899963378906
