Date,CEUEX
2022-02-28,55.91999816894531
2022-03-01,54.70000076293945
2022-03-02,55.279998779296875
2022-03-03,54.15999984741211
2022-03-04,52.349998474121094
2022-03-07,50.38999938964844
2022-03-08,50.45000076293945
2022-03-09,52.599998474121094
2022-03-10,52.06999969482422
2022-03-11,51.33000183105469
2022-03-14,51.11000061035156
2022-03-15,51.349998474121094
2022-03-16,53.72999954223633
2022-03-17,54.66999816894531
2022-03-18,55.40999984741211
2022-03-21,54.93000030517578
2022-03-22,55.56999969482422
2022-03-23,55.02000045776367
2022-03-24,55.45000076293945
2022-03-25,55.0
2022-03-28,55.20000076293945
2022-03-29,56.54999923706055
2022-03-30,56.27000045776367
2022-03-31,55.34000015258789
2022-04-01,55.88999938964844
2022-04-04,56.65999984741211
2022-04-05,55.72999954223633
2022-04-06,54.779998779296875
2022-04-07,54.720001220703125
2022-04-08,54.54999923706055
2022-04-11,53.72999954223633
2022-04-12,53.43000030517578
2022-04-13,54.130001068115234
2022-04-14,53.709999084472656
2022-04-18,53.38999938964844
2022-04-19,53.560001373291016
2022-04-20,53.81999969482422
2022-04-21,53.099998474121094
2022-04-22,52.130001068115234
2022-04-25,51.86000061035156
2022-04-26,50.52000045776367
2022-04-27,50.90999984741211
2022-04-28,51.77000045776367
2022-04-29,51.150001525878906
2022-05-02,51.11000061035156
2022-05-03,51.33000183105469
2022-05-04,51.970001220703125
2022-05-05,50.38999938964844
2022-05-06,49.5099983215332
2022-05-09,47.7599983215332
2022-05-10,48.04999923706055
2022-05-11,47.88999938964844
2022-05-12,47.81999969482422
2022-05-13,49.27000045776367
2022-05-16,49.20000076293945
2022-05-17,50.27000045776367
2022-05-18,49.099998474121094
2022-05-19,49.45000076293945
2022-05-20,49.939998626708984
2022-05-23,50.529998779296875
2022-05-24,50.040000915527344
2022-05-25,50.099998474121094
2022-05-26,50.689998626708984
2022-05-27,51.630001068115234
2022-05-31,51.7599983215332
2022-06-01,51.11000061035156
2022-06-02,52.2400016784668
2022-06-03,51.540000915527344
2022-06-06,51.84000015258789
2022-06-07,52.06999969482422
2022-06-08,51.709999084472656
2022-06-09,50.619998931884766
2022-06-10,49.45000076293945
2022-06-13,47.34000015258789
2022-06-14,46.91999816894531
2022-06-15,47.689998626708984
2022-06-16,46.31999969482422
2022-06-17,46.34000015258789
2022-06-21,47.130001068115234
2022-06-22,46.59000015258789
2022-06-23,46.459999084472656
2022-06-24,47.849998474121094
2022-06-27,47.86000061035156
2022-06-28,47.529998779296875
2022-06-29,47.2599983215332
2022-06-30,46.88999938964844
2022-07-01,46.84000015258789
2022-07-05,46.310001373291016
2022-07-06,46.16999816894531
2022-07-07,47.0
2022-07-08,47.0099983215332
2022-07-11,46.18000030517578
2022-07-12,45.959999084472656
2022-07-13,45.939998626708984
2022-07-14,45.599998474121094
2022-07-15,46.27000045776367
2022-07-18,46.4900016784668
2022-07-19,47.560001373291016
2022-07-20,47.59000015258789
2022-07-21,48.06999969482422
2022-07-22,47.7400016784668
2022-07-25,47.81999969482422
2022-07-26,47.31999969482422
2022-07-27,48.279998779296875
2022-07-28,48.7599983215332
2022-07-29,49.220001220703125
2022-08-01,49.22999954223633
2022-08-02,48.58000183105469
2022-08-03,48.90999984741211
2022-08-04,49.31999969482422
2022-08-05,49.08000183105469
2022-08-08,49.31999969482422
2022-08-09,48.79999923706055
2022-08-10,49.75
2022-08-11,49.9900016784668
2022-08-12,50.54999923706055
2022-08-15,50.36000061035156
2022-08-16,50.08000183105469
2022-08-17,49.77000045776367
2022-08-18,49.54999923706055
2022-08-19,48.79999923706055
2022-08-22,47.93000030517578
2022-08-23,48.08000183105469
2022-08-24,48.20000076293945
2022-08-25,48.849998474121094
2022-08-26,47.709999084472656
2022-08-29,47.459999084472656
2022-08-30,47.18000030517578
2022-08-31,46.939998626708984
2022-09-01,46.29999923706055
2022-09-02,46.15999984741211
2022-09-06,45.95000076293945
2022-09-07,46.25
2022-09-08,46.459999084472656
2022-09-09,47.4900016784668
2022-09-12,48.16999816894531
2022-09-13,46.400001525878906
2022-09-14,46.58000183105469
2022-09-15,46.08000183105469
2022-09-16,45.560001373291016
2022-09-19,45.81999969482422
2022-09-20,45.27000045776367
2022-09-21,44.52000045776367
2022-09-22,43.959999084472656
2022-09-23,42.83000183105469
2022-09-26,42.369998931884766
2022-09-27,42.310001373291016
2022-09-28,43.119998931884766
2022-09-29,42.38999938964844
2022-09-30,42.439998626708984
2022-10-03,43.43000030517578
2022-10-04,45.09000015258789
2022-10-05,44.93000030517578
2022-10-06,44.43000030517578
2022-10-07,43.58000183105469
2022-10-10,43.25
2022-10-11,42.63999938964844
2022-10-12,42.650001525878906
2022-10-13,43.15999984741211
2022-10-14,42.5
2022-10-17,43.52000045776367
2022-10-18,43.849998474121094
2022-10-19,43.31999969482422
2022-10-20,43.2599983215332
2022-10-21,43.959999084472656
2022-10-24,43.65999984741211
2022-10-25,44.459999084472656
2022-10-26,44.91999816894531
2022-10-27,44.59000015258789
2022-10-28,44.84000015258789
2022-10-31,44.529998779296875
2022-11-01,44.9900016784668
2022-11-02,44.38999938964844
2022-11-03,44.08000183105469
2022-11-04,45.52000045776367
2022-11-07,45.900001525878906
2022-11-08,46.31999969482422
2022-11-09,45.540000915527344
2022-11-10,47.75
2022-11-11,48.900001525878906
2022-11-14,48.470001220703125
2022-11-15,49.16999816894531
2022-11-16,48.72999954223633
2022-11-17,48.560001373291016
2022-11-18,48.560001373291016
2022-11-21,48.060001373291016
2022-11-22,48.599998474121094
2022-11-23,49.0
2022-11-25,49.11000061035156
2022-11-28,48.369998931884766
2022-11-29,48.650001525878906
2022-11-30,49.959999084472656
2022-12-01,50.290000915527344
2022-12-02,50.189998626708984
2022-12-05,49.45000076293945
2022-12-06,49.04999923706055
2022-12-07,48.869998931884766
2022-12-08,49.220001220703125
2022-12-09,49.2599983215332
2022-12-12,49.40999984741211
2022-12-13,49.93000030517578
2022-12-14,50.0099983215332
2022-12-15,48.16999816894531
2022-12-16,47.720001220703125
2022-12-19,47.52000045776367
2022-12-20,47.599998474121094
2022-12-21,48.060001373291016
2022-12-22,47.540000915527344
2022-12-23,47.68000030517578
2022-12-27,47.77000045776367
2022-12-28,47.27000045776367
2022-12-29,48.130001068115234
2022-12-30,47.7400016784668
2023-01-03,47.86000061035156
2023-01-04,48.41999816894531
2023-01-05,48.16999816894531
2023-01-06,49.290000915527344
2023-01-09,49.91999816894531
2023-01-10,49.869998931884766
2023-01-11,50.18000030517578
2023-01-12,50.7599983215332
2023-01-13,51.27000045776367
2023-01-17,51.31999969482422
2023-01-18,51.279998779296875
2023-01-19,51.11000061035156
2023-01-20,51.7400016784668
2023-01-23,52.040000915527344
2023-01-24,52.02000045776367
2023-01-25,52.189998626708984
2023-01-26,52.52000045776367
2023-01-27,52.36000061035156
2023-01-30,51.849998474121094
2023-01-31,52.040000915527344
2023-02-01,52.560001373291016
2023-02-02,52.81999969482422
2023-02-03,52.380001068115234
2023-02-06,51.619998931884766
2023-02-07,51.939998626708984
2023-02-08,51.7400016784668
2023-02-09,51.77000045776367
2023-02-10,51.40999984741211
2023-02-13,51.83000183105469
2023-02-14,51.90999984741211
2023-02-15,51.84000015258789
2023-02-16,51.529998779296875
2023-02-17,51.33000183105469
2023-02-21,50.7400016784668
2023-02-22,50.45000076293945
2023-02-23,50.540000915527344
2023-02-24,49.79999923706055
2023-02-27,50.25
2023-02-28,50.06999969482422
2023-03-01,50.43000030517578
2023-03-02,50.619998931884766
2023-03-03,51.380001068115234
2023-03-06,51.2599983215332
2023-03-07,50.689998626708984
2023-03-08,50.709999084472656
2023-03-09,50.31999969482422
2023-03-10,49.7400016784668
2023-03-13,49.40999984741211
2023-03-14,50.0
2023-03-15,48.59000015258789
2023-03-16,49.369998931884766
2023-03-17,49.16999816894531
2023-03-20,49.599998474121094
2023-03-21,50.36000061035156
2023-03-22,50.33000183105469
2023-03-23,50.72999954223633
2023-03-24,50.31999969482422
2023-03-27,50.65999984741211
2023-03-28,50.77000045776367
2023-03-29,51.4900016784668
2023-03-30,51.97999954223633
2023-03-31,52.369998931884766
2023-04-03,52.630001068115234
2023-04-04,52.560001373291016
2023-04-05,52.06999969482422
2023-04-06,52.13999938964844
2023-04-10,52.029998779296875
2023-04-11,52.33000183105469
2023-04-12,52.529998779296875
2023-04-13,53.34000015258789
2023-04-14,53.220001220703125
2023-04-17,53.130001068115234
2023-04-18,53.40999984741211
2023-04-19,53.029998779296875
2023-04-20,52.93000030517578
2023-04-21,53.040000915527344
2023-04-24,53.09000015258789
2023-04-25,52.2599983215332
2023-04-26,52.060001373291016
2023-04-27,52.70000076293945
2023-04-28,52.88999938964844
2023-05-01,52.720001220703125
2023-05-02,52.29999923706055
2023-05-03,52.33000183105469
2023-05-04,52.31999969482422
2023-05-05,53.040000915527344
2023-05-08,53.290000915527344
2023-05-09,53.0
2023-05-10,52.959999084472656
2023-05-11,52.7599983215332
2023-05-12,52.630001068115234
2023-05-15,53.119998931884766
2023-05-16,52.63999938964844
2023-05-17,52.86000061035156
2023-05-18,52.86000061035156
2023-05-19,53.130001068115234
2023-05-22,53.310001373291016
2023-05-23,52.369998931884766
2023-05-24,51.709999084472656
2023-05-25,51.58000183105469
2023-05-26,52.310001373291016
2023-05-30,51.709999084472656
2023-05-31,51.189998626708984
2023-06-01,51.88999938964844
2023-06-02,52.5099983215332
2023-06-05,52.380001068115234
2023-06-06,52.790000915527344
2023-06-07,52.36000061035156
2023-06-08,52.75
2023-06-09,52.709999084472656
2023-06-12,53.099998474121094
2023-06-13,53.5
2023-06-14,53.689998626708984
2023-06-15,54.189998626708984
2023-06-16,54.119998931884766
2023-06-20,53.349998474121094
2023-06-21,53.209999084472656
2023-06-22,52.970001220703125
2023-06-23,52.290000915527344
2023-06-26,52.16999816894531
2023-06-27,52.61000061035156
2023-06-28,52.75
2023-06-29,52.63999938964844
2023-06-30,53.290000915527344
2023-07-03,53.06999969482422
2023-07-05,52.81999969482422
2023-07-06,51.7400016784668
2023-07-07,52.0
2023-07-10,52.25
2023-07-11,52.790000915527344
2023-07-12,53.58000183105469
2023-07-13,54.689998626708984
2023-07-14,54.5
2023-07-17,54.369998931884766
2023-07-18,54.58000183105469
2023-07-19,54.5099983215332
2023-07-20,54.130001068115234
2023-07-21,54.150001525878906
2023-07-24,53.959999084472656
2023-07-25,54.25
2023-07-26,54.15999984741211
2023-07-27,54.060001373291016
2023-07-28,54.7400016784668
2023-07-31,54.81999969482422
2023-08-01,54.43000030517578
2023-08-02,53.22999954223633
2023-08-03,53.209999084472656
2023-08-04,53.27000045776367
2023-08-07,53.720001220703125
2023-08-08,53.439998626708984
2023-08-09,53.43000030517578
2023-08-10,53.599998474121094
2023-08-11,53.13999938964844
2023-08-14,52.93000030517578
2023-08-15,52.16999816894531
2023-08-16,51.849998474121094
2023-08-17,51.33000183105469
2023-08-18,51.25
2023-08-21,51.4900016784668
2023-08-22,51.45000076293945
2023-08-23,52.0
2023-08-24,51.279998779296875
2023-08-25,51.45000076293945
2023-08-28,51.81999969482422
2023-08-29,52.709999084472656
2023-08-30,52.650001525878906
2023-08-31,52.56999969482422
2023-09-01,52.599998474121094
2023-09-05,52.18000030517578
2023-09-06,51.95000076293945
2023-09-07,51.70000076293945
2023-09-08,51.599998474121094
2023-09-11,51.849998474121094
2023-09-12,51.63999938964844
2023-09-13,51.45000076293945
2023-09-14,51.83000183105469
2023-09-15,51.849998474121094
2023-09-18,51.52000045776367
2023-09-19,51.209999084472656
2023-09-20,50.9900016784668
2023-09-21,50.08000183105469
2023-09-22,50.130001068115234
2023-09-25,50.040000915527344
2023-09-26,49.38999938964844
2023-09-27,49.4900016784668
2023-09-28,49.83000183105469
2023-09-29,49.84000015258789
2023-10-02,49.22999954223633
2023-10-03,48.650001525878906
2023-10-04,48.79999923706055
2023-10-05,48.95000076293945
2023-10-06,49.61000061035156
2023-10-09,49.439998626708984
2023-10-10,50.209999084472656
2023-10-11,50.380001068115234
2023-10-12,50.27000045776367
2023-10-13,49.83000183105469
2023-10-16,50.08000183105469
