Date,CWMCX
2022-02-28,56.7400016784668
2022-03-01,55.970001220703125
2022-03-02,57.060001373291016
2022-03-03,56.95000076293945
2022-03-04,57.0099983215332
2022-03-07,55.720001220703125
2022-03-08,55.15999984741211
2022-03-09,56.27000045776367
2022-03-10,56.189998626708984
2022-03-11,55.65999984741211
2022-03-14,55.61000061035156
2022-03-15,56.459999084472656
2022-03-16,57.13999938964844
2022-03-17,57.79999923706055
2022-03-18,58.119998931884766
2022-03-21,58.18000030517578
2022-03-22,58.52000045776367
2022-03-23,57.939998626708984
2022-03-24,58.70000076293945
2022-03-25,59.060001373291016
2022-03-28,59.13999938964844
2022-03-29,59.5099983215332
2022-03-30,59.40999984741211
2022-03-31,58.56999969482422
2022-04-01,58.7599983215332
2022-04-04,58.86000061035156
2022-04-05,58.41999816894531
2022-04-06,58.349998474121094
2022-04-07,58.66999816894531
2022-04-08,58.790000915527344
2022-04-11,58.04999923706055
2022-04-12,57.900001525878906
2022-04-13,58.36000061035156
2022-04-14,57.90999984741211
2022-04-18,57.95000076293945
2022-04-19,58.529998779296875
2022-04-20,58.83000183105469
2022-04-21,58.040000915527344
2022-04-22,56.63999938964844
2022-04-25,56.75
2022-04-26,55.52000045776367
2022-04-27,55.849998474121094
2022-04-28,56.72999954223633
2022-04-29,54.9900016784668
2022-05-02,55.16999816894531
2022-05-03,55.540000915527344
2022-05-04,56.970001220703125
2022-05-05,55.470001220703125
2022-05-06,55.43000030517578
2022-05-09,53.90999984741211
2022-05-10,54.040000915527344
2022-05-11,53.56999969482422
2022-05-12,53.560001373291016
2022-05-13,54.470001220703125
2022-05-16,54.54999923706055
2022-05-17,55.47999954223633
2022-05-18,53.59000015258789
2022-05-19,53.22999954223633
2022-05-20,53.400001525878906
2022-05-23,54.130001068115234
2022-05-24,54.20000076293945
2022-05-25,54.61000061035156
2022-05-26,55.45000076293945
2022-05-27,56.4900016784668
2022-05-31,56.08000183105469
2022-06-01,55.68000030517578
2022-06-02,56.2400016784668
2022-06-03,55.650001525878906
2022-06-06,55.72999954223633
2022-06-07,56.349998474121094
2022-06-08,55.709999084472656
2022-06-09,54.56999969482422
2022-06-10,53.38999938964844
2022-06-13,51.650001525878906
2022-06-14,51.34000015258789
2022-06-15,50.189998626708984
2022-06-16,48.779998779296875
2022-06-17,48.619998931884766
2022-06-21,49.79999923706055
2022-06-22,49.689998626708984
2022-06-23,49.88999938964844
2022-06-24,51.130001068115234
2022-06-27,51.20000076293945
2022-06-28,50.56999969482422
2022-06-29,50.5
2022-06-30,50.2599983215332
2022-07-01,50.61000061035156
2022-07-05,50.150001525878906
2022-07-06,50.380001068115234
2022-07-07,50.959999084472656
2022-07-08,50.91999816894531
2022-07-11,50.5
2022-07-12,50.06999969482422
2022-07-13,49.779998779296875
2022-07-14,49.470001220703125
2022-07-15,50.40999984741211
2022-07-18,50.029998779296875
2022-07-19,51.2599983215332
2022-07-20,51.189998626708984
2022-07-21,51.439998626708984
2022-07-22,51.13999938964844
2022-07-25,51.43000030517578
2022-07-26,51.130001068115234
2022-07-27,51.93000030517578
2022-07-28,52.36000061035156
2022-07-29,52.7400016784668
2022-08-01,52.529998779296875
2022-08-02,52.16999816894531
2022-08-03,52.77000045776367
2022-08-04,52.63999938964844
2022-08-05,52.720001220703125
2022-08-08,52.70000076293945
2022-08-09,52.630001068115234
2022-08-10,53.45000076293945
2022-08-11,53.4900016784668
2022-08-12,54.34000015258789
2022-08-15,54.41999816894531
2022-08-16,54.52000045776367
2022-08-17,54.18000030517578
2022-08-18,54.34000015258789
2022-08-19,53.939998626708984
2022-08-22,53.04999923706055
2022-08-23,52.900001525878906
2022-08-24,53.029998779296875
2022-08-25,53.75
2022-08-26,52.290000915527344
2022-08-29,52.06999969482422
2022-08-30,51.439998626708984
2022-08-31,51.130001068115234
2022-09-01,51.2599983215332
2022-09-02,50.86000061035156
2022-09-06,50.68000030517578
2022-09-07,51.369998931884766
2022-09-08,51.77000045776367
2022-09-09,52.40999984741211
2022-09-12,52.79999923706055
2022-09-13,50.86000061035156
2022-09-14,50.95000076293945
2022-09-15,50.619998931884766
2022-09-16,50.40999984741211
2022-09-19,50.61000061035156
2022-09-20,50.02000045776367
2022-09-21,49.27000045776367
2022-09-22,49.06999969482422
2022-09-23,48.18000030517578
2022-09-26,47.58000183105469
2022-09-27,47.459999084472656
2022-09-28,48.34000015258789
2022-09-29,47.61000061035156
2022-09-30,47.02000045776367
2022-10-03,48.29999923706055
2022-10-04,49.709999084472656
2022-10-05,49.63999938964844
2022-10-06,49.08000183105469
2022-10-07,47.9900016784668
2022-10-10,47.58000183105469
2022-10-11,47.36000061035156
2022-10-12,47.189998626708984
2022-10-13,48.369998931884766
2022-10-14,47.41999816894531
2022-10-17,48.38999938964844
2022-10-18,48.939998626708984
2022-10-19,48.650001525878906
2022-10-20,48.38999938964844
2022-10-21,49.4900016784668
2022-10-24,50.060001373291016
2022-10-25,50.540000915527344
2022-10-26,50.560001373291016
2022-10-27,50.54999923706055
2022-10-28,51.63999938964844
2022-10-31,51.38999938964844
2022-11-01,51.36000061035156
2022-11-02,50.529998779296875
2022-11-03,50.290000915527344
2022-11-04,51.0099983215332
2022-11-07,51.56999969482422
2022-11-08,51.869998931884766
2022-11-09,50.95000076293945
2022-11-10,53.08000183105469
2022-11-11,53.04999923706055
2022-11-14,52.70000076293945
2022-11-15,52.939998626708984
2022-11-16,52.630001068115234
2022-11-17,52.63999938964844
2022-11-18,52.970001220703125
2022-11-21,52.939998626708984
2022-11-22,53.619998931884766
2022-11-23,53.84000015258789
2022-11-25,53.97999954223633
2022-11-28,53.29999923706055
