Date,RNWAX
2022-02-28,73.5999984741211
2022-03-01,72.5199966430664
2022-03-02,73.06999969482422
2022-03-03,71.94999694824219
2022-03-04,70.0999984741211
2022-03-07,67.43000030517578
2022-03-08,67.4800033569336
2022-03-09,69.68000030517578
2022-03-10,69.27999877929688
2022-03-11,68.16999816894531
2022-03-14,67.08999633789062
2022-03-15,67.27999877929688
2022-03-16,70.44000244140625
2022-03-17,71.87000274658203
2022-03-18,72.80999755859375
2022-03-21,72.20999908447266
2022-03-22,73.13999938964844
2022-03-23,72.6500015258789
2022-03-24,73.44000244140625
2022-03-25,72.88999938964844
2022-03-28,73.20999908447266
2022-03-29,74.62000274658203
2022-03-30,74.61000061035156
2022-03-31,73.62999725341797
2022-04-01,74.44999694824219
2022-04-04,75.47000122070312
2022-04-05,74.13999938964844
2022-04-06,72.87999725341797
2022-04-07,72.68000030517578
2022-04-08,72.44999694824219
2022-04-11,71.18000030517578
2022-04-12,70.94999694824219
2022-04-13,71.70999908447266
2022-04-14,71.19999694824219
2022-04-18,71.01000213623047
2022-04-19,71.2300033569336
2022-04-20,71.08000183105469
2022-04-21,69.93000030517578
2022-04-22,68.5199966430664
2022-04-25,68.19999694824219
2022-04-26,66.44999694824219
2022-04-27,66.98999786376953
2022-04-28,68.19999694824219
2022-04-29,67.20999908447266
2022-05-02,67.29000091552734
2022-05-03,67.55000305175781
2022-05-04,68.45999908447266
2022-05-05,66.2699966430664
2022-05-06,65.12000274658203
2022-05-09,62.79999923706055
2022-05-10,63.22999954223633
2022-05-11,62.84000015258789
2022-05-12,62.720001220703125
2022-05-13,64.44999694824219
2022-05-16,64.3499984741211
2022-05-17,65.86000061035156
2022-05-18,64.27999877929688
2022-05-19,64.61000061035156
2022-05-20,65.27999877929688
2022-05-23,65.94999694824219
2022-05-24,65.04000091552734
2022-05-25,65.18000030517578
2022-05-26,66.13999938964844
2022-05-27,67.5
2022-05-31,67.69999694824219
2022-06-01,66.9800033569336
2022-06-02,68.41999816894531
2022-06-03,67.55999755859375
2022-06-06,67.9000015258789
2022-06-07,68.20999908447266
2022-06-08,67.70999908447266
2022-06-09,66.18000030517578
2022-06-10,64.75
2022-06-13,62.369998931884766
2022-06-14,62.31999969482422
2022-06-15,63.290000915527344
2022-06-16,61.34000015258789
2022-06-17,61.68000030517578
2022-06-21,62.810001373291016
2022-06-22,62.130001068115234
2022-06-23,62.310001373291016
2022-06-24,64.06999969482422
2022-06-27,64.0
2022-06-28,63.2599983215332
2022-06-29,63.0099983215332
2022-06-30,62.560001373291016
2022-07-01,62.650001525878906
2022-07-05,62.439998626708984
2022-07-06,62.29999923706055
2022-07-07,63.349998474121094
2022-07-08,63.29999923706055
2022-07-11,62.119998931884766
2022-07-12,61.689998626708984
2022-07-13,61.65999984741211
2022-07-14,61.310001373291016
2022-07-15,61.959999084472656
2022-07-18,61.959999084472656
2022-07-19,63.209999084472656
2022-07-20,63.27000045776367
2022-07-21,63.81999969482422
2022-07-22,63.189998626708984
2022-07-25,63.310001373291016
2022-07-26,62.810001373291016
2022-07-27,64.0999984741211
2022-07-28,64.75
2022-07-29,65.16999816894531
2022-08-01,65.08000183105469
2022-08-02,64.55999755859375
2022-08-03,65.05000305175781
2022-08-04,65.5999984741211
2022-08-05,65.62999725341797
2022-08-08,65.80999755859375
2022-08-09,65.33999633789062
2022-08-10,66.37000274658203
2022-08-11,66.55000305175781
2022-08-12,67.37000274658203
2022-08-15,67.33000183105469
2022-08-16,67.11000061035156
2022-08-17,66.69999694824219
2022-08-18,66.76000213623047
2022-08-19,65.76000213623047
2022-08-22,64.6500015258789
2022-08-23,64.97000122070312
2022-08-24,65.08999633789062
2022-08-25,65.9800033569336
2022-08-26,64.62000274658203
2022-08-29,64.22000122070312
2022-08-30,63.689998626708984
2022-08-31,63.400001525878906
2022-09-01,62.97999954223633
2022-09-02,62.66999816894531
2022-09-06,62.400001525878906
2022-09-07,62.97999954223633
2022-09-08,63.2400016784668
2022-09-09,64.47000122070312
2022-09-12,65.16000366210938
2022-09-13,63.060001373291016
2022-09-14,63.2599983215332
2022-09-15,62.56999969482422
2022-09-16,61.91999816894531
2022-09-19,62.36000061035156
2022-09-20,61.900001525878906
2022-09-21,60.97999954223633
2022-09-22,60.38999938964844
2022-09-23,59.150001525878906
2022-09-26,58.47999954223633
2022-09-27,58.470001220703125
2022-09-28,59.2400016784668
2022-09-29,58.150001525878906
2022-09-30,58.099998474121094
2022-10-03,59.33000183105469
2022-10-04,61.099998474121094
2022-10-05,61.150001525878906
2022-10-06,60.61000061035156
2022-10-07,59.38999938964844
2022-10-10,58.77000045776367
2022-10-11,58.040000915527344
2022-10-12,58.0099983215332
2022-10-13,58.619998931884766
2022-10-14,57.70000076293945
2022-10-17,59.0
2022-10-18,59.369998931884766
2022-10-19,58.689998626708984
