Date,VGTSX
2022-02-28,19.280000686645508
2022-03-01,18.950000762939453
2022-03-02,19.110000610351562
2022-03-03,18.829999923706055
2022-03-04,18.3799991607666
2022-03-07,17.850000381469727
2022-03-08,17.84000015258789
2022-03-09,18.459999084472656
2022-03-10,18.309999465942383
2022-03-11,18.100000381469727
2022-03-14,18.049999237060547
2022-03-15,18.1200008392334
2022-03-16,18.860000610351562
2022-03-17,19.049999237060547
2022-03-18,19.229999542236328
2022-03-21,19.06999969482422
2022-03-22,19.280000686645508
2022-03-23,19.1200008392334
2022-03-24,19.219999313354492
2022-03-25,19.190000534057617
2022-03-28,19.15999984741211
2022-03-29,19.489999771118164
2022-03-30,19.469999313354492
2022-03-31,19.170000076293945
2022-04-01,19.360000610351562
2022-04-04,19.510000228881836
2022-04-05,19.280000686645508
2022-04-06,19.059999465942383
2022-04-07,19.0
2022-04-08,19.030000686645508
2022-04-11,18.81999969482422
2022-04-12,18.700000762939453
2022-04-13,18.920000076293945
2022-04-14,18.829999923706055
2022-04-18,18.709999084472656
2022-04-19,18.75
2022-04-20,18.84000015258789
2022-04-21,18.610000610351562
2022-04-22,18.31999969482422
2022-04-25,18.15999984741211
2022-04-26,17.75
2022-04-27,17.84000015258789
2022-04-28,18.079999923706055
2022-04-29,17.969999313354492
2022-05-02,17.90999984741211
2022-05-03,18.030000686645508
2022-05-04,18.270000457763672
2022-05-05,17.75
2022-05-06,17.520000457763672
2022-05-09,17.010000228881836
2022-05-10,17.09000015258789
2022-05-11,17.010000228881836
2022-05-12,16.90999984741211
2022-05-13,17.350000381469727
2022-05-16,17.3799991607666
2022-05-17,17.709999084472656
2022-05-18,17.350000381469727
2022-05-19,17.479999542236328
2022-05-20,17.600000381469727
2022-05-23,17.850000381469727
2022-05-24,17.700000762939453
2022-05-25,17.739999771118164
2022-05-26,17.950000762939453
2022-05-27,18.170000076293945
2022-05-31,18.219999313354492
2022-06-01,18.079999923706055
2022-06-02,18.350000381469727
2022-06-03,18.1200008392334
2022-06-06,18.209999084472656
2022-06-07,18.25
2022-06-08,18.1200008392334
2022-06-09,17.739999771118164
2022-06-10,17.389999389648438
2022-06-13,16.790000915527344
2022-06-14,16.719999313354492
2022-06-15,16.979999542236328
2022-06-16,16.610000610351562
2022-06-17,16.350000381469727
2022-06-21,16.610000610351562
2022-06-22,16.43000030517578
2022-06-23,16.3700008392334
2022-06-24,16.790000915527344
2022-06-27,16.809999465942383
2022-06-28,16.75
2022-06-29,16.649999618530273
2022-06-30,16.520000457763672
2022-07-01,16.489999771118164
2022-07-05,16.239999771118164
2022-07-06,16.209999084472656
2022-07-07,16.479999542236328
2022-07-08,16.5
2022-07-11,16.219999313354492
2022-07-12,16.15999984741211
2022-07-13,16.149999618530273
2022-07-14,15.949999809265137
2022-07-15,16.139999389648438
2022-07-18,16.25
2022-07-19,16.610000610351562
2022-07-20,16.559999465942383
2022-07-21,16.729999542236328
2022-07-22,16.649999618530273
2022-07-25,16.75
2022-07-26,16.56999969482422
2022-07-27,16.899999618530273
2022-07-28,17.010000228881836
2022-07-29,17.1200008392334
2022-08-01,17.1200008392334
2022-08-02,16.90999984741211
2022-08-03,17.020000457763672
2022-08-04,17.110000610351562
2022-08-05,17.030000686645508
2022-08-08,17.059999465942383
2022-08-09,16.989999771118164
2022-08-10,17.309999465942383
2022-08-11,17.360000610351562
