Date,RNWBX
2022-02-28,73.58999633789062
2022-03-01,72.5199966430664
2022-03-02,73.05999755859375
2022-03-03,71.94999694824219
2022-03-04,70.0999984741211
2022-03-07,67.43000030517578
2022-03-08,67.4800033569336
2022-03-09,69.68000030517578
2022-03-10,69.2699966430664
2022-03-11,68.16000366210938
2022-03-14,67.08000183105469
2022-03-15,67.2699966430664
2022-03-16,70.44000244140625
2022-03-17,71.86000061035156
2022-03-18,72.80000305175781
2022-03-21,72.19999694824219
2022-03-22,73.12999725341797
2022-03-23,72.63999938964844
2022-03-24,73.44000244140625
2022-03-25,72.88999938964844
2022-03-28,73.19999694824219
2022-03-29,74.61000061035156
2022-03-30,74.5999984741211
2022-03-31,73.62000274658203
2022-04-01,74.44000244140625
2022-04-04,75.45999908447266
2022-04-05,74.12999725341797
2022-04-06,72.87000274658203
2022-04-07,72.66999816894531
2022-04-08,72.44999694824219
2022-04-11,71.16999816894531
2022-04-12,70.94000244140625
2022-04-13,71.69999694824219
2022-04-14,71.19000244140625
2022-04-18,71.0
2022-04-19,71.22000122070312
2022-04-20,71.06999969482422
2022-04-21,69.91999816894531
2022-04-22,68.51000213623047
2022-04-25,68.19000244140625
2022-04-26,66.44000244140625
2022-04-27,66.9800033569336
2022-04-28,68.19999694824219
2022-04-29,67.19999694824219
2022-05-02,67.27999877929688
2022-05-03,67.54000091552734
2022-05-04,68.44999694824219
2022-05-05,66.26000213623047
2022-05-06,65.11000061035156
2022-05-09,62.790000915527344
2022-05-10,63.220001220703125
2022-05-11,62.83000183105469
2022-05-12,62.709999084472656
2022-05-13,64.44000244140625
2022-05-16,64.33999633789062
2022-05-17,65.8499984741211
2022-05-18,64.2699966430664
2022-05-19,64.5999984741211
2022-05-20,65.2699966430664
2022-05-23,65.94000244140625
2022-05-24,65.02999877929688
2022-05-25,65.16999816894531
2022-05-26,66.12999725341797
2022-05-27,67.48999786376953
2022-05-31,67.69000244140625
2022-06-01,66.9800033569336
2022-06-02,68.41000366210938
2022-06-03,67.55999755859375
2022-06-06,67.9000015258789
2022-06-07,68.19999694824219
2022-06-08,67.70999908447266
2022-06-09,66.18000030517578
2022-06-10,64.75
2022-06-13,62.36000061035156
2022-06-14,62.310001373291016
2022-06-15,63.290000915527344
2022-06-16,61.33000183105469
2022-06-17,61.66999816894531
2022-06-21,62.79999923706055
2022-06-22,62.130001068115234
2022-06-23,62.29999923706055
2022-06-24,64.05999755859375
2022-06-27,63.9900016784668
2022-06-28,63.25
2022-06-29,63.0
2022-06-30,62.54999923706055
2022-07-01,62.63999938964844
2022-07-05,62.43000030517578
2022-07-06,62.290000915527344
2022-07-07,63.349998474121094
2022-07-08,63.290000915527344
2022-07-11,62.11000061035156
2022-07-12,61.689998626708984
2022-07-13,61.650001525878906
2022-07-14,61.29999923706055
2022-07-15,61.95000076293945
2022-07-18,61.95000076293945
2022-07-19,63.20000076293945
2022-07-20,63.27000045776367
2022-07-21,63.810001373291016
2022-07-22,63.18000030517578
2022-07-25,63.29999923706055
2022-07-26,62.79999923706055
2022-07-27,64.08999633789062
2022-07-28,64.73999786376953
2022-07-29,65.16999816894531
2022-08-01,65.06999969482422
2022-08-02,64.55999755859375
2022-08-03,65.04000091552734
2022-08-04,65.58999633789062
2022-08-05,65.62000274658203
2022-08-08,65.80999755859375
2022-08-09,65.33000183105469
2022-08-10,66.36000061035156
2022-08-11,66.54000091552734
2022-08-12,67.36000061035156
2022-08-15,67.31999969482422
2022-08-16,67.0999984741211
2022-08-17,66.69000244140625
2022-08-18,66.75
2022-08-19,65.75
2022-08-22,64.63999938964844
2022-08-23,64.95999908447266
2022-08-24,65.08999633789062
2022-08-25,65.97000122070312
2022-08-26,64.61000061035156
2022-08-29,64.20999908447266
2022-08-30,63.68000030517578
2022-08-31,63.38999938964844
2022-09-01,62.970001220703125
2022-09-02,62.65999984741211
2022-09-06,62.38999938964844
2022-09-07,62.970001220703125
2022-09-08,63.2400016784668
2022-09-09,64.45999908447266
2022-09-12,65.1500015258789
2022-09-13,63.04999923706055
2022-09-14,63.25
2022-09-15,62.560001373291016
2022-09-16,61.90999984741211
2022-09-19,62.36000061035156
2022-09-20,61.900001525878906
2022-09-21,60.97999954223633
2022-09-22,60.38999938964844
2022-09-23,59.150001525878906
2022-09-26,58.470001220703125
2022-09-27,58.459999084472656
2022-09-28,59.22999954223633
2022-09-29,58.13999938964844
2022-09-30,58.09000015258789
2022-10-03,59.31999969482422
2022-10-04,61.09000015258789
2022-10-05,61.13999938964844
2022-10-06,60.599998474121094
2022-10-07,59.380001068115234
2022-10-10,58.7599983215332
2022-10-11,58.029998779296875
2022-10-12,58.0
2022-10-13,58.61000061035156
2022-10-14,57.689998626708984
2022-10-17,58.9900016784668
2022-10-18,59.36000061035156
2022-10-19,58.68000030517578
2022-10-20,58.459999084472656
2022-10-21,59.43000030517578
2022-10-24,58.72999954223633
2022-10-25,59.439998626708984
2022-10-26,59.630001068115234
2022-10-27,59.189998626708984
2022-10-28,59.65999984741211
2022-10-31,59.470001220703125
2022-11-01,60.13999938964844
2022-11-02,59.4900016784668
2022-11-03,59.13999938964844
2022-11-04,60.93000030517578
2022-11-07,61.310001373291016
2022-11-08,61.68000030517578
2022-11-09,60.77000045776367
2022-11-10,62.779998779296875
2022-11-11,64.08999633789062
2022-11-14,63.849998474121094
2022-11-15,64.66000366210938
2022-11-16,63.959999084472656
2022-11-17,63.65999984741211
2022-11-18,63.709999084472656
2022-11-21,63.290000915527344
2022-11-22,63.7400016784668
2022-11-23,64.02999877929688
2022-11-25,64.08000183105469
2022-11-28,63.279998779296875
2022-11-29,63.849998474121094
2022-11-30,65.70999908447266
2022-12-01,65.69000244140625
2022-12-02,65.7699966430664
2022-12-05,65.02999877929688
2022-12-06,64.54000091552734
2022-12-07,64.33000183105469
2022-12-08,64.94000244140625
2022-12-09,64.80000305175781
2022-12-12,64.94999694824219
2022-12-13,65.30999755859375
2022-12-14,65.45999908447266
2022-12-15,63.849998474121094
2022-12-16,63.38999938964844
2022-12-19,63.130001068115234
2022-12-20,63.2599983215332
2022-12-21,63.900001525878906
2022-12-22,63.310001373291016
2022-12-23,63.5
2022-12-27,63.560001373291016
2022-12-28,63.04999923706055
2022-12-29,64.0199966430664
2022-12-30,63.61000061035156
2023-01-03,63.58000183105469
2023-01-04,64.33999633789062
2023-01-05,64.22000122070312
2023-01-06,65.25
2023-01-09,65.87999725341797
2023-01-10,66.16999816894531
2023-01-11,66.79000091552734
2023-01-12,67.13999938964844
2023-01-13,67.73999786376953
2023-01-17,67.6500015258789
