Date,RERHX
2022-02-28,56.93000030517578
2022-03-01,55.689998626708984
2022-03-02,56.279998779296875
2022-03-03,55.150001525878906
2022-03-04,53.29999923706055
2022-03-07,51.310001373291016
2022-03-08,51.369998931884766
2022-03-09,53.560001373291016
2022-03-10,53.02000045776367
2022-03-11,52.27000045776367
2022-03-14,52.040000915527344
2022-03-15,52.290000915527344
2022-03-16,54.720001220703125
2022-03-17,55.66999816894531
2022-03-18,56.41999816894531
2022-03-21,55.939998626708984
2022-03-22,56.599998474121094
2022-03-23,56.029998779296875
2022-03-24,56.47999954223633
2022-03-25,56.02000045776367
2022-03-28,56.220001220703125
2022-03-29,57.59000015258789
2022-03-30,57.310001373291016
2022-03-31,56.369998931884766
2022-04-01,56.93000030517578
2022-04-04,57.720001220703125
2022-04-05,56.7599983215332
2022-04-06,55.79999923706055
2022-04-07,55.7400016784668
2022-04-08,55.56999969482422
2022-04-11,54.72999954223633
2022-04-12,54.43000030517578
2022-04-13,55.13999938964844
2022-04-14,54.709999084472656
2022-04-18,54.38999938964844
2022-04-19,54.56999969482422
2022-04-20,54.83000183105469
2022-04-21,54.099998474121094
2022-04-22,53.11000061035156
2022-04-25,52.84000015258789
2022-04-26,51.470001220703125
2022-04-27,51.869998931884766
2022-04-28,52.75
2022-04-29,52.119998931884766
2022-05-02,52.06999969482422
2022-05-03,52.29999923706055
2022-05-04,52.959999084472656
2022-05-05,51.349998474121094
2022-05-06,50.45000076293945
2022-05-09,48.66999816894531
2022-05-10,48.970001220703125
2022-05-11,48.79999923706055
2022-05-12,48.72999954223633
2022-05-13,50.209999084472656
2022-05-16,50.13999938964844
2022-05-17,51.22999954223633
2022-05-18,50.040000915527344
2022-05-19,50.400001525878906
2022-05-20,50.88999938964844
2022-05-23,51.5
2022-05-24,51.0
2022-05-25,51.060001373291016
2022-05-26,51.66999816894531
2022-05-27,52.619998931884766
2022-05-31,52.7599983215332
2022-06-01,52.099998474121094
2022-06-02,53.25
2022-06-03,52.540000915527344
2022-06-06,52.849998474121094
2022-06-07,53.08000183105469
2022-06-08,52.720001220703125
2022-06-09,51.61000061035156
2022-06-10,50.40999984741211
2022-06-13,48.27000045776367
2022-06-14,47.84000015258789
2022-06-15,48.619998931884766
2022-06-16,47.22999954223633
2022-06-17,47.25
2022-06-21,48.060001373291016
2022-06-22,47.5099983215332
2022-06-23,47.380001068115234
2022-06-24,48.790000915527344
2022-06-27,48.810001373291016
2022-06-28,48.470001220703125
2022-06-29,48.20000076293945
2022-06-30,47.81999969482422
2022-07-01,47.77000045776367
2022-07-05,47.22999954223633
2022-07-06,47.08000183105469
2022-07-07,47.939998626708984
2022-07-08,47.95000076293945
2022-07-11,47.11000061035156
2022-07-12,46.869998931884766
2022-07-13,46.86000061035156
2022-07-14,46.5099983215332
2022-07-15,47.20000076293945
2022-07-18,47.43000030517578
2022-07-19,48.52000045776367
2022-07-20,48.540000915527344
2022-07-21,49.040000915527344
2022-07-22,48.70000076293945
2022-07-25,48.779998779296875
2022-07-26,48.27000045776367
2022-07-27,49.25
2022-07-28,49.75
2022-07-29,50.220001220703125
2022-08-01,50.220001220703125
2022-08-02,49.56999969482422
2022-08-03,49.900001525878906
2022-08-04,50.31999969482422
2022-08-05,50.08000183105469
2022-08-08,50.31999969482422
2022-08-09,49.790000915527344
2022-08-10,50.7599983215332
2022-08-11,51.0099983215332
2022-08-12,51.58000183105469
2022-08-15,51.38999938964844
2022-08-16,51.099998474121094
2022-08-17,50.790000915527344
2022-08-18,50.560001373291016
2022-08-19,49.790000915527344
2022-08-22,48.90999984741211
2022-08-23,49.06999969482422
2022-08-24,49.189998626708984
2022-08-25,49.849998474121094
2022-08-26,48.689998626708984
2022-08-29,48.43000030517578
2022-08-30,48.150001525878906
2022-08-31,47.90999984741211
2022-09-01,47.2599983215332
2022-09-02,47.11000061035156
2022-09-06,46.900001525878906
2022-09-07,47.209999084472656
2022-09-08,47.41999816894531
2022-09-09,48.47999954223633
2022-09-12,49.18000030517578
2022-09-13,47.36000061035156
2022-09-14,47.54999923706055
2022-09-15,47.040000915527344
2022-09-16,46.5099983215332
2022-09-19,46.779998779296875
2022-09-20,46.220001220703125
2022-09-21,45.45000076293945
2022-09-22,44.880001068115234
2022-09-23,43.720001220703125
2022-09-26,43.2599983215332
