Date,FEGRX
2022-02-28,64.13999938964844
2022-03-01,63.65999984741211
2022-03-02,64.16000366210938
2022-03-03,63.86000061035156
2022-03-04,63.459999084472656
2022-03-07,62.56999969482422
2022-03-08,62.790000915527344
2022-03-09,63.63999938964844
2022-03-10,63.529998779296875
2022-03-11,62.959999084472656
2022-03-14,62.5
2022-03-15,62.68000030517578
2022-03-16,63.75
2022-03-17,64.41000366210938
2022-03-18,64.79000091552734
2022-03-21,64.9000015258789
2022-03-22,65.2300033569336
2022-03-23,64.95999908447266
2022-03-24,65.4000015258789
2022-03-25,65.66999816894531
2022-03-28,65.44000244140625
2022-03-29,66.06999969482422
2022-03-30,65.91000366210938
2022-03-31,65.0999984741211
2022-04-01,65.37999725341797
2022-04-04,65.56999969482422
2022-04-05,64.93000030517578
2022-04-06,64.5999984741211
2022-04-07,64.76000213623047
2022-04-08,65.08000183105469
2022-04-11,64.66999816894531
2022-04-12,64.48999786376953
2022-04-13,64.98999786376953
2022-04-14,64.86000061035156
2022-04-18,64.72000122070312
2022-04-19,64.76000213623047
2022-04-20,65.06999969482422
2022-04-21,64.31999969482422
2022-04-22,63.04999923706055
2022-04-25,62.72999954223633
2022-04-26,61.7599983215332
2022-04-27,61.709999084472656
2022-04-28,62.59000015258789
2022-04-29,61.650001525878906
2022-05-02,61.529998779296875
2022-05-03,61.93000030517578
2022-05-04,63.09000015258789
2022-05-05,61.7599983215332
2022-05-06,61.459999084472656
2022-05-09,60.040000915527344
2022-05-10,60.08000183105469
2022-05-11,59.810001373291016
2022-05-12,59.720001220703125
2022-05-13,60.5
2022-05-16,60.72999954223633
2022-05-17,61.540000915527344
2022-05-18,60.209999084472656
2022-05-19,60.27000045776367
2022-05-20,60.41999816894531
2022-05-23,61.29999923706055
2022-05-24,61.2400016784668
2022-05-25,61.5099983215332
2022-05-26,62.119998931884766
2022-05-27,62.79999923706055
2022-05-31,62.560001373291016
2022-06-01,62.31999969482422
2022-06-02,63.130001068115234
2022-06-03,62.459999084472656
2022-06-06,62.599998474121094
2022-06-07,62.970001220703125
2022-06-08,62.52000045776367
2022-06-09,61.40999984741211
2022-06-10,60.59000015258789
2022-06-13,58.7400016784668
2022-06-14,58.5
2022-06-15,58.959999084472656
2022-06-16,57.959999084472656
2022-06-17,57.68000030517578
2022-06-21,58.380001068115234
2022-06-22,58.11000061035156
2022-06-23,57.959999084472656
2022-06-24,59.2599983215332
2022-06-27,59.40999984741211
2022-06-28,58.97999954223633
2022-06-29,58.790000915527344
2022-06-30,58.310001373291016
2022-07-01,58.709999084472656
2022-07-05,58.09000015258789
2022-07-06,57.84000015258789
2022-07-07,58.459999084472656
2022-07-08,58.41999816894531
2022-07-11,57.72999954223633
2022-07-12,57.45000076293945
2022-07-13,57.31999969482422
2022-07-14,56.630001068115234
2022-07-15,57.310001373291016
2022-07-18,57.369998931884766
2022-07-19,58.58000183105469
2022-07-20,58.369998931884766
2022-07-21,58.81999969482422
2022-07-22,58.72999954223633
2022-07-25,58.869998931884766
2022-07-26,58.54999923706055
2022-07-27,59.5099983215332
2022-07-28,59.93000030517578
2022-07-29,60.400001525878906
2022-08-01,60.279998779296875
2022-08-02,59.75
2022-08-03,60.06999969482422
2022-08-04,60.060001373291016
2022-08-05,59.81999969482422
2022-08-08,59.90999984741211
2022-08-09,59.86000061035156
2022-08-10,60.720001220703125
2022-08-11,60.90999984741211
2022-08-12,61.45000076293945
2022-08-15,61.25
2022-08-16,61.209999084472656
2022-08-17,60.7400016784668
2022-08-18,60.779998779296875
2022-08-19,60.2599983215332
2022-08-22,59.4900016784668
2022-08-23,59.650001525878906
2022-08-24,59.849998474121094
2022-08-25,60.40999984741211
2022-08-26,59.09000015258789
2022-08-29,58.90999984741211
2022-08-30,58.380001068115234
2022-08-31,58.06999969482422
2022-09-01,57.72999954223633
2022-09-02,57.619998931884766
2022-09-06,57.27000045776367
2022-09-07,57.88999938964844
2022-09-08,58.040000915527344
2022-09-09,58.90999984741211
2022-09-12,59.40999984741211
2022-09-13,57.70000076293945
2022-09-14,57.619998931884766
2022-09-15,57.06999969482422
2022-09-16,56.79999923706055
2022-09-19,57.099998474121094
2022-09-20,56.459999084472656
2022-09-21,55.880001068115234
