Date,FCNKX
2022-02-28,16.229999542236328
2022-03-01,15.970000267028809
2022-03-02,16.229999542236328
2022-03-03,16.040000915527344
2022-03-04,15.829999923706055
2022-03-07,15.260000228881836
2022-03-08,15.180000305175781
2022-03-09,15.6899995803833
2022-03-10,15.649999618530273
2022-03-11,15.420000076293945
2022-03-14,15.239999771118164
2022-03-15,15.609999656677246
2022-03-16,16.079999923706055
2022-03-17,16.329999923706055
2022-03-18,16.59000015258789
2022-03-21,16.559999465942383
2022-03-22,16.760000228881836
2022-03-23,16.549999237060547
2022-03-24,16.81999969482422
2022-03-25,16.860000610351562
2022-03-28,17.0
2022-03-29,17.18000030517578
2022-03-30,17.049999237060547
2022-03-31,16.760000228881836
2022-04-01,16.809999465942383
2022-04-04,17.010000228881836
2022-04-05,16.75
2022-04-06,16.459999084472656
2022-04-07,16.520000457763672
2022-04-08,16.450000762939453
2022-04-11,16.149999618530273
2022-04-12,16.06999969482422
2022-04-13,16.270000457763672
2022-04-14,16.020000457763672
2022-04-18,16.040000915527344
2022-04-19,16.290000915527344
2022-04-20,16.09000015258789
2022-04-21,15.6899995803833
2022-04-22,15.229999542236328
2022-04-25,15.369999885559082
2022-04-26,14.90999984741211
2022-04-27,14.899999618530273
2022-04-28,15.460000038146973
2022-04-29,14.819999694824219
2022-05-02,14.949999809265137
2022-05-03,15.0
2022-05-04,15.4399995803833
2022-05-05,14.779999732971191
2022-05-06,14.640000343322754
2022-05-09,14.109999656677246
2022-05-10,14.1899995803833
2022-05-11,13.920000076293945
2022-05-12,13.890000343322754
2022-05-13,14.279999732971191
2022-05-16,14.229999542236328
2022-05-17,14.510000228881836
2022-05-18,13.930000305175781
2022-05-19,13.899999618530273
2022-05-20,13.90999984741211
2022-05-23,14.149999618530273
2022-05-24,13.920000076293945
2022-05-25,14.050000190734863
2022-05-26,14.350000381469727
2022-05-27,14.699999809265137
2022-05-31,14.630000114440918
2022-06-01,14.5600004196167
2022-06-02,14.890000343322754
2022-06-03,14.630000114440918
2022-06-06,14.699999809265137
2022-06-07,14.819999694824219
2022-06-08,14.6899995803833
2022-06-09,14.289999961853027
2022-06-10,13.850000381469727
2022-06-13,13.279999732971191
2022-06-14,13.239999771118164
2022-06-15,13.470000267028809
2022-06-16,13.020000457763672
2022-06-17,13.079999923706055
2022-06-21,13.34000015258789
2022-06-22,13.300000190734863
2022-06-23,13.40999984741211
2022-06-24,13.859999656677246
2022-06-27,13.8100004196167
2022-06-28,13.5
2022-06-29,13.510000228881836
2022-06-30,13.350000381469727
2022-07-01,13.449999809265137
2022-07-05,13.5600004196167
2022-07-06,13.619999885559082
2022-07-07,13.859999656677246
2022-07-08,13.859999656677246
2022-07-11,13.640000343322754
2022-07-12,13.479999542236328
2022-07-13,13.4399995803833
2022-07-14,13.359999656677246
2022-07-15,13.649999618530273
2022-07-18,13.569999694824219
2022-07-19,13.970000267028809
2022-07-20,14.130000114440918
2022-07-21,14.25
2022-07-22,13.989999771118164
2022-07-25,14.0
2022-07-26,13.75
2022-07-27,14.210000038146973
2022-07-28,14.300000190734863
2022-07-29,14.569999694824219
2022-08-01,14.5
2022-08-02,14.420000076293945
2022-08-03,14.670000076293945
2022-08-04,14.6899995803833
2022-08-05,14.680000305175781
2022-08-08,14.680000305175781
2022-08-09,14.600000381469727
2022-08-10,14.9399995803833
2022-08-11,14.899999618530273
2022-08-12,15.15999984741211
2022-08-15,15.210000038146973
2022-08-16,15.229999542236328
2022-08-17,15.100000381469727
2022-08-18,15.140000343322754
2022-08-19,14.899999618530273
2022-08-22,14.569999694824219
2022-08-23,14.5600004196167
2022-08-24,14.619999885559082
2022-08-25,14.850000381469727
2022-08-26,14.34000015258789
2022-08-29,14.229999542236328
2022-08-30,14.069999694824219
2022-08-31,13.979999542236328
2022-09-01,14.0
2022-09-02,13.859999656677246
2022-09-06,13.779999732971191
2022-09-07,14.0
2022-09-08,14.130000114440918
2022-09-09,14.390000343322754
2022-09-12,14.520000457763672
2022-09-13,13.84000015258789
2022-09-14,13.890000343322754
2022-09-15,13.739999771118164
2022-09-16,13.619999885559082
2022-09-19,13.720000267028809
2022-09-20,13.579999923706055
2022-09-21,13.329999923706055
2022-09-22,13.279999732971191
2022-09-23,13.039999961853027
2022-09-26,12.920000076293945
2022-09-27,12.930000305175781
2022-09-28,13.229999542236328
2022-09-29,12.989999771118164
2022-09-30,12.84000015258789
2022-10-03,13.1899995803833
2022-10-04,13.5600004196167
2022-10-05,13.550000190734863
2022-10-06,13.479999542236328
2022-10-07,13.09000015258789
2022-10-10,12.979999542236328
2022-10-11,12.859999656677246
2022-10-12,12.84000015258789
2022-10-13,13.140000343322754
2022-10-14,12.84000015258789
