Date,OLGCX
2022-02-28,35.369998931884766
2022-03-01,34.79999923706055
2022-03-02,35.5099983215332
2022-03-03,35.18000030517578
2022-03-04,34.70000076293945
2022-03-07,33.40999984741211
2022-03-08,33.290000915527344
2022-03-09,34.40999984741211
2022-03-10,34.16999816894531
2022-03-11,33.7400016784668
2022-03-14,33.349998474121094
2022-03-15,34.150001525878906
2022-03-16,35.08000183105469
2022-03-17,35.5
2022-03-18,36.02000045776367
2022-03-21,35.93000030517578
2022-03-22,36.45000076293945
2022-03-23,36.040000915527344
2022-03-24,36.61000061035156
2022-03-25,36.619998931884766
2022-03-28,36.970001220703125
2022-03-29,37.43000030517578
2022-03-30,37.0099983215332
2022-03-31,36.439998626708984
2022-04-01,36.47999954223633
2022-04-04,36.900001525878906
2022-04-05,36.290000915527344
2022-04-06,35.75
2022-04-07,35.88999938964844
2022-04-08,35.720001220703125
2022-04-11,35.029998779296875
2022-04-12,34.939998626708984
2022-04-13,35.380001068115234
2022-04-14,34.880001068115234
2022-04-18,34.79999923706055
2022-04-19,35.36000061035156
2022-04-20,35.36000061035156
2022-04-21,34.70000076293945
2022-04-22,33.58000183105469
2022-04-25,33.58000183105469
2022-04-26,32.939998626708984
2022-04-27,33.02000045776367
2022-04-28,33.66999816894531
2022-04-29,32.47999954223633
2022-05-02,32.79999923706055
2022-05-03,32.849998474121094
2022-05-04,33.81999969482422
2022-05-05,32.5099983215332
2022-05-06,32.31999969482422
2022-05-09,31.299999237060547
2022-05-10,31.530000686645508
2022-05-11,30.8700008392334
2022-05-12,30.84000015258789
2022-05-13,31.600000381469727
2022-05-16,31.40999984741211
2022-05-17,32.029998779296875
2022-05-18,30.59000015258789
2022-05-19,30.510000228881836
2022-05-20,30.360000610351562
2022-05-23,30.920000076293945
2022-05-24,30.530000686645508
2022-05-25,30.920000076293945
2022-05-26,31.649999618530273
2022-05-27,32.470001220703125
2022-05-31,32.220001220703125
2022-06-01,31.969999313354492
2022-06-02,32.630001068115234
2022-06-03,32.04999923706055
2022-06-06,32.15999984741211
2022-06-07,32.439998626708984
2022-06-08,32.08000183105469
2022-06-09,31.360000610351562
2022-06-10,30.440000534057617
2022-06-13,29.260000228881836
2022-06-14,29.299999237060547
2022-06-15,29.809999465942383
2022-06-16,28.780000686645508
2022-06-17,28.940000534057617
2022-06-21,29.639999389648438
2022-06-22,29.579999923706055
2022-06-23,29.860000610351562
2022-06-24,30.829999923706055
2022-06-27,30.700000762939453
2022-06-28,29.959999084472656
2022-06-29,29.979999542236328
2022-06-30,29.670000076293945
2022-07-01,29.899999618530273
2022-07-05,30.09000015258789
2022-07-06,30.15999984741211
2022-07-07,30.729999542236328
2022-07-08,30.780000686645508
2022-07-11,30.309999465942383
2022-07-12,30.0
2022-07-13,29.889999389648438
2022-07-14,29.899999618530273
2022-07-15,30.399999618530273
2022-07-18,30.139999389648438
2022-07-19,30.969999313354492
2022-07-20,31.219999313354492
2022-07-21,31.540000915527344
2022-07-22,31.200000762939453
2022-07-25,31.229999542236328
2022-07-26,30.760000228881836
2022-07-27,31.760000228881836
2022-07-28,32.20000076293945
2022-07-29,32.720001220703125
2022-08-01,32.59000015258789
2022-08-02,32.40999984741211
2022-08-03,32.97999954223633
2022-08-04,33.119998931884766
2022-08-05,33.0
2022-08-08,32.970001220703125
2022-08-09,32.77000045776367
2022-08-10,33.54999923706055
2022-08-11,33.459999084472656
2022-08-12,34.06999969482422
2022-08-15,34.25
2022-08-16,34.310001373291016
2022-08-17,34.040000915527344
2022-08-18,34.11000061035156
2022-08-19,33.650001525878906
2022-08-22,33.02000045776367
2022-08-23,32.9900016784668
2022-08-24,33.040000915527344
2022-08-25,33.4900016784668
2022-08-26,32.36000061035156
2022-08-29,32.119998931884766
2022-08-30,31.809999465942383
2022-08-31,31.56999969482422
2022-09-01,31.6200008392334
2022-09-02,31.290000915527344
2022-09-06,31.149999618530273
2022-09-07,31.739999771118164
2022-09-08,32.060001373291016
2022-09-09,32.560001373291016
2022-09-12,32.810001373291016
2022-09-13,31.450000762939453
2022-09-14,31.530000686645508
2022-09-15,31.25
2022-09-16,31.09000015258789
2022-09-19,31.290000915527344
