Date,BFFAX
2022-02-28,12.949999809265137
2022-03-01,13.020000457763672
2022-03-02,12.880000114440918
2022-03-03,12.899999618530273
2022-03-04,12.960000038146973
2022-03-07,12.90999984741211
2022-03-08,12.84000015258789
2022-03-09,12.800000190734863
2022-03-10,12.739999771118164
2022-03-11,12.739999771118164
2022-03-14,12.630000114440918
2022-03-15,12.619999885559082
2022-03-16,12.640000343322754
2022-03-17,12.65999984741211
2022-03-18,12.699999809265137
2022-03-21,12.600000381469727
2022-03-22,12.550000190734863
2022-03-23,12.619999885559082
2022-03-24,12.579999923706055
2022-03-25,12.5
2022-03-28,12.510000228881836
2022-03-29,12.569999694824219
2022-03-30,12.600000381469727
2022-03-31,12.600000381469727
2022-04-01,12.569999694824219
2022-04-04,12.569999694824219
2022-04-05,12.470000267028809
2022-04-06,12.430000305175781
2022-04-07,12.40999984741211
2022-04-08,12.350000381469727
2022-04-11,12.289999961853027
2022-04-12,12.319999694824219
2022-04-13,12.329999923706055
2022-04-14,12.25
2022-04-18,12.220000267028809
2022-04-19,12.15999984741211
2022-04-20,12.220000267028809
2022-04-21,12.170000076293945
2022-04-22,12.140000343322754
2022-04-25,12.1899995803833
2022-04-26,12.229999542236328
2022-04-27,12.1899995803833
2022-04-28,12.180000305175781
2022-04-29,12.119999885559082
2022-05-02,12.039999961853027
2022-05-03,12.0600004196167
2022-05-04,12.109999656677246
2022-05-05,12.020000457763672
2022-05-06,11.960000038146973
2022-05-09,11.989999771118164
2022-05-10,12.020000457763672
2022-05-11,12.069999694824219
2022-05-12,12.079999923706055
2022-05-13,12.039999961853027
2022-05-16,12.0600004196167
2022-05-17,11.989999771118164
2022-05-18,12.029999732971191
2022-05-19,12.050000190734863
2022-05-20,12.09000015258789
2022-05-23,12.039999961853027
2022-05-24,12.119999885559082
2022-05-25,12.15999984741211
2022-05-26,12.1899995803833
2022-05-27,12.199999809265137
2022-05-31,12.140000343322754
2022-06-01,12.100000381469727
2022-06-02,12.109999656677246
2022-06-03,12.09000015258789
2022-06-06,12.020000457763672
2022-06-07,12.050000190734863
2022-06-08,12.020000457763672
2022-06-09,12.010000228881836
2022-06-10,11.920000076293945
2022-06-13,11.729999542236328
2022-06-14,11.65999984741211
2022-06-15,11.760000228881836
2022-06-16,11.770000457763672
2022-06-17,11.779999732971191
2022-06-21,11.739999771118164
2022-06-22,11.819999694824219
2022-06-23,11.859999656677246
2022-06-24,11.84000015258789
2022-06-27,11.800000190734863
2022-06-28,11.789999961853027
2022-06-29,11.84000015258789
2022-06-30,11.859999656677246
2022-07-01,11.9399995803833
2022-07-05,11.960000038146973
2022-07-06,11.890000343322754
2022-07-07,11.859999656677246
2022-07-08,11.819999694824219
2022-07-11,11.880000114440918
2022-07-12,11.880000114440918
2022-07-13,11.899999618530273
2022-07-14,11.859999656677246
2022-07-15,11.899999618530273
2022-07-18,11.890000343322754
2022-07-19,11.859999656677246
2022-07-20,11.859999656677246
2022-07-21,11.949999809265137
2022-07-22,12.039999961853027
2022-07-25,12.010000228881836
2022-07-26,12.0
2022-07-27,12.039999961853027
2022-07-28,12.109999656677246
2022-07-29,12.140000343322754
2022-08-01,12.180000305175781
2022-08-02,12.069999694824219
2022-08-03,12.100000381469727
2022-08-04,12.130000114440918
2022-08-05,12.020000457763672
2022-08-08,12.069999694824219
2022-08-09,12.039999961853027
2022-08-10,12.0600004196167
2022-08-11,12.010000228881836
2022-08-12,12.039999961853027
2022-08-15,12.0600004196167
2022-08-16,12.039999961853027
2022-08-17,11.979999542236328
2022-08-18,12.0
2022-08-19,11.920000076293945
2022-08-22,11.880000114440918
2022-08-23,11.869999885559082
2022-08-24,11.84000015258789
2022-08-25,11.890000343322754
2022-08-26,11.880000114440918
2022-08-29,11.829999923706055
