Date,VSEMX
2022-06-23,161.47999572753906
2022-06-24,167.0399932861328
2022-06-27,166.86000061035156
2022-06-28,163.47000122070312
2022-06-29,161.83999633789062
2022-06-30,159.83999633789062
2022-07-01,162.19000244140625
2022-07-05,164.0399932861328
2022-07-06,162.67999267578125
2022-07-07,166.82000732421875
2022-07-08,166.3800048828125
2022-07-11,163.17999267578125
2022-07-12,162.3000030517578
2022-07-13,161.9499969482422
2022-07-14,159.82000732421875
2022-07-15,163.32000732421875
2022-07-18,163.1300048828125
2022-07-19,168.39999389648438
2022-07-20,171.6199951171875
2022-07-21,172.8300018310547
2022-07-22,169.6999969482422
2022-07-25,170.08999633789062
2022-07-26,167.72000122070312
2022-07-27,172.10000610351562
2022-07-28,174.57000732421875
2022-07-29,176.2899932861328
2022-08-01,176.3300018310547
2022-08-02,176.42999267578125
2022-08-03,179.41000366210938
2022-08-04,179.13999938964844
2022-08-05,180.4600067138672
2022-08-08,181.91000366210938
2022-08-09,179.00999450683594
2022-08-10,184.99000549316406
2022-08-11,185.02999877929688
2022-08-12,188.47000122070312
2022-08-15,188.92999267578125
2022-08-16,189.07000732421875
2022-08-17,185.74000549316406
2022-08-18,186.60000610351562
2022-08-19,182.47000122070312
2022-08-22,178.4600067138672
2022-08-23,178.6699981689453
2022-08-24,180.22999572753906
2022-08-25,183.5
2022-08-26,177.4600067138672
2022-08-29,175.82000732421875
2022-08-30,173.64999389648438
2022-08-31,172.60000610351562
2022-09-01,170.47999572753906
2022-09-02,169.4600067138672
2022-09-06,168.10000610351562
2022-09-07,171.97999572753906
2022-09-08,174.02000427246094
2022-09-09,177.77000427246094
2022-09-12,179.82000732421875
2022-09-13,172.6999969482422
2022-09-14,173.32000732421875
2022-09-15,172.11000061035156
2022-09-16,169.0500030517578
2022-09-19,170.35000610351562
2022-09-20,167.5
2022-09-21,164.92999267578125
2022-09-22,160.19000244140625
2022-09-23,156.61000061035156
2022-09-26,154.08999633789062
2022-09-27,154.86000061035156
2022-09-28,159.5800018310547
2022-09-29,155.88999938964844
2022-09-30,154.94000244140625
2022-10-03,158.9600067138672
2022-10-04,165.7899932861328
2022-10-05,164.94000244140625
2022-10-06,164.0800018310547
2022-10-07,158.8300018310547
2022-10-10,157.10000610351562
2022-10-11,156.3699951171875
2022-10-12,156.0800018310547
2022-10-13,158.8300018310547
2022-10-14,154.44000244140625
2022-10-17,159.57000732421875
2022-10-18,161.85000610351562
2022-10-19,158.75
2022-10-20,157.27000427246094
2022-10-21,160.25
2022-10-24,160.7100067138672
2022-10-25,165.50999450683594
2022-10-26,165.50999450683594
2022-10-27,165.6699981689453
2022-10-28,168.67999267578125
2022-10-31,168.2100067138672
2022-11-01,168.77000427246094
2022-11-02,163.1199951171875
2022-11-03,162.14999389648438
2022-11-04,163.2100067138672
2022-11-07,164.2100067138672
2022-11-08,164.75999450683594
2022-11-09,160.27000427246094
2022-11-10,171.3000030517578
2022-11-11,173.85000610351562
2022-11-14,171.38999938964844
2022-11-15,174.44000244140625
2022-11-16,170.75999450683594
2022-11-17,169.0
2022-11-18,169.6699981689453
2022-11-21,168.35000610351562
2022-11-22,170.5800018310547
2022-11-23,171.5800018310547
2022-11-25,172.0500030517578
2022-11-28,168.72999572753906
2022-11-29,169.05999755859375
2022-11-30,174.25999450683594
2022-12-01,174.50999450683594
2022-12-02,174.7899932861328
2022-12-05,169.63999938964844
2022-12-06,166.9199981689453
2022-12-07,166.47999572753906
2022-12-08,168.02000427246094
2022-12-09,166.3699951171875
2022-12-12,168.82000732421875
2022-12-13,170.2899932861328
2022-12-14,169.50999450683594
2022-12-15,165.0
2022-12-16,163.42999267578125
2022-12-19,160.83999633789062
2022-12-20,161.63999938964844
2022-12-21,163.4600067138672
2022-12-22,161.11000061035156
2022-12-23,161.6699981689453
2022-12-27,160.6300048828125
2022-12-28,158.32000732421875
2022-12-29,162.3699951171875
2022-12-30,162.0399932861328
2023-01-03,161.02999877929688
2023-01-04,163.44000244140625
2023-01-05,161.24000549316406
2023-01-06,164.6300048828125
2023-01-09,165.41000366210938
2023-01-10,167.4499969482422
2023-01-11,170.0500030517578
2023-01-12,172.22999572753906
2023-01-13,173.27000427246094
2023-01-17,173.5
2023-01-18,171.02999877929688
2023-01-19,168.97000122070312
2023-01-20,172.6300048828125
2023-01-23,175.41000366210938
2023-01-24,174.5399932861328
2023-01-25,174.83999633789062
2023-01-26,176.67999267578125
2023-01-27,178.14999389648438
2023-01-30,175.41000366210938
2023-01-31,179.5800018310547
2023-02-01,182.75999450683594
2023-02-02,186.6199951171875
2023-02-03,184.22000122070312
2023-02-06,181.9499969482422
2023-02-07,183.82000732421875
2023-02-08,181.58999633789062
2023-02-09,179.02999877929688
2023-02-10,178.5800018310547
2023-02-13,180.67999267578125
2023-02-14,181.5800018310547
2023-02-15,184.3699951171875
2023-02-16,182.1699981689453
2023-02-17,181.35000610351562
2023-02-21,176.3300018310547
2023-02-22,177.08999633789062
2023-02-23,177.92999267578125
2023-02-24,176.0500030517578
2023-02-27,176.61000061035156
2023-02-28,176.63999938964844
2023-03-01,176.5800018310547
2023-03-02,177.42999267578125
2023-03-03,180.14999389648438
2023-03-06,177.8800048828125
2023-03-07,175.83999633789062
2023-03-08,175.88999938964844
2023-03-09,170.83999633789062
2023-03-10,165.47999572753906
2023-03-13,163.52000427246094
2023-03-14,166.3800048828125
2023-03-15,163.75999450683594
2023-03-16,166.4600067138672
2023-03-17,162.77000427246094
2023-03-20,164.27999877929688
2023-03-21,167.8300018310547
2023-03-22,163.4199981689453
2023-03-23,162.41000366210938
2023-03-24,163.0800018310547
2023-03-27,164.57000732421875
2023-03-28,164.55999755859375
2023-03-29,167.0
2023-03-30,167.47000122070312
2023-03-31,170.97999572753906
2023-04-03,170.50999450683594
2023-04-04,167.97999572753906
2023-04-05,165.99000549316406
2023-04-06,166.1999969482422
2023-04-10,167.75999450683594
2023-04-11,168.9499969482422
2023-04-12,167.7100067138672
2023-04-13,169.63999938964844
2023-04-14,168.60000610351562
2023-04-17,170.1300048828125
2023-04-18,170.02999877929688
2023-04-19,170.22999572753906
2023-04-20,169.02999877929688
2023-04-21,169.05999755859375
2023-04-24,168.6199951171875
2023-04-25,164.47999572753906
2023-04-26,163.58999633789062
2023-04-27,165.86000061035156
2023-04-28,167.25999450683594
2023-05-01,167.3699951171875
2023-05-02,164.33999633789062
2023-05-03,164.3699951171875
2023-05-04,162.7100067138672
2023-05-05,166.32000732421875
2023-05-08,166.61000061035156
2023-05-09,166.3300018310547
2023-05-10,167.1199951171875
2023-05-11,166.02999877929688
2023-05-12,165.4499969482422
2023-05-15,167.55999755859375
2023-05-16,164.83999633789062
2023-05-17,168.10000610351562
2023-05-18,169.86000061035156
2023-05-19,168.64999389648438
2023-05-22,170.52000427246094
2023-05-23,169.0800018310547
2023-05-24,167.5500030517578
2023-05-25,166.6999969482422
2023-05-26,169.14999389648438
2023-05-30,169.22000122070312
2023-05-31,168.0500030517578
2023-06-01,169.80999755859375
2023-06-02,174.86000061035156
2023-06-05,173.5500030517578
2023-06-06,176.74000549316406
2023-06-07,177.92999267578125
2023-06-08,177.83999633789062
2023-06-09,176.8800048828125
2023-06-12,178.36000061035156
2023-06-13,180.6199951171875
2023-06-14,179.5
2023-06-15,181.69000244140625
2023-06-16,180.57000732421875
2023-06-20,179.38999938964844
2023-06-21,178.39999389648438
2023-06-22,177.5500030517578
2023-06-23,175.25999450683594
2023-06-26,175.6699981689453
2023-06-27,178.6300048828125
2023-06-28,178.8300018310547
2023-06-29,180.1999969482422
2023-06-30,181.39999389648438
2023-07-03,182.24000549316406
2023-07-05,180.69000244140625
2023-07-06,178.02000427246094
2023-07-07,179.77000427246094
2023-07-10,182.39999389648438
2023-07-11,185.02000427246094
2023-07-12,186.36000061035156
2023-07-13,188.52999877929688
2023-07-14,186.7100067138672
2023-07-17,188.52000427246094
2023-07-18,190.55999755859375
2023-07-19,191.3699951171875
2023-07-20,189.16000366210938
2023-07-21,188.77000427246094
2023-07-24,188.77999877929688
2023-07-25,189.08999633789062
2023-07-26,189.97000122070312
2023-07-27,187.52999877929688
2023-07-28,190.25
2023-07-31,192.1199951171875
2023-08-01,191.33999633789062
2023-08-02,188.0
2023-08-03,187.47000122070312
2023-08-04,187.00999450683594
2023-08-07,187.6999969482422
2023-08-08,186.0
2023-08-09,184.32000732421875
2023-08-10,184.00999450683594
2023-08-11,183.82000732421875
2023-08-14,184.0500030517578
2023-08-15,181.6699981689453
2023-08-16,179.8000030517578
2023-08-17,177.57000732421875
2023-08-18,178.42999267578125
2023-08-21,178.7100067138672
2023-08-22,178.08999633789062
2023-08-23,180.24000549316406
2023-08-24,177.75
2023-08-25,178.61000061035156
2023-08-28,179.97999572753906
2023-08-29,182.97999572753906
2023-08-30,183.99000549316406
2023-08-31,184.3300018310547
2023-09-01,186.19000244140625
2023-09-05,183.4499969482422
2023-09-06,182.80999755859375
2023-09-07,181.60000610351562
2023-09-08,181.5
2023-09-11,182.2899932861328
2023-09-12,181.9499969482422
2023-09-13,180.6300048828125
2023-09-14,182.4499969482422
2023-09-15,180.66000366210938
2023-09-18,179.77000427246094
2023-09-19,179.11000061035156
2023-09-20,177.80999755859375
2023-09-21,174.2899932861328
2023-09-22,174.02000427246094
2023-09-25,174.6300048828125
2023-09-26,172.3699951171875
2023-09-27,173.30999755859375
2023-09-28,175.05999755859375
2023-09-29,174.75
2023-10-02,172.6199951171875
2023-10-03,169.17999267578125
2023-10-04,170.17999267578125
2023-10-05,169.99000549316406
2023-10-06,172.16000366210938
2023-10-09,173.25
2023-10-10,175.16000366210938
2023-10-11,175.4199981689453
2023-10-12,172.00999450683594
2023-10-13,170.3800048828125
2023-10-16,173.25
2023-10-17,174.77999877929688
2023-10-18,170.80999755859375
2023-10-19,168.32000732421875
2023-10-20,166.08999633789062
2023-10-23,164.77000427246094
2023-10-24,166.24000549316406
2023-10-25,162.6999969482422
2023-10-26,162.75999450683594
2023-10-27,161.0399932861328
2023-10-30,162.32000732421875
2023-10-31,163.8300018310547
2023-11-01,164.69000244140625
2023-11-02,168.6699981689453
2023-11-03,172.86000061035156
2023-11-06,170.89999389648438
2023-11-07,171.64999389648438
2023-11-08,170.61000061035156
2023-11-09,168.32000732421875
2023-11-10,170.27000427246094
2023-11-13,170.27000427246094
2023-11-14,177.7100067138672
2023-11-15,178.32000732421875
2023-11-16,176.3300018310547
2023-11-17,178.14999389648438
2023-11-20,179.35000610351562
2023-11-21,177.77000427246094
2023-11-22,178.88999938964844
2023-11-24,180.25999450683594
2023-11-27,179.97999572753906
2023-11-28,179.6999969482422
2023-11-29,181.33999633789062
2023-11-30,182.19000244140625
2023-12-01,186.8000030517578
2023-12-04,187.86000061035156
2023-12-05,185.67999267578125
2023-12-06,185.3000030517578
2023-12-07,186.64999389648438
2023-12-08,187.92999267578125
2023-12-11,188.75
2023-12-12,188.83999633789062
2023-12-13,194.0399932861328
2023-12-14,198.74000549316406
2023-12-15,197.52000427246094
2023-12-18,197.6699981689453
2023-12-19,199.8699951171875
2023-12-20,196.0800018310547
2023-12-21,199.2899932861328
2023-12-22,200.47000122070312
2023-12-26,202.38999938964844
2023-12-27,202.99000549316406
2023-12-28,202.85000610351562
2023-12-29,202.85000610351562
2024-01-02,198.1300048828125
2024-01-03,193.2899932861328
2024-01-04,193.25
2024-01-05,193.4600067138672
2024-01-08,197.16000366210938
2024-01-09,196.00999450683594
2024-01-10,196.47999572753906
2024-01-11,195.63999938964844
2024-01-12,195.11000061035156
2024-01-16,193.47999572753906
2024-01-17,192.02000427246094
2024-01-18,193.27000427246094
2024-01-19,195.52999877929688
2024-01-22,198.50999450683594
2024-01-23,198.0
2024-01-24,196.57000732421875
2024-01-25,197.50999450683594
2024-01-26,197.88999938964844
2024-01-29,201.11000061035156
2024-01-30,199.8800048828125
2024-01-31,195.58999633789062
2024-02-01,198.0800018310547
2024-02-02,198.3000030517578
2024-02-05,195.75999450683594
2024-02-06,197.50999450683594
2024-02-07,198.1999969482422
2024-02-08,200.75999450683594
2024-02-09,203.07000732421875
2024-02-12,205.0399932861328
2024-02-13,199.0500030517578
2024-02-14,203.39999389648438
2024-02-15,206.57000732421875
2024-02-16,204.7100067138672
2024-02-20,202.3000030517578
2024-02-21,201.1300048828125
2024-02-22,203.83999633789062
2024-02-23,204.36000061035156
2024-02-26,205.13999938964844
2024-02-27,206.9600067138672
2024-02-28,206.14999389648438
2024-02-29,207.4199981689453
2024-03-01,209.10000610351562
2024-03-04,209.11000061035156
2024-03-05,206.57000732421875
2024-03-06,208.3699951171875
2024-03-07,210.24000549316406
2024-03-08,209.39999389648438
2024-03-11,208.16000366210938
2024-03-12,208.75999450683594
2024-03-13,209.22999572753906
2024-03-14,206.1300048828125
2024-03-15,205.97999572753906
2024-03-18,205.58999633789062
2024-03-19,206.8000030517578
2024-03-20,210.42999267578125
2024-03-21,212.47000122070312
2024-03-22,209.88999938964844
2024-03-25,210.0399932861328
2024-03-26,210.0500030517578
2024-03-27,213.13999938964844
2024-03-28,213.77000427246094
2024-04-01,211.97000122070312
2024-04-02,208.85000610351562
2024-04-03,209.75999450683594
2024-04-04,207.52999877929688
2024-04-05,209.33999633789062
2024-04-08,210.35000610351562
2024-04-09,210.82000732421875
2024-04-10,206.74000549316406
2024-04-11,207.75
2024-04-12,203.75999450683594
2024-04-15,200.3800048828125
2024-04-16,199.57000732421875
2024-04-17,197.77999877929688
2024-04-18,197.38999938964844
2024-04-19,197.25999450683594
2024-04-22,199.25
2024-04-23,202.83999633789062
2024-04-24,202.47000122070312
2024-04-25,201.42999267578125
2024-04-26,203.00999450683594
2024-04-29,204.0399932861328
2024-04-30,199.9499969482422
2024-05-01,200.6699981689453
2024-05-02,203.7899932861328
2024-05-03,205.42999267578125
2024-05-06,208.38999938964844
2024-05-07,207.9199981689453
2024-05-08,207.02000427246094
2024-05-09,208.7899932861328
2024-05-10,208.11000061035156
2024-05-13,208.2100067138672
2024-05-14,210.33999633789062
2024-05-15,212.72000122070312
2024-05-16,211.3000030517578
2024-05-17,211.47000122070312
2024-05-20,212.1300048828125
2024-05-21,211.44000244140625
2024-05-22,210.07000732421875
2024-05-23,206.9600067138672
2024-05-24,208.75
2024-05-28,207.7899932861328
2024-05-29,205.44000244140625
2024-05-30,206.11000061035156
2024-05-31,206.67999267578125
2024-06-03,205.64999389648438
2024-06-04,203.47000122070312
2024-06-05,206.42999267578125
2024-06-06,205.55999755859375
2024-06-07,203.72000122070312
2024-06-10,204.7899932861328
2024-06-11,204.33999633789062
2024-06-12,207.32000732421875
2024-06-13,205.35000610351562
2024-06-14,202.97000122070312
2024-06-17,204.4199981689453
2024-06-18,204.72999572753906
2024-06-20,204.07000732421875
2024-06-21,204.57000732421875
2024-06-24,205.3699951171875
2024-06-25,204.41000366210938
2024-06-26,204.13999938964844
2024-06-27,205.61000061035156
2024-06-28,205.7899932861328
2024-07-01,204.50999450683594
2024-07-02,205.00999450683594
2024-07-03,205.5399932861328
2024-07-05,204.85000610351562
2024-07-08,205.5500030517578
2024-07-09,204.39999389648438
2024-07-10,206.17999267578125
2024-07-11,211.0
2024-07-12,213.13999938964844
2024-07-15,215.6300048828125
2024-07-16,221.27999877929688
2024-07-17,217.69000244140625
2024-07-18,214.49000549316406
2024-07-19,213.75
2024-07-22,216.6999969482422
2024-07-23,217.75
2024-07-24,212.2899932861328
2024-07-25,214.57000732421875
2024-07-26,217.94000244140625
2024-07-29,216.8800048828125
2024-07-30,216.94000244140625
2024-07-31,218.52000427246094
2024-08-01,212.9199981689453
2024-08-02,206.0
2024-08-05,199.94000244140625
2024-08-06,202.24000549316406
2024-08-07,199.94000244140625
2024-08-08,205.2899932861328
2024-08-09,205.5399932861328
2024-08-12,203.94000244140625
2024-08-13,207.55999755859375
2024-08-14,207.4199981689453
2024-08-15,212.02000427246094
2024-08-16,212.52000427246094
2024-08-19,214.8699951171875
2024-08-20,212.7899932861328
2024-08-21,215.69000244140625
2024-08-22,213.61000061035156
2024-08-23,219.07000732421875
2024-08-26,218.50999450683594
2024-08-27,217.72999572753906
2024-08-28,216.10000610351562
2024-08-29,217.41000366210938
2024-08-30,219.07000732421875
2024-09-03,212.7899932861328
2024-09-04,212.13999938964844
2024-09-05,211.0399932861328
2024-09-06,207.47000122070312
2024-09-09,208.75
2024-09-10,208.77999877929688
2024-09-11,210.22000122070312
2024-09-12,212.27999877929688
2024-09-13,216.22000122070312
2024-09-16,217.44000244140625
2024-09-17,218.57000732421875
2024-09-18,218.63999938964844
2024-09-19,223.05999755859375
2024-09-20,221.4600067138672
2024-09-23,221.58999633789062
2024-09-24,222.00999450683594
2024-09-25,219.97999572753906
2024-09-26,221.52999877929688
2024-09-27,221.61000061035156
2024-09-30,221.85000610351562
2024-10-01,219.25
2024-10-02,219.3800048828125
2024-10-03,218.47000122070312
2024-10-04,221.6199951171875
2024-10-07,219.72000122070312
2024-10-08,220.30999755859375
2024-10-09,221.6699981689453
2024-10-10,221.25999450683594
2024-10-11,225.11000061035156
2024-10-14,226.55999755859375
2024-10-15,226.2100067138672
2024-10-16,228.63999938964844
2024-10-17,228.5399932861328
2024-10-18,228.97999572753906
2024-10-21,226.3800048828125
2024-10-22,225.3000030517578
2024-10-23,223.52999877929688
2024-10-24,224.47999572753906
2024-10-25,223.50999450683594
2024-10-28,226.33999633789062
2024-10-29,226.5500030517578
2024-10-30,226.4600067138672
2024-10-31,223.1999969482422
2024-11-01,224.10000610351562
2024-11-04,224.3699951171875
2024-11-05,228.2899932861328
2024-11-06,239.0399932861328
2024-11-07,239.89999389648438
2024-11-08,241.5500030517578
2024-11-11,245.41000366210938
2024-11-12,242.82000732421875
2024-11-13,241.17999267578125
2024-11-14,238.4199981689453
2024-11-15,235.35000610351562
2024-11-18,236.5399932861328
2024-11-19,238.7899932861328
2024-11-20,239.75999450683594
2024-11-21,243.83999633789062
