Date,SEEGX
2022-02-28,53.88999938964844
2022-03-01,53.029998779296875
2022-03-02,54.11000061035156
2022-03-03,53.61000061035156
2022-03-04,52.880001068115234
2022-03-07,50.91999816894531
2022-03-08,50.72999954223633
2022-03-09,52.439998626708984
2022-03-10,52.06999969482422
2022-03-11,51.43000030517578
2022-03-14,50.83000183105469
2022-03-15,52.04999923706055
2022-03-16,53.47999954223633
2022-03-17,54.119998931884766
2022-03-18,54.90999984741211
2022-03-21,54.779998779296875
2022-03-22,55.56999969482422
2022-03-23,54.939998626708984
2022-03-24,55.81999969482422
2022-03-25,55.83000183105469
2022-03-28,56.380001068115234
2022-03-29,57.06999969482422
2022-03-30,56.439998626708984
2022-03-31,55.56999969482422
2022-04-01,55.630001068115234
2022-04-04,56.2599983215332
2022-04-05,55.349998474121094
2022-04-06,54.529998779296875
2022-04-07,54.72999954223633
2022-04-08,54.470001220703125
2022-04-11,53.43000030517578
2022-04-12,53.279998779296875
2022-04-13,53.959999084472656
2022-04-14,53.20000076293945
2022-04-18,53.08000183105469
2022-04-19,53.939998626708984
2022-04-20,53.95000076293945
2022-04-21,52.939998626708984
2022-04-22,51.220001220703125
2022-04-25,51.220001220703125
2022-04-26,50.25
2022-04-27,50.369998931884766
2022-04-28,51.369998931884766
2022-04-29,49.54999923706055
2022-05-02,50.04999923706055
2022-05-03,50.119998931884766
2022-05-04,51.599998474121094
2022-05-05,49.599998474121094
2022-05-06,49.31999969482422
2022-05-09,47.77000045776367
2022-05-10,48.119998931884766
2022-05-11,47.11000061035156
2022-05-12,47.06999969482422
2022-05-13,48.220001220703125
2022-05-16,47.939998626708984
2022-05-17,48.88999938964844
2022-05-18,46.689998626708984
2022-05-19,46.56999969482422
2022-05-20,46.34000015258789
2022-05-23,47.189998626708984
2022-05-24,46.599998474121094
2022-05-25,47.20000076293945
2022-05-26,48.31999969482422
2022-05-27,49.58000183105469
2022-05-31,49.189998626708984
2022-06-01,48.810001373291016
2022-06-02,49.81999969482422
2022-06-03,48.939998626708984
2022-06-06,49.099998474121094
2022-06-07,49.529998779296875
2022-06-08,48.9900016784668
2022-06-09,47.88999938964844
2022-06-10,46.47999954223633
2022-06-13,44.68000030517578
2022-06-14,44.75
2022-06-15,45.52000045776367
2022-06-16,43.95000076293945
2022-06-17,44.20000076293945
2022-06-21,45.279998779296875
2022-06-22,45.189998626708984
2022-06-23,45.61000061035156
2022-06-24,47.099998474121094
2022-06-27,46.900001525878906
2022-06-28,45.77000045776367
2022-06-29,45.79999923706055
2022-06-30,45.31999969482422
2022-07-01,45.66999816894531
2022-07-05,45.970001220703125
2022-07-06,46.08000183105469
2022-07-07,46.95000076293945
2022-07-08,47.029998779296875
2022-07-11,46.31999969482422
2022-07-12,45.849998474121094
2022-07-13,45.68000030517578
2022-07-14,45.689998626708984
2022-07-15,46.459999084472656
2022-07-18,46.060001373291016
2022-07-19,47.33000183105469
2022-07-20,47.720001220703125
2022-07-21,48.20000076293945
2022-07-22,47.68000030517578
2022-07-25,47.7400016784668
2022-07-26,47.02000045776367
2022-07-27,48.540000915527344
2022-07-28,49.209999084472656
2022-07-29,50.0099983215332
2022-08-01,49.83000183105469
2022-08-02,49.54999923706055
2022-08-03,50.41999816894531
2022-08-04,50.630001068115234
2022-08-05,50.459999084472656
2022-08-08,50.40999984741211
2022-08-09,50.099998474121094
2022-08-10,51.290000915527344
2022-08-11,51.16999816894531
2022-08-12,52.099998474121094
