Date,RNPEX
2022-02-28,57.119998931884766
2022-03-01,56.029998779296875
2022-03-02,56.810001373291016
2022-03-03,55.880001068115234
2022-03-04,54.75
2022-03-07,52.869998931884766
2022-03-08,52.88999938964844
2022-03-09,54.970001220703125
2022-03-10,54.45000076293945
2022-03-11,53.5
2022-03-14,53.060001373291016
2022-03-15,53.959999084472656
2022-03-16,55.959999084472656
2022-03-17,56.880001068115234
2022-03-18,57.83000183105469
2022-03-21,57.47999954223633
2022-03-22,58.439998626708984
2022-03-23,57.630001068115234
2022-03-24,58.349998474121094
2022-03-25,58.220001220703125
2022-03-28,58.90999984741211
2022-03-29,60.040000915527344
2022-03-30,59.689998626708984
2022-03-31,58.72999954223633
2022-04-01,59.119998931884766
2022-04-04,59.900001525878906
2022-04-05,58.84000015258789
2022-04-06,57.77000045776367
2022-04-07,57.9900016784668
2022-04-08,57.560001373291016
2022-04-11,56.4900016784668
2022-04-12,56.150001525878906
2022-04-13,57.06999969482422
2022-04-14,56.310001373291016
2022-04-18,56.13999938964844
2022-04-19,56.88999938964844
2022-04-20,56.540000915527344
2022-04-21,55.779998779296875
2022-04-22,54.56999969482422
2022-04-25,54.59000015258789
2022-04-26,52.56999969482422
2022-04-27,52.75
2022-04-28,53.810001373291016
2022-04-29,52.650001525878906
2022-05-02,53.0
2022-05-03,53.130001068115234
2022-05-04,54.369998931884766
2022-05-05,52.209999084472656
2022-05-06,51.40999984741211
2022-05-09,49.22999954223633
2022-05-10,49.61000061035156
2022-05-11,48.790000915527344
2022-05-12,48.849998474121094
2022-05-13,50.369998931884766
2022-05-16,50.029998779296875
2022-05-17,51.2400016784668
2022-05-18,49.43000030517578
2022-05-19,49.58000183105469
2022-05-20,49.630001068115234
2022-05-23,50.310001373291016
2022-05-24,49.5099983215332
2022-05-25,49.93000030517578
2022-05-26,50.97999954223633
2022-05-27,52.34000015258789
2022-05-31,52.220001220703125
2022-06-01,51.58000183105469
2022-06-02,52.83000183105469
2022-06-03,51.790000915527344
2022-06-06,52.0099983215332
2022-06-07,52.33000183105469
2022-06-08,51.91999816894531
2022-06-09,50.66999816894531
2022-06-10,49.25
2022-06-13,47.22999954223633
2022-06-14,47.040000915527344
2022-06-15,47.9900016784668
2022-06-16,46.380001068115234
2022-06-17,46.619998931884766
2022-06-21,47.59000015258789
2022-06-22,47.34000015258789
2022-06-23,47.560001373291016
2022-06-24,49.150001525878906
2022-06-27,49.040000915527344
2022-06-28,48.15999984741211
2022-06-29,48.040000915527344
2022-06-30,47.54999923706055
2022-07-01,47.790000915527344
2022-07-05,47.70000076293945
2022-07-06,47.68000030517578
2022-07-07,48.650001525878906
2022-07-08,48.68000030517578
2022-07-11,47.790000915527344
2022-07-12,47.38999938964844
2022-07-13,47.36000061035156
2022-07-14,47.040000915527344
2022-07-15,47.90999984741211
2022-07-18,47.790000915527344
2022-07-19,49.099998474121094
2022-07-20,49.27000045776367
2022-07-21,50.040000915527344
2022-07-22,49.529998779296875
2022-07-25,49.56999969482422
2022-07-26,48.91999816894531
2022-07-27,50.189998626708984
2022-07-28,50.7400016784668
2022-07-29,51.43000030517578
2022-08-01,51.27000045776367
2022-08-02,50.91999816894531
2022-08-03,51.59000015258789
2022-08-04,51.869998931884766
2022-08-05,51.52000045776367
2022-08-08,51.650001525878906
2022-08-09,51.189998626708984
2022-08-10,52.38999938964844
2022-08-11,52.310001373291016
2022-08-12,53.08000183105469
2022-08-15,53.209999084472656
2022-08-16,53.09000015258789
2022-08-17,52.65999984741211
2022-08-18,52.59000015258789
2022-08-19,51.84000015258789
2022-08-22,50.790000915527344
2022-08-23,50.83000183105469
2022-08-24,51.029998779296875
2022-08-25,51.70000076293945
2022-08-26,50.130001068115234
2022-08-29,49.7400016784668
2022-08-30,49.2599983215332
2022-08-31,48.970001220703125
2022-09-01,48.720001220703125
2022-09-02,48.33000183105469
2022-09-06,48.16999816894531
2022-09-07,48.95000076293945
2022-09-08,49.41999816894531
2022-09-09,50.400001525878906
2022-09-12,50.91999816894531
2022-09-13,48.91999816894531
2022-09-14,49.15999984741211
2022-09-15,48.66999816894531
2022-09-16,48.22999954223633
2022-09-19,48.4900016784668
2022-09-20,47.90999984741211
2022-09-21,47.08000183105469
2022-09-22,46.5099983215332
2022-09-23,45.439998626708984
2022-09-26,44.959999084472656
2022-09-27,45.02000045776367
2022-09-28,46.02000045776367
2022-09-29,45.060001373291016
2022-09-30,44.63999938964844
2022-10-03,45.439998626708984
2022-10-04,47.029998779296875
2022-10-05,46.84000015258789
2022-10-06,46.369998931884766
2022-10-07,45.13999938964844
2022-10-10,44.779998779296875
2022-10-11,44.220001220703125
2022-10-12,44.209999084472656
2022-10-13,45.0
2022-10-14,43.95000076293945
2022-10-17,45.220001220703125
2022-10-18,45.619998931884766
2022-10-19,45.220001220703125
2022-10-20,44.810001373291016
2022-10-21,45.7400016784668
2022-10-24,45.83000183105469
2022-10-25,46.7599983215332
2022-10-26,46.81999969482422
2022-10-27,46.349998474121094
2022-10-28,46.97999954223633
2022-10-31,46.68000030517578
2022-11-01,46.810001373291016
2022-11-02,45.79999923706055
2022-11-03,45.5
2022-11-04,46.58000183105469
2022-11-07,46.90999984741211
2022-11-08,47.22999954223633
2022-11-09,46.349998474121094
2022-11-10,48.88999938964844
2022-11-11,49.720001220703125
2022-11-14,49.290000915527344
2022-11-15,49.849998474121094
2022-11-16,49.43000030517578
2022-11-17,49.20000076293945
2022-11-18,49.290000915527344
2022-11-21,48.869998931884766
2022-11-22,49.41999816894531
2022-11-23,49.90999984741211
2022-11-25,49.97999954223633
2022-11-28,49.310001373291016
2022-11-29,49.40999984741211
2022-11-30,51.0099983215332
2022-12-01,51.189998626708984
2022-12-02,51.18000030517578
2022-12-05,50.310001373291016
2022-12-06,49.72999954223633
2022-12-07,49.56999969482422
2022-12-08,49.97999954223633
2022-12-09,49.84000015258789
2022-12-12,50.130001068115234
2022-12-13,50.560001373291016
2022-12-14,50.439998626708984
2022-12-15,47.279998779296875
2022-12-16,46.77000045776367
2022-12-19,46.400001525878906
2022-12-20,46.439998626708984
2022-12-21,47.029998779296875
2022-12-22,46.43000030517578
2022-12-23,46.52000045776367
2022-12-27,46.31999969482422
2022-12-28,45.869998931884766
2022-12-29,46.720001220703125
2022-12-30,46.4900016784668
2023-01-03,46.470001220703125
2023-01-04,47.0099983215332
2023-01-05,46.63999938964844
2023-01-06,47.66999816894531
2023-01-09,47.91999816894531
2023-01-10,48.16999816894531
2023-01-11,48.619998931884766
2023-01-12,49.0099983215332
2023-01-13,49.38999938964844
2023-01-17,49.400001525878906
2023-01-18,49.0099983215332
2023-01-19,48.720001220703125
2023-01-20,49.41999816894531
2023-01-23,49.869998931884766
2023-01-24,49.81999969482422
2023-01-25,49.91999816894531
2023-01-26,50.349998474121094
2023-01-27,50.400001525878906
2023-01-30,49.880001068115234
2023-01-31,50.369998931884766
2023-02-01,50.869998931884766
2023-02-02,51.400001525878906
2023-02-03,51.040000915527344
2023-02-06,50.619998931884766
2023-02-07,51.099998474121094
2023-02-08,50.720001220703125
2023-02-09,50.5099983215332
2023-02-10,50.34000015258789
2023-02-13,50.90999984741211
2023-02-14,51.06999969482422
2023-02-15,51.119998931884766
2023-02-16,50.61000061035156
2023-02-17,50.439998626708984
2023-02-21,49.59000015258789
2023-02-22,49.45000076293945
2023-02-23,49.599998474121094
