Date,RGACX
2022-02-28,62.66999816894531
2022-03-01,61.58000183105469
2022-03-02,62.5
2022-03-03,61.27000045776367
2022-03-04,60.27000045776367
2022-03-07,57.90999984741211
2022-03-08,57.88999938964844
2022-03-09,60.0
2022-03-10,59.66999816894531
2022-03-11,58.38999938964844
2022-03-14,57.43000030517578
2022-03-15,58.88999938964844
2022-03-16,61.099998474121094
2022-03-17,62.22999954223633
2022-03-18,63.4900016784668
2022-03-21,63.099998474121094
2022-03-22,64.33000183105469
2022-03-23,63.459999084472656
2022-03-24,64.33000183105469
2022-03-25,64.16999816894531
2022-03-28,65.04000091552734
2022-03-29,66.19999694824219
2022-03-30,65.54000091552734
2022-03-31,64.5199966430664
2022-04-01,64.87999725341797
2022-04-04,65.97000122070312
2022-04-05,64.62000274658203
2022-04-06,63.29999923706055
2022-04-07,63.459999084472656
2022-04-08,62.97999954223633
2022-04-11,61.790000915527344
2022-04-12,61.58000183105469
2022-04-13,62.790000915527344
2022-04-14,61.7599983215332
2022-04-18,61.63999938964844
2022-04-19,62.86000061035156
2022-04-20,61.86000061035156
2022-04-21,60.650001525878906
2022-04-22,59.18000030517578
2022-04-25,59.52000045776367
2022-04-26,57.130001068115234
2022-04-27,57.2400016784668
2022-04-28,58.75
2022-04-29,56.75
2022-05-02,57.470001220703125
2022-05-03,57.61000061035156
2022-05-04,59.290000915527344
2022-05-05,56.61000061035156
2022-05-06,55.79999923706055
2022-05-09,53.029998779296875
2022-05-10,53.400001525878906
2022-05-11,52.16999816894531
2022-05-12,52.33000183105469
2022-05-13,54.279998779296875
2022-05-16,53.61000061035156
2022-05-17,54.88999938964844
2022-05-18,52.619998931884766
2022-05-19,52.77000045776367
2022-05-20,52.560001373291016
2022-05-23,53.220001220703125
2022-05-24,52.0099983215332
2022-05-25,52.810001373291016
2022-05-26,54.220001220703125
2022-05-27,55.849998474121094
2022-05-31,55.54999923706055
2022-06-01,55.029998779296875
2022-06-02,56.43000030517578
2022-06-03,55.189998626708984
2022-06-06,55.45000076293945
2022-06-07,55.91999816894531
2022-06-08,55.52000045776367
2022-06-09,54.130001068115234
2022-06-10,52.41999816894531
2022-06-13,50.0
2022-06-14,49.900001525878906
2022-06-15,50.90999984741211
2022-06-16,48.84000015258789
2022-06-17,49.209999084472656
2022-06-21,50.41999816894531
2022-06-22,50.29999923706055
2022-06-23,50.790000915527344
2022-06-24,52.45000076293945
2022-06-27,52.2599983215332
2022-06-28,51.130001068115234
2022-06-29,50.939998626708984
2022-06-30,50.290000915527344
2022-07-01,50.72999954223633
2022-07-05,51.150001525878906
2022-07-06,51.130001068115234
2022-07-07,52.209999084472656
2022-07-08,52.209999084472656
2022-07-11,51.18000030517578
2022-07-12,50.630001068115234
2022-07-13,50.4900016784668
2022-07-14,50.189998626708984
2022-07-15,51.220001220703125
2022-07-18,51.08000183105469
2022-07-19,52.54999923706055
2022-07-20,53.150001525878906
2022-07-21,53.939998626708984
2022-07-22,53.02000045776367
2022-07-25,53.02000045776367
2022-07-26,52.099998474121094
2022-07-27,53.84000015258789
2022-07-28,54.470001220703125
2022-07-29,55.400001525878906
2022-08-01,55.27000045776367
2022-08-02,55.130001068115234
2022-08-03,56.20000076293945
2022-08-04,56.400001525878906
2022-08-05,56.220001220703125
2022-08-08,56.380001068115234
2022-08-09,55.7599983215332
2022-08-10,57.33000183105469
2022-08-11,57.18000030517578
2022-08-12,58.25
2022-08-15,58.400001525878906
2022-08-16,58.36000061035156
2022-08-17,57.650001525878906
2022-08-18,57.779998779296875
2022-08-19,56.7400016784668
2022-08-22,55.5
2022-08-23,55.56999969482422
2022-08-24,55.880001068115234
2022-08-25,56.7400016784668
2022-08-26,54.810001373291016
2022-08-29,54.43000030517578
2022-08-30,53.79999923706055
2022-08-31,53.5099983215332
2022-09-01,53.369998931884766
2022-09-02,52.88999938964844
2022-09-06,52.650001525878906
2022-09-07,53.650001525878906
2022-09-08,54.2400016784668
2022-09-09,55.380001068115234
2022-09-12,55.95000076293945
2022-09-13,53.54999923706055
2022-09-14,53.939998626708984
2022-09-15,53.5099983215332
2022-09-16,52.93000030517578
2022-09-19,53.290000915527344
2022-09-20,52.630001068115234
2022-09-21,51.619998931884766
2022-09-22,50.849998474121094
2022-09-23,49.779998779296875
2022-09-26,49.29999923706055
2022-09-27,49.439998626708984
2022-09-28,50.65999984741211
2022-09-29,49.47999954223633
2022-09-30,48.900001525878906
2022-10-03,49.810001373291016
2022-10-04,51.65999984741211
2022-10-05,51.5099983215332
2022-10-06,51.20000076293945
2022-10-07,49.58000183105469
2022-10-10,49.02000045776367
2022-10-11,48.369998931884766
2022-10-12,48.40999984741211
2022-10-13,49.279998779296875
2022-10-14,47.86000061035156
