Date,VSCPX
2022-02-28,290.5299987792969
2022-03-01,284.9800109863281
2022-03-02,291.8999938964844
2022-03-03,288.8599853515625
2022-03-04,284.1000061035156
2022-03-07,274.9200134277344
2022-03-08,276.0199890136719
2022-03-09,283.6700134277344
2022-03-10,283.3599853515625
2022-03-11,279.3500061035156
2022-03-14,275.30999755859375
2022-03-15,279.6199951171875
2022-03-16,287.9100036621094
2022-03-17,292.260009765625
2022-03-18,295.3299865722656
2022-03-21,293.8800048828125
2022-03-22,295.94000244140625
2022-03-23,291.1400146484375
2022-03-24,294.1199951171875
2022-03-25,295.17999267578125
2022-03-28,295.2900085449219
2022-03-29,302.5199890136719
2022-03-30,297.9700012207031
2022-03-31,294.04998779296875
2022-04-01,296.489990234375
2022-04-04,296.95001220703125
2022-04-05,290.9800109863281
2022-04-06,287.2799987792969
2022-04-07,286.6600036621094
2022-04-08,285.70001220703125
2022-04-11,284.2099914550781
2022-04-12,284.45001220703125
2022-04-13,289.5899963378906
2022-04-14,287.2699890136719
2022-04-18,285.7300109863281
2022-04-19,292.010009765625
2022-04-20,293.2900085449219
2022-04-21,287.010009765625
2022-04-22,279.6300048828125
2022-04-25,281.44000244140625
2022-04-26,272.82000732421875
2022-04-27,272.489990234375
2022-04-28,277.75
2022-04-29,269.8299865722656
2022-05-02,272.0400085449219
2022-05-03,274.45001220703125
2022-05-04,281.8299865722656
2022-05-05,271.0799865722656
2022-05-06,266.8800048828125
2022-05-09,255.6199951171875
2022-05-10,254.4499969482422
2022-05-11,249.11000061035156
2022-05-12,251.97999572753906
2022-05-13,260.17999267578125
2022-05-16,258.67999267578125
2022-05-17,266.3500061035156
2022-05-18,256.6600036621094
2022-05-19,256.9700012207031
2022-05-20,256.510009765625
2022-05-23,259.3399963378906
2022-05-24,255.47000122070312
2022-05-25,260.5
2022-05-26,266.3800048828125
2022-05-27,273.1499938964844
2022-05-31,269.7699890136719
2022-06-01,267.8599853515625
2022-06-02,274.17999267578125
2022-06-03,271.3800048828125
2022-06-06,272.739990234375
2022-06-07,276.1099853515625
2022-06-08,271.8299865722656
2022-06-09,265.6099853515625
2022-06-10,257.9800109863281
2022-06-13,245.49000549316406
2022-06-14,244.52999877929688
2022-06-15,247.89999389648438
2022-06-16,236.0800018310547
2022-06-17,238.57000732421875
2022-06-21,242.08999633789062
2022-06-22,240.63999938964844
2022-06-23,243.6300048828125
2022-06-24,252.10000610351562
2022-06-27,252.5800018310547
2022-06-28,248.50999450683594
2022-06-29,245.99000549316406
2022-06-30,243.58999633789062
2022-07-01,246.8699951171875
2022-07-05,247.94000244140625
2022-07-06,246.16000366210938
2022-07-07,251.9199981689453
2022-07-08,251.1199951171875
2022-07-11,247.1699981689453
2022-07-12,246.3000030517578
2022-07-13,245.77999877929688
2022-07-14,242.97000122070312
2022-07-15,247.91000366210938
2022-07-18,247.57000732421875
2022-07-19,255.77999877929688
2022-07-20,259.5400085449219
2022-07-21,261.1700134277344
2022-07-22,258.0199890136719
2022-07-25,259.2799987792969
2022-07-26,257.0299987792969
2022-07-27,262.5
2022-07-28,266.6600036621094
2022-07-29,269.3599853515625
2022-08-01,269.1400146484375
2022-08-02,267.7799987792969
2022-08-03,271.1000061035156
2022-08-04,270.010009765625
2022-08-05,271.9599914550781
2022-08-08,274.29998779296875
2022-08-09,270.79998779296875
2022-08-10,278.2200012207031
2022-08-11,279.3299865722656
2022-08-12,284.17999267578125
2022-08-15,284.6600036621094
2022-08-16,285.6300048828125
2022-08-17,281.2699890136719
2022-08-18,283.0
2022-08-19,277.4800109863281
2022-08-22,271.6099853515625
2022-08-23,271.7900085449219
2022-08-24,273.8500061035156
2022-08-25,278.20001220703125
2022-08-26,269.5299987792969
2022-08-29,267.5299987792969
2022-08-30,263.9200134277344
2022-08-31,262.3299865722656
2022-09-01,259.9800109863281
2022-09-02,258.3900146484375
2022-09-06,256.6300048828125
2022-09-07,262.6000061035156
2022-09-08,265.2900085449219
2022-09-09,270.2200012207031
2022-09-12,273.30999755859375
2022-09-13,262.6400146484375
2022-09-14,263.010009765625
2022-09-15,261.3299865722656
2022-09-16,257.20001220703125
2022-09-19,259.7699890136719
2022-09-20,255.49000549316406
2022-09-21,251.80999755859375
2022-09-22,245.08999633789062
2022-09-23,239.55999755859375
2022-09-26,235.6199951171875
2022-09-27,236.27999877929688
2022-09-28,243.22000122070312
2022-09-29,237.88999938964844
2022-09-30,236.35000610351562
2022-10-03,243.0500030517578
2022-10-04,252.97000122070312
2022-10-05,251.58999633789062
2022-10-06,249.7899932861328
2022-10-07,243.02000427246094
2022-10-10,241.3800048828125
2022-10-11,241.3300018310547
2022-10-12,240.16000366210938
2022-10-13,245.16000366210938
2022-10-14,238.8699951171875
2022-10-17,245.86000061035156
2022-10-18,249.4199981689453
2022-10-19,244.60000610351562
2022-10-20,241.4499969482422
2022-10-21,246.32000732421875
2022-10-24,247.63999938964844
2022-10-25,254.25
2022-10-26,254.82000732421875
2022-10-27,255.08999633789062
2022-10-28,259.989990234375
2022-10-31,259.7900085449219
2022-11-01,260.6199951171875
2022-11-02,252.3699951171875
2022-11-03,251.24000549316406
2022-11-04,254.08999633789062
2022-11-07,256.0
2022-11-08,256.54998779296875
2022-11-09,250.38999938964844
2022-11-10,266.0299987792969
2022-11-11,268.75
2022-11-14,265.3500061035156
2022-11-15,269.5899963378906
2022-11-16,264.69000244140625
2022-11-17,262.6099853515625
2022-11-18,264.1499938964844
2022-11-21,263.1000061035156
2022-11-22,266.8599853515625
2022-11-23,267.6499938964844
2022-11-25,268.67999267578125
2022-11-28,263.4100036621094
2022-11-29,264.489990234375
2022-11-30,271.32000732421875
2022-12-01,271.2200012207031
2022-12-02,271.8999938964844
2022-12-05,264.6499938964844
2022-12-06,260.9800109863281
2022-12-07,260.1499938964844
2022-12-08,262.0199890136719
2022-12-09,259.510009765625
2022-12-12,262.9700012207031
2022-12-13,264.94000244140625
2022-12-14,263.7099914550781
2022-12-15,257.45001220703125
2022-12-16,255.02000427246094
2022-12-19,251.66000366210938
2022-12-20,252.7899932861328
2022-12-21,255.74000549316406
2022-12-22,252.60000610351562
2022-12-23,253.9199981689453
2022-12-27,253.0800018310547
2022-12-28,248.8699951171875
2022-12-29,254.58999633789062
2022-12-30,253.80999755859375
2023-01-03,252.3800048828125
2023-01-04,256.3299865722656
2023-01-05,253.55999755859375
2023-01-06,259.2900085449219
2023-01-09,259.95001220703125
2023-01-10,263.04998779296875
2023-01-11,266.80999755859375
2023-01-12,270.0199890136719
2023-01-13,271.2699890136719
2023-01-17,271.05999755859375
2023-01-18,267.4200134277344
2023-01-19,264.3699951171875
2023-01-20,269.2699890136719
2023-01-23,273.0400085449219
2023-01-24,271.8900146484375
2023-01-25,272.3699951171875
2023-01-26,274.80999755859375
2023-01-27,276.42999267578125
2023-01-30,272.8699951171875
2023-01-31,279.5400085449219
2023-02-01,284.1099853515625
2023-02-02,288.79998779296875
2023-02-03,286.010009765625
2023-02-06,282.29998779296875
2023-02-07,284.6700134277344
2023-02-08,281.0
2023-02-09,277.2900085449219
2023-02-10,277.3699951171875
2023-02-13,280.6700134277344
2023-02-14,281.0
2023-02-15,283.7699890136719
2023-02-16,280.7900085449219
2023-02-17,280.44000244140625
2023-02-21,272.92999267578125
2023-02-22,273.7200012207031
2023-02-23,275.0
2023-02-24,272.7099914550781
2023-02-27,273.29998779296875
2023-02-28,273.1700134277344
2023-03-01,273.6499938964844
2023-03-02,275.0
2023-03-03,278.8599853515625
2023-03-06,275.3599853515625
2023-03-07,271.92999267578125
2023-03-08,272.04998779296875
2023-03-09,264.79998779296875
2023-03-10,256.9700012207031
2023-03-13,252.27000427246094
2023-03-14,256.57000732421875
2023-03-15,251.6199951171875
2023-03-16,255.1999969482422
2023-03-17,249.19000244140625
2023-03-20,252.5399932861328
2023-03-21,257.29998779296875
2023-03-22,249.55999755859375
2023-03-23,248.4600067138672
2023-03-24,250.2899932861328
2023-03-27,252.89999389648438
2023-03-28,253.3000030517578
2023-03-29,256.6099853515625
2023-03-30,257.1600036621094
2023-03-31,262.20001220703125
2023-04-03,262.0400085449219
2023-04-04,257.739990234375
2023-04-05,255.47000122070312
2023-04-06,255.6300048828125
