Date,VSCPX
2023-04-10,258.45001220703125
2023-04-11,260.6700134277344
2023-04-12,258.8999938964844
2023-04-13,261.4200134277344
2023-04-14,259.7699890136719
2023-04-17,262.07000732421875
2023-04-18,261.80999755859375
2023-04-19,262.2799987792969
2023-04-20,260.8699951171875
2023-04-21,261.0400085449219
2023-04-24,260.7200012207031
2023-04-25,254.91000366210938
2023-04-26,252.7899932861328
2023-04-27,256.5799865722656
2023-04-28,259.1499938964844
2023-05-01,259.239990234375
2023-05-02,254.52000427246094
2023-05-03,254.42999267578125
2023-05-04,250.75
2023-05-05,256.3900146484375
2023-05-08,256.07000732421875
2023-05-09,255.27000427246094
2023-05-10,255.9199981689453
2023-05-11,254.35000610351562
2023-05-12,254.0800018310547
2023-05-15,257.0799865722656
2023-05-16,253.07000732421875
2023-05-17,257.82000732421875
2023-05-18,260.0899963378906
2023-05-19,258.0899963378906
2023-05-22,260.3299865722656
2023-05-23,258.1600036621094
2023-05-24,255.27000427246094
2023-05-25,254.32000732421875
2023-05-26,256.92999267578125
2023-05-30,256.75
2023-05-31,254.02999877929688
2023-06-01,256.3800048828125
2023-06-02,264.44000244140625
2023-06-05,261.8900146484375
2023-06-06,267.1700134277344
2023-06-07,270.94000244140625
2023-06-08,270.0400085449219
2023-06-09,268.3599853515625
2023-06-12,270.0899963378906
2023-06-13,273.510009765625
2023-06-14,271.3399963378906
2023-06-15,273.9700012207031
2023-06-16,272.6000061035156
2023-06-20,270.8299865722656
2023-06-21,270.05999755859375
2023-06-22,267.17999267578125
2023-06-23,263.67999267578125
2023-06-26,265.1099853515625
2023-06-27,269.57000732421875
2023-06-28,270.2699890136719
2023-06-29,273.4200134277344
2023-06-30,275.0899963378906
2023-07-03,276.0400085449219
2023-07-05,273.4599914550781
2023-07-06,269.8699951171875
2023-07-07,272.5
2023-07-10,276.54998779296875
2023-07-11,279.8599853515625
2023-07-12,282.1099853515625
2023-07-13,284.1000061035156
2023-07-14,281.1199951171875
2023-07-17,283.1600036621094
2023-07-18,285.7799987792969
2023-07-19,287.20001220703125
2023-07-20,285.010009765625
2023-07-21,284.30999755859375
2023-07-24,284.6400146484375
2023-07-25,284.9599914550781
2023-07-26,286.4800109863281
2023-07-27,282.92999267578125
2023-07-28,286.3500061035156
2023-07-31,288.7200012207031
2023-08-01,287.6300048828125
2023-08-02,283.5799865722656
2023-08-03,282.70001220703125
2023-08-04,282.2799987792969
2023-08-07,283.67999267578125
2023-08-08,281.489990234375
2023-08-09,279.7099914550781
2023-08-10,279.0299987792969
2023-08-11,279.2900085449219
2023-08-14,279.3800048828125
2023-08-15,275.7099914550781
2023-08-16,272.7699890136719
2023-08-17,269.32000732421875
2023-08-18,270.3699951171875
2023-08-21,270.29998779296875
2023-08-22,269.2300109863281
2023-08-23,272.25
2023-08-24,269.1300048828125
2023-08-25,270.3699951171875
2023-08-28,272.5799865722656
2023-08-29,276.7200012207031
2023-08-30,277.989990234375
2023-08-31,278.0400085449219
2023-09-01,280.82000732421875
2023-09-05,275.1400146484375
2023-09-06,274.2900085449219
2023-09-07,271.989990234375
2023-09-08,271.4800109863281
2023-09-11,271.8999938964844
2023-09-12,271.8399963378906
2023-09-13,269.80999755859375
2023-09-14,273.1300048828125
2023-09-15,270.6099853515625
2023-09-18,269.6400146484375
2023-09-19,268.75
2023-09-20,265.94000244140625
2023-09-21,260.95001220703125
2023-09-22,260.17999267578125
2023-09-25,261.2099914550781
2023-09-26,257.4800109863281
2023-09-27,259.5299987792969
2023-09-28,262.239990234375
2023-09-29,261.4100036621094
2023-10-02,257.94000244140625
2023-10-03,253.2899932861328
2023-10-04,254.52999877929688
2023-10-05,254.3000030517578
2023-10-06,256.4800109863281
2023-10-09,258.3999938964844
2023-10-10,261.25
2023-10-11,261.8800048828125
2023-10-12,256.5400085449219
2023-10-13,254.6999969482422
2023-10-16,258.9700012207031
2023-10-17,261.95001220703125
2023-10-18,256.1600036621094
2023-10-19,252.38999938964844
2023-10-20,249.24000549316406
2023-10-23,247.07000732421875
2023-10-24,248.92999267578125
2023-10-25,244.4499969482422
2023-10-26,245.3300018310547
2023-10-27,242.35000610351562
2023-10-30,244.1199951171875
2023-10-31,246.2100067138672
2023-11-01,247.4600067138672
2023-11-02,253.16000366210938
2023-11-03,259.0299987792969
2023-11-06,256.1700134277344
2023-11-07,255.75999450683594
2023-11-08,254.1199951171875
2023-11-09,250.80999755859375
2023-11-10,253.6199951171875
2023-11-13,253.32000732421875
2023-11-14,264.70001220703125
2023-11-15,265.8500061035156
2023-11-16,262.55999755859375
2023-11-17,265.2300109863281
2023-11-20,266.5299987792969
2023-11-21,264.25
2023-11-22,265.8999938964844
2023-11-24,267.2200012207031
2023-11-27,266.8399963378906
2023-11-28,265.82000732421875
2023-11-29,267.3399963378906
2023-11-30,268.8500061035156
2023-12-01,276.32000732421875
2023-12-04,278.3800048828125
2023-12-05,274.6400146484375
2023-12-06,274.1000061035156
2023-12-07,275.8800048828125
2023-12-08,277.45001220703125
2023-12-11,278.7699890136719
2023-12-12,278.5899963378906
2023-12-13,286.57000732421875
2023-12-14,293.8900146484375
2023-12-15,291.5199890136719
2023-12-18,291.6000061035156
2023-12-19,296.04998779296875
2023-12-20,289.0799865722656
2023-12-21,293.67999267578125
2023-12-22,295.3500061035156
2023-12-26,297.8800048828125
2023-12-27,298.45001220703125
2023-12-28,298.2699890136719
2023-12-29,298.2699890136719
2024-01-02,293.0400085449219
2024-01-03,285.7200012207031
2024-01-04,285.3800048828125
2024-01-05,285.8800048828125
2024-01-08,290.54998779296875
2024-01-09,288.54998779296875
2024-01-10,289.1199951171875
2024-01-11,287.75
2024-01-12,286.94000244140625
2024-01-16,284.4800109863281
2024-01-17,282.2099914550781
2024-01-18,284.2900085449219
2024-01-19,287.2099914550781
2024-01-22,291.2699890136719
2024-01-23,290.260009765625
2024-01-24,288.07000732421875
2024-01-25,290.1300048828125
2024-01-26,290.79998779296875
2024-01-29,294.55999755859375
2024-01-30,293.25
2024-01-31,287.20001220703125
2024-02-01,290.94000244140625
2024-02-02,290.7099914550781
2024-02-05,287.2099914550781
2024-02-06,289.19000244140625
2024-02-07,289.9200134277344
2024-02-08,293.3500061035156
2024-02-09,296.0
2024-02-12,299.30999755859375
2024-02-13,290.75
2024-02-14,296.2900085449219
2024-02-15,301.6700134277344
2024-02-16,298.9599914550781
2024-02-20,296.260009765625
2024-02-21,295.510009765625
2024-02-22,298.8500061035156
2024-02-23,299.57000732421875
2024-02-26,300.0
2024-02-27,302.4800109863281
2024-02-28,301.6499938964844
2024-02-29,303.8599853515625
2024-03-01,306.1000061035156
2024-03-04,306.69000244140625
2024-03-05,304.3900146484375
2024-03-06,306.30999755859375
2024-03-07,309.05999755859375
2024-03-08,308.3399963378906
2024-03-11,306.7099914550781
2024-03-12,307.6199951171875
2024-03-13,308.4800109863281
2024-03-14,304.1700134277344
2024-03-15,304.2200012207031
2024-03-18,303.8299865722656
2024-03-19,305.6700134277344
2024-03-20,310.3900146484375
2024-03-21,313.79998779296875
2024-03-22,309.8599853515625
2024-03-25,309.79998779296875
2024-03-26,309.4599914550781
2024-03-27,314.9100036621094
2024-03-28,316.1600036621094
2024-04-01,313.3800048828125
2024-04-02,308.760009765625
2024-04-03,310.0400085449219
2024-04-04,306.79998779296875
2024-04-05,308.9100036621094
2024-04-08,310.4599914550781
2024-04-09,311.5199890136719
2024-04-10,304.82000732421875
2024-04-11,305.3299865722656
2024-04-12,299.8500061035156
2024-04-15,295.7699890136719
2024-04-16,294.2799987792969
2024-04-17,292.0199890136719
2024-04-18,291.5400085449219
2024-04-19,292.29998779296875
2024-04-22,295.1400146484375
2024-04-23,299.6300048828125
2024-04-24,299.4200134277344
2024-04-25,297.70001220703125
2024-04-26,299.3599853515625
2024-04-29,301.2799987792969
2024-04-30,295.5
2024-05-01,295.8599853515625
2024-05-02,299.7099914550781
2024-05-03,302.54998779296875
2024-05-06,306.5799865722656
2024-05-07,306.4599914550781
2024-05-08,305.4200134277344
2024-05-09,308.7699890136719
2024-05-10,307.9100036621094
2024-05-13,308.2200012207031
2024-05-14,311.42999267578125
2024-05-15,313.8900146484375
2024-05-16,311.4800109863281
2024-05-17,311.69000244140625
2024-05-20,312.2900085449219
2024-05-21,311.45001220703125
2024-05-22,309.2699890136719
2024-05-23,304.7900085449219
2024-05-24,307.7900085449219
2024-05-28,306.0899963378906
2024-05-29,302.260009765625
2024-05-30,304.4800109863281
2024-05-31,307.20001220703125
2024-06-03,305.30999755859375
2024-06-04,301.4800109863281
2024-06-05,305.2099914550781
2024-06-06,303.989990234375
2024-06-07,301.2900085449219
2024-06-10,302.2300109863281
2024-06-11,301.1000061035156
2024-06-12,305.3299865722656
2024-06-13,302.8399963378906
2024-06-14,298.8800048828125
2024-06-17,301.05999755859375
2024-06-18,301.75
2024-06-20,300.7900085449219
2024-06-21,301.75
2024-06-24,303.29998779296875
2024-06-25,300.9100036621094
2024-06-26,300.45001220703125
2024-06-27,301.95001220703125
2024-06-28,301.8900146484375
2024-07-01,299.1099853515625
2024-07-02,300.1099853515625
2024-07-03,300.8500061035156
2024-07-05,299.2900085449219
2024-07-08,300.30999755859375
2024-07-09,298.6000061035156
2024-07-10,301.5400085449219
2024-07-11,309.1700134277344
2024-07-12,312.42999267578125
2024-07-15,315.3699951171875
2024-07-16,323.92999267578125
2024-07-17,319.94000244140625
2024-07-18,315.5799865722656
2024-07-19,313.92999267578125
2024-07-22,317.8999938964844
2024-07-23,319.2099914550781
2024-07-24,312.2799987792969
2024-07-25,315.4599914550781
2024-07-26,320.760009765625
2024-07-29,319.760009765625
2024-07-30,320.6099853515625
2024-07-31,322.3800048828125
2024-08-01,315.1600036621094
2024-08-02,305.67999267578125
2024-08-05,297.1000061035156
2024-08-06,300.3800048828125
2024-08-07,297.3399963378906
2024-08-08,304.3399963378906
2024-08-09,304.45001220703125
2024-08-12,301.989990234375
2024-08-13,306.8299865722656
2024-08-14,306.3900146484375
2024-08-15,312.6199951171875
2024-08-16,313.07000732421875
2024-08-19,316.1499938964844
2024-08-20,313.1700134277344
2024-08-21,317.19000244140625
2024-08-22,315.0199890136719
2024-08-23,322.7300109863281
2024-08-26,321.95001220703125
2024-08-27,320.8500061035156
2024-08-28,318.9800109863281
2024-08-29,320.69000244140625
2024-08-30,322.7699890136719
2024-09-03,314.45001220703125
2024-09-04,313.75
2024-09-05,312.0799865722656
2024-09-06,307.2799987792969
2024-09-09,308.7200012207031
2024-09-10,308.1600036621094
2024-09-11,309.8500061035156
2024-09-12,313.0299987792969
2024-09-13,319.0
2024-09-16,321.1499938964844
2024-09-17,322.92999267578125
2024-09-18,323.1099853515625
2024-09-19,328.7699890136719
2024-09-20,326.5400085449219
2024-09-23,327.5
2024-09-24,328.1000061035156
2024-09-25,324.8800048828125
2024-09-26,327.3999938964844
2024-09-27,327.80999755859375
2024-09-30,328.1700134277344
2024-10-01,324.760009765625
2024-10-02,324.6600036621094
2024-10-03,323.25
2024-10-04,327.1499938964844
2024-10-07,324.4100036621094
2024-10-08,324.9700012207031
2024-10-09,326.70001220703125
2024-10-10,325.25
2024-10-11,330.510009765625
2024-10-14,332.4599914550781
2024-10-15,331.8599853515625
2024-10-16,335.1499938964844
2024-10-17,334.75
2024-10-18,335.2900085449219
2024-10-21,331.1099853515625
2024-10-22,329.30999755859375
2024-10-23,327.3299865722656
2024-10-24,328.3699951171875
2024-10-25,326.8699951171875
2024-10-28,330.6300048828125
2024-10-29,330.489990234375
2024-10-30,330.4700012207031
2024-10-31,325.8299865722656
2024-11-01,326.6099853515625
2024-11-04,327.6700134277344
2024-11-05,332.9599914550781
2024-11-06,346.8500061035156
2024-11-07,347.3699951171875
2024-11-08,350.1300048828125
2024-11-11,354.2799987792969
2024-11-12,350.0899963378906
2024-11-13,348.3800048828125
2024-11-14,344.3900146484375
2024-11-15,340.7200012207031
2024-11-18,341.9700012207031
2024-11-19,343.6700134277344
2024-11-20,345.3800048828125
2024-11-21,350.9200134277344
