Date,SMCWX
2022-02-28,68.66000366210938
2022-03-01,67.4800033569336
2022-03-02,68.45999908447266
2022-03-03,66.91999816894531
2022-03-04,65.11000061035156
2022-03-07,62.72999954223633
2022-03-08,62.83000183105469
2022-03-09,65.2699966430664
2022-03-10,64.70999908447266
2022-03-11,63.68000030517578
2022-03-14,62.59000015258789
2022-03-15,63.279998779296875
2022-03-16,65.95999908447266
2022-03-17,67.05000305175781
2022-03-18,68.2300033569336
2022-03-21,67.37000274658203
2022-03-22,68.0199966430664
2022-03-23,67.05999755859375
2022-03-24,67.5
2022-03-25,67.05000305175781
2022-03-28,67.08999633789062
2022-03-29,69.16000366210938
2022-03-30,68.5199966430664
2022-03-31,67.58000183105469
2022-04-01,68.20999908447266
2022-04-04,68.97000122070312
2022-04-05,67.93000030517578
2022-04-06,66.62000274658203
2022-04-07,66.43000030517578
2022-04-08,65.98999786376953
2022-04-11,65.16999816894531
2022-04-12,65.0199966430664
2022-04-13,66.08000183105469
2022-04-14,65.4800033569336
2022-04-18,64.87000274658203
2022-04-19,65.81999969482422
2022-04-20,65.80999755859375
2022-04-21,64.58999633789062
2022-04-22,63.130001068115234
2022-04-25,63.43000030517578
2022-04-26,61.34000015258789
2022-04-27,61.2400016784668
2022-04-28,62.16999816894531
2022-04-29,61.04999923706055
2022-05-02,61.349998474121094
2022-05-03,61.439998626708984
2022-05-04,62.650001525878906
2022-05-05,60.15999984741211
2022-05-06,58.869998931884766
2022-05-09,56.459999084472656
2022-05-10,56.54999923706055
2022-05-11,55.7400016784668
2022-05-12,56.099998474121094
2022-05-13,58.22999954223633
2022-05-16,57.779998779296875
2022-05-17,59.060001373291016
2022-05-18,57.20000076293945
2022-05-19,57.7400016784668
2022-05-20,57.9900016784668
2022-05-23,58.619998931884766
2022-05-24,57.560001373291016
2022-05-25,57.959999084472656
2022-05-26,59.040000915527344
2022-05-27,60.33000183105469
2022-05-31,60.119998931884766
2022-06-01,59.40999984741211
2022-06-02,60.880001068115234
2022-06-03,60.060001373291016
2022-06-06,60.31999969482422
2022-06-07,60.58000183105469
2022-06-08,60.04999923706055
2022-06-09,58.709999084472656
2022-06-10,57.150001525878906
2022-06-13,54.59000015258789
2022-06-14,54.22999954223633
2022-06-15,55.08000183105469
2022-06-16,52.9900016784668
2022-06-17,53.52000045776367
2022-06-21,54.279998779296875
2022-06-22,53.95000076293945
2022-06-23,54.599998474121094
2022-06-24,56.220001220703125
2022-06-27,56.27000045776367
2022-06-28,55.41999816894531
2022-06-29,54.9900016784668
2022-06-30,54.5
2022-07-01,54.880001068115234
2022-07-05,55.0099983215332
2022-07-06,54.880001068115234
2022-07-07,56.029998779296875
2022-07-08,56.09000015258789
2022-07-11,54.970001220703125
2022-07-12,54.59000015258789
2022-07-13,54.439998626708984
2022-07-14,53.970001220703125
2022-07-15,54.779998779296875
2022-07-18,54.9900016784668
2022-07-19,56.290000915527344
2022-07-20,56.90999984741211
2022-07-21,57.58000183105469
2022-07-22,57.060001373291016
2022-07-25,57.11000061035156
2022-07-26,56.33000183105469
2022-07-27,57.599998474121094
2022-07-28,58.33000183105469
2022-07-29,58.91999816894531
2022-08-01,59.0
2022-08-02,58.619998931884766
2022-08-03,59.40999984741211
2022-08-04,59.66999816894531
2022-08-05,59.7400016784668
2022-08-08,60.13999938964844
2022-08-09,59.20000076293945
2022-08-10,60.84000015258789
2022-08-11,60.90999984741211
2022-08-12,61.66999816894531
2022-08-15,61.59000015258789
2022-08-16,61.4900016784668
2022-08-17,60.70000076293945
2022-08-18,60.86000061035156
2022-08-19,59.599998474121094
2022-08-22,58.40999984741211
2022-08-23,58.529998779296875
2022-08-24,58.91999816894531
2022-08-25,59.77000045776367
2022-08-26,58.040000915527344
2022-08-29,57.65999984741211
2022-08-30,57.25
2022-08-31,57.060001373291016
2022-09-01,56.279998779296875
2022-09-02,56.029998779296875
2022-09-06,55.70000076293945
2022-09-07,56.599998474121094
