Date,RSLDX
2022-02-28,69.3499984741211
2022-03-01,68.16999816894531
2022-03-02,69.16000366210938
2022-03-03,67.5999984741211
2022-03-04,65.7699966430664
2022-03-07,63.369998931884766
2022-03-08,63.470001220703125
2022-03-09,65.93000030517578
2022-03-10,65.36000061035156
2022-03-11,64.33000183105469
2022-03-14,63.22999954223633
2022-03-15,63.91999816894531
2022-03-16,66.63999938964844
2022-03-17,67.73999786376953
2022-03-18,68.93000030517578
2022-03-21,68.05999755859375
2022-03-22,68.70999908447266
2022-03-23,67.75
2022-03-24,68.19999694824219
2022-03-25,67.73999786376953
2022-03-28,67.77999877929688
2022-03-29,69.87000274658203
2022-03-30,69.2300033569336
2022-03-31,68.27999877929688
2022-04-01,68.91000366210938
2022-04-04,69.68000030517578
2022-04-05,68.62999725341797
2022-04-06,67.30999755859375
2022-04-07,67.11000061035156
2022-04-08,66.66999816894531
2022-04-11,65.8499984741211
2022-04-12,65.69000244140625
2022-04-13,66.76000213623047
2022-04-14,66.1500015258789
2022-04-18,65.54000091552734
2022-04-19,66.51000213623047
2022-04-20,66.48999786376953
2022-04-21,65.26000213623047
2022-04-22,63.790000915527344
2022-04-25,64.0999984741211
2022-04-26,61.97999954223633
2022-04-27,61.880001068115234
2022-04-28,62.81999969482422
2022-04-29,61.689998626708984
2022-05-02,62.0
2022-05-03,62.08000183105469
2022-05-04,63.310001373291016
2022-05-05,60.79999923706055
2022-05-06,59.47999954223633
2022-05-09,57.04999923706055
2022-05-10,57.150001525878906
2022-05-11,56.33000183105469
2022-05-12,56.70000076293945
2022-05-13,58.849998474121094
2022-05-16,58.38999938964844
2022-05-17,59.68000030517578
2022-05-18,57.810001373291016
2022-05-19,58.349998474121094
2022-05-20,58.599998474121094
2022-05-23,59.2400016784668
2022-05-24,58.16999816894531
2022-05-25,58.58000183105469
2022-05-26,59.65999984741211
2022-05-27,60.970001220703125
2022-05-31,60.7599983215332
2022-06-01,60.04999923706055
2022-06-02,61.529998779296875
2022-06-03,60.709999084472656
2022-06-06,60.970001220703125
2022-06-07,61.22999954223633
2022-06-08,60.689998626708984
2022-06-09,59.34000015258789
2022-06-10,57.7599983215332
2022-06-13,55.18000030517578
2022-06-14,54.81999969482422
2022-06-15,55.66999816894531
2022-06-16,53.560001373291016
2022-06-17,54.099998474121094
2022-06-21,54.869998931884766
2022-06-22,54.529998779296875
2022-06-23,55.189998626708984
2022-06-24,56.83000183105469
2022-06-27,56.880001068115234
2022-06-28,56.02000045776367
2022-06-29,55.58000183105469
2022-06-30,55.09000015258789
2022-07-01,55.470001220703125
2022-07-05,55.61000061035156
2022-07-06,55.47999954223633
2022-07-07,56.63999938964844
2022-07-08,56.70000076293945
2022-07-11,55.56999969482422
2022-07-12,55.18000030517578
2022-07-13,55.029998779296875
2022-07-14,54.560001373291016
2022-07-15,55.380001068115234
2022-07-18,55.59000015258789
2022-07-19,56.900001525878906
2022-07-20,57.540000915527344
2022-07-21,58.209999084472656
2022-07-22,57.689998626708984
2022-07-25,57.7400016784668
2022-07-26,56.95000076293945
2022-07-27,58.2400016784668
2022-07-28,58.970001220703125
2022-07-29,59.56999969482422
2022-08-01,59.65999984741211
2022-08-02,59.27000045776367
2022-08-03,60.06999969482422
2022-08-04,60.34000015258789
2022-08-05,60.400001525878906
2022-08-08,60.810001373291016
2022-08-09,59.86000061035156
2022-08-10,61.5099983215332
2022-08-11,61.59000015258789
2022-08-12,62.36000061035156
2022-08-15,62.27000045776367
2022-08-16,62.16999816894531
2022-08-17,61.380001068115234
2022-08-18,61.540000915527344
2022-08-19,60.27000045776367
2022-08-22,59.060001373291016
2022-08-23,59.189998626708984
2022-08-24,59.58000183105469
2022-08-25,60.439998626708984
2022-08-26,58.70000076293945
2022-08-29,58.310001373291016
2022-08-30,57.88999938964844
2022-08-31,57.70000076293945
2022-09-01,56.91999816894531
2022-09-02,56.66999816894531
2022-09-06,56.33000183105469
