Date,RIDCX
2022-02-28,25.049999237060547
2022-03-01,24.8700008392334
2022-03-02,25.170000076293945
2022-03-03,25.110000610351562
2022-03-04,25.020000457763672
2022-03-07,24.610000610351562
2022-03-08,24.440000534057617
2022-03-09,24.739999771118164
2022-03-10,24.68000030517578
2022-03-11,24.520000457763672
2022-03-14,24.299999237060547
2022-03-15,24.450000762939453
2022-03-16,24.690000534057617
2022-03-17,24.950000762939453
2022-03-18,25.010000228881836
2022-03-21,25.030000686645508
2022-03-22,25.110000610351562
2022-03-23,24.989999771118164
2022-03-24,25.149999618530273
2022-03-25,25.270000457763672
2022-03-28,25.229999542236328
2022-03-29,25.40999984741211
2022-03-30,25.43000030517578
2022-03-31,25.229999542236328
2022-04-01,25.329999923706055
2022-04-04,25.350000381469727
2022-04-05,25.219999313354492
2022-04-06,25.25
2022-04-07,25.299999237060547
2022-04-08,25.3700008392334
2022-04-11,25.190000534057617
2022-04-12,25.149999618530273
2022-04-13,25.290000915527344
2022-04-14,25.219999313354492
2022-04-18,25.18000030517578
2022-04-19,25.270000457763672
2022-04-20,25.440000534057617
2022-04-21,25.229999542236328
2022-04-22,24.850000381469727
2022-04-25,24.799999237060547
2022-04-26,24.510000228881836
2022-04-27,24.559999465942383
2022-04-28,24.790000915527344
2022-04-29,24.34000015258789
2022-05-02,24.260000228881836
2022-05-03,24.43000030517578
2022-05-04,24.81999969482422
2022-05-05,24.420000076293945
2022-05-06,24.34000015258789
2022-05-09,23.93000030517578
2022-05-10,23.8799991607666
2022-05-11,23.84000015258789
2022-05-12,23.829999923706055
2022-05-13,24.1200008392334
2022-05-16,24.209999084472656
2022-05-17,24.450000762939453
2022-05-18,23.940000534057617
2022-05-19,23.809999465942383
2022-05-20,23.93000030517578
2022-05-23,24.139999389648438
2022-05-24,24.280000686645508
2022-05-25,24.450000762939453
2022-05-26,24.6299991607666
2022-05-27,24.8799991607666
2022-05-31,24.75
2022-06-01,24.639999389648438
2022-06-02,24.790000915527344
2022-06-03,24.649999618530273
2022-06-06,24.649999618530273
2022-06-07,24.809999465942383
2022-06-08,24.559999465942383
2022-06-09,24.200000762939453
2022-06-10,23.84000015258789
2022-06-13,23.040000915527344
2022-06-14,22.889999389648438
2022-06-15,23.06999969482422
2022-06-16,22.690000534057617
2022-06-17,22.579999923706055
2022-06-21,22.90999984741211
2022-06-22,22.829999923706055
2022-06-23,22.850000381469727
2022-06-24,23.229999542236328
2022-06-27,23.270000457763672
2022-06-28,23.139999389648438
2022-06-29,23.06999969482422
2022-06-30,23.0
2022-07-01,23.149999618530273
2022-07-05,22.940000534057617
2022-07-06,22.899999618530273
2022-07-07,23.110000610351562
2022-07-08,23.079999923706055
2022-07-11,23.0
2022-07-12,22.920000076293945
2022-07-13,22.850000381469727
2022-07-14,22.649999618530273
2022-07-15,22.899999618530273
2022-07-18,22.8700008392334
2022-07-19,23.18000030517578
2022-07-20,23.1299991607666
2022-07-21,23.190000534057617
2022-07-22,23.209999084472656
2022-07-25,23.309999465942383
2022-07-26,23.25
2022-07-27,23.43000030517578
2022-07-28,23.610000610351562
2022-07-29,23.719999313354492
2022-08-01,23.729999542236328
2022-08-02,23.579999923706055
2022-08-03,23.690000534057617
2022-08-04,23.670000076293945
2022-08-05,23.670000076293945
2022-08-08,23.729999542236328
2022-08-09,23.729999542236328
2022-08-10,23.950000762939453
2022-08-11,23.969999313354492
2022-08-12,24.170000076293945
2022-08-15,24.190000534057617
2022-08-16,24.260000228881836
2022-08-17,24.1200008392334
2022-08-18,24.149999618530273
2022-08-19,24.010000228881836
2022-08-22,23.75
2022-08-23,23.729999542236328
2022-08-24,23.760000228881836
2022-08-25,23.940000534057617
2022-08-26,23.59000015258789
2022-08-29,23.5
2022-08-30,23.280000686645508
2022-08-31,23.149999618530273
2022-09-01,23.1200008392334
2022-09-02,23.059999465942383
2022-09-06,22.969999313354492
2022-09-07,23.170000076293945
2022-09-08,23.260000228881836
2022-09-09,23.479999542236328
2022-09-12,23.489999771118164
2022-09-13,22.940000534057617
2022-09-14,22.969999313354492
2022-09-15,22.81999969482422
2022-09-16,22.760000228881836
2022-09-19,22.829999923706055
2022-09-20,22.610000610351562
2022-09-21,22.440000534057617
2022-09-22,22.299999237060547
2022-09-23,21.899999618530273
2022-09-26,21.610000610351562
2022-09-27,21.5
2022-09-28,21.799999237060547
2022-09-29,21.549999237060547
2022-09-30,21.389999389648438
2022-10-03,21.790000915527344
2022-10-04,22.25
2022-10-05,22.15999984741211
2022-10-06,21.90999984741211
2022-10-07,21.649999618530273
2022-10-10,21.56999969482422
2022-10-11,21.489999771118164
2022-10-12,21.440000534057617
2022-10-13,21.739999771118164
2022-10-14,21.450000762939453
2022-10-17,21.739999771118164
2022-10-18,21.93000030517578
2022-10-19,21.770000457763672
2022-10-20,21.639999389648438
2022-10-21,21.920000076293945
2022-10-24,22.030000686645508
2022-10-25,22.270000457763672
2022-10-26,22.389999389648438
2022-10-27,22.440000534057617
2022-10-28,22.739999771118164
2022-10-31,22.65999984741211
2022-11-01,22.739999771118164
2022-11-02,22.5
2022-11-03,22.40999984741211
2022-11-04,22.690000534057617
2022-11-07,22.780000686645508
2022-11-08,22.889999389648438
2022-11-09,22.639999389648438
2022-11-10,23.31999969482422
2022-11-11,23.3700008392334
2022-11-14,23.280000686645508
2022-11-15,23.420000076293945
2022-11-16,23.360000610351562
2022-11-17,23.34000015258789
2022-11-18,23.43000030517578
2022-11-21,23.459999084472656
2022-11-22,23.690000534057617
2022-11-23,23.770000457763672
2022-11-25,23.829999923706055
2022-11-28,23.610000610351562
2022-11-29,23.65999984741211
2022-11-30,24.010000228881836
2022-12-01,24.06999969482422
2022-12-02,24.06999969482422
2022-12-05,23.809999465942383
2022-12-06,23.670000076293945
2022-12-07,23.690000534057617
2022-12-08,23.809999465942383
2022-12-09,23.729999542236328
2022-12-12,23.889999389648438
2022-12-13,22.959999084472656
2022-12-14,22.950000762939453
2022-12-15,22.68000030517578
2022-12-16,22.479999542236328
2022-12-19,22.399999618530273
2022-12-20,22.399999618530273
2022-12-21,22.600000381469727
2022-12-22,22.479999542236328
2022-12-23,22.579999923706055
2022-12-27,22.600000381469727
2022-12-28,22.40999984741211
2022-12-29,22.579999923706055
2022-12-30,22.520000457763672
2023-01-03,22.510000228881836
2023-01-04,22.649999618530273
2023-01-05,22.540000915527344
2023-01-06,22.959999084472656
2023-01-09,22.920000076293945
2023-01-10,22.940000534057617
2023-01-11,23.059999465942383
2023-01-12,23.190000534057617
2023-01-13,23.209999084472656
2023-01-17,23.139999389648438
2023-01-18,22.93000030517578
2023-01-19,22.860000610351562
2023-01-20,23.0
2023-01-23,23.040000915527344
2023-01-24,23.06999969482422
2023-01-25,23.110000610351562
2023-01-26,23.219999313354492
2023-01-27,23.18000030517578
2023-01-30,23.059999465942383
2023-01-31,23.229999542236328
2023-02-01,23.309999465942383
2023-02-02,23.299999237060547
2023-02-03,23.149999618530273
2023-02-06,23.049999237060547
2023-02-07,23.1299991607666
2023-02-08,23.06999969482422
2023-02-09,22.969999313354492
2023-02-10,23.059999465942383
2023-02-13,23.200000762939453
2023-02-14,23.1200008392334
2023-02-15,23.079999923706055
2023-02-16,22.920000076293945
2023-02-17,22.93000030517578
2023-02-21,22.709999084472656
2023-02-22,22.639999389648438
2023-02-23,22.700000762939453
2023-02-24,22.549999237060547
2023-02-27,22.600000381469727
2023-02-28,22.510000228881836
2023-03-01,22.5
2023-03-02,22.559999465942383
2023-03-03,22.770000457763672
2023-03-06,22.760000228881836
2023-03-07,22.479999542236328
2023-03-08,22.469999313354492
2023-03-09,22.25
2023-03-10,22.1200008392334
2023-03-13,21.93000030517578
2023-03-14,22.079999923706055
2023-03-15,21.84000015258789
2023-03-16,21.959999084472656
2023-03-17,21.799999237060547
2023-03-20,21.989999771118164
2023-03-21,22.100000381469727
2023-03-22,21.940000534057617
2023-03-23,21.940000534057617
2023-03-24,21.989999771118164
2023-03-27,22.049999237060547
2023-03-28,22.100000381469727
2023-03-29,22.25
2023-03-30,22.360000610351562
2023-03-31,22.540000915527344
2023-04-03,22.670000076293945
2023-04-04,22.6299991607666
2023-04-05,22.68000030517578
2023-04-06,22.709999084472656
2023-04-10,22.700000762939453
2023-04-11,22.780000686645508
2023-04-12,22.790000915527344
2023-04-13,22.90999984741211
2023-04-14,22.84000015258789
2023-04-17,22.8799991607666
2023-04-18,22.940000534057617
2023-04-19,22.920000076293945
2023-04-20,22.84000015258789
2023-04-21,22.860000610351562
2023-04-24,22.899999618530273
2023-04-25,22.760000228881836
2023-04-26,22.6200008392334
2023-04-27,22.770000457763672
2023-04-28,22.889999389648438
2023-05-01,22.84000015258789
2023-05-02,22.6299991607666
2023-05-03,22.559999465942383
2023-05-04,22.479999542236328
2023-05-05,22.700000762939453
2023-05-08,22.649999618530273
2023-05-09,22.600000381469727
2023-05-10,22.59000015258789
2023-05-11,22.5
2023-05-12,22.469999313354492
2023-05-15,22.520000457763672
2023-05-16,22.329999923706055
2023-05-17,22.450000762939453
2023-05-18,22.43000030517578
2023-05-19,22.450000762939453
2023-05-22,22.450000762939453
2023-05-23,22.3700008392334
2023-05-24,22.209999084472656
2023-05-25,22.1200008392334
2023-05-26,22.239999771118164
2023-05-30,22.18000030517578
2023-05-31,22.1299991607666
2023-06-01,22.239999771118164
2023-06-02,22.489999771118164
2023-06-05,22.43000030517578
2023-06-06,22.469999313354492
2023-06-07,22.549999237060547
2023-06-08,22.6299991607666
2023-06-09,22.600000381469727
2023-06-12,22.5
2023-06-13,22.56999969482422
2023-06-14,22.579999923706055
2023-06-15,22.780000686645508
2023-06-16,22.739999771118164
2023-06-20,22.579999923706055
2023-06-21,22.59000015258789
2023-06-22,22.5
2023-06-23,22.3700008392334
2023-06-26,22.40999984741211
2023-06-27,22.489999771118164
2023-06-28,22.469999313354492
2023-06-29,22.520000457763672
2023-06-30,22.670000076293945
