Date,PRGFX
2022-02-28,89.83999633789062
2022-03-01,87.9000015258789
2022-03-02,88.48999786376953
2022-03-03,86.45999908447266
2022-03-04,84.26000213623047
2022-03-07,80.13999938964844
2022-03-08,79.88999938964844
2022-03-09,83.41000366210938
2022-03-10,82.66999816894531
2022-03-11,80.62000274658203
2022-03-14,78.75
2022-03-15,81.16999816894531
2022-03-16,84.87000274658203
2022-03-17,86.19999694824219
2022-03-18,88.48999786376953
2022-03-21,87.77999877929688
2022-03-22,89.69000244140625
2022-03-23,88.58999633789062
2022-03-24,90.2699966430664
2022-03-25,89.5999984741211
2022-03-28,90.98999786376953
2022-03-29,93.23999786376953
2022-03-30,92.0
2022-03-31,90.33000183105469
2022-04-01,90.58000183105469
2022-04-04,92.52999877929688
2022-04-05,90.37000274658203
2022-04-06,87.88999938964844
2022-04-07,87.73999786376953
2022-04-08,86.47000122070312
2022-04-11,84.7699966430664
2022-04-12,84.23999786376953
2022-04-13,86.13999938964844
2022-04-14,84.43000030517578
2022-04-18,84.12000274658203
2022-04-19,86.12999725341797
2022-04-20,84.43000030517578
2022-04-21,82.06999969482422
2022-04-22,79.55999755859375
2022-04-25,80.72000122070312
2022-04-26,77.51000213623047
2022-04-27,77.61000061035156
2022-04-28,80.41000366210938
2022-04-29,76.51000213623047
2022-05-02,77.54000091552734
2022-05-03,77.30000305175781
2022-05-04,79.73999786376953
2022-05-05,75.58000183105469
2022-05-06,74.30000305175781
2022-05-09,70.56999969482422
2022-05-10,71.12000274658203
2022-05-11,69.12000274658203
2022-05-12,69.29000091552734
2022-05-13,72.29000091552734
2022-05-16,71.05999755859375
2022-05-17,72.9800033569336
2022-05-18,69.6500015258789
2022-05-19,69.95999908447266
2022-05-20,69.7300033569336
2022-05-23,70.70999908447266
2022-05-24,68.41999816894531
2022-05-25,69.6500015258789
2022-05-26,71.58999633789062
2022-05-27,73.94000244140625
2022-05-31,73.72000122070312
2022-06-01,73.20999908447266
2022-06-02,75.47000122070312
2022-06-03,73.5
2022-06-06,73.86000061035156
2022-06-07,74.51000213623047
2022-06-08,74.19999694824219
2022-06-09,72.02999877929688
2022-06-10,69.26000213623047
2022-06-13,65.94999694824219
2022-06-14,66.01000213623047
2022-06-15,67.9800033569336
2022-06-16,65.18000030517578
2022-06-17,66.05000305175781
2022-06-21,67.7300033569336
2022-06-22,67.66999816894531
2022-06-23,69.08999633789062
2022-06-24,71.58000183105469
2022-06-27,70.73999786376953
2022-06-28,68.37999725341797
2022-06-29,68.5
2022-06-30,67.36000061035156
2022-07-01,68.13999938964844
2022-07-05,69.58999633789062
2022-07-06,69.87999725341797
2022-07-07,71.36000061035156
2022-07-08,71.30999755859375
2022-07-11,69.75
2022-07-12,68.62999725341797
2022-07-13,68.44999694824219
2022-07-14,68.31999969482422
2022-07-15,69.80000305175781
2022-07-18,69.41000366210938
2022-07-19,71.56999969482422
2022-07-20,72.95999908447266
2022-07-21,74.19000244140625
2022-07-22,72.41999816894531
2022-07-25,72.02999877929688
2022-07-26,70.27999877929688
2022-07-27,73.0999984741211
2022-07-28,74.2300033569336
2022-07-29,75.86000061035156
2022-08-01,75.70999908447266
2022-08-02,75.55999755859375
2022-08-03,77.45999908447266
2022-08-04,77.91999816894531
2022-08-05,77.68000030517578
2022-08-08,77.55999755859375
2022-08-09,76.70999908447266
2022-08-10,78.91999816894531
2022-08-11,78.51000213623047
2022-08-12,79.9800033569336
2022-08-15,80.22000122070312
2022-08-16,80.22000122070312
2022-08-17,79.18000030517578
2022-08-18,79.20999908447266
2022-08-19,77.6500015258789
2022-08-22,75.54000091552734
2022-08-23,75.31999969482422
2022-08-24,75.70999908447266
2022-08-25,76.88999938964844
2022-08-26,73.87999725341797
2022-08-29,73.16999816894531
2022-08-30,72.45999908447266
2022-08-31,71.94999694824219
2022-09-01,71.87000274658203
2022-09-02,71.06999969482422
2022-09-06,70.7300033569336
2022-09-07,72.18000030517578
2022-09-08,72.80000305175781
2022-09-09,74.4000015258789
2022-09-12,75.51000213623047
2022-09-13,71.77999877929688
2022-09-14,72.27999877929688
2022-09-15,71.4000015258789
2022-09-16,70.66000366210938
2022-09-19,70.87999725341797
2022-09-20,70.05000305175781
2022-09-21,68.66000366210938
2022-09-22,67.79000091552734
2022-09-23,66.75
2022-09-26,66.55000305175781
2022-09-27,66.61000061035156
2022-09-28,67.95999908447266
2022-09-29,66.06999969482422
2022-09-30,65.11000061035156
2022-10-03,66.41000366210938
2022-10-04,69.05000305175781
2022-10-05,69.02999877929688
2022-10-06,68.62000274658203
2022-10-07,66.0199966430664
2022-10-10,65.0199966430664
2022-10-11,64.22000122070312
2022-10-12,64.2300033569336
2022-10-13,65.29000091552734
2022-10-14,63.13999938964844
2022-10-17,65.5
2022-10-18,66.20999908447266
2022-10-19,65.7699966430664
2022-10-20,65.58000183105469
2022-10-21,67.13999938964844
2022-10-24,67.69000244140625
2022-10-25,69.37000274658203
2022-10-26,67.80000305175781
2022-10-27,66.91000366210938
2022-10-28,68.19000244140625
2022-10-31,67.66999816894531
2022-11-01,66.5199966430664
2022-11-02,64.23999786376953
2022-11-03,63.060001373291016
2022-11-04,63.599998474121094
2022-11-07,64.16999816894531
2022-11-08,64.55999755859375
2022-11-09,62.68000030517578
2022-11-10,67.51000213623047
2022-11-11,68.58000183105469
2022-11-14,67.80000305175781
2022-11-15,68.81999969482422
2022-11-16,67.94999694824219
2022-11-17,67.44999694824219
2022-11-18,67.41999816894531
2022-11-21,66.56999969482422
2022-11-22,67.5199966430664
2022-11-23,68.30999755859375
2022-11-25,68.06999969482422
