Date,VFIFX
2022-02-28,43.66999816894531
2022-03-01,43.060001373291016
2022-03-02,43.59000015258789
2022-03-03,43.189998626708984
2022-03-04,42.619998931884766
2022-03-07,41.459999084472656
2022-03-08,41.29999923706055
2022-03-09,42.400001525878906
2022-03-10,42.150001525878906
2022-03-11,41.65999984741211
2022-03-14,41.369998931884766
2022-03-15,41.88999938964844
2022-03-16,43.060001373291016
2022-03-17,43.529998779296875
2022-03-18,44.0099983215332
2022-03-21,43.79999923706055
2022-03-22,44.25
2022-03-23,43.83000183105469
2022-03-24,44.22999954223633
2022-03-25,44.27000045776367
2022-03-28,44.41999816894531
2022-03-29,45.060001373291016
2022-03-30,44.86000061035156
2022-03-31,44.25
2022-04-01,44.5
2022-04-04,44.81999969482422
2022-04-05,44.2400016784668
2022-04-06,43.790000915527344
2022-04-07,43.810001373291016
2022-04-08,43.72999954223633
2022-04-11,43.18000030517578
2022-04-12,43.02000045776367
2022-04-13,43.5099983215332
2022-04-14,43.119998931884766
2022-04-18,42.97999954223633
2022-04-19,43.400001525878906
2022-04-20,43.459999084472656
2022-04-21,42.86000061035156
2022-04-22,41.97999954223633
2022-04-25,42.02000045776367
2022-04-26,41.040000915527344
2022-04-27,41.130001068115234
2022-04-28,41.849998474121094
2022-04-29,40.939998626708984
2022-05-02,41.02000045776367
2022-05-03,41.220001220703125
2022-05-04,42.08000183105469
2022-05-05,40.779998779296875
2022-05-06,40.400001525878906
2022-05-09,39.22999954223633
2022-05-10,39.349998474121094
2022-05-11,38.91999816894531
2022-05-12,38.880001068115234
2022-05-13,39.779998779296875
2022-05-16,39.70000076293945
2022-05-17,40.400001525878906
2022-05-18,39.2599983215332
2022-05-19,39.290000915527344
2022-05-20,39.400001525878906
2022-05-23,39.95000076293945
2022-05-24,39.630001068115234
2022-05-25,39.90999984741211
2022-05-26,40.52000045776367
2022-05-27,41.25
2022-05-31,41.099998474121094
2022-06-01,40.810001373291016
2022-06-02,41.47999954223633
2022-06-03,40.93000030517578
2022-06-06,41.04999923706055
2022-06-07,41.31999969482422
2022-06-08,40.959999084472656
2022-06-09,40.11000061035156
2022-06-10,39.15999984741211
2022-06-13,37.7599983215332
2022-06-14,37.599998474121094
2022-06-15,38.15999984741211
2022-06-16,37.15999984741211
2022-06-17,37.18000030517578
2022-06-21,37.84000015258789
2022-06-22,37.70000076293945
2022-06-23,37.88999938964844
2022-06-24,38.869998931884766
2022-06-27,38.810001373291016
2022-06-28,38.33000183105469
2022-06-29,38.22999954223633
2022-06-30,37.959999084472656
2022-07-01,38.189998626708984
2022-07-05,38.060001373291016
2022-07-06,38.04999923706055
2022-07-07,38.61000061035156
2022-07-08,38.59000015258789
2022-07-11,38.11000061035156
2022-07-12,37.88999938964844
2022-07-13,37.810001373291016
2022-07-14,37.540000915527344
2022-07-15,38.11000061035156
2022-07-18,38.040000915527344
2022-07-19,38.90999984741211
2022-07-20,39.029998779296875
2022-07-21,39.40999984741211
2022-07-22,39.13999938964844
2022-07-25,39.25
2022-07-26,38.849998474121094
2022-07-27,39.68000030517578
2022-07-28,40.06999969482422
2022-07-29,40.459999084472656
2022-08-01,40.43000030517578
2022-08-02,40.099998474121094
2022-08-03,40.54999923706055
2022-08-04,40.619998931884766
2022-08-05,40.5099983215332
2022-08-08,40.560001373291016
2022-08-09,40.36000061035156
2022-08-10,41.13999938964844
2022-08-11,41.15999984741211
2022-08-12,41.65999984741211
2022-08-15,41.689998626708984
2022-08-16,41.720001220703125
2022-08-17,41.40999984741211
2022-08-18,41.41999816894531
2022-08-19,40.88999938964844
2022-08-22,40.18000030517578
2022-08-23,40.16999816894531
2022-08-24,40.25
2022-08-25,40.779998779296875
2022-08-26,39.72999954223633
2022-08-29,39.5
2022-08-30,39.15999984741211
2022-08-31,38.93000030517578
2022-09-01,38.75
2022-09-02,38.5099983215332
2022-09-06,38.290000915527344
2022-09-07,38.790000915527344
2022-09-08,38.970001220703125
2022-09-09,39.58000183105469
2022-09-12,40.0099983215332
2022-09-13,38.63999938964844
2022-09-14,38.7400016784668
2022-09-15,38.38999938964844
2022-09-16,38.099998474121094
2022-09-19,38.279998779296875
2022-09-20,37.84000015258789
2022-09-21,37.31999969482422
2022-09-22,37.0099983215332
2022-09-23,36.2400016784668
2022-09-26,35.77000045776367
2022-09-27,35.689998626708984
2022-09-28,36.36000061035156
2022-09-29,35.7400016784668
2022-09-30,35.439998626708984
2022-10-03,36.220001220703125
2022-10-04,37.31999969482422
2022-10-05,37.150001525878906
2022-10-06,36.77000045776367
2022-10-07,35.95000076293945
2022-10-10,35.68000030517578
2022-10-11,35.400001525878906
2022-10-12,35.310001373291016
2022-10-13,35.959999084472656
2022-10-14,35.290000915527344
2022-10-17,36.119998931884766
2022-10-18,36.439998626708984
2022-10-19,36.060001373291016
2022-10-20,35.900001525878906
2022-10-21,36.540000915527344
2022-10-24,36.630001068115234
2022-10-25,37.25
2022-10-26,37.279998779296875
2022-10-27,37.130001068115234
2022-10-28,37.63999938964844
2022-10-31,37.38999938964844
2022-11-01,37.47999954223633
2022-11-02,36.79999923706055
2022-11-03,36.5099983215332
2022-11-04,37.22999954223633
2022-11-07,37.47999954223633
2022-11-08,37.720001220703125
2022-11-09,37.11000061035156
2022-11-10,38.900001525878906
2022-11-11,39.41999816894531
2022-11-14,39.11000061035156
2022-11-15,39.5
2022-11-16,39.20000076293945
2022-11-17,39.099998474121094
2022-11-18,39.18000030517578
2022-11-21,38.970001220703125
2022-11-22,39.43000030517578
2022-11-23,39.709999084472656
2022-11-25,39.779998779296875
2022-11-28,39.2599983215332
2022-11-29,39.33000183105469
2022-11-30,40.349998474121094
2022-12-01,40.43000030517578
2022-12-02,40.43000030517578
2022-12-05,39.790000915527344
2022-12-06,39.41999816894531
2022-12-07,39.369998931884766
2022-12-08,39.61000061035156
2022-12-09,39.439998626708984
2022-12-12,39.720001220703125
2022-12-13,40.06999969482422
2022-12-14,39.970001220703125
2022-12-15,39.09000015258789
2022-12-16,38.7599983215332
2022-12-19,38.5
2022-12-20,38.560001373291016
2022-12-21,39.0099983215332
2022-12-22,38.599998474121094
2022-12-23,38.72999954223633
2022-12-27,38.68000030517578
2022-12-28,37.38999938964844
2022-12-29,37.970001220703125
2022-12-30,37.79999923706055
2023-01-03,37.79999923706055
2023-01-04,38.209999084472656
2023-01-05,37.880001068115234
2023-01-06,38.65999984741211
2023-01-09,38.779998779296875
2023-01-10,38.970001220703125
2023-01-11,39.34000015258789
2023-01-12,39.630001068115234
2023-01-13,39.79999923706055
2023-01-17,39.790000915527344
2023-01-18,39.439998626708984
2023-01-19,39.27000045776367
2023-01-20,39.79999923706055
2023-01-23,40.119998931884766
2023-01-24,40.119998931884766
2023-01-25,40.18000030517578
2023-01-26,40.470001220703125
2023-01-27,40.5
2023-01-30,40.060001373291016
2023-01-31,40.470001220703125
2023-02-01,40.880001068115234
