Date,MVRRX
2022-02-28,50.459999084472656
2022-03-01,49.61000061035156
2022-03-02,50.43000030517578
2022-03-03,50.459999084472656
2022-03-04,50.25
2022-03-07,49.13999938964844
2022-03-08,48.52000045776367
2022-03-09,49.529998779296875
2022-03-10,49.36000061035156
2022-03-11,49.0
2022-03-14,49.209999084472656
2022-03-15,49.97999954223633
2022-03-16,50.720001220703125
2022-03-17,51.36000061035156
2022-03-18,51.630001068115234
2022-03-21,51.630001068115234
2022-03-22,51.869998931884766
2022-03-23,51.2400016784668
2022-03-24,51.52000045776367
2022-03-25,51.95000076293945
2022-03-28,52.04999923706055
2022-03-29,52.560001373291016
2022-03-30,52.38999938964844
2022-03-31,51.59000015258789
2022-04-01,51.86000061035156
2022-04-04,51.75
2022-04-05,51.459999084472656
2022-04-06,51.54999923706055
2022-04-07,51.86000061035156
2022-04-08,51.939998626708984
2022-04-11,51.380001068115234
2022-04-12,51.130001068115234
2022-04-13,51.349998474121094
2022-04-14,51.11000061035156
2022-04-18,50.9900016784668
2022-04-19,51.540000915527344
2022-04-20,51.959999084472656
2022-04-21,51.439998626708984
2022-04-22,50.20000076293945
2022-04-25,50.400001525878906
2022-04-26,49.439998626708984
2022-04-27,49.540000915527344
2022-04-28,50.2599983215332
2022-04-29,48.79999923706055
2022-05-02,48.810001373291016
2022-05-03,49.13999938964844
2022-05-04,50.45000076293945
2022-05-05,49.310001373291016
2022-05-06,49.220001220703125
2022-05-09,48.189998626708984
2022-05-10,48.06999969482422
2022-05-11,47.72999954223633
2022-05-12,47.959999084472656
2022-05-13,48.560001373291016
2022-05-16,48.59000015258789
2022-05-17,49.459999084472656
2022-05-18,48.06999969482422
2022-05-19,47.81999969482422
2022-05-20,47.900001525878906
2022-05-23,48.75
2022-05-24,48.880001068115234
2022-05-25,49.11000061035156
2022-05-26,49.81999969482422
2022-05-27,50.66999816894531
2022-05-31,50.27000045776367
2022-06-01,49.689998626708984
2022-06-02,50.33000183105469
2022-06-03,49.81999969482422
2022-06-06,49.90999984741211
2022-06-07,50.369998931884766
2022-06-08,49.630001068115234
2022-06-09,48.63999938964844
2022-06-10,47.47999954223633
2022-06-13,46.13999938964844
2022-06-14,45.689998626708984
2022-06-15,46.04999923706055
2022-06-16,44.83000183105469
2022-06-17,44.650001525878906
2022-06-21,45.540000915527344
2022-06-22,45.61000061035156
2022-06-23,45.68000030517578
2022-06-24,46.97999954223633
2022-06-27,46.97999954223633
2022-06-28,46.41999816894531
2022-06-29,46.279998779296875
2022-06-30,46.25
2022-07-01,46.779998779296875
2022-07-05,46.290000915527344
2022-07-06,46.47999954223633
2022-07-07,46.790000915527344
2022-07-08,46.70000076293945
2022-07-11,46.5
2022-07-12,46.189998626708984
2022-07-13,45.93000030517578
2022-07-14,45.52000045776367
2022-07-15,46.41999816894531
2022-07-18,45.93000030517578
2022-07-19,47.09000015258789
2022-07-20,47.11000061035156
2022-07-21,47.599998474121094
2022-07-22,47.58000183105469
2022-07-25,47.86000061035156
2022-07-26,47.70000076293945
2022-07-27,48.33000183105469
2022-07-28,48.77000045776367
2022-07-29,49.189998626708984
2022-08-01,48.97999954223633
2022-08-02,48.58000183105469
2022-08-03,49.11000061035156
2022-08-04,49.15999984741211
2022-08-05,49.25
2022-08-08,49.25
2022-08-09,49.18000030517578
2022-08-10,50.04999923706055
2022-08-11,50.18000030517578
2022-08-12,50.9900016784668
2022-08-15,51.119998931884766
2022-08-16,51.27000045776367
2022-08-17,51.029998779296875
2022-08-18,51.11000061035156
2022-08-19,50.65999984741211
2022-08-22,49.779998779296875
2022-08-23,49.5099983215332
2022-08-24,49.63999938964844
2022-08-25,50.310001373291016
2022-08-26,48.869998931884766
2022-08-29,48.63999938964844
2022-08-30,48.20000076293945
2022-08-31,47.880001068115234
2022-09-01,48.18000030517578
2022-09-02,47.75
2022-09-06,47.650001525878906
2022-09-07,48.52000045776367
2022-09-08,48.90999984741211
2022-09-09,49.40999984741211
2022-09-12,49.81999969482422
2022-09-13,48.04999923706055
2022-09-14,48.15999984741211
2022-09-15,47.81999969482422
2022-09-16,47.5
2022-09-19,47.7599983215332
2022-09-20,47.130001068115234
2022-09-21,46.38999938964844
2022-09-22,45.79999923706055
2022-09-23,45.11000061035156
2022-09-26,44.47999954223633
2022-09-27,44.290000915527344
2022-09-28,45.189998626708984
2022-09-29,44.4900016784668
2022-09-30,43.90999984741211
2022-10-03,45.20000076293945
2022-10-04,46.560001373291016
2022-10-05,46.34000015258789
2022-10-06,45.72999954223633
2022-10-07,44.81999969482422
2022-10-10,44.650001525878906
2022-10-11,44.439998626708984
2022-10-12,44.150001525878906
2022-10-13,45.34000015258789
2022-10-14,44.279998779296875
2022-10-17,45.2599983215332
2022-10-18,45.91999816894531
2022-10-19,45.529998779296875
2022-10-20,44.93000030517578
2022-10-21,46.040000915527344
2022-10-24,46.65999984741211
2022-10-25,47.16999816894531
2022-10-26,47.29999923706055
2022-10-27,47.459999084472656
2022-10-28,48.5099983215332
2022-10-31,48.22999954223633
2022-11-01,48.29999923706055
2022-11-02,47.52000045776367
2022-11-03,47.400001525878906
2022-11-04,48.04999923706055
2022-11-07,48.45000076293945
2022-11-08,48.79999923706055
2022-11-09,48.02000045776367
2022-11-10,50.11000061035156
2022-11-11,50.150001525878906
2022-11-14,49.79999923706055
2022-11-15,50.119998931884766
2022-11-16,49.880001068115234
2022-11-17,49.849998474121094
2022-11-18,50.18000030517578
2022-11-21,50.189998626708984
2022-11-22,50.79999923706055
2022-11-23,50.97999954223633
2022-11-25,51.16999816894531
2022-11-28,50.38999938964844
2022-11-29,50.4900016784668
2022-11-30,51.4900016784668
2022-12-01,51.45000076293945
2022-12-02,51.5099983215332
2022-12-05,50.689998626708984
2022-12-06,50.22999954223633
2022-12-07,50.2599983215332
2022-12-08,50.540000915527344
2022-12-09,50.18000030517578
2022-12-12,50.869998931884766
2022-12-13,51.209999084472656
2022-12-14,50.849998474121094
2022-12-15,46.95000076293945
2022-12-16,46.400001525878906
2022-12-19,46.220001220703125
2022-12-20,46.290000915527344
2022-12-21,47.029998779296875
2022-12-22,46.599998474121094
2022-12-23,46.91999816894531
2022-12-27,46.97999954223633
2022-12-28,46.54999923706055
2022-12-29,47.119998931884766
2022-12-30,46.939998626708984
2023-01-03,46.939998626708984
2023-01-04,47.349998474121094
2023-01-05,46.83000183105469
2023-01-06,47.83000183105469
2023-01-09,47.56999969482422
2023-01-10,47.84000015258789
2023-01-11,48.279998779296875
2023-01-12,48.47999954223633
2023-01-13,48.630001068115234
2023-01-17,48.33000183105469
2023-01-18,47.5
2023-01-19,47.11000061035156
2023-01-20,47.75
2023-01-23,48.09000015258789
2023-01-24,48.06999969482422
2023-01-25,48.029998779296875
2023-01-26,48.119998931884766
2023-01-27,47.970001220703125
2023-01-30,47.65999984741211
2023-01-31,48.29999923706055
2023-02-01,48.439998626708984
2023-02-02,48.54999923706055
2023-02-03,48.11000061035156
2023-02-06,47.939998626708984
2023-02-07,48.279998779296875
2023-02-08,47.95000076293945
2023-02-09,47.38999938964844
2023-02-10,47.779998779296875
2023-02-13,48.209999084472656
2023-02-14,48.0099983215332
2023-02-15,48.060001373291016
2023-02-16,47.58000183105469
2023-02-17,47.619998931884766
2023-02-21,46.790000915527344
2023-02-22,46.7400016784668
2023-02-23,46.81999969482422
2023-02-24,46.4900016784668
2023-02-27,46.599998474121094
2023-02-28,46.380001068115234
2023-03-01,46.16999816894531
2023-03-02,46.52000045776367
2023-03-03,47.040000915527344
2023-03-06,47.0
2023-03-07,46.22999954223633
2023-03-08,46.20000076293945
2023-03-09,45.38999938964844
2023-03-10,44.900001525878906
2023-03-13,44.63999938964844
2023-03-14,45.119998931884766
2023-03-15,44.349998474121094
2023-03-16,45.06999969482422
2023-03-17,44.290000915527344
2023-03-20,44.869998931884766
2023-03-21,45.29999923706055
2023-03-22,44.5099983215332
2023-03-23,44.22999954223633
2023-03-24,44.4900016784668
2023-03-27,44.790000915527344
2023-03-28,44.81999969482422
2023-03-29,45.380001068115234
2023-03-30,45.52000045776367
2023-03-31,46.04999923706055
2023-04-03,46.33000183105469
2023-04-04,45.95000076293945
2023-04-05,46.099998474121094
2023-04-06,46.08000183105469
2023-04-10,46.25
2023-04-11,46.40999984741211
2023-04-12,46.34000015258789
2023-04-13,46.56999969482422
2023-04-14,46.540000915527344
2023-04-17,46.869998931884766
2023-04-18,46.880001068115234
2023-04-19,47.02000045776367
2023-04-20,46.88999938964844
2023-04-21,46.869998931884766
2023-04-24,46.939998626708984
2023-04-25,46.349998474121094
2023-04-26,45.720001220703125
2023-04-27,46.43000030517578
2023-04-28,46.84000015258789
2023-05-01,46.83000183105469
2023-05-02,46.2400016784668
2023-05-03,45.900001525878906
2023-05-04,45.56999969482422
2023-05-05,46.34000015258789
2023-05-08,46.380001068115234
2023-05-09,46.2599983215332
2023-05-10,46.22999954223633
2023-05-11,46.02000045776367
2023-05-12,45.91999816894531
2023-05-15,46.06999969482422
2023-05-16,45.540000915527344
2023-05-17,46.09000015258789
2023-05-18,46.2599983215332
2023-05-19,46.279998779296875
2023-05-22,46.25
2023-05-23,45.790000915527344
2023-05-24,45.2599983215332
2023-05-25,45.06999969482422
2023-05-26,45.40999984741211
2023-05-30,45.27000045776367
2023-05-31,44.95000076293945
2023-06-01,45.27000045776367
2023-06-02,46.09000015258789
2023-06-05,45.939998626708984
2023-06-06,46.09000015258789
2023-06-07,46.470001220703125
2023-06-08,46.54999923706055
2023-06-09,46.439998626708984
2023-06-12,46.52000045776367
2023-06-13,46.869998931884766
2023-06-14,46.72999954223633
2023-06-15,47.310001373291016
2023-06-16,47.31999969482422
2023-06-20,46.90999984741211
2023-06-21,46.970001220703125
2023-06-22,46.68000030517578
2023-06-23,46.33000183105469
2023-06-26,46.439998626708984
2023-06-27,46.77000045776367
2023-06-28,46.58000183105469
2023-06-29,47.029998779296875
2023-06-30,47.4900016784668
2023-07-03,47.529998779296875
2023-07-05,47.310001373291016
2023-07-06,46.83000183105469
2023-07-07,46.7599983215332
2023-07-10,47.08000183105469
2023-07-11,47.5099983215332
2023-07-12,47.689998626708984
2023-07-13,47.790000915527344
2023-07-14,47.61000061035156
2023-07-17,47.77000045776367
2023-07-18,47.970001220703125
2023-07-19,48.060001373291016
2023-07-20,48.400001525878906
2023-07-21,48.63999938964844
2023-07-24,48.77000045776367
2023-07-25,48.779998779296875
2023-07-26,48.88999938964844
2023-07-27,48.63999938964844
2023-07-28,48.70000076293945
2023-07-31,48.709999084472656
2023-08-01,48.619998931884766
2023-08-02,48.34000015258789
2023-08-03,48.08000183105469
2023-08-04,47.720001220703125
2023-08-07,48.099998474121094
2023-08-08,47.900001525878906
2023-08-09,47.810001373291016
2023-08-10,47.84000015258789
2023-08-11,47.939998626708984
2023-08-14,47.959999084472656
2023-08-15,47.36000061035156
2023-08-16,47.33000183105469
2023-08-17,47.11000061035156
2023-08-18,47.189998626708984
2023-08-21,47.16999816894531
2023-08-22,46.970001220703125
2023-08-23,47.2599983215332
2023-08-24,46.97999954223633
2023-08-25,47.2400016784668
2023-08-28,47.459999084472656
2023-08-29,47.86000061035156
2023-08-30,47.91999816894531
2023-08-31,47.619998931884766
2023-09-01,47.75
2023-09-05,47.18000030517578
2023-09-06,47.099998474121094
2023-09-07,47.130001068115234
2023-09-08,47.16999816894531
2023-09-11,47.279998779296875
2023-09-12,47.31999969482422
2023-09-13,47.34000015258789
2023-09-14,47.83000183105469
2023-09-15,47.459999084472656
2023-09-18,47.540000915527344
2023-09-19,47.459999084472656
2023-09-20,47.34000015258789
2023-09-21,46.56999969482422
2023-09-22,46.400001525878906
2023-09-25,46.52000045776367
2023-09-26,45.880001068115234
2023-09-27,45.900001525878906
2023-09-28,46.029998779296875
2023-09-29,45.7400016784668
2023-10-02,45.310001373291016
2023-10-03,44.9900016784668
2023-10-04,45.13999938964844
2023-10-05,45.08000183105469
2023-10-06,45.52000045776367
2023-10-09,45.959999084472656
2023-10-10,46.18000030517578
2023-10-11,46.29999923706055
2023-10-12,45.91999816894531
2023-10-13,46.119998931884766
2023-10-16,46.540000915527344
2023-10-17,46.56999969482422
2023-10-18,46.02000045776367
2023-10-19,45.619998931884766
2023-10-20,45.150001525878906
2023-10-23,44.810001373291016
2023-10-24,45.02000045776367
2023-10-25,44.849998474121094
2023-10-26,44.68000030517578
2023-10-27,43.9900016784668
2023-10-30,44.40999984741211
2023-10-31,44.869998931884766
2023-11-01,45.06999969482422
2023-11-02,45.86000061035156
2023-11-03,46.20000076293945
