Date,RNWGX
2022-02-28,76.97000122070312
2022-03-01,75.8499984741211
2022-03-02,76.43000030517578
2022-03-03,75.26000213623047
2022-03-04,73.33000183105469
2022-03-07,70.54000091552734
2022-03-08,70.5999984741211
2022-03-09,72.9000015258789
2022-03-10,72.4800033569336
2022-03-11,71.31999969482422
2022-03-14,70.19999694824219
2022-03-15,70.4000015258789
2022-03-16,73.70999908447266
2022-03-17,75.19999694824219
2022-03-18,76.19000244140625
2022-03-21,75.56999969482422
2022-03-22,76.55000305175781
2022-03-23,76.02999877929688
2022-03-24,76.87000274658203
2022-03-25,76.29000091552734
2022-03-28,76.62999725341797
2022-03-29,78.11000061035156
2022-03-30,78.0999984741211
2022-03-31,77.08000183105469
2022-04-01,77.93000030517578
2022-04-04,79.0199966430664
2022-04-05,77.62000274658203
2022-04-06,76.30999755859375
2022-04-07,76.0999984741211
2022-04-08,75.86000061035156
2022-04-11,74.54000091552734
2022-04-12,74.30000305175781
2022-04-13,75.0999984741211
2022-04-14,74.56999969482422
2022-04-18,74.37999725341797
2022-04-19,74.61000061035156
2022-04-20,74.45999908447266
2022-04-21,73.25
2022-04-22,71.7699966430664
2022-04-25,71.44000244140625
2022-04-26,69.61000061035156
2022-04-27,70.19000244140625
2022-04-28,71.45999908447266
2022-04-29,70.41999816894531
2022-05-02,70.5
2022-05-03,70.79000091552734
2022-05-04,71.73999786376953
2022-05-05,69.44000244140625
2022-05-06,68.23999786376953
2022-05-09,65.80999755859375
2022-05-10,66.2699966430664
2022-05-11,65.86000061035156
2022-05-12,65.73999786376953
2022-05-13,67.55000305175781
2022-05-16,67.45999908447266
2022-05-17,69.05000305175781
2022-05-18,67.38999938964844
2022-05-19,67.73999786376953
2022-05-20,68.44000244140625
2022-05-23,69.13999938964844
2022-05-24,68.19999694824219
2022-05-25,68.33999633789062
2022-05-26,69.3499984741211
2022-05-27,70.79000091552734
2022-05-31,71.0
2022-06-01,70.25
2022-06-02,71.76000213623047
2022-06-03,70.86000061035156
2022-06-06,71.2300033569336
2022-06-07,71.55000305175781
2022-06-08,71.02999877929688
2022-06-09,69.43000030517578
2022-06-10,67.93000030517578
2022-06-13,65.44000244140625
2022-06-14,65.37999725341797
2022-06-15,66.41000366210938
2022-06-16,64.36000061035156
2022-06-17,64.72000122070312
2022-06-21,65.91000366210938
2022-06-22,65.20999908447266
2022-06-23,65.38999938964844
2022-06-24,67.23999786376953
2022-06-27,67.16999816894531
2022-06-28,66.4000015258789
2022-06-29,66.13999938964844
2022-06-30,65.66999816894531
2022-07-01,65.76000213623047
2022-07-05,65.55000305175781
2022-07-06,65.41000366210938
2022-07-07,66.5199966430664
2022-07-08,66.45999908447266
2022-07-11,65.2300033569336
2022-07-12,64.77999877929688
2022-07-13,64.75
2022-07-14,64.38999938964844
2022-07-15,65.05999755859375
2022-07-18,65.06999969482422
2022-07-19,66.38999938964844
2022-07-20,66.45999908447266
2022-07-21,67.02999877929688
2022-07-22,66.37000274658203
2022-07-25,66.5
2022-07-26,65.9800033569336
2022-07-27,67.33999633789062
2022-07-28,68.0199966430664
2022-07-29,68.4800033569336
2022-08-01,68.37999725341797
2022-08-02,67.83999633789062
2022-08-03,68.3499984741211
2022-08-04,68.93000030517578
2022-08-05,68.95999908447266
2022-08-08,69.16000366210938
2022-08-09,68.66000366210938
2022-08-10,69.75
2022-08-11,69.94000244140625
2022-08-12,70.80999755859375
2022-08-15,70.7699966430664
2022-08-16,70.54000091552734
2022-08-17,70.12000274658203
2022-08-18,70.18000030517578
2022-08-19,69.13999938964844
2022-08-22,67.97000122070312
2022-08-23,68.30999755859375
2022-08-24,68.44000244140625
2022-08-25,69.37999725341797
2022-08-26,67.94999694824219
2022-08-29,67.52999877929688
2022-08-30,66.9800033569336
2022-08-31,66.66999816894531
2022-09-01,66.23999786376953
2022-09-02,65.91000366210938
2022-09-06,65.63999938964844
2022-09-07,66.23999786376953
2022-09-08,66.52999877929688
2022-09-09,67.80999755859375
2022-09-12,68.55000305175781
2022-09-13,66.33999633789062
2022-09-14,66.55000305175781
2022-09-15,65.83000183105469
2022-09-16,65.13999938964844
2022-09-19,65.62000274658203
2022-09-20,65.13999938964844
2022-09-21,64.16999816894531
2022-09-22,63.560001373291016
2022-09-23,62.25
2022-09-26,61.54999923706055
2022-09-27,61.540000915527344
2022-09-28,62.349998474121094
2022-09-29,61.209999084472656
2022-09-30,61.150001525878906
2022-10-03,62.45000076293945
2022-10-04,64.30999755859375
2022-10-05,64.37999725341797
2022-10-06,63.79999923706055
2022-10-07,62.529998779296875
2022-10-10,61.880001068115234
2022-10-11,61.11000061035156
2022-10-12,61.08000183105469
2022-10-13,61.720001220703125
2022-10-14,60.7599983215332
2022-10-17,62.13999938964844
2022-10-18,62.52000045776367
2022-10-19,61.810001373291016
2022-10-20,61.58000183105469
2022-10-21,62.61000061035156
2022-10-24,61.869998931884766
2022-10-25,62.619998931884766
2022-10-26,62.81999969482422
2022-10-27,62.369998931884766
2022-10-28,62.86000061035156
2022-10-31,62.66999816894531
2022-11-01,63.380001068115234
2022-11-02,62.689998626708984
2022-11-03,62.31999969482422
2022-11-04,64.20999908447266
2022-11-07,64.62000274658203
2022-11-08,65.01000213623047
2022-11-09,64.05000305175781
2022-11-10,66.16999816894531
2022-11-11,67.55000305175781
2022-11-14,67.30000305175781
2022-11-15,68.16000366210938
2022-11-16,67.43000030517578
2022-11-17,67.12000274658203
2022-11-18,67.16999816894531
2022-11-21,66.7300033569336
2022-11-22,67.19999694824219
2022-11-23,67.5199966430664
2022-11-25,67.56999969482422
2022-11-28,66.73999786376953
2022-11-29,67.33999633789062
2022-11-30,69.30000305175781
2022-12-01,69.27999877929688
2022-12-02,69.37000274658203
2022-12-05,68.5999984741211
2022-12-06,68.08999633789062
2022-12-07,67.86000061035156
2022-12-08,68.5
2022-12-09,68.36000061035156
2022-12-12,68.5199966430664
2022-12-13,68.9000015258789
2022-12-14,69.06999969482422
2022-12-15,66.61000061035156
2022-12-16,66.13999938964844
2022-12-19,65.87000274658203
2022-12-20,66.0
2022-12-21,66.68000030517578
2022-12-22,66.05999755859375
2022-12-23,66.26000213623047
2022-12-27,66.33000183105469
2022-12-28,65.80000305175781
2022-12-29,66.80999755859375
2022-12-30,66.38999938964844
2023-01-03,66.37000274658203
2023-01-04,67.16999816894531
2023-01-05,67.04000091552734
2023-01-06,68.12000274658203
2023-01-09,68.77999877929688
2023-01-10,69.08000183105469
2023-01-11,69.73999786376953
2023-01-12,70.0999984741211
2023-01-13,70.7300033569336
2023-01-17,70.63999938964844
2023-01-18,70.38999938964844
2023-01-19,70.20999908447266
2023-01-20,71.0199966430664
2023-01-23,71.5199966430664
2023-01-24,71.43000030517578
2023-01-25,71.56999969482422
2023-01-26,72.08000183105469
2023-01-27,71.83999633789062
2023-01-30,71.06999969482422
2023-01-31,71.44999694824219
2023-02-01,72.19999694824219
2023-02-02,72.41999816894531
2023-02-03,71.72000122070312
2023-02-06,70.7699966430664
2023-02-07,71.29000091552734
2023-02-08,71.0
2023-02-09,70.91000366210938
2023-02-10,70.5199966430664
2023-02-13,71.1500015258789
2023-02-14,71.26000213623047
2023-02-15,71.18000030517578
2023-02-16,70.81999969482422
2023-02-17,70.33000183105469
2023-02-21,69.55000305175781
2023-02-22,69.18000030517578
2023-02-23,69.4000015258789
2023-02-24,68.41999816894531
2023-02-27,68.75
2023-02-28,68.69999694824219
2023-03-01,69.30000305175781
2023-03-02,69.5
2023-03-03,70.37000274658203
2023-03-06,70.23999786376953
2023-03-07,69.41999816894531
2023-03-08,69.4800033569336
2023-03-09,68.63999938964844
2023-03-10,67.80000305175781
2023-03-13,67.55999755859375
2023-03-14,68.27999877929688
2023-03-15,67.0
2023-03-16,67.87999725341797
2023-03-17,67.47000122070312
2023-03-20,67.72000122070312
2023-03-21,68.61000061035156
2023-03-22,68.3499984741211
2023-03-23,68.80999755859375
2023-03-24,68.58999633789062
2023-03-27,68.76000213623047
2023-03-28,68.91000366210938
2023-03-29,69.81999969482422
2023-03-30,70.37999725341797
2023-03-31,70.81999969482422
2023-04-03,70.97000122070312
2023-04-04,70.80000305175781
2023-04-05,70.37000274658203
2023-04-06,70.55999755859375
2023-04-10,70.63999938964844
2023-04-11,71.13999938964844
2023-04-12,71.18000030517578
2023-04-13,72.19999694824219
2023-04-14,72.11000061035156
2023-04-17,72.13999938964844
2023-04-18,72.22000122070312
2023-04-19,71.7300033569336
2023-04-20,71.56999969482422
