Date,RGABX
2022-02-28,59.16999816894531
2022-03-01,58.130001068115234
2022-03-02,59.0
2022-03-03,57.84000015258789
2022-03-04,56.88999938964844
2022-03-07,54.66999816894531
2022-03-08,54.63999938964844
2022-03-09,56.63999938964844
2022-03-10,56.33000183105469
2022-03-11,55.119998931884766
2022-03-14,54.20000076293945
2022-03-15,55.58000183105469
2022-03-16,57.66999816894531
2022-03-17,58.72999954223633
2022-03-18,59.93000030517578
2022-03-21,59.560001373291016
2022-03-22,60.720001220703125
2022-03-23,59.88999938964844
2022-03-24,60.709999084472656
2022-03-25,60.560001373291016
2022-03-28,61.380001068115234
2022-03-29,62.47999954223633
2022-03-30,61.849998474121094
2022-03-31,60.880001068115234
2022-04-01,61.22999954223633
2022-04-04,62.25
2022-04-05,60.970001220703125
2022-04-06,59.72999954223633
2022-04-07,59.880001068115234
2022-04-08,59.43000030517578
2022-04-11,58.310001373291016
2022-04-12,58.099998474121094
2022-04-13,59.2400016784668
2022-04-14,58.27000045776367
2022-04-18,58.150001525878906
2022-04-19,59.310001373291016
2022-04-20,58.36000061035156
2022-04-21,57.220001220703125
2022-04-22,55.83000183105469
2022-04-25,56.150001525878906
2022-04-26,53.88999938964844
2022-04-27,54.0
2022-04-28,55.41999816894531
2022-04-29,53.529998779296875
2022-05-02,54.220001220703125
2022-05-03,54.349998474121094
2022-05-04,55.91999816894531
2022-05-05,53.38999938964844
2022-05-06,52.63999938964844
2022-05-09,50.02000045776367
2022-05-10,50.369998931884766
2022-05-11,49.20000076293945
2022-05-12,49.349998474121094
2022-05-13,51.20000076293945
2022-05-16,50.560001373291016
2022-05-17,51.77000045776367
2022-05-18,49.619998931884766
2022-05-19,49.77000045776367
2022-05-20,49.56999969482422
2022-05-23,50.18000030517578
2022-05-24,49.04999923706055
2022-05-25,49.79999923706055
2022-05-26,51.119998931884766
2022-05-27,52.66999816894531
2022-05-31,52.380001068115234
2022-06-01,51.900001525878906
2022-06-02,53.209999084472656
2022-06-03,52.040000915527344
2022-06-06,52.279998779296875
2022-06-07,52.72999954223633
2022-06-08,52.349998474121094
2022-06-09,51.040000915527344
2022-06-10,49.43000030517578
2022-06-13,47.13999938964844
2022-06-14,47.04999923706055
2022-06-15,48.0
2022-06-16,46.040000915527344
2022-06-17,46.38999938964844
2022-06-21,47.529998779296875
2022-06-22,47.40999984741211
2022-06-23,47.880001068115234
2022-06-24,49.45000076293945
2022-06-27,49.2599983215332
2022-06-28,48.189998626708984
2022-06-29,48.02000045776367
2022-06-30,47.40999984741211
2022-07-01,47.81999969482422
2022-07-05,48.209999084472656
2022-07-06,48.20000076293945
2022-07-07,49.209999084472656
2022-07-08,49.209999084472656
2022-07-11,48.22999954223633
2022-07-12,47.720001220703125
2022-07-13,47.59000015258789
2022-07-14,47.29999923706055
2022-07-15,48.27000045776367
2022-07-18,48.130001068115234
2022-07-19,49.529998779296875
2022-07-20,50.09000015258789
2022-07-21,50.84000015258789
2022-07-22,49.959999084472656
2022-07-25,49.959999084472656
2022-07-26,49.09000015258789
2022-07-27,50.7400016784668
2022-07-28,51.33000183105469
2022-07-29,52.20000076293945
2022-08-01,52.08000183105469
2022-08-02,51.939998626708984
2022-08-03,52.95000076293945
2022-08-04,53.13999938964844
2022-08-05,52.970001220703125
2022-08-08,53.11000061035156
2022-08-09,52.529998779296875
2022-08-10,54.0099983215332
2022-08-11,53.869998931884766
2022-08-12,54.880001068115234
2022-08-15,55.02000045776367
2022-08-16,54.97999954223633
2022-08-17,54.310001373291016
2022-08-18,54.43000030517578
2022-08-19,53.45000076293945
2022-08-22,52.279998779296875
2022-08-23,52.34000015258789
2022-08-24,52.63999938964844
2022-08-25,53.439998626708984
2022-08-26,51.630001068115234
2022-08-29,51.27000045776367
2022-08-30,50.68000030517578
2022-08-31,50.400001525878906
2022-09-01,50.27000045776367
2022-09-02,49.81999969482422
2022-09-06,49.59000015258789
2022-09-07,50.529998779296875
2022-09-08,51.09000015258789
2022-09-09,52.15999984741211
2022-09-12,52.689998626708984
2022-09-13,50.43000030517578
2022-09-14,50.790000915527344
2022-09-15,50.38999938964844
2022-09-16,49.84000015258789
2022-09-19,50.18000030517578
2022-09-20,49.560001373291016
2022-09-21,48.61000061035156
2022-09-22,47.88999938964844
2022-09-23,46.880001068115234
2022-09-26,46.41999816894531
