Date,CNWEX
2022-02-28,75.55000305175781
2022-03-01,74.44999694824219
2022-03-02,75.01000213623047
2022-03-03,73.87000274658203
2022-03-04,71.97000122070312
2022-03-07,69.2300033569336
2022-03-08,69.27999877929688
2022-03-09,71.54000091552734
2022-03-10,71.12999725341797
2022-03-11,69.98999786376953
2022-03-14,68.87999725341797
2022-03-15,69.08000183105469
2022-03-16,72.33000183105469
2022-03-17,73.79000091552734
2022-03-18,74.76000213623047
2022-03-21,74.1500015258789
2022-03-22,75.0999984741211
2022-03-23,74.5999984741211
2022-03-24,75.41999816894531
2022-03-25,74.8499984741211
2022-03-28,75.18000030517578
2022-03-29,76.62999725341797
2022-03-30,76.62000274658203
2022-03-31,75.62000274658203
2022-04-01,76.44999694824219
2022-04-04,77.51000213623047
2022-04-05,76.13999938964844
2022-04-06,74.8499984741211
2022-04-07,74.6500015258789
2022-04-08,74.41000366210938
2022-04-11,73.11000061035156
2022-04-12,72.87000274658203
2022-04-13,73.66000366210938
2022-04-14,73.12999725341797
2022-04-18,72.94000244140625
2022-04-19,73.16999816894531
2022-04-20,73.0199966430664
2022-04-21,71.83000183105469
2022-04-22,70.38999938964844
2022-04-25,70.05999755859375
2022-04-26,68.26000213623047
2022-04-27,68.81999969482422
2022-04-28,70.06999969482422
2022-04-29,69.05000305175781
2022-05-02,69.12999725341797
2022-05-03,69.4000015258789
2022-05-04,70.33000183105469
2022-05-05,68.08000183105469
2022-05-06,66.91000366210938
2022-05-09,64.5199966430664
2022-05-10,64.95999908447266
2022-05-11,64.56999969482422
2022-05-12,64.44999694824219
2022-05-13,66.22000122070312
2022-05-16,66.12999725341797
2022-05-17,67.68000030517578
2022-05-18,66.05999755859375
2022-05-19,66.38999938964844
2022-05-20,67.08000183105469
2022-05-23,67.7699966430664
2022-05-24,66.83999633789062
2022-05-25,66.9800033569336
2022-05-26,67.97000122070312
2022-05-27,69.37000274658203
2022-05-31,69.58000183105469
2022-06-01,68.83999633789062
2022-06-02,70.31999969482422
2022-06-03,69.44000244140625
2022-06-06,69.79000091552734
2022-06-07,70.11000061035156
2022-06-08,69.5999984741211
2022-06-09,68.02999877929688
2022-06-10,66.55999755859375
2022-06-13,64.11000061035156
2022-06-14,64.05999755859375
2022-06-15,65.05999755859375
2022-06-16,63.04999923706055
2022-06-17,63.400001525878906
2022-06-21,64.56999969482422
2022-06-22,63.880001068115234
2022-06-23,64.05999755859375
2022-06-24,65.87000274658203
2022-06-27,65.80000305175781
2022-06-28,65.04000091552734
2022-06-29,64.77999877929688
2022-06-30,64.31999969482422
2022-07-01,64.41000366210938
2022-07-05,64.19999694824219
2022-07-06,64.05999755859375
2022-07-07,65.13999938964844
2022-07-08,65.08000183105469
2022-07-11,63.880001068115234
2022-07-12,63.439998626708984
2022-07-13,63.40999984741211
2022-07-14,63.04999923706055
2022-07-15,63.709999084472656
2022-07-18,63.720001220703125
2022-07-19,65.01000213623047
2022-07-20,65.06999969482422
2022-07-21,65.62999725341797
2022-07-22,64.9800033569336
2022-07-25,65.11000061035156
2022-07-26,64.58999633789062
2022-07-27,65.91999816894531
2022-07-28,66.58999633789062
2022-07-29,67.04000091552734
2022-08-01,66.94000244140625
2022-08-02,66.41000366210938
2022-08-03,66.91000366210938
2022-08-04,67.4800033569336
2022-08-05,67.51000213623047
2022-08-08,67.69999694824219
2022-08-09,67.20999908447266
2022-08-10,68.2699966430664
2022-08-11,68.45999908447266
2022-08-12,69.30999755859375
2022-08-15,69.2699966430664
2022-08-16,69.04000091552734
2022-08-17,68.62000274658203
2022-08-18,68.68000030517578
2022-08-19,67.66000366210938
2022-08-22,66.5199966430664
2022-08-23,66.8499984741211
2022-08-24,66.97000122070312
2022-08-25,67.88999938964844
2022-08-26,66.48999786376953
2022-08-29,66.08000183105469
2022-08-30,65.54000091552734
2022-08-31,65.2300033569336
2022-09-01,64.80999755859375
2022-09-02,64.48999786376953
2022-09-06,64.20999908447266
2022-09-07,64.80999755859375
2022-09-08,65.08000183105469
2022-09-09,66.33999633789062
2022-09-12,67.05999755859375
2022-09-13,64.9000015258789
2022-09-14,65.0999984741211
2022-09-15,64.38999938964844
2022-09-16,63.720001220703125
2022-09-19,64.19000244140625
2022-09-20,63.709999084472656
2022-09-21,62.77000045776367
2022-09-22,62.15999984741211
2022-09-23,60.880001068115234
2022-09-26,60.189998626708984
2022-09-27,60.18000030517578
2022-09-28,60.97999954223633
2022-09-29,59.86000061035156
2022-09-30,59.79999923706055
2022-10-03,61.06999969482422
2022-10-04,62.88999938964844
2022-10-05,62.95000076293945
2022-10-06,62.38999938964844
2022-10-07,61.13999938964844
2022-10-10,60.5
2022-10-11,59.75
2022-10-12,59.720001220703125
2022-10-13,60.349998474121094
2022-10-14,59.40999984741211
2022-10-17,60.75
2022-10-18,61.130001068115234
2022-10-19,60.41999816894531
2022-10-20,60.20000076293945
2022-10-21,61.20000076293945
2022-10-24,60.47999954223633
2022-10-25,61.209999084472656
2022-10-26,61.40999984741211
2022-10-27,60.959999084472656
2022-10-28,61.439998626708984
2022-10-31,61.25
2022-11-01,61.939998626708984
2022-11-02,61.27000045776367
2022-11-03,60.90999984741211
2022-11-04,62.75
2022-11-07,63.150001525878906
2022-11-08,63.529998779296875
2022-11-09,62.599998474121094
2022-11-10,64.66999816894531
2022-11-11,66.01000213623047
2022-11-14,65.7699966430664
2022-11-15,66.5999984741211
2022-11-16,65.88999938964844
2022-11-17,65.58000183105469
2022-11-18,65.62999725341797
2022-11-21,65.19999694824219
2022-11-22,65.66000366210938
2022-11-23,65.95999908447266
2022-11-25,66.01000213623047
2022-11-28,65.19999694824219
2022-11-29,65.79000091552734
2022-11-30,67.69999694824219
2022-12-01,67.68000030517578
2022-12-02,67.76000213623047
2022-12-05,67.01000213623047
2022-12-06,66.51000213623047
2022-12-07,66.27999877929688
2022-12-08,66.91000366210938
2022-12-09,66.7699966430664
2022-12-12,66.91999816894531
2022-12-13,67.30000305175781
2022-12-14,67.45999908447266
2022-12-15,65.48999786376953
2022-12-16,65.0199966430664
2022-12-19,64.76000213623047
2022-12-20,64.88999938964844
2022-12-21,65.55000305175781
2022-12-22,64.94000244140625
2022-12-23,65.13999938964844
2022-12-27,65.19999694824219
2022-12-28,64.68000030517578
2022-12-29,65.66999816894531
2022-12-30,65.25
2023-01-03,65.2300033569336
2023-01-04,66.01000213623047
2023-01-05,65.88999938964844
2023-01-06,66.94999694824219
2023-01-09,67.58999633789062
2023-01-10,67.88999938964844
2023-01-11,68.52999877929688
2023-01-12,68.87999725341797
2023-01-13,69.5
2023-01-17,69.41999816894531
2023-01-18,69.16999816894531
2023-01-19,68.98999786376953
2023-01-20,69.77999877929688
2023-01-23,70.26000213623047
2023-01-24,70.18000030517578
2023-01-25,70.31999969482422
2023-01-26,70.81999969482422
2023-01-27,70.58000183105469
2023-01-30,69.81999969482422
2023-01-31,70.19000244140625
2023-02-01,70.93000030517578
2023-02-02,71.13999938964844
2023-02-03,70.44999694824219
2023-02-06,69.5199966430664
2023-02-07,70.0199966430664
2023-02-08,69.73999786376953
2023-02-09,69.6500015258789
2023-02-10,69.2699966430664
2023-02-13,69.87999725341797
2023-02-14,69.9800033569336
2023-02-15,69.91000366210938
2023-02-16,69.55000305175781
2023-02-17,69.06999969482422
2023-02-21,68.30000305175781
2023-02-22,67.94000244140625
2023-02-23,68.1500015258789
2023-02-24,67.19000244140625
2023-02-27,67.51000213623047
2023-02-28,67.44999694824219
2023-03-01,68.04000091552734
2023-03-02,68.23999786376953
2023-03-03,69.08999633789062
2023-03-06,68.95999908447266
2023-03-07,68.1500015258789
2023-03-08,68.20999908447266
2023-03-09,67.37999725341797
2023-03-10,66.55999755859375
2023-03-13,66.31999969482422
2023-03-14,67.0199966430664
2023-03-15,65.7699966430664
2023-03-16,66.62999725341797
