Date,VISVX
2022-02-28,41.65999984741211
2022-03-01,40.7400016784668
2022-03-02,41.88999938964844
2022-03-03,41.689998626708984
2022-03-04,41.099998474121094
2022-03-07,39.790000915527344
2022-03-08,39.88999938964844
2022-03-09,40.84000015258789
2022-03-10,40.95000076293945
2022-03-11,40.619998931884766
2022-03-14,40.369998931884766
2022-03-15,40.81999969482422
2022-03-16,41.779998779296875
2022-03-17,42.220001220703125
2022-03-18,42.40999984741211
2022-03-21,42.33000183105469
2022-03-22,42.459999084472656
2022-03-23,41.869998931884766
2022-03-24,42.2400016784668
2022-03-25,42.68000030517578
2022-03-28,42.560001373291016
2022-03-29,43.349998474121094
2022-03-30,42.7599983215332
2022-03-31,42.20000076293945
2022-04-01,42.439998626708984
2022-04-04,42.29999923706055
2022-04-05,41.560001373291016
2022-04-06,41.20000076293945
2022-04-07,41.08000183105469
2022-04-08,41.15999984741211
2022-04-11,41.029998779296875
2022-04-12,41.08000183105469
2022-04-13,41.7599983215332
2022-04-14,41.619998931884766
2022-04-18,41.58000183105469
2022-04-19,42.38999938964844
2022-04-20,42.75
2022-04-21,41.959999084472656
2022-04-22,40.869998931884766
2022-04-25,40.95000076293945
2022-04-26,39.880001068115234
2022-04-27,39.880001068115234
2022-04-28,40.630001068115234
2022-04-29,39.5099983215332
2022-05-02,39.66999816894531
2022-05-03,40.27000045776367
2022-05-04,41.369998931884766
2022-05-05,40.04999923706055
2022-05-06,39.61000061035156
2022-05-09,38.29999923706055
2022-05-10,38.0099983215332
2022-05-11,37.43000030517578
2022-05-12,37.689998626708984
2022-05-13,38.599998474121094
2022-05-16,38.59000015258789
2022-05-17,39.75
2022-05-18,38.34000015258789
2022-05-19,38.15999984741211
2022-05-20,38.0
2022-05-23,38.540000915527344
2022-05-24,38.18000030517578
2022-05-25,38.95000076293945
2022-05-26,39.810001373291016
2022-05-27,40.630001068115234
2022-05-31,40.2400016784668
2022-06-01,40.02000045776367
2022-06-02,40.709999084472656
2022-06-03,40.369998931884766
2022-06-06,40.65999984741211
2022-06-07,41.119998931884766
2022-06-08,40.380001068115234
2022-06-09,39.5099983215332
2022-06-10,38.45000076293945
2022-06-13,36.65999984741211
2022-06-14,36.52000045776367
2022-06-15,36.88999938964844
2022-06-16,35.15999984741211
2022-06-17,35.36000061035156
2022-06-21,35.880001068115234
2022-06-22,35.560001373291016
2022-06-23,35.61000061035156
2022-06-24,36.84000015258789
2022-06-27,37.0099983215332
2022-06-28,36.599998474121094
2022-06-29,36.189998626708984
2022-06-30,35.93000030517578
2022-07-01,36.43000030517578
2022-07-05,36.22999954223633
2022-07-06,35.959999084472656
2022-07-07,36.63999938964844
2022-07-08,36.5099983215332
2022-07-11,36.130001068115234
2022-07-12,36.13999938964844
2022-07-13,36.0099983215332
2022-07-14,35.560001373291016
2022-07-15,36.27000045776367
2022-07-18,36.31999969482422
2022-07-19,37.4900016784668
2022-07-20,37.81999969482422
2022-07-21,37.93000030517578
2022-07-22,37.65999984741211
2022-07-25,38.02000045776367
2022-07-26,37.790000915527344
2022-07-27,38.43000030517578
2022-07-28,39.0099983215332
2022-07-29,39.439998626708984
2022-08-01,39.40999984741211
2022-08-02,38.97999954223633
2022-08-03,39.2599983215332
2022-08-04,38.97999954223633
2022-08-05,39.189998626708984
2022-08-08,39.4900016784668
2022-08-09,39.2400016784668
2022-08-10,40.099998474121094
2022-08-11,40.47999954223633
2022-08-12,41.099998474121094
2022-08-15,41.119998931884766
2022-08-16,41.43000030517578
2022-08-17,40.91999816894531
2022-08-18,41.209999084472656
2022-08-19,40.560001373291016
2022-08-22,39.720001220703125
2022-08-23,39.75
2022-08-24,39.900001525878906
2022-08-25,40.560001373291016
2022-08-26,39.439998626708984
2022-08-29,39.20000076293945
2022-08-30,38.63999938964844
2022-08-31,38.36000061035156
2022-09-01,38.06999969482422
