Date,GFAFX
2022-02-28,63.91999816894531
2022-03-01,62.79999923706055
2022-03-02,63.7400016784668
2022-03-03,62.4900016784668
2022-03-04,61.470001220703125
2022-03-07,59.06999969482422
2022-03-08,59.040000915527344
2022-03-09,61.20000076293945
2022-03-10,60.86000061035156
2022-03-11,59.560001373291016
2022-03-14,58.56999969482422
2022-03-15,60.06999969482422
2022-03-16,62.31999969482422
2022-03-17,63.470001220703125
2022-03-18,64.76000213623047
2022-03-21,64.37000274658203
2022-03-22,65.62000274658203
2022-03-23,64.7300033569336
2022-03-24,65.62000274658203
2022-03-25,65.45999908447266
2022-03-28,66.3499984741211
2022-03-29,67.54000091552734
2022-03-30,66.86000061035156
2022-03-31,65.80999755859375
2022-04-01,66.19000244140625
2022-04-04,67.30000305175781
2022-04-05,65.91999816894531
2022-04-06,64.56999969482422
2022-04-07,64.73999786376953
2022-04-08,64.25
2022-04-11,63.040000915527344
2022-04-12,62.81999969482422
2022-04-13,64.05999755859375
2022-04-14,63.0099983215332
2022-04-18,62.88999938964844
2022-04-19,64.13999938964844
2022-04-20,63.11000061035156
2022-04-21,61.880001068115234
2022-04-22,60.380001068115234
2022-04-25,60.72999954223633
2022-04-26,58.290000915527344
2022-04-27,58.400001525878906
2022-04-28,59.95000076293945
2022-04-29,57.900001525878906
2022-05-02,58.63999938964844
2022-05-03,58.790000915527344
2022-05-04,60.5
2022-05-05,57.7599983215332
2022-05-06,56.939998626708984
2022-05-09,54.11000061035156
2022-05-10,54.5
2022-05-11,53.22999954223633
2022-05-12,53.400001525878906
2022-05-13,55.38999938964844
2022-05-16,54.709999084472656
2022-05-17,56.02000045776367
2022-05-18,53.70000076293945
2022-05-19,53.849998474121094
2022-05-20,53.63999938964844
2022-05-23,54.310001373291016
2022-05-24,53.08000183105469
2022-05-25,53.900001525878906
2022-05-26,55.33000183105469
2022-05-27,57.0
2022-05-31,56.689998626708984
2022-06-01,56.16999816894531
2022-06-02,57.59000015258789
2022-06-03,56.31999969482422
2022-06-06,56.59000015258789
2022-06-07,57.08000183105469
2022-06-08,56.66999816894531
2022-06-09,55.25
2022-06-10,53.5099983215332
2022-06-13,51.040000915527344
2022-06-14,50.939998626708984
2022-06-15,51.970001220703125
2022-06-16,49.849998474121094
2022-06-17,50.22999954223633
2022-06-21,51.459999084472656
2022-06-22,51.34000015258789
2022-06-23,51.84000015258789
2022-06-24,53.540000915527344
2022-06-27,53.34000015258789
2022-06-28,52.189998626708984
2022-06-29,52.0
2022-06-30,51.34000015258789
2022-07-01,51.790000915527344
2022-07-05,52.220001220703125
2022-07-06,52.20000076293945
2022-07-07,53.29999923706055
2022-07-08,53.29999923706055
2022-07-11,52.25
2022-07-12,51.689998626708984
2022-07-13,51.54999923706055
2022-07-14,51.2400016784668
2022-07-15,52.290000915527344
2022-07-18,52.150001525878906
2022-07-19,53.650001525878906
2022-07-20,54.27000045776367
2022-07-21,55.08000183105469
2022-07-22,54.130001068115234
2022-07-25,54.130001068115234
2022-07-26,53.189998626708984
2022-07-27,54.970001220703125
2022-07-28,55.619998931884766
2022-07-29,56.56999969482422
2022-08-01,56.439998626708984
2022-08-02,56.290000915527344
2022-08-03,57.380001068115234
2022-08-04,57.59000015258789
2022-08-05,57.400001525878906
2022-08-08,57.560001373291016
2022-08-09,56.939998626708984
2022-08-10,58.540000915527344
2022-08-11,58.38999938964844
2022-08-12,59.4900016784668
2022-08-15,59.63999938964844
2022-08-16,59.599998474121094
2022-08-17,58.869998931884766
2022-08-18,59.0
2022-08-19,57.939998626708984
2022-08-22,56.68000030517578
2022-08-23,56.7400016784668
2022-08-24,57.060001373291016
2022-08-25,57.939998626708984
2022-08-26,55.970001220703125
2022-08-29,55.58000183105469
2022-08-30,54.95000076293945
2022-08-31,54.63999938964844
2022-09-01,54.5
2022-09-02,54.02000045776367
2022-09-06,53.77000045776367
2022-09-07,54.79999923706055
2022-09-08,55.400001525878906
2022-09-09,56.560001373291016
2022-09-12,57.13999938964844
2022-09-13,54.689998626708984
2022-09-14,55.09000015258789
2022-09-15,54.650001525878906
2022-09-16,54.060001373291016
2022-09-19,54.43000030517578
2022-09-20,53.75
2022-09-21,52.72999954223633
2022-09-22,51.939998626708984
2022-09-23,50.849998474121094
2022-09-26,50.36000061035156
2022-09-27,50.5
2022-09-28,51.75
2022-09-29,50.540000915527344
2022-09-30,49.95000076293945
2022-10-03,50.880001068115234
2022-10-04,52.77000045776367
2022-10-05,52.619998931884766
2022-10-06,52.29999923706055
2022-10-07,50.650001525878906
2022-10-10,50.08000183105469
2022-10-11,49.41999816894531
2022-10-12,49.459999084472656
2022-10-13,50.349998474121094
2022-10-14,48.88999938964844
2022-10-17,50.439998626708984
2022-10-18,50.93000030517578
2022-10-19,50.56999969482422
2022-10-20,50.20000076293945
2022-10-21,51.34000015258789
2022-10-24,51.63999938964844
2022-10-25,52.77000045776367
2022-10-26,52.279998779296875
2022-10-27,51.7400016784668
2022-10-28,52.540000915527344
2022-10-31,52.220001220703125
2022-11-01,52.040000915527344
2022-11-02,50.459999084472656
2022-11-03,50.06999969482422
2022-11-04,50.709999084472656
2022-11-07,51.040000915527344
2022-11-08,51.29999923706055
2022-11-09,50.029998779296875
2022-11-10,53.130001068115234
2022-11-11,53.959999084472656
2022-11-14,53.34000015258789
2022-11-15,54.04999923706055
2022-11-16,53.310001373291016
2022-11-17,52.849998474121094
2022-11-18,52.91999816894531
2022-11-21,52.310001373291016
2022-11-22,52.97999954223633
2022-11-23,53.5099983215332
2022-11-25,53.5
2022-11-28,52.70000076293945
2022-11-29,52.68000030517578
2022-11-30,54.59000015258789
2022-12-01,54.66999816894531
2022-12-02,54.689998626708984
2022-12-05,53.5
2022-12-06,52.65999984741211
2022-12-07,52.58000183105469
2022-12-08,53.0099983215332
2022-12-09,52.7400016784668
2022-12-12,53.27000045776367
2022-12-13,53.720001220703125
2022-12-14,53.5
2022-12-15,52.18000030517578
2022-12-16,49.61000061035156
2022-12-19,49.04999923706055
2022-12-20,49.060001373291016
2022-12-21,49.79999923706055
2022-12-22,48.939998626708984
2022-12-23,49.11000061035156
2022-12-27,48.75
2022-12-28,48.20000076293945
2022-12-29,49.209999084472656
2022-12-30,49.09000015258789
2023-01-03,48.849998474121094
2023-01-04,49.38999938964844
2023-01-05,48.939998626708984
2023-01-06,49.970001220703125
2023-01-09,50.16999816894531
2023-01-10,50.650001525878906
2023-01-11,51.38999938964844
2023-01-12,51.849998474121094
2023-01-13,52.150001525878906
2023-01-17,52.150001525878906
2023-01-18,51.54999923706055
2023-01-19,51.09000015258789
2023-01-20,52.209999084472656
2023-01-23,53.0099983215332
2023-01-24,52.880001068115234
2023-01-25,52.959999084472656
2023-01-26,53.63999938964844
2023-01-27,53.959999084472656
2023-01-30,53.06999969482422
2023-01-31,53.900001525878906
2023-02-01,54.720001220703125
2023-02-02,55.810001373291016
2023-02-03,55.06999969482422
2023-02-06,54.68000030517578
2023-02-07,55.38999938964844
2023-02-08,54.81999969482422
2023-02-09,54.310001373291016
2023-02-10,54.040000915527344
2023-02-13,54.720001220703125
2023-02-14,55.040000915527344
2023-02-15,55.369998931884766
2023-02-16,54.459999084472656
2023-02-17,54.08000183105469
2023-02-21,52.93000030517578
2023-02-22,52.93000030517578
2023-02-23,53.150001525878906
2023-02-24,52.45000076293945
2023-02-27,52.83000183105469
2023-02-28,52.83000183105469
2023-03-01,52.7599983215332
2023-03-02,53.099998474121094
2023-03-03,54.099998474121094
2023-03-06,53.939998626708984
2023-03-07,53.220001220703125
2023-03-08,53.279998779296875
2023-03-09,52.220001220703125
2023-03-10,51.25
2023-03-13,51.099998474121094
2023-03-14,52.04999923706055
2023-03-15,51.45000076293945
2023-03-16,52.4900016784668
2023-03-17,51.88999938964844
2023-03-20,52.18000030517578
2023-03-21,53.04999923706055
2023-03-22,52.220001220703125
2023-03-23,52.58000183105469
2023-03-24,52.59000015258789
2023-03-27,52.689998626708984
2023-03-28,52.58000183105469
2023-03-29,53.33000183105469
2023-03-30,53.720001220703125
2023-03-31,54.58000183105469
2023-04-03,54.689998626708984
2023-04-04,54.369998931884766
2023-04-05,53.869998931884766
2023-04-06,54.0099983215332
2023-04-10,54.209999084472656
2023-04-11,54.33000183105469
2023-04-12,54.04999923706055
2023-04-13,54.83000183105469
2023-04-14,54.68000030517578
2023-04-17,54.7400016784668
2023-04-18,54.849998474121094
2023-04-19,54.77000045776367
2023-04-20,54.4900016784668
2023-04-21,54.61000061035156
2023-04-24,54.560001373291016
2023-04-25,53.4900016784668
2023-04-26,53.41999816894531
2023-04-27,54.5
2023-04-28,54.959999084472656
2023-05-01,54.91999816894531
2023-05-02,54.34000015258789
2023-05-03,54.189998626708984
2023-05-04,53.849998474121094
2023-05-05,54.709999084472656
2023-05-08,54.900001525878906
2023-05-09,54.779998779296875
2023-05-10,54.959999084472656
2023-05-11,54.91999816894531
2023-05-12,54.689998626708984
2023-05-15,55.09000015258789
2023-05-16,54.75
2023-05-17,55.560001373291016
2023-05-18,56.31999969482422
2023-05-19,56.15999984741211
2023-05-22,56.31999969482422
2023-05-23,55.54999923706055
2023-05-24,55.22999954223633
2023-05-25,55.65999984741211
2023-05-26,56.720001220703125
2023-05-30,56.689998626708984
2023-05-31,56.43000030517578
2023-06-01,57.04999923706055
2023-06-02,57.970001220703125
2023-06-05,57.83000183105469
2023-06-06,58.040000915527344
2023-06-07,57.58000183105469
2023-06-08,57.91999816894531
2023-06-09,58.029998779296875
2023-06-12,58.79999923706055
2023-06-13,59.31999969482422
2023-06-14,59.349998474121094
2023-06-15,60.06999969482422
2023-06-16,59.70000076293945
2023-06-20,59.529998779296875
2023-06-21,59.209999084472656
2023-06-22,59.43000030517578
2023-06-23,58.95000076293945
2023-06-26,58.619998931884766
2023-06-27,59.470001220703125
2023-06-28,59.650001525878906
2023-06-29,59.70000076293945
2023-06-30,60.380001068115234
2023-07-03,60.52000045776367
2023-07-05,60.43000030517578
2023-07-06,59.65999984741211
2023-07-07,59.7599983215332
2023-07-10,60.15999984741211
2023-07-11,60.75
2023-07-12,61.279998779296875
2023-07-13,62.040000915527344
2023-07-14,61.95000076293945
2023-07-17,62.2599983215332
2023-07-18,62.83000183105469
2023-07-19,62.790000915527344
2023-07-20,61.779998779296875
2023-07-21,61.779998779296875
2023-07-24,61.849998474121094
2023-07-25,62.150001525878906
2023-07-26,62.06999969482422
2023-07-27,61.810001373291016
2023-07-28,62.720001220703125
2023-07-31,62.88999938964844
2023-08-01,62.650001525878906
2023-08-02,61.47999954223633
2023-08-03,61.459999084472656
2023-08-04,61.41999816894531
2023-08-07,62.02000045776367
2023-08-08,61.650001525878906
2023-08-09,61.09000015258789
2023-08-10,61.15999984741211
2023-08-11,60.900001525878906
2023-08-14,61.290000915527344
2023-08-15,60.56999969482422
2023-08-16,60.029998779296875
2023-08-17,59.349998474121094
2023-08-18,59.349998474121094
2023-08-21,59.91999816894531
2023-08-22,59.86000061035156
2023-08-23,60.58000183105469
2023-08-24,59.5099983215332
2023-08-25,59.88999938964844
2023-08-28,60.310001373291016
