Date,VTISX
2022-10-31,107.12999725341797
2022-11-01,108.3499984741211
2022-11-02,107.0999984741211
2022-11-03,106.5
2022-11-04,110.33000183105469
2022-11-07,111.0
2022-11-08,111.97000122070312
2022-11-09,110.41000366210938
2022-11-10,115.30999755859375
2022-11-11,117.87999725341797
2022-11-14,116.9800033569336
2022-11-15,118.2699966430664
2022-11-16,117.37999725341797
2022-11-17,117.3499984741211
2022-11-18,117.30000305175781
2022-11-21,116.2699966430664
2022-11-22,117.5999984741211
2022-11-23,118.69999694824219
2022-11-25,119.23999786376953
2022-11-28,117.79000091552734
2022-11-29,118.63999938964844
2022-11-30,121.45999908447266
2022-12-01,121.97000122070312
2022-12-02,121.97000122070312
2022-12-05,120.31999969482422
2022-12-06,119.69999694824219
2022-12-07,119.43000030517578
2022-12-08,120.19000244140625
2022-12-09,120.22000122070312
2022-12-12,120.20999908447266
2022-12-13,121.5
2022-12-14,121.62999725341797
2022-12-15,118.75
2022-12-16,116.62999725341797
2022-12-19,116.36000061035156
2022-12-20,116.79000091552734
2022-12-21,117.83000183105469
2022-12-22,116.95999908447266
2022-12-23,117.19999694824219
2022-12-27,117.62000274658203
2022-12-28,116.61000061035156
2022-12-29,118.27999877929688
2022-12-30,117.38999938964844
2023-01-03,117.95999908447266
2023-01-04,119.77999877929688
2023-01-05,119.01000213623047
2023-01-06,121.58000183105469
2023-01-09,122.5
2023-01-10,122.80000305175781
2023-01-11,123.47000122070312
2023-01-12,124.9000015258789
2023-01-13,125.69000244140625
2023-01-17,125.83000183105469
2023-01-18,125.31999969482422
2023-01-19,125.37000274658203
2023-01-20,126.68000030517578
2023-01-23,127.25
2023-01-24,127.33000183105469
2023-01-25,127.87000274658203
2023-01-26,128.32000732421875
2023-01-27,128.05999755859375
2023-01-30,126.79000091552734
2023-01-31,127.27999877929688
2023-02-01,128.50999450683594
2023-02-02,128.3699951171875
2023-02-03,126.94000244140625
2023-02-06,125.4000015258789
2023-02-07,126.26000213623047
2023-02-08,125.75
2023-02-09,125.94000244140625
2023-02-10,125.38999938964844
2023-02-13,126.31999969482422
2023-02-14,126.3499984741211
2023-02-15,125.69999694824219
2023-02-16,125.33999633789062
2023-02-17,125.13999938964844
2023-02-21,123.87000274658203
2023-02-22,123.04000091552734
2023-02-23,123.55999755859375
2023-02-24,121.61000061035156
2023-02-27,122.63999938964844
2023-02-28,122.0
2023-03-01,123.02999877929688
2023-03-02,123.37000274658203
2023-03-03,124.86000061035156
2023-03-06,124.69999694824219
2023-03-07,122.72000122070312
2023-03-08,123.02999877929688
2023-03-09,121.80000305175781
2023-03-10,120.75
2023-03-13,120.19999694824219
2023-03-14,120.91000366210938
2023-03-15,118.06999969482422
2023-03-16,119.37000274658203
2023-03-17,118.36000061035156
2023-03-20,119.5
2023-03-21,120.79000091552734
2023-03-22,120.79000091552734
2023-03-23,121.37999725341797
2023-03-24,120.81999969482422
2023-03-27,121.18000030517578
2023-03-28,121.94999694824219
2023-03-29,123.18000030517578
2023-03-30,124.4800033569336
2023-03-31,124.91000366210938
2023-04-03,125.62000274658203
2023-04-04,125.63999938964844
2023-04-05,124.9000015258789
2023-04-06,125.16999816894531
2023-04-10,124.94000244140625
2023-04-11,125.81999969482422
2023-04-12,126.1500015258789
2023-04-13,127.81999969482422
2023-04-14,127.41000366210938
2023-04-17,127.4000015258789
2023-04-18,127.81999969482422
2023-04-19,127.13999938964844
2023-04-20,126.9800033569336
2023-04-21,127.02999877929688
2023-04-24,127.20999908447266
2023-04-25,125.37999725341797
2023-04-26,125.41000366210938
2023-04-27,126.86000061035156
2023-04-28,127.0999984741211
2023-05-01,126.81999969482422
2023-05-02,125.73999786376953
2023-05-03,125.9000015258789
2023-05-04,126.02999877929688
2023-05-05,127.68000030517578
2023-05-08,127.86000061035156
2023-05-09,127.3499984741211
2023-05-10,127.27999877929688
2023-05-11,126.69000244140625
2023-05-12,126.16999816894531
2023-05-15,127.33000183105469
2023-05-16,126.33999633789062
2023-05-17,126.79000091552734
2023-05-18,126.48999786376953
2023-05-19,126.9000015258789
2023-05-22,127.2300033569336
2023-05-23,125.68000030517578
2023-05-24,124.13999938964844
2023-05-25,123.75
2023-05-26,125.04000091552734
2023-05-30,123.97000122070312
2023-05-31,122.79000091552734
2023-06-01,124.54000091552734
2023-06-02,126.22000122070312
2023-06-05,126.01000213623047
2023-06-06,126.80999755859375
2023-06-07,126.0999984741211
2023-06-08,127.06999969482422
2023-06-09,127.1500015258789
2023-06-12,127.7300033569336
2023-06-13,128.72999572753906
2023-06-14,129.27000427246094
2023-06-15,130.5399932861328
2023-06-16,128.92999267578125
2023-06-20,127.2300033569336
2023-06-21,127.12000274658203
2023-06-22,126.4800033569336
2023-06-23,124.5999984741211
2023-06-26,124.79000091552734
2023-06-27,125.72000122070312
2023-06-28,125.72000122070312
2023-06-29,125.47000122070312
2023-06-30,126.80000305175781
2023-07-03,127.19000244140625
2023-07-05,126.2300033569336
2023-07-06,124.13999938964844
2023-07-07,124.91999816894531
2023-07-10,125.20999908447266
2023-07-11,126.41999816894531
2023-07-12,128.55999755859375
2023-07-13,130.5800018310547
2023-07-14,130.00999450683594
2023-07-17,129.89999389648438
2023-07-18,130.33999633789062
2023-07-19,130.35000610351562
2023-07-20,129.66000366210938
2023-07-21,129.6999969482422
2023-07-24,129.92999267578125
2023-07-25,130.6300048828125
2023-07-26,130.8000030517578
2023-07-27,130.2899932861328
2023-07-28,131.5
2023-07-31,131.7100067138672
2023-08-01,130.39999389648438
2023-08-02,127.80999755859375
2023-08-03,127.54000091552734
2023-08-04,127.81999969482422
2023-08-07,128.5
2023-08-08,127.44000244140625
2023-08-09,127.55999755859375
2023-08-10,127.9800033569336
2023-08-11,126.97000122070312
2023-08-14,126.33999633789062
2023-08-15,124.91999816894531
2023-08-16,124.0
2023-08-17,123.47000122070312
2023-08-18,123.0999984741211
2023-08-21,123.37999725341797
2023-08-22,123.30999755859375
2023-08-23,124.58999633789062
2023-08-24,123.38999938964844
2023-08-25,123.77999877929688
2023-08-28,124.94999694824219
2023-08-29,126.70999908447266
2023-08-30,126.61000061035156
2023-08-31,125.9000015258789
2023-09-01,126.27999877929688
2023-09-05,125.4800033569336
2023-09-06,125.04000091552734
2023-09-07,124.30999755859375
2023-09-08,124.22000122070312
2023-09-11,125.41000366210938
2023-09-12,125.05999755859375
2023-09-13,124.8499984741211
2023-09-14,126.22000122070312
2023-09-15,125.27999877929688
2023-09-18,124.79000091552734
2023-09-19,124.76000213623047
2023-09-20,124.33999633789062
2023-09-21,122.45999908447266
2023-09-22,122.7300033569336
2023-09-25,122.29000091552734
2023-09-26,120.70999908447266
2023-09-27,120.58999633789062
2023-09-28,121.22000122070312
2023-09-29,121.06999969482422
2023-10-02,119.69000244140625
2023-10-03,118.13999938964844
2023-10-04,118.04000091552734
2023-10-05,118.81999969482422
2023-10-06,120.06999969482422
2023-10-09,119.86000061035156
2023-10-10,121.52999877929688
2023-10-11,122.06999969482422
2023-10-12,121.19999694824219
2023-10-13,120.1500015258789
2023-10-16,120.79000091552734
2023-10-17,120.83999633789062
2023-10-18,119.0199966430664
2023-10-19,118.12999725341797
2023-10-20,116.91999816894531
2023-10-23,116.83999633789062
2023-10-24,117.44000244140625
2023-10-25,116.5199966430664
2023-10-26,115.77999877929688
2023-10-27,115.62999725341797
2023-10-30,116.79000091552734
2023-10-31,116.80999755859375
2023-11-01,117.93000030517578
2023-11-02,120.2300033569336
2023-11-03,121.80000305175781
2023-11-06,121.98999786376953
2023-11-07,121.27999877929688
2023-11-08,120.94999694824219
2023-11-09,120.70999908447266
2023-11-10,121.25
2023-11-13,121.37999725341797
2023-11-14,124.27999877929688
2023-11-15,124.69999694824219
2023-11-16,124.2300033569336
2023-11-17,125.47000122070312
2023-11-20,126.2699966430664
2023-11-21,125.7300033569336
2023-11-22,125.79000091552734
2023-11-24,126.44000244140625
2023-11-27,126.11000061035156
2023-11-28,126.5
2023-11-29,126.56999969482422
2023-11-30,126.70999908447266
2023-12-01,127.63999938964844
2023-12-04,126.70999908447266
2023-12-05,126.25
2023-12-06,126.43000030517578
2023-12-07,126.94000244140625
2023-12-08,127.13999938964844
2023-12-11,127.41000366210938
2023-12-12,127.41000366210938
2023-12-13,128.91000366210938
2023-12-14,130.49000549316406
2023-12-15,127.73999786376953
2023-12-18,127.8499984741211
2023-12-19,128.88999938964844
2023-12-20,127.43000030517578
2023-12-21,129.2899932861328
2023-12-22,129.2899932861328
2023-12-26,129.77000427246094
2023-12-27,130.85000610351562
2023-12-28,130.9199981689453
2023-12-29,130.9199981689453
2024-01-02,129.7100067138672
2024-01-03,128.69000244140625
2024-01-04,128.97000122070312
2024-01-05,129.0399932861328
2024-01-08,129.97000122070312
2024-01-09,128.89999389648438
2024-01-10,129.22999572753906
2024-01-11,129.3000030517578
2024-01-12,129.75
2024-01-16,127.7300033569336
2024-01-17,126.05999755859375
2024-01-18,127.0199966430664
2024-01-19,127.62000274658203
2024-01-22,127.5199966430664
2024-01-23,127.63999938964844
2024-01-24,128.52000427246094
2024-01-25,128.8800048828125
2024-01-26,129.27999877929688
2024-01-29,129.9199981689453
2024-01-30,129.49000549316406
2024-01-31,128.80999755859375
2024-02-01,130.0399932861328
2024-02-02,129.27000427246094
2024-02-05,128.6199951171875
2024-02-06,129.82000732421875
2024-02-07,130.00999450683594
2024-02-08,129.88999938964844
2024-02-09,130.07000732421875
2024-02-12,130.42999267578125
2024-02-13,128.55999755859375
2024-02-14,129.77000427246094
2024-02-15,131.0
2024-02-16,131.36000061035156
2024-02-20,131.72000122070312
2024-02-21,131.9499969482422
2024-02-22,133.3000030517578
2024-02-23,133.33999633789062
2024-02-26,133.08999633789062
2024-02-27,133.35000610351562
2024-02-28,132.38999938964844
2024-02-29,132.80999755859375
2024-03-01,134.2100067138672
2024-03-04,133.91000366210938
2024-03-05,133.2899932861328
2024-03-06,134.80999755859375
2024-03-07,136.1699981689453
2024-03-08,135.75999450683594
2024-03-11,135.3699951171875
2024-03-12,136.52000427246094
2024-03-13,136.25
2024-03-14,135.5399932861328
2024-03-15,134.7100067138672
2024-03-18,134.86000061035156
2024-03-19,134.86000061035156
2024-03-20,136.1199951171875
2024-03-21,136.39999389648438
2024-03-22,135.86000061035156
2024-03-25,135.64999389648438
2024-03-26,135.72999572753906
2024-03-27,136.4499969482422
2024-03-28,136.3300018310547
2024-04-01,135.9199981689453
2024-04-02,135.55999755859375
2024-04-03,136.2100067138672
2024-04-04,135.41000366210938
2024-04-05,135.86000061035156
2024-04-08,136.47000122070312
2024-04-09,136.7100067138672
2024-04-10,135.22000122070312
2024-04-11,135.47999572753906
2024-04-12,133.22000122070312
2024-04-15,132.5500030517578
2024-04-16,131.0800018310547
2024-04-17,131.0
2024-04-18,131.11000061035156
2024-04-19,130.69000244140625
2024-04-22,132.27000427246094
2024-04-23,133.5500030517578
2024-04-24,133.57000732421875
2024-04-25,133.19000244140625
2024-04-26,134.11000061035156
2024-04-29,135.0
2024-04-30,133.27999877929688
2024-05-01,133.13999938964844
2024-05-02,135.32000732421875
2024-05-03,136.49000549316406
2024-05-06,137.3000030517578
2024-05-07,137.25
2024-05-08,137.0800018310547
2024-05-09,137.8000030517578
2024-05-10,138.14999389648438
2024-05-13,138.3699951171875
2024-05-14,139.1699981689453
2024-05-15,140.33999633789062
2024-05-16,140.14999389648438
2024-05-17,140.74000549316406
2024-05-20,140.85000610351562
2024-05-21,140.3000030517578
2024-05-22,139.35000610351562
2024-05-23,138.57000732421875
2024-05-24,139.3699951171875
2024-05-28,139.39999389648438
2024-05-29,137.19000244140625
2024-05-30,137.82000732421875
2024-05-31,138.6300048828125
2024-06-03,139.30999755859375
2024-06-04,138.3800048828125
2024-06-05,139.61000061035156
2024-06-06,139.94000244140625
2024-06-07,138.61000061035156
2024-06-10,138.9600067138672
2024-06-11,137.64999389648438
2024-06-12,138.9499969482422
2024-06-13,137.63999938964844
2024-06-14,136.74000549316406
2024-06-17,137.14999389648438
2024-06-18,137.80999755859375
2024-06-20,137.86000061035156
2024-06-21,135.94000244140625
2024-06-24,136.6699981689453
2024-06-25,137.0
2024-06-26,136.1999969482422
2024-06-27,136.3699951171875
2024-06-28,136.32000732421875
2024-07-01,136.63999938964844
2024-07-02,137.0800018310547
2024-07-03,138.50999450683594
2024-07-05,138.50999450683594
2024-07-08,139.00999450683594
2024-07-09,138.8800048828125
2024-07-10,140.3300018310547
2024-07-11,140.92999267578125
2024-07-12,142.17999267578125
2024-07-15,141.14999389648438
2024-07-16,141.7899932861328
2024-07-17,140.69000244140625
2024-07-18,139.64999389648438
2024-07-19,138.61000061035156
2024-07-22,139.77000427246094
2024-07-23,139.1300048828125
2024-07-24,137.4499969482422
2024-07-25,136.7100067138672
2024-07-26,138.19000244140625
2024-07-29,137.8000030517578
2024-07-30,137.75999450683594
2024-07-31,140.1199951171875
2024-08-01,137.1199951171875
2024-08-02,134.75
2024-08-05,131.33999633789062
2024-08-06,132.16000366210938
2024-08-07,132.67999267578125
2024-08-08,135.0
2024-08-09,135.44000244140625
2024-08-12,135.55999755859375
2024-08-13,137.47000122070312
2024-08-14,137.66000366210938
2024-08-15,139.27999877929688
2024-08-16,140.25999450683594
2024-08-19,141.77999877929688
2024-08-20,141.1300048828125
2024-08-21,142.16000366210938
2024-08-22,141.2100067138672
2024-08-23,143.36000061035156
2024-08-26,142.80999755859375
2024-08-27,143.3699951171875
2024-08-28,142.58999633789062
2024-08-29,143.1199951171875
2024-08-30,143.60000610351562
2024-09-03,140.97999572753906
2024-09-04,140.55999755859375
2024-09-05,140.85000610351562
2024-09-06,138.38999938964844
2024-09-09,139.61000061035156
2024-09-10,139.1199951171875
2024-09-11,139.8699951171875
2024-09-12,141.17999267578125
2024-09-13,141.5399932861328
2024-09-16,142.35000610351562
2024-09-17,142.0399932861328
2024-09-18,141.55999755859375
2024-09-19,144.4499969482422
2024-09-20,142.77999877929688
2024-09-23,143.41000366210938
2024-09-24,145.0399932861328
2024-09-25,144.30999755859375
2024-09-26,147.7899932861328
2024-09-27,147.0500030517578
2024-09-30,146.63999938964844
2024-10-01,146.30999755859375
2024-10-02,146.7100067138672
2024-10-03,145.25999450683594
2024-10-04,146.27000427246094
2024-10-07,145.75999450683594
2024-10-08,144.72999572753906
2024-10-09,144.50999450683594
2024-10-10,144.42999267578125
2024-10-11,145.1199951171875
2024-10-14,145.30999755859375
2024-10-15,142.8699951171875
2024-10-16,143.60000610351562
2024-10-17,143.44000244140625
2024-10-18,144.5
2024-10-21,143.24000549316406
2024-10-22,142.4600067138672
2024-10-23,141.3000030517578
2024-10-24,141.5399932861328
2024-10-25,141.1699981689453
2024-10-28,142.0
2024-10-29,141.6999969482422
2024-10-30,140.86000061035156
2024-10-31,139.72999572753906
2024-11-01,140.17999267578125
2024-11-04,140.49000549316406
2024-11-05,142.07000732421875
2024-11-06,140.63999938964844
2024-11-07,142.6699981689453
2024-11-08,140.75999450683594
2024-11-11,140.5
2024-11-12,138.2899932861328
2024-11-13,137.30999755859375
2024-11-14,137.2100067138672
2024-11-15,136.55999755859375
2024-11-18,137.67999267578125
2024-11-19,137.8000030517578
2024-11-20,137.36000061035156
2024-11-21,137.5
