Date,RIBEX
2022-02-28,47.79999923706055
2022-03-01,47.09000015258789
2022-03-02,47.880001068115234
2022-03-03,47.59000015258789
2022-03-04,47.25
2022-03-07,45.849998474121094
2022-03-08,45.56999969482422
2022-03-09,46.65999984741211
2022-03-10,46.56999969482422
2022-03-11,45.97999954223633
2022-03-14,45.689998626708984
2022-03-15,46.52000045776367
2022-03-16,47.38999938964844
2022-03-17,47.959999084472656
2022-03-18,48.459999084472656
2022-03-21,48.41999816894531
2022-03-22,48.90999984741211
2022-03-23,48.380001068115234
2022-03-24,48.9900016784668
2022-03-25,49.2400016784668
2022-03-28,49.38999938964844
2022-03-29,49.939998626708984
2022-03-30,49.77000045776367
2022-03-31,49.029998779296875
2022-04-01,49.310001373291016
2022-04-04,49.65999984741211
2022-04-05,49.08000183105469
2022-04-06,48.630001068115234
2022-04-07,48.79999923706055
2022-04-08,48.779998779296875
2022-04-11,48.04999923706055
2022-04-12,47.900001525878906
2022-04-13,48.43000030517578
2022-04-14,47.88999938964844
2022-04-18,47.880001068115234
2022-04-19,48.560001373291016
2022-04-20,48.290000915527344
2022-04-21,47.47999954223633
2022-04-22,46.29999923706055
2022-04-25,46.38999938964844
2022-04-26,45.150001525878906
2022-04-27,45.29999923706055
2022-04-28,46.33000183105469
2022-04-29,44.790000915527344
2022-05-02,45.04999923706055
2022-05-03,45.290000915527344
2022-05-04,46.4900016784668
2022-05-05,45.04999923706055
2022-05-06,44.779998779296875
2022-05-09,43.31999969482422
2022-05-10,43.439998626708984
2022-05-11,42.97999954223633
2022-05-12,42.970001220703125
2022-05-13,44.02000045776367
2022-05-16,44.0099983215332
2022-05-17,44.900001525878906
2022-05-18,43.400001525878906
2022-05-19,43.18000030517578
2022-05-20,43.2400016784668
2022-05-23,43.869998931884766
2022-05-24,43.619998931884766
2022-05-25,43.9900016784668
2022-05-26,44.709999084472656
2022-05-27,45.63999938964844
2022-05-31,45.41999816894531
2022-06-01,45.18000030517578
2022-06-02,45.900001525878906
2022-06-03,45.29999923706055
2022-06-06,45.45000076293945
2022-06-07,45.869998931884766
2022-06-08,45.36000061035156
2022-06-09,44.279998779296875
2022-06-10,43.11000061035156
2022-06-13,41.459999084472656
2022-06-14,41.22999954223633
2022-06-15,41.130001068115234
2022-06-16,39.77000045776367
2022-06-17,39.77000045776367
2022-06-21,40.560001373291016
2022-06-22,40.38999938964844
2022-06-23,40.619998931884766
2022-06-24,41.790000915527344
2022-06-27,41.7400016784668
2022-06-28,41.13999938964844
2022-06-29,41.06999969482422
2022-06-30,40.7400016784668
2022-07-01,41.08000183105469
2022-07-05,40.84000015258789
2022-07-06,40.900001525878906
2022-07-07,41.45000076293945
2022-07-08,41.38999938964844
2022-07-11,40.88999938964844
2022-07-12,40.529998779296875
2022-07-13,40.279998779296875
2022-07-14,40.0
2022-07-15,40.779998779296875
2022-07-18,40.58000183105469
2022-07-19,41.720001220703125
2022-07-20,41.849998474121094
2022-07-21,42.189998626708984
2022-07-22,41.77000045776367
2022-07-25,41.88999938964844
2022-07-26,41.4900016784668
2022-07-27,42.5
2022-07-28,42.810001373291016
2022-07-29,43.2599983215332
2022-08-01,43.150001525878906
2022-08-02,42.95000076293945
2022-08-03,43.540000915527344
2022-08-04,43.54999923706055
2022-08-05,43.58000183105469
2022-08-08,43.59000015258789
2022-08-09,43.43000030517578
2022-08-10,44.34000015258789
2022-08-11,44.400001525878906
2022-08-12,45.08000183105469
