Date,IFACX
2022-02-28,24.780000686645508
2022-03-01,24.59000015258789
2022-03-02,24.889999389648438
2022-03-03,24.829999923706055
2022-03-04,24.75
2022-03-07,24.329999923706055
2022-03-08,24.170000076293945
2022-03-09,24.459999084472656
2022-03-10,24.40999984741211
2022-03-11,24.25
2022-03-14,24.049999237060547
2022-03-15,24.200000762939453
2022-03-16,24.440000534057617
2022-03-17,24.690000534057617
2022-03-18,24.75
2022-03-21,24.780000686645508
2022-03-22,24.850000381469727
2022-03-23,24.739999771118164
2022-03-24,24.889999389648438
2022-03-25,25.010000228881836
2022-03-28,24.969999313354492
2022-03-29,25.149999618530273
2022-03-30,25.15999984741211
2022-03-31,24.959999084472656
2022-04-01,25.06999969482422
2022-04-04,25.079999923706055
2022-04-05,24.950000762939453
2022-04-06,24.989999771118164
2022-04-07,25.040000915527344
2022-04-08,25.110000610351562
2022-04-11,24.920000076293945
2022-04-12,24.889999389648438
2022-04-13,25.030000686645508
2022-04-14,24.950000762939453
2022-04-18,24.90999984741211
2022-04-19,25.0
2022-04-20,25.170000076293945
2022-04-21,24.969999313354492
2022-04-22,24.59000015258789
2022-04-25,24.530000686645508
2022-04-26,24.239999771118164
2022-04-27,24.299999237060547
2022-04-28,24.530000686645508
2022-04-29,24.079999923706055
2022-05-02,24.0
2022-05-03,24.170000076293945
2022-05-04,24.549999237060547
2022-05-05,24.149999618530273
2022-05-06,24.079999923706055
2022-05-09,23.670000076293945
2022-05-10,23.6200008392334
2022-05-11,23.59000015258789
2022-05-12,23.56999969482422
2022-05-13,23.850000381469727
2022-05-16,23.950000762939453
2022-05-17,24.18000030517578
2022-05-18,23.68000030517578
2022-05-19,23.549999237060547
2022-05-20,23.670000076293945
2022-05-23,23.8799991607666
2022-05-24,24.010000228881836
2022-05-25,24.18000030517578
2022-05-26,24.360000610351562
2022-05-27,24.600000381469727
2022-05-31,24.479999542236328
2022-06-01,24.360000610351562
2022-06-02,24.520000457763672
2022-06-03,24.3700008392334
2022-06-06,24.3700008392334
2022-06-07,24.530000686645508
2022-06-08,24.280000686645508
2022-06-09,23.93000030517578
2022-06-10,23.56999969482422
2022-06-13,22.809999465942383
2022-06-14,22.649999618530273
2022-06-15,22.84000015258789
2022-06-16,22.459999084472656
2022-06-17,22.350000381469727
2022-06-21,22.670000076293945
2022-06-22,22.59000015258789
2022-06-23,22.6200008392334
2022-06-24,22.989999771118164
2022-06-27,23.030000686645508
2022-06-28,22.899999618530273
2022-06-29,22.829999923706055
2022-06-30,22.760000228881836
2022-07-01,22.90999984741211
2022-07-05,22.700000762939453
2022-07-06,22.65999984741211
2022-07-07,22.860000610351562
2022-07-08,22.84000015258789
2022-07-11,22.760000228881836
2022-07-12,22.670000076293945
2022-07-13,22.610000610351562
2022-07-14,22.40999984741211
2022-07-15,22.65999984741211
2022-07-18,22.6200008392334
2022-07-19,22.93000030517578
2022-07-20,22.8799991607666
2022-07-21,22.940000534057617
2022-07-22,22.959999084472656
2022-07-25,23.06999969482422
2022-07-26,23.0
2022-07-27,23.18000030517578
2022-07-28,23.350000381469727
2022-07-29,23.459999084472656
2022-08-01,23.469999313354492
2022-08-02,23.31999969482422
2022-08-03,23.43000030517578
2022-08-04,23.420000076293945
2022-08-05,23.40999984741211
2022-08-08,23.469999313354492
2022-08-09,23.469999313354492
2022-08-10,23.690000534057617
2022-08-11,23.709999084472656
2022-08-12,23.90999984741211
2022-08-15,23.920000076293945
2022-08-16,23.989999771118164
2022-08-17,23.860000610351562
2022-08-18,23.8799991607666
2022-08-19,23.75
2022-08-22,23.489999771118164
2022-08-23,23.469999313354492
2022-08-24,23.5
2022-08-25,23.68000030517578
2022-08-26,23.329999923706055
2022-08-29,23.239999771118164
2022-08-30,23.030000686645508
2022-08-31,22.899999618530273
2022-09-01,22.8700008392334
2022-09-02,22.799999237060547
2022-09-06,22.709999084472656
2022-09-07,22.90999984741211
2022-09-08,23.0
2022-09-09,23.209999084472656
2022-09-12,23.25
2022-09-13,22.700000762939453
2022-09-14,22.739999771118164
2022-09-15,22.59000015258789
2022-09-16,22.520000457763672
2022-09-19,22.59000015258789
2022-09-20,22.3799991607666
2022-09-21,22.209999084472656
2022-09-22,22.06999969482422
2022-09-23,21.670000076293945
2022-09-26,21.3799991607666
2022-09-27,21.270000457763672
2022-09-28,21.56999969482422
2022-09-29,21.31999969482422
2022-09-30,21.170000076293945
2022-10-03,21.559999465942383
2022-10-04,22.020000457763672
2022-10-05,21.93000030517578
2022-10-06,21.68000030517578
2022-10-07,21.420000076293945
2022-10-10,21.34000015258789
2022-10-11,21.260000228881836
2022-10-12,21.219999313354492
2022-10-13,21.510000228881836
2022-10-14,21.229999542236328
2022-10-17,21.510000228881836
2022-10-18,21.690000534057617
2022-10-19,21.540000915527344
2022-10-20,21.40999984741211
2022-10-21,21.68000030517578
2022-10-24,21.790000915527344
2022-10-25,22.030000686645508
2022-10-26,22.149999618530273
2022-10-27,22.190000534057617
2022-10-28,22.5
2022-10-31,22.40999984741211
2022-11-01,22.489999771118164
2022-11-02,22.25
2022-11-03,22.170000076293945
2022-11-04,22.440000534057617
2022-11-07,22.540000915527344
2022-11-08,22.639999389648438
2022-11-09,22.399999618530273
2022-11-10,23.059999465942383
2022-11-11,23.110000610351562
2022-11-14,23.020000457763672
2022-11-15,23.15999984741211
2022-11-16,23.110000610351562
2022-11-17,23.079999923706055
2022-11-18,23.18000030517578
2022-11-21,23.200000762939453
2022-11-22,23.43000030517578
2022-11-23,23.510000228881836
2022-11-25,23.56999969482422
2022-11-28,23.350000381469727
2022-11-29,23.399999618530273
2022-11-30,23.739999771118164
2022-12-01,23.799999237060547
2022-12-02,23.799999237060547
2022-12-05,23.549999237060547
2022-12-06,23.399999618530273
2022-12-07,23.43000030517578
2022-12-08,23.540000915527344
2022-12-09,23.459999084472656
2022-12-12,23.6200008392334
2022-12-13,22.709999084472656
2022-12-14,22.700000762939453
2022-12-15,22.440000534057617
2022-12-16,22.229999542236328
2022-12-19,22.149999618530273
2022-12-20,22.149999618530273
2022-12-21,22.360000610351562
2022-12-22,22.229999542236328
2022-12-23,22.34000015258789
2022-12-27,22.350000381469727
2022-12-28,22.15999984741211
2022-12-29,22.329999923706055
2022-12-30,22.270000457763672
2023-01-03,22.260000228881836
2023-01-04,22.399999618530273
2023-01-05,22.290000915527344
2023-01-06,22.700000762939453
2023-01-09,22.65999984741211
2023-01-10,22.68000030517578
2023-01-11,22.809999465942383
2023-01-12,22.93000030517578
2023-01-13,22.950000762939453
2023-01-17,22.8799991607666
2023-01-18,22.68000030517578
2023-01-19,22.600000381469727
2023-01-20,22.739999771118164
2023-01-23,22.780000686645508
2023-01-24,22.809999465942383
2023-01-25,22.84000015258789
2023-01-26,22.950000762939453
2023-01-27,22.90999984741211
2023-01-30,22.799999237060547
2023-01-31,22.969999313354492
2023-02-01,23.049999237060547
2023-02-02,23.040000915527344
2023-02-03,22.889999389648438
2023-02-06,22.790000915527344
2023-02-07,22.8700008392334
2023-02-08,22.809999465942383
2023-02-09,22.709999084472656
2023-02-10,22.799999237060547
2023-02-13,22.93000030517578
2023-02-14,22.860000610351562
2023-02-15,22.809999465942383
2023-02-16,22.65999984741211
2023-02-17,22.65999984741211
2023-02-21,22.440000534057617
2023-02-22,22.3700008392334
2023-02-23,22.43000030517578
2023-02-24,22.290000915527344
2023-02-27,22.34000015258789
2023-02-28,22.25
2023-03-01,22.229999542236328
2023-03-02,22.299999237060547
2023-03-03,22.510000228881836
2023-03-06,22.5
2023-03-07,22.209999084472656
2023-03-08,22.209999084472656
2023-03-09,21.989999771118164
2023-03-10,21.860000610351562
2023-03-13,21.690000534057617
2023-03-14,21.84000015258789
2023-03-15,21.600000381469727
2023-03-16,21.729999542236328
2023-03-17,21.56999969482422
2023-03-20,21.75
2023-03-21,21.860000610351562
2023-03-22,21.700000762939453
2023-03-23,21.700000762939453
2023-03-24,21.75
2023-03-27,21.799999237060547
2023-03-28,21.860000610351562
2023-03-29,22.0
2023-03-30,22.110000610351562
2023-03-31,22.290000915527344
2023-04-03,22.420000076293945
2023-04-04,22.3799991607666
2023-04-05,22.43000030517578
2023-04-06,22.459999084472656
2023-04-10,22.450000762939453
2023-04-11,22.530000686645508
2023-04-12,22.540000915527344
2023-04-13,22.649999618530273
2023-04-14,22.579999923706055
2023-04-17,22.6200008392334
2023-04-18,22.68000030517578
2023-04-19,22.65999984741211
2023-04-20,22.59000015258789
2023-04-21,22.600000381469727
2023-04-24,22.649999618530273
2023-04-25,22.5
2023-04-26,22.3700008392334
2023-04-27,22.510000228881836
2023-04-28,22.6299991607666
2023-05-01,22.579999923706055
2023-05-02,22.3799991607666
2023-05-03,22.309999465942383
2023-05-04,22.219999313354492
2023-05-05,22.440000534057617
2023-05-08,22.389999389648438
2023-05-09,22.34000015258789
2023-05-10,22.329999923706055
2023-05-11,22.239999771118164
2023-05-12,22.209999084472656
2023-05-15,22.260000228881836
2023-05-16,22.079999923706055
2023-05-17,22.190000534057617
2023-05-18,22.170000076293945
2023-05-19,22.190000534057617
2023-05-22,22.190000534057617
2023-05-23,22.1200008392334
2023-05-24,21.950000762939453
2023-05-25,21.860000610351562
2023-05-26,21.979999542236328
2023-05-30,21.920000076293945
2023-05-31,21.8700008392334
2023-06-01,21.979999542236328
2023-06-02,22.229999542236328
2023-06-05,22.15999984741211
2023-06-06,22.209999084472656
2023-06-07,22.280000686645508
2023-06-08,22.3700008392334
2023-06-09,22.329999923706055
2023-06-12,22.25
2023-06-13,22.31999969482422
2023-06-14,22.329999923706055
2023-06-15,22.530000686645508
2023-06-16,22.489999771118164
2023-06-20,22.34000015258789
2023-06-21,22.34000015258789
2023-06-22,22.25
2023-06-23,22.1200008392334
2023-06-26,22.15999984741211
2023-06-27,22.239999771118164
2023-06-28,22.219999313354492
2023-06-29,22.270000457763672
2023-06-30,22.420000076293945
2023-07-03,22.459999084472656
2023-07-05,22.3700008392334
2023-07-06,22.139999389648438
2023-07-07,22.139999389648438
2023-07-10,22.229999542236328
2023-07-11,22.3799991607666
2023-07-12,22.56999969482422
2023-07-13,22.719999313354492
2023-07-14,22.649999618530273
2023-07-17,22.639999389648438
2023-07-18,22.709999084472656
2023-07-19,22.790000915527344
2023-07-20,22.799999237060547
2023-07-21,22.84000015258789
2023-07-24,22.860000610351562
2023-07-25,22.860000610351562
2023-07-26,22.8700008392334
2023-07-27,22.739999771118164
2023-07-28,22.84000015258789
2023-07-31,22.8700008392334
2023-08-01,22.770000457763672
2023-08-02,22.59000015258789
2023-08-03,22.489999771118164
2023-08-04,22.510000228881836
2023-08-07,22.639999389648438
2023-08-08,22.540000915527344
2023-08-09,22.559999465942383
2023-08-10,22.530000686645508
2023-08-11,22.5
2023-08-14,22.459999084472656
2023-08-15,22.239999771118164
2023-08-16,22.149999618530273
2023-08-17,22.049999237060547
2023-08-18,22.09000015258789
2023-08-21,22.06999969482422
2023-08-22,22.030000686645508
2023-08-23,22.170000076293945
2023-08-24,22.040000915527344
2023-08-25,22.110000610351562
2023-08-28,22.209999084472656
2023-08-29,22.40999984741211
2023-08-30,22.440000534057617
2023-08-31,22.3799991607666
2023-09-01,22.350000381469727
2023-09-05,22.209999084472656
2023-09-06,22.100000381469727
2023-09-07,22.09000015258789
2023-09-08,22.149999618530273
2023-09-11,22.079999923706055
2023-09-12,22.110000610351562
2023-09-13,22.1200008392334
2023-09-14,22.309999465942383
