Date,FALCX
2022-02-28,11.470000267028809
2022-03-01,11.270000457763672
2022-03-02,11.479999542236328
2022-03-03,11.399999618530273
2022-03-04,11.279999732971191
2022-03-07,10.920000076293945
2022-03-08,10.859999656677246
2022-03-09,11.15999984741211
2022-03-10,11.119999885559082
2022-03-11,10.979999542236328
2022-03-14,10.90999984741211
2022-03-15,11.130000114440918
2022-03-16,11.399999618530273
2022-03-17,11.529999732971191
2022-03-18,11.670000076293945
2022-03-21,11.649999618530273
2022-03-22,11.779999732971191
2022-03-23,11.630000114440918
2022-03-24,11.789999961853027
2022-03-25,11.84000015258789
2022-03-28,11.90999984741211
2022-03-29,12.069999694824219
2022-03-30,11.979999542236328
2022-03-31,11.779999732971191
2022-04-01,11.819999694824219
2022-04-04,11.920000076293945
2022-04-05,11.760000228881836
2022-04-06,11.640000343322754
2022-04-07,11.6899995803833
2022-04-08,11.65999984741211
2022-04-11,11.479999542236328
2022-04-12,11.430000305175781
2022-04-13,11.569999694824219
2022-04-14,11.4399995803833
2022-04-18,11.430000305175781
2022-04-19,11.619999885559082
2022-04-20,11.609999656677246
2022-04-21,11.420000076293945
2022-04-22,11.100000381469727
2022-04-25,11.170000076293945
2022-04-26,10.859999656677246
2022-04-27,10.890000343322754
2022-04-28,11.15999984741211
2022-04-29,10.760000228881836
2022-05-02,10.829999923706055
2022-05-03,10.880000114440918
2022-05-04,11.199999809265137
2022-05-05,10.8100004196167
2022-05-06,10.729999542236328
2022-05-09,10.380000114440918
2022-05-10,10.40999984741211
2022-05-11,10.239999771118164
2022-05-12,10.239999771118164
2022-05-13,10.489999771118164
2022-05-16,10.449999809265137
2022-05-17,10.670000076293945
2022-05-18,10.25
2022-05-19,10.199999809265137
2022-05-20,10.199999809265137
2022-05-23,10.390000343322754
2022-05-24,10.289999961853027
2022-05-25,10.399999618530273
2022-05-26,10.609999656677246
2022-05-27,10.859999656677246
2022-05-31,10.789999961853027
2022-06-01,10.710000038146973
2022-06-02,10.90999984741211
2022-06-03,10.75
2022-06-06,10.789999961853027
2022-06-07,10.899999618530273
2022-06-08,10.779999732971191
2022-06-09,10.520000457763672
2022-06-10,10.210000038146973
2022-06-13,9.8100004196167
2022-06-14,9.789999961853027
2022-06-15,9.930000305175781
2022-06-16,9.600000381469727
2022-06-17,9.630000114440918
2022-06-21,9.850000381469727
2022-06-22,9.84000015258789
2022-06-23,9.930000305175781
2022-06-24,10.239999771118164
2022-06-27,10.210000038146973
2022-06-28,10.010000228881836
2022-06-29,10.0
2022-06-30,9.90999984741211
2022-07-01,10.010000228881836
2022-07-05,10.029999732971191
2022-07-06,10.0600004196167
2022-07-07,10.210000038146973
2022-07-08,9.789999961853027
2022-07-11,9.680000305175781
2022-07-12,9.600000381469727
2022-07-13,9.550000190734863
2022-07-14,9.510000228881836
2022-07-15,9.699999809265137
2022-07-18,9.630000114440918
2022-07-19,9.899999618530273
2022-07-20,9.960000038146973
2022-07-21,10.050000190734863
2022-07-22,9.949999809265137
2022-07-25,9.970000267028809
2022-07-26,9.850000381469727
2022-07-27,10.100000381469727
2022-07-28,10.210000038146973
2022-07-29,10.350000381469727
2022-08-01,10.319999694824219
2022-08-02,10.25
2022-08-03,10.40999984741211
2022-08-04,10.40999984741211
2022-08-05,10.40999984741211
2022-08-08,10.399999618530273
2022-08-09,10.350000381469727
2022-08-10,10.579999923706055
2022-08-11,10.579999923706055
2022-08-12,10.760000228881836
2022-08-15,10.800000190734863
2022-08-16,10.819999694824219
2022-08-17,10.739999771118164
2022-08-18,10.770000457763672
2022-08-19,10.619999885559082
2022-08-22,10.399999618530273
2022-08-23,10.380000114440918
2022-08-24,10.40999984741211
2022-08-25,10.5600004196167
2022-08-26,10.210000038146973
2022-08-29,10.140000343322754
2022-08-30,10.029999732971191
2022-08-31,9.949999809265137
2022-09-01,9.979999542236328
2022-09-02,9.880000114440918
2022-09-06,9.84000015258789
2022-09-07,10.020000457763672
2022-09-08,10.09000015258789
2022-09-09,10.25
2022-09-12,10.359999656677246
2022-09-13,9.90999984741211
2022-09-14,9.949999809265137
2022-09-15,9.850000381469727
2022-09-16,9.760000228881836
2022-09-19,9.829999923706055
2022-09-20,9.720000267028809
2022-09-21,9.550000190734863
2022-09-22,9.460000038146973
2022-09-23,9.300000190734863
2022-09-26,9.199999809265137
2022-09-27,9.1899995803833
2022-09-28,9.380000114440918
2022-09-29,9.199999809265137
2022-09-30,9.069999694824219
2022-10-03,9.3100004196167
2022-10-04,9.600000381469727
2022-10-05,9.59000015258789
2022-10-06,9.5
2022-10-07,9.239999771118164
2022-10-10,9.170000076293945
2022-10-11,9.119999885559082
2022-10-12,9.09000015258789
2022-10-13,9.319999694824219
2022-10-14,9.100000381469727
2022-10-17,9.34000015258789
2022-10-18,9.4399995803833
2022-10-19,9.369999885559082
2022-10-20,9.300000190734863
2022-10-21,9.510000228881836
2022-10-24,9.619999885559082
2022-10-25,9.779999732971191
2022-10-26,9.720000267028809
2022-10-27,9.670000076293945
2022-10-28,9.899999618530273
2022-10-31,9.829999923706055
2022-11-01,9.800000190734863
2022-11-02,9.569999694824219
2022-11-03,9.479999542236328
2022-11-04,9.609999656677246
2022-11-07,9.699999809265137
2022-11-08,9.760000228881836
2022-11-09,9.5600004196167
2022-11-10,10.069999694824219
2022-11-11,10.15999984741211
2022-11-14,10.069999694824219
2022-11-15,10.15999984741211
2022-11-16,10.079999923706055
2022-11-17,10.050000190734863
2022-11-18,10.09000015258789
2022-11-21,10.050000190734863
2022-11-22,10.1899995803833
2022-11-23,10.25
2022-11-25,10.25
2022-11-28,10.100000381469727
2022-11-29,10.09000015258789
2022-11-30,10.399999618530273
2022-12-01,10.390000343322754
2022-12-02,10.380000114440918
2022-12-05,10.1899995803833
2022-12-06,10.039999961853027
2022-12-07,10.020000457763672
2022-12-08,10.100000381469727
2022-12-09,10.020000457763672
2022-12-12,10.15999984741211
2022-12-13,10.229999542236328
2022-12-14,10.170000076293945
2022-12-15,9.920000076293945
2022-12-16,9.819999694824219
2022-12-19,9.739999771118164
2022-12-20,9.75
2022-12-21,9.890000343322754
2022-12-22,9.760000228881836
2022-12-23,9.8100004196167
2022-12-27,9.779999732971191
2022-12-28,9.65999984741211
2022-12-29,9.720000267028809
2022-12-30,9.6899995803833
2023-01-03,9.65999984741211
2023-01-04,9.729999542236328
2023-01-05,9.630000114440918
2023-01-06,9.850000381469727
2023-01-09,9.829999923706055
2023-01-10,9.899999618530273
2023-01-11,10.020000457763672
2023-01-12,10.069999694824219
2023-01-13,10.109999656677246
2023-01-17,10.09000015258789
2023-01-18,9.9399995803833
2023-01-19,9.869999885559082
2023-01-20,10.0600004196167
2023-01-23,10.170000076293945
2023-01-24,10.170000076293945
