Date,VBINX
2022-02-28,45.880001068115234
2022-03-01,45.560001373291016
2022-03-02,45.849998474121094
2022-03-03,45.70000076293945
2022-03-04,45.52000045776367
2022-03-07,44.599998474121094
2022-03-08,44.36000061035156
2022-03-09,45.0099983215332
2022-03-10,44.810001373291016
2022-03-11,44.43000030517578
2022-03-14,44.0
2022-03-15,44.54999923706055
2022-03-16,45.2400016784668
2022-03-17,45.630001068115234
2022-03-18,46.02000045776367
2022-03-21,45.810001373291016
2022-03-22,45.72999954223633
2022-03-23,45.470001220703125
2022-03-24,45.790000915527344
2022-03-25,45.77000045776367
2022-03-28,46.0
2022-03-29,46.5
2022-03-30,46.31999969482422
2022-03-31,45.90999984741211
2022-04-01,45.97999954223633
2022-04-04,46.209999084472656
2022-04-05,45.650001525878906
2022-04-06,45.290000915527344
2022-04-07,45.349998474121094
2022-04-08,45.15999984741211
2022-04-11,44.65999984741211
2022-04-12,44.630001068115234
2022-04-13,45.0
2022-04-14,44.540000915527344
2022-04-18,44.45000076293945
2022-04-19,44.83000183105469
2022-04-20,44.88999938964844
2022-04-21,44.349998474121094
2022-04-22,43.59000015258789
2022-04-25,43.84000015258789
2022-04-26,43.150001525878906
2022-04-27,43.130001068115234
2022-04-28,43.720001220703125
2022-04-29,42.70000076293945
2022-05-02,42.77000045776367
2022-05-03,42.90999984741211
2022-05-04,43.75
2022-05-05,42.630001068115234
2022-05-06,42.349998474121094
2022-05-09,41.540000915527344
2022-05-10,41.630001068115234
2022-05-11,41.2599983215332
2022-05-12,41.33000183105469
2022-05-13,41.900001525878906
2022-05-16,41.79999923706055
2022-05-17,42.22999954223633
2022-05-18,41.29999923706055
2022-05-19,41.25
2022-05-20,41.29999923706055
2022-05-23,41.650001525878906
2022-05-24,41.52000045776367
2022-05-25,41.849998474121094
2022-05-26,42.380001068115234
2022-05-27,43.04999923706055
2022-05-31,42.75
2022-06-01,42.5
2022-06-02,43.040000915527344
2022-06-03,42.599998474121094
2022-06-06,42.58000183105469
2022-06-07,42.900001525878906
2022-06-08,42.560001373291016
2022-06-09,41.93000030517578
2022-06-10,41.04999923706055
2022-06-13,39.779998779296875
2022-06-14,39.61000061035156
2022-06-15,40.130001068115234
2022-06-16,39.349998474121094
2022-06-17,39.45000076293945
2022-06-21,39.91999816894531
2022-06-22,39.86000061035156
2022-06-23,40.18000030517578
2022-06-24,40.869998931884766
2022-06-27,40.75
2022-06-28,40.2599983215332
2022-06-29,40.29999923706055
2022-06-30,40.150001525878906
2022-07-01,40.52000045776367
2022-07-05,40.650001525878906
2022-07-06,40.59000015258789
2022-07-07,40.95000076293945
2022-07-08,40.86000061035156
2022-07-11,40.63999938964844
2022-07-12,40.45000076293945
2022-07-13,40.38999938964844
2022-07-14,40.22999954223633
2022-07-15,40.75
2022-07-18,40.540000915527344
2022-07-19,41.18000030517578
2022-07-20,41.380001068115234
2022-07-21,41.75
2022-07-22,41.61000061035156
2022-07-25,41.599998474121094
2022-07-26,41.290000915527344
2022-07-27,41.970001220703125
2022-07-28,42.400001525878906
2022-07-29,42.7599983215332
2022-08-01,42.779998779296875
2022-08-02,42.459999084472656
2022-08-03,42.95000076293945
2022-08-04,42.970001220703125
2022-08-05,42.779998779296875
2022-08-08,42.869998931884766
2022-08-09,42.66999816894531
2022-08-10,43.29999923706055
2022-08-11,43.20000076293945
2022-08-12,43.72999954223633
2022-08-15,43.869998931884766
2022-08-16,43.900001525878906
2022-08-17,43.58000183105469
2022-08-18,43.66999816894531
2022-08-19,43.18000030517578
2022-08-22,42.54999923706055
2022-08-23,42.4900016784668
2022-08-24,42.540000915527344
2022-08-25,43.0099983215332
2022-08-26,42.119998931884766
2022-08-29,41.869998931884766
2022-08-30,41.59000015258789
2022-08-31,41.34000015258789
2022-09-01,41.2599983215332
2022-09-02,41.06999969482422
2022-09-06,40.81999969482422
2022-09-07,41.380001068115234
2022-09-08,41.52000045776367
2022-09-09,41.93000030517578
2022-09-12,42.18000030517578
2022-09-13,41.0099983215332
2022-09-14,41.099998474121094
2022-09-15,40.79999923706055
2022-09-16,40.560001373291016
2022-09-19,40.709999084472656
2022-09-20,40.349998474121094
2022-09-21,40.0
2022-09-22,39.380001068115234
2022-09-23,38.91999816894531
2022-09-26,38.470001220703125
2022-09-27,38.380001068115234
2022-09-28,39.08000183105469
2022-09-29,38.5099983215332
2022-09-30,38.15999984741211
2022-10-03,38.869998931884766
2022-10-04,39.65999984741211
2022-10-05,39.52000045776367
2022-10-06,39.2400016784668
2022-10-07,38.5
2022-10-10,38.2599983215332
2022-10-11,38.119998931884766
2022-10-12,38.06999969482422
2022-10-13,38.54999923706055
2022-10-14,37.93000030517578
2022-10-17,38.56999969482422
2022-10-18,38.869998931884766
2022-10-19,38.54999923706055
2022-10-20,38.27000045776367
2022-10-21,38.79999923706055
2022-10-24,39.029998779296875
2022-10-25,39.61000061035156
2022-10-26,39.529998779296875
2022-10-27,39.4900016784668
2022-10-28,40.02000045776367
2022-10-31,39.790000915527344
2022-11-01,39.75
2022-11-02,39.09000015258789
2022-11-03,38.79999923706055
2022-11-04,39.08000183105469
2022-11-07,39.2599983215332
2022-11-08,39.45000076293945
2022-11-09,38.95000076293945
2022-11-10,40.599998474121094
2022-11-11,40.81999969482422
2022-11-14,40.58000183105469
2022-11-15,40.93000030517578
2022-11-16,40.779998779296875
2022-11-17,40.61000061035156
2022-11-18,40.70000076293945
2022-11-21,40.599998474121094
2022-11-22,41.0
2022-11-23,41.22999954223633
2022-11-25,41.25
2022-11-28,40.84000015258789
2022-11-29,40.7599983215332
2022-11-30,41.619998931884766
2022-12-01,41.77000045776367
2022-12-02,41.810001373291016
2022-12-05,41.189998626708984
2022-12-06,40.88999938964844
2022-12-07,40.970001220703125
2022-12-08,41.119998931884766
2022-12-09,40.84000015258789
2022-12-12,41.18000030517578
2022-12-13,41.47999954223633
2022-12-14,41.380001068115234
2022-12-15,40.77000045776367
2022-12-16,40.470001220703125
2022-12-19,40.130001068115234
2022-12-20,40.060001373291016
2022-12-21,40.45000076293945
2022-12-22,40.09000015258789
2022-12-23,40.15999984741211
2022-12-27,39.959999084472656
2022-12-28,39.279998779296875
2022-12-29,39.77000045776367
2022-12-30,39.65999984741211
2023-01-03,39.63999938964844
2023-01-04,39.91999816894531
2023-01-05,39.619998931884766
2023-01-06,40.31999969482422
2023-01-09,40.369998931884766
2023-01-10,40.4900016784668
2023-01-11,40.90999984741211
2023-01-12,41.150001525878906
2023-01-13,41.20000076293945
2023-01-17,41.13999938964844
2023-01-18,40.91999816894531
2023-01-19,40.68000030517578
2023-01-20,41.06999969482422
2023-01-23,41.34000015258789
2023-01-24,41.380001068115234
2023-01-25,41.40999984741211
2023-01-26,41.650001525878906
